cell_id,Campylorhynchus brunneicapillus,Campylorhynchus brunneicapillus [brunneicapillus Group],Campylorhynchus brunneicapillus [affinis Group]
8429a67ffffffff,380.0,0.0,0.0
8429a69ffffffff,356.0,0.0,0.0
8429a6bffffffff,814.0,0.0,0.0
8429a6dffffffff,293.0,0.0,0.0
8429aa7ffffffff,19.0,0.0,0.0
8429aadffffffff,1.0,0.0,0.0
8429ae1ffffffff,1002.0,0.0,0.0
8429ae5ffffffff,560.0,0.0,0.0
8429aedffffffff,346.0,0.0,0.0
8429b01ffffffff,108.0,0.0,0.0
8429b03ffffffff,28.0,0.0,0.0
8429b05ffffffff,19.0,0.0,0.0
8429b07ffffffff,6.0,0.0,0.0
8429b09ffffffff,55.0,0.0,0.0
8429b0bffffffff,154.0,0.0,0.0
8429b0dffffffff,37.0,0.0,0.0
8429b11ffffffff,51.0,0.0,0.0
8429b13ffffffff,172.0,0.0,0.0
8429b15ffffffff,536.0,0.0,0.0
8429b17ffffffff,16.0,0.0,0.0
8429b19ffffffff,3.0,0.0,0.0
8429b1bffffffff,335.0,0.0,0.0
8429b1dffffffff,11.0,0.0,0.0
8429b29ffffffff,8.0,0.0,0.0
8429b2dffffffff,128.0,0.0,0.0
8429b31ffffffff,2.0,0.0,0.0
8429b33ffffffff,14.0,0.0,0.0
8429b39ffffffff,117.0,0.0,0.0
8429b3bffffffff,29.0,0.0,0.0
8429b41ffffffff,7.0,0.0,0.0
8429b43ffffffff,10.0,0.0,0.0
8429b45ffffffff,19.0,0.0,0.0
8429b47ffffffff,27.0,0.0,0.0
8429b49ffffffff,1.0,0.0,0.0
8429b4bffffffff,43.0,0.0,0.0
8429b51ffffffff,7.0,0.0,0.0
8429b55ffffffff,28.0,0.0,0.0
8429b57ffffffff,17.0,0.0,0.0
8429b59ffffffff,17.0,0.0,0.0
8429b5bffffffff,7.0,0.0,0.0
8429b5dffffffff,9.0,0.0,0.0
8429b61ffffffff,535.0,0.0,0.0
8429b63ffffffff,147.0,0.0,0.0
8429b65ffffffff,848.0,0.0,0.0
8429b67ffffffff,221.0,0.0,0.0
8429b69ffffffff,461.0,0.0,0.0
8429b6bffffffff,364.0,0.0,0.0
8429b6dffffffff,1796.0,0.0,0.0
8448005ffffffff,2.0,0.0,0.0
8448007ffffffff,7.0,0.0,0.0
8448017ffffffff,54.0,0.0,0.0
8448059ffffffff,306.0,0.0,3.0
844805bffffffff,199.0,0.0,2.0
8448083ffffffff,1.0,0.0,0.0
8448085ffffffff,7.0,0.0,0.0
8448087ffffffff,12.0,0.0,0.0
8448097ffffffff,366.0,0.0,0.0
84480a3ffffffff,1.0,0.0,0.0
84480a9ffffffff,44.0,0.0,0.0
84480adffffffff,16.0,0.0,0.0
84480b7ffffffff,2.0,0.0,0.0
84480b9ffffffff,7.0,0.0,0.0
84480bbffffffff,247.0,0.0,0.0
84480bdffffffff,9.0,0.0,0.0
84480cbffffffff,8.0,0.0,0.0
84480d1ffffffff,20.0,0.0,0.0
84480d3ffffffff,59.0,0.0,1.0
84480d9ffffffff,9.0,0.0,0.0
84480dbffffffff,24.0,0.0,0.0
84480ddffffffff,132.0,0.0,0.0
84480e1ffffffff,75.0,0.0,0.0
84480e3ffffffff,3.0,0.0,0.0
84480e5ffffffff,19.0,0.0,0.0
84480e7ffffffff,4.0,0.0,0.0
84480edffffffff,23.0,0.0,0.0
8448101ffffffff,67.0,0.0,0.0
8448107ffffffff,3.0,0.0,0.0
844810dffffffff,36.0,0.0,0.0
8448121ffffffff,10.0,0.0,0.0
8448123ffffffff,1.0,0.0,0.0
8448129ffffffff,4.0,0.0,0.0
8448131ffffffff,1.0,0.0,0.0
8448133ffffffff,4.0,0.0,0.0
8448145ffffffff,22.0,0.0,0.0
8448147ffffffff,323.0,0.0,0.0
844814dffffffff,12.0,0.0,0.0
8448163ffffffff,1.0,0.0,0.0
8448165ffffffff,17.0,0.0,0.0
8448169ffffffff,7.0,0.0,0.0
844816bffffffff,42.0,0.0,0.0
84481a7ffffffff,12.0,0.0,0.0
84481b5ffffffff,5.0,0.0,0.0
84481b7ffffffff,1.0,0.0,0.0
84481e1ffffffff,1.0,0.0,0.0
84481e7ffffffff,3.0,0.0,0.0
84481edffffffff,2.0,0.0,0.0
8448233ffffffff,915.0,0.0,23.0
8448237ffffffff,39.0,0.0,0.0
844823bffffffff,215.0,0.0,2.0
8448285ffffffff,27.0,0.0,0.0
8448287ffffffff,1.0,0.0,0.0
8448295ffffffff,12.0,0.0,0.0
84482a1ffffffff,7.0,0.0,0.0
84482a3ffffffff,8.0,0.0,0.0
84482a9ffffffff,76.0,0.0,2.0
84482abffffffff,14.0,0.0,0.0
84482adffffffff,965.0,0.0,15.0
84482b1ffffffff,10.0,0.0,1.0
84482b5ffffffff,7.0,0.0,0.0
84482b7ffffffff,27.0,0.0,0.0
84482b9ffffffff,65.0,0.0,2.0
84482bbffffffff,8.0,0.0,1.0
84482bdffffffff,3.0,0.0,0.0
84482e3ffffffff,37.0,0.0,0.0
84482e5ffffffff,732.0,0.0,7.0
84482e7ffffffff,87.0,0.0,3.0
84482edffffffff,25.0,0.0,0.0
8448333ffffffff,1.0,0.0,0.0
8448421ffffffff,1.0,0.0,0.0
8448423ffffffff,1.0,0.0,0.0
8448425ffffffff,4.0,0.0,0.0
8448427ffffffff,61.0,0.0,0.0
8448435ffffffff,37.0,0.0,0.0
8448437ffffffff,5.0,0.0,0.0
844843dffffffff,1.0,0.0,0.0
8448469ffffffff,11.0,0.0,0.0
844846dffffffff,15.0,0.0,0.0
84484a5ffffffff,123.0,0.0,0.0
8448505ffffffff,3.0,0.0,0.0
844850dffffffff,4.0,0.0,0.0
8448525ffffffff,5.0,0.0,0.0
8448527ffffffff,15.0,0.0,0.0
844852dffffffff,31.0,0.0,0.0
8448539ffffffff,5.0,0.0,0.0
8448547ffffffff,2.0,0.0,0.0
844854bffffffff,5.0,0.0,0.0
8448551ffffffff,10.0,0.0,0.0
8448553ffffffff,30.0,0.0,0.0
8448557ffffffff,7.0,0.0,0.0
8448559ffffffff,50.0,0.0,0.0
844855bffffffff,26.0,0.0,0.0
8448563ffffffff,3.0,0.0,0.0
8448565ffffffff,58.0,0.0,0.0
8448567ffffffff,80.0,0.0,0.0
8448569ffffffff,15.0,0.0,0.0
844856bffffffff,121.0,0.0,0.0
844856dffffffff,5.0,0.0,0.0
8448583ffffffff,39.0,0.0,0.0
8448585ffffffff,3.0,0.0,0.0
8448587ffffffff,5.0,0.0,0.0
8448589ffffffff,1.0,0.0,0.0
8448591ffffffff,18.0,0.0,0.0
8448593ffffffff,74.0,0.0,0.0
8448595ffffffff,9.0,0.0,0.0
8448597ffffffff,77.0,0.0,0.0
8448599ffffffff,18.0,0.0,0.0
844859dffffffff,2.0,0.0,0.0
84485a1ffffffff,10.0,0.0,0.0
84485a3ffffffff,4.0,0.0,0.0
84485a5ffffffff,62.0,0.0,0.0
84485a7ffffffff,1.0,0.0,0.0
84485a9ffffffff,1.0,0.0,0.0
84485abffffffff,8.0,0.0,0.0
84485adffffffff,9.0,0.0,0.0
84485b1ffffffff,51.0,0.0,0.0
84485b3ffffffff,48.0,0.0,0.0
84485b5ffffffff,26.0,0.0,0.0
84485b7ffffffff,18.0,0.0,0.0
84485b9ffffffff,6.0,0.0,0.0
84485bbffffffff,73.0,0.0,0.0
84485bdffffffff,33.0,0.0,0.0
84485c3ffffffff,2.0,0.0,0.0
84485c7ffffffff,42.0,0.0,0.0
84485c9ffffffff,52.0,0.0,0.0
84485d1ffffffff,108.0,0.0,0.0
84485d3ffffffff,28.0,0.0,0.0
84485d5ffffffff,16.0,0.0,0.0
84485d7ffffffff,12.0,0.0,0.0
84485ddffffffff,43.0,0.0,0.0
84485e1ffffffff,7.0,0.0,0.0
84485e5ffffffff,42.0,0.0,0.0
84485e7ffffffff,62.0,0.0,0.0
8448707ffffffff,2.0,0.0,0.0
8448715ffffffff,94.0,0.0,0.0
8448717ffffffff,58.0,0.0,0.0
8448721ffffffff,9.0,0.0,3.0
8448723ffffffff,331.0,0.0,5.0
8448725ffffffff,24.0,0.0,0.0
8448727ffffffff,2.0,0.0,0.0
8448729ffffffff,4.0,0.0,0.0
844872bffffffff,14.0,0.0,0.0
8448731ffffffff,100.0,0.0,0.0
8448733ffffffff,31.0,0.0,0.0
8448735ffffffff,35.0,0.0,0.0
8448737ffffffff,3.0,0.0,0.0
8448739ffffffff,9.0,0.0,0.0
844873bffffffff,113.0,0.0,0.0
844873dffffffff,8.0,0.0,0.0
8448767ffffffff,18.0,0.0,0.0
8448801ffffffff,2.0,0.0,0.0
8448803ffffffff,104.0,0.0,0.0
8448805ffffffff,58.0,0.0,0.0
8448807ffffffff,9.0,0.0,0.0
844880dffffffff,571.0,0.0,0.0
8448815ffffffff,63.0,0.0,0.0
8448817ffffffff,3.0,0.0,0.0
8448823ffffffff,5.0,0.0,0.0
8448825ffffffff,90.0,0.0,0.0
8448827ffffffff,34.0,0.0,0.0
8448829ffffffff,8.0,0.0,0.0
844882bffffffff,103.0,0.0,0.0
844882dffffffff,213.0,0.0,0.0
8448831ffffffff,304.0,0.0,0.0
8448833ffffffff,255.0,0.0,0.0
8448835ffffffff,38.0,0.0,0.0
8448837ffffffff,98.0,0.0,0.0
8448839ffffffff,26.0,0.0,0.0
844883bffffffff,16.0,0.0,0.0
844883dffffffff,12.0,0.0,0.0
8448841ffffffff,6.0,0.0,0.0
8448843ffffffff,6.0,0.0,0.0
8448845ffffffff,22.0,0.0,0.0
8448849ffffffff,8.0,0.0,0.0
844884bffffffff,35.0,0.0,0.0
844884dffffffff,3.0,0.0,0.0
8448855ffffffff,7.0,0.0,0.0
8448861ffffffff,57.0,0.0,0.0
8448863ffffffff,105.0,0.0,0.0
8448865ffffffff,29.0,0.0,0.0
8448867ffffffff,83.0,0.0,0.0
8448869ffffffff,226.0,0.0,0.0
844886bffffffff,177.0,0.0,0.0
844886dffffffff,22.0,0.0,0.0
8448881ffffffff,201.0,0.0,0.0
8448883ffffffff,51.0,0.0,0.0
8448885ffffffff,2.0,0.0,0.0
8448887ffffffff,41.0,0.0,0.0
8448889ffffffff,39.0,0.0,0.0
844888dffffffff,16.0,0.0,0.0
8448891ffffffff,24.0,0.0,0.0
8448893ffffffff,6.0,0.0,0.0
8448895ffffffff,37.0,0.0,0.0
8448897ffffffff,61.0,0.0,0.0
8448899ffffffff,12.0,0.0,0.0
844889bffffffff,28.0,0.0,0.0
844889dffffffff,66.0,0.0,0.0
84488a3ffffffff,24.0,0.0,0.0
84488a7ffffffff,222.0,0.0,0.0
84488a9ffffffff,29.0,0.0,0.0
84488abffffffff,4.0,0.0,0.0
84488b1ffffffff,122.0,0.0,0.0
84488b3ffffffff,466.0,0.0,0.0
84488b5ffffffff,13.0,0.0,0.0
84488b7ffffffff,45.0,0.0,0.0
84488b9ffffffff,32.0,0.0,0.0
84488bbffffffff,16.0,0.0,0.0
84488bdffffffff,12.0,0.0,0.0
84488c7ffffffff,17.0,0.0,0.0
84488d1ffffffff,490.0,0.0,0.0
84488d3ffffffff,177.0,0.0,0.0
84488d5ffffffff,79.0,0.0,0.0
84488d7ffffffff,38.0,0.0,0.0
84488d9ffffffff,580.0,0.0,0.0
84488dbffffffff,42.0,0.0,0.0
84488ddffffffff,92.0,0.0,0.0
84488e1ffffffff,138.0,0.0,0.0
84488e3ffffffff,7.0,0.0,0.0
84488e5ffffffff,3.0,0.0,0.0
84488e7ffffffff,2.0,0.0,0.0
84488e9ffffffff,223.0,0.0,0.0
84488ebffffffff,311.0,0.0,0.0
84488edffffffff,540.0,0.0,0.0
8448913ffffffff,1.0,0.0,0.0
8448919ffffffff,4.0,0.0,0.0
844891bffffffff,44.0,0.0,0.0
8448951ffffffff,2.0,0.0,0.0
8448953ffffffff,8.0,0.0,0.0
8448959ffffffff,47.0,0.0,0.0
844895bffffffff,9.0,0.0,0.0
844895dffffffff,1.0,0.0,0.0
8448981ffffffff,70.0,0.0,0.0
8448985ffffffff,2.0,0.0,0.0
844898bffffffff,10.0,0.0,0.0
8448991ffffffff,19.0,0.0,0.0
8448993ffffffff,10.0,0.0,0.0
8448995ffffffff,1.0,0.0,0.0
8448997ffffffff,15.0,0.0,0.0
8448999ffffffff,15.0,0.0,0.0
844899bffffffff,10.0,0.0,0.0
844899dffffffff,7.0,0.0,0.0
84489c3ffffffff,1.0,0.0,0.0
84489c9ffffffff,9.0,0.0,0.0
84489cbffffffff,4.0,0.0,0.0
84489cdffffffff,1.0,0.0,0.0
84489d3ffffffff,31.0,0.0,0.0
84489d7ffffffff,4.0,0.0,0.0
84489d9ffffffff,7.0,0.0,0.0
8448a01ffffffff,17.0,0.0,0.0
8448a03ffffffff,2.0,0.0,0.0
8448a05ffffffff,172.0,0.0,0.0
8448a07ffffffff,10.0,0.0,0.0
8448a09ffffffff,1.0,0.0,0.0
8448a0dffffffff,5.0,0.0,0.0
8448a11ffffffff,1.0,0.0,0.0
8448a1bffffffff,1.0,0.0,0.0
8448a21ffffffff,30.0,0.0,0.0
8448a23ffffffff,31.0,0.0,0.0
8448a25ffffffff,2.0,0.0,0.0
8448a29ffffffff,74.0,0.0,0.0
8448a2bffffffff,93.0,0.0,0.0
8448a31ffffffff,2.0,0.0,0.0
8448a35ffffffff,10.0,0.0,0.0
8448a3bffffffff,2.0,0.0,0.0
8448a3dffffffff,1.0,0.0,0.0
8448a63ffffffff,270.0,0.0,0.0
8448a67ffffffff,23.0,0.0,0.0
8448a69ffffffff,2.0,0.0,0.0
8448a6bffffffff,16.0,0.0,0.0
8448a6dffffffff,2.0,0.0,0.0
8448aa1ffffffff,4.0,0.0,0.0
8448ab1ffffffff,3.0,0.0,0.0
8448ab3ffffffff,1038.0,0.0,0.0
8448ab7ffffffff,3295.0,0.0,0.0
8448abbffffffff,3.0,0.0,0.0
8448ac3ffffffff,2.0,0.0,0.0
8448ac9ffffffff,1.0,0.0,0.0
8448acbffffffff,2.0,0.0,0.0
8448ae1ffffffff,2.0,0.0,0.0
8448ae5ffffffff,1.0,0.0,0.0
8448ae9ffffffff,2.0,0.0,0.0
8448b13ffffffff,1542.0,0.0,0.0
8448b15ffffffff,321.0,0.0,0.0
8448b17ffffffff,297.0,0.0,0.0
8448b19ffffffff,2.0,0.0,0.0
8448b1bffffffff,10.0,0.0,0.0
8448b1dffffffff,136.0,0.0,0.0
8448b23ffffffff,89.0,0.0,0.0
8448b2bffffffff,104.0,0.0,0.0
8448b31ffffffff,374.0,0.0,0.0
8448b33ffffffff,21.0,0.0,0.0
8448b35ffffffff,46.0,0.0,0.0
8448b37ffffffff,5.0,0.0,0.0
8448b39ffffffff,109.0,0.0,0.0
8448b3bffffffff,28.0,0.0,0.0
8448b3dffffffff,420.0,0.0,0.0
8448b5bffffffff,4.0,0.0,0.0
8448c01ffffffff,4.0,0.0,0.0
8448c05ffffffff,26.0,0.0,0.0
8448c07ffffffff,121.0,0.0,0.0
8448c09ffffffff,99.0,0.0,0.0
8448c0bffffffff,103.0,0.0,0.0
8448c0dffffffff,52.0,0.0,0.0
8448c19ffffffff,13.0,0.0,0.0
8448c1bffffffff,15.0,0.0,0.0
8448c1dffffffff,16.0,0.0,0.0
8448c25ffffffff,69.0,0.0,0.0
8448c27ffffffff,1.0,0.0,0.0
8448c29ffffffff,8.0,0.0,0.0
8448c2bffffffff,109.0,0.0,0.0
8448c2dffffffff,124.0,0.0,0.0
8448c31ffffffff,8.0,0.0,0.0
8448c35ffffffff,83.0,0.0,0.0
8448c37ffffffff,1.0,0.0,0.0
8448c3dffffffff,2.0,0.0,0.0
8448c43ffffffff,7.0,0.0,0.0
8448c47ffffffff,85.0,0.0,0.0
8448c4bffffffff,5.0,0.0,0.0
8448c51ffffffff,180.0,0.0,0.0
8448c53ffffffff,67.0,0.0,0.0
8448c55ffffffff,54.0,0.0,0.0
8448c57ffffffff,100.0,0.0,0.0
8448c59ffffffff,11426.0,0.0,0.0
8448c5bffffffff,228.0,0.0,0.0
8448c5dffffffff,177.0,0.0,0.0
8448c61ffffffff,301.0,0.0,0.0
8448c63ffffffff,1064.0,0.0,0.0
8448c65ffffffff,88.0,0.0,0.0
8448c67ffffffff,82.0,0.0,0.0
8448c69ffffffff,54.0,0.0,0.0
8448c6bffffffff,5.0,0.0,0.0
8448c6dffffffff,47.0,0.0,0.0
8448cc9ffffffff,25.0,0.0,0.0
8448ccbffffffff,2.0,0.0,0.0
8448cd3ffffffff,12.0,0.0,0.0
8448cd9ffffffff,21.0,0.0,0.0
8448cdbffffffff,93.0,0.0,0.0
8448d01ffffffff,5.0,0.0,0.0
8448d03ffffffff,2.0,0.0,0.0
8448d07ffffffff,8.0,0.0,0.0
8448d09ffffffff,15.0,0.0,0.0
8448d0bffffffff,2.0,0.0,0.0
8448d0dffffffff,12.0,0.0,0.0
8448d13ffffffff,10.0,0.0,0.0
8448d17ffffffff,13.0,0.0,0.0
8448d1bffffffff,11.0,0.0,0.0
8448d1dffffffff,3.0,0.0,0.0
8448d23ffffffff,4.0,0.0,0.0
8448d2bffffffff,5.0,0.0,0.0
8448d31ffffffff,4.0,0.0,0.0
8448d33ffffffff,32.0,0.0,0.0
8448d37ffffffff,5.0,0.0,0.0
8448d41ffffffff,13.0,0.0,0.0
8448d43ffffffff,99.0,0.0,0.0
8448d45ffffffff,11.0,0.0,0.0
8448d47ffffffff,14.0,0.0,0.0
8448d4bffffffff,70.0,0.0,0.0
8448d4dffffffff,11.0,0.0,0.0
8448d53ffffffff,6.0,0.0,0.0
8448d57ffffffff,2.0,0.0,0.0
8448d59ffffffff,2.0,0.0,0.0
8448d5bffffffff,4.0,0.0,0.0
8448d5dffffffff,3.0,0.0,0.0
8448d61ffffffff,8.0,0.0,0.0
8448d63ffffffff,2.0,0.0,0.0
8448d65ffffffff,1.0,0.0,0.0
8448d67ffffffff,2.0,0.0,0.0
8448d69ffffffff,35.0,0.0,0.0
8448d6bffffffff,9.0,0.0,0.0
8448d6dffffffff,10.0,0.0,0.0
8448d81ffffffff,40.0,0.0,0.0
8448d87ffffffff,2.0,0.0,0.0
8448d89ffffffff,678.0,0.0,0.0
8448d8bffffffff,24.0,0.0,0.0
8448da5ffffffff,4.0,0.0,0.0
8448dadffffffff,2.0,0.0,0.0
8448dc1ffffffff,9.0,0.0,0.0
8448dc3ffffffff,10.0,0.0,0.0
8448dc9ffffffff,18.0,0.0,0.0
8448dcbffffffff,63.0,0.0,0.0
8448dcdffffffff,10.0,0.0,0.0
8448dd5ffffffff,40.0,0.0,0.0
8448dddffffffff,5.0,0.0,0.0
8448de1ffffffff,5.0,0.0,0.0
8448de3ffffffff,2.0,0.0,0.0
8448de5ffffffff,7.0,0.0,0.0
8448de7ffffffff,5.0,0.0,0.0
8448de9ffffffff,3.0,0.0,0.0
8448e01ffffffff,4.0,0.0,0.0
8448e09ffffffff,7.0,0.0,0.0
8448e0bffffffff,1.0,0.0,0.0
8448e11ffffffff,12.0,0.0,0.0
8448e13ffffffff,7.0,0.0,0.0
8448e15ffffffff,1.0,0.0,0.0
8448e17ffffffff,2.0,0.0,0.0
8448e19ffffffff,25.0,0.0,0.0
8448e1bffffffff,11.0,0.0,0.0
8448e21ffffffff,2.0,0.0,0.0
8448e2bffffffff,10.0,0.0,0.0
8448e33ffffffff,225.0,0.0,0.0
8448e35ffffffff,8.0,0.0,0.0
8448e37ffffffff,358.0,0.0,0.0
8448e3dffffffff,14.0,0.0,0.0
8448e43ffffffff,1.0,0.0,0.0
8448e45ffffffff,2.0,0.0,0.0
8448e49ffffffff,5.0,0.0,0.0
8448e4bffffffff,7.0,0.0,0.0
8448e4dffffffff,3.0,0.0,0.0
8448e53ffffffff,76.0,0.0,0.0
8448e55ffffffff,7.0,0.0,0.0
8448e57ffffffff,14.0,0.0,0.0
8448e59ffffffff,23.0,0.0,0.0
8448e5bffffffff,240.0,0.0,0.0
8448e5dffffffff,8.0,0.0,0.0
8448e67ffffffff,2.0,0.0,0.0
8448e81ffffffff,6292.0,0.0,0.0
8448e83ffffffff,373.0,0.0,0.0
8448e85ffffffff,16348.0,0.0,0.0
8448e87ffffffff,625.0,0.0,0.0
8448e89ffffffff,801.0,0.0,0.0
8448e8bffffffff,4.0,0.0,0.0
8448e8dffffffff,9467.0,0.0,0.0
8448e91ffffffff,40.0,0.0,0.0
8448e93ffffffff,58.0,0.0,0.0
8448e95ffffffff,37.0,0.0,0.0
8448e97ffffffff,252.0,0.0,0.0
8448e99ffffffff,223.0,0.0,0.0
8448e9bffffffff,2.0,0.0,0.0
8448e9dffffffff,37.0,0.0,0.0
8448ea1ffffffff,50.0,0.0,0.0
8448ea3ffffffff,186.0,0.0,0.0
8448ea5ffffffff,62.0,0.0,0.0
8448ea7ffffffff,64.0,0.0,0.0
8448ea9ffffffff,92.0,0.0,0.0
8448eabffffffff,576.0,0.0,0.0
8448eadffffffff,182.0,0.0,0.0
8448eb1ffffffff,1098.0,0.0,0.0
8448eb3ffffffff,2977.0,0.0,0.0
8448eb5ffffffff,337.0,0.0,0.0
8448eb7ffffffff,211.0,0.0,0.0
8448eb9ffffffff,128.0,0.0,0.0
8448ebbffffffff,2553.0,0.0,0.0
8448ebdffffffff,142.0,0.0,0.0
8448ec3ffffffff,81.0,0.0,0.0
8448ec5ffffffff,31.0,0.0,0.0
8448ec7ffffffff,1272.0,0.0,0.0
8448ed1ffffffff,33.0,0.0,0.0
8448ed3ffffffff,1115.0,0.0,0.0
8448ed5ffffffff,12.0,0.0,0.0
8448ed7ffffffff,10.0,0.0,0.0
8448edbffffffff,1.0,0.0,0.0
8448ee1ffffffff,4028.0,0.0,0.0
8448ee3ffffffff,1103.0,0.0,0.0
8448ee5ffffffff,361.0,0.0,0.0
8448ee7ffffffff,528.0,0.0,0.0
8448ee9ffffffff,1767.0,0.0,0.0
8448eebffffffff,1479.0,0.0,0.0
8448eedffffffff,84.0,0.0,0.0
8448f21ffffffff,400.0,0.0,0.0
8448f23ffffffff,15.0,0.0,0.0
8448f25ffffffff,700.0,0.0,0.0
8448f27ffffffff,10.0,0.0,0.0
8448f29ffffffff,27.0,0.0,0.0
8448f2bffffffff,121.0,0.0,0.0
8448f2dffffffff,679.0,0.0,0.0
8448f31ffffffff,15.0,0.0,0.0
8448f33ffffffff,5.0,0.0,0.0
8448f35ffffffff,13.0,0.0,0.0
8448f37ffffffff,48.0,0.0,0.0
8448f39ffffffff,18.0,0.0,0.0
8448f3bffffffff,6.0,0.0,0.0
8448f3dffffffff,77.0,0.0,0.0
8448f43ffffffff,2.0,0.0,0.0
8448f49ffffffff,6.0,0.0,0.0
8448f51ffffffff,4.0,0.0,0.0
8448f53ffffffff,1.0,0.0,0.0
8448f55ffffffff,3.0,0.0,0.0
8448f57ffffffff,2.0,0.0,0.0
8448f5dffffffff,3.0,0.0,0.0
8448f61ffffffff,66.0,0.0,0.0
8448f63ffffffff,129.0,0.0,0.0
8448f65ffffffff,128.0,0.0,0.0
8448f67ffffffff,187.0,0.0,0.0
8448f6dffffffff,18.0,0.0,0.0
8449801ffffffff,13.0,0.0,0.0
8449803ffffffff,42.0,0.0,0.0
8449807ffffffff,9.0,0.0,0.0
8449813ffffffff,2.0,0.0,0.0
8449815ffffffff,15.0,0.0,0.0
8449821ffffffff,29.0,4.0,0.0
8449823ffffffff,186.0,2.0,0.0
8449825ffffffff,19.0,1.0,0.0
8449827ffffffff,31.0,0.0,0.0
844982bffffffff,13.0,0.0,0.0
844982dffffffff,55.0,0.0,0.0
8449831ffffffff,204.0,0.0,0.0
8449833ffffffff,20.0,0.0,0.0
8449835ffffffff,7.0,0.0,0.0
8449837ffffffff,16.0,0.0,0.0
8449839ffffffff,7.0,0.0,0.0
844983bffffffff,31.0,0.0,0.0
844983dffffffff,211.0,2.0,0.0
8449881ffffffff,3.0,0.0,0.0
8449885ffffffff,62.0,0.0,0.0
8449887ffffffff,7.0,0.0,0.0
8449889ffffffff,19.0,0.0,0.0
844988bffffffff,2.0,0.0,0.0
844988dffffffff,164.0,0.0,0.0
8449893ffffffff,4.0,0.0,0.0
84498adffffffff,2.0,0.0,0.0
84498b3ffffffff,2.0,0.0,0.0
84498bbffffffff,2.0,0.0,0.0
84498bdffffffff,16.0,0.0,0.0
84498c1ffffffff,4.0,0.0,0.0
