cell_id,Anas bahamensis,Anas bahamensis bahamensis/rubrirostris,Anas bahamensis galapagensis
8481339ffffffff,2.0,2.0,0.0
848b22dffffffff,2.0,2.0,0.0
848b269ffffffff,2.0,0.0,0.0
848b61bffffffff,20.0,0.0,0.0
848e45dffffffff,2.0,2.0,0.0
848e621ffffffff,1.0,1.0,0.0
848e62dffffffff,3.0,2.0,0.0
848e759ffffffff,13.0,0.0,0.0
848f0bbffffffff,6.0,0.0,0.0
848f299ffffffff,3.0,0.0,0.0
848f2d9ffffffff,2.0,0.0,0.0
848f505ffffffff,12.0,0.0,0.0
848f559ffffffff,1.0,1.0,0.0
848f5e7ffffffff,12.0,0.0,0.0
848f719ffffffff,3.0,0.0,0.0
848f74dffffffff,3.0,0.0,0.0
848f769ffffffff,51.0,12.0,0.0
848f76dffffffff,8.0,0.0,0.0
848fa6dffffffff,1.0,0.0,1.0
84a810dffffffff,1.0,0.0,0.0
84a8357ffffffff,20.0,2.0,0.0
84a865bffffffff,4.0,0.0,0.0
84a8865ffffffff,1.0,0.0,0.0
84a8915ffffffff,1.0,0.0,0.0
84a8a03ffffffff,10.0,0.0,0.0
84a8a07ffffffff,10.0,0.0,0.0
84a8c25ffffffff,2.0,0.0,0.0
84a8d19ffffffff,12.0,1.0,0.0
84a9187ffffffff,7.0,0.0,0.0
84a91b7ffffffff,7.0,0.0,0.0
84a94e5ffffffff,4.0,0.0,0.0
84a9603ffffffff,3.0,0.0,0.0
84a96a3ffffffff,2.0,0.0,0.0
84a96a5ffffffff,5.0,0.0,0.0
84a96adffffffff,21.0,0.0,0.0
84b2007ffffffff,36.0,0.0,0.0
84b2037ffffffff,2.0,0.0,0.0
84b2039ffffffff,11.0,0.0,0.0
84b20b3ffffffff,2.0,0.0,0.0
84b21bbffffffff,2.0,0.0,0.0
84b21ddffffffff,4.0,0.0,0.0
84b2261ffffffff,5.0,0.0,0.0
84b2413ffffffff,11.0,0.0,0.0
84b2431ffffffff,1.0,0.0,0.0
84b245dffffffff,2.0,0.0,0.0
84b248bffffffff,8.0,0.0,0.0
84b2491ffffffff,3.0,0.0,0.0
84b2499ffffffff,7.0,0.0,0.0
84b249bffffffff,1.0,0.0,0.0
84b249dffffffff,6.0,0.0,0.0
84b24a5ffffffff,2.0,0.0,0.0
84b24a9ffffffff,2.0,0.0,0.0
84b24b3ffffffff,3.0,0.0,0.0
84b24c1ffffffff,2.0,0.0,0.0
84b24d1ffffffff,37.0,0.0,0.0
84b24d3ffffffff,27.0,0.0,0.0
84b24d7ffffffff,11.0,0.0,0.0
84b24dbffffffff,25.0,0.0,0.0
84b255dffffffff,2.0,0.0,0.0
84b261bffffffff,2.0,0.0,0.0
84b2665ffffffff,2.0,0.0,0.0
84b2667ffffffff,2.0,0.0,0.0
84b2689ffffffff,2.0,0.0,0.0
84b268bffffffff,18.0,0.0,0.0
84b2691ffffffff,2.0,0.0,0.0
84b2693ffffffff,2.0,0.0,0.0
84b269dffffffff,2.0,0.0,0.0
84b26a9ffffffff,2.0,0.0,0.0
84b26abffffffff,2.0,0.0,0.0
84b26b3ffffffff,3.0,0.0,0.0
84b26b9ffffffff,5.0,0.0,0.0
84b26c9ffffffff,1.0,0.0,0.0
84b26cdffffffff,3.0,0.0,0.0
84b26d9ffffffff,1.0,0.0,0.0
84b26ddffffffff,6.0,0.0,0.0
84b26e3ffffffff,2.0,0.0,0.0
84b275bffffffff,3.0,0.0,0.0
84b2c0dffffffff,35.0,0.0,0.0
84b2c2bffffffff,2.0,0.0,0.0
84b2c35ffffffff,2.0,0.0,0.0
84b2c3dffffffff,34.0,0.0,0.0
84b2c55ffffffff,34.0,0.0,0.0
84b2c57ffffffff,2.0,0.0,0.0
84b2c5dffffffff,10.0,7.0,0.0
84b2cc7ffffffff,4.0,0.0,0.0
84b2d87ffffffff,28.0,0.0,0.0
84b2da3ffffffff,6.0,0.0,0.0
84b2dcbffffffff,3.0,0.0,0.0
84b2e2dffffffff,5.0,0.0,0.0
84b2ec5ffffffff,3.0,3.0,0.0
84b2ec7ffffffff,3.0,0.0,0.0
84b2eebffffffff,4.0,0.0,0.0
84b3009ffffffff,7.0,0.0,0.0
84b3047ffffffff,149.0,0.0,0.0
84b30a1ffffffff,2.0,0.0,0.0
84b30b3ffffffff,8.0,0.0,0.0
84b30bbffffffff,9.0,0.0,0.0
84b30bdffffffff,2.0,0.0,0.0
84b30edffffffff,7.0,0.0,0.0
84b31dbffffffff,4.0,0.0,0.0
84b32c7ffffffff,8.0,0.0,0.0
84b343bffffffff,2.0,0.0,0.0
84b34dbffffffff,2.0,0.0,0.0
84b3511ffffffff,1.0,0.0,0.0
84b3513ffffffff,5.0,0.0,0.0
84b354bffffffff,4.0,0.0,0.0
84b35b3ffffffff,1.0,0.0,0.0
84b35c7ffffffff,1.0,0.0,0.0
84b35d5ffffffff,1.0,0.0,0.0
84b35e9ffffffff,11.0,0.0,0.0
84b366dffffffff,3.0,0.0,0.0
84b3699ffffffff,23.0,0.0,0.0
84b36d3ffffffff,16.0,0.0,0.0
84c21bbffffffff,5.0,2.0,0.0
84c2c17ffffffff,5.0,0.0,0.0
84c2c1dffffffff,1.0,0.0,0.0
84c2c47ffffffff,2.0,0.0,0.0
84c2c49ffffffff,1.0,0.0,0.0
84c2c4bffffffff,1.0,0.0,0.0
84c2c4dffffffff,2.0,0.0,0.0
84c2c63ffffffff,2.0,0.0,0.0
84c2c91ffffffff,2.0,0.0,0.0
84c2c95ffffffff,2.0,0.0,0.0
84c2c97ffffffff,2.0,0.0,0.0
84c2c99ffffffff,49.0,0.0,0.0
84c2cabffffffff,3.0,0.0,0.0
84c2ccbffffffff,1.0,0.0,0.0
84c2cd3ffffffff,4.0,0.0,0.0
84c2d37ffffffff,1.0,0.0,0.0
84c2d45ffffffff,4.0,0.0,0.0
84c2d4dffffffff,2.0,0.0,0.0
84c2e05ffffffff,2.0,0.0,0.0
84c2e31ffffffff,4.0,0.0,0.0
84c2e39ffffffff,7.0,0.0,0.0
84c2e3bffffffff,1.0,0.0,0.0
84c2e99ffffffff,43.0,0.0,0.0
84c2e9bffffffff,1.0,0.0,0.0
84c2ebbffffffff,7.0,0.0,0.0
84c2f11ffffffff,3.0,0.0,0.0
84c2f13ffffffff,7.0,0.0,0.0
84c2f15ffffffff,23.0,0.0,0.0
84c2f23ffffffff,4.0,0.0,0.0
84c2f39ffffffff,4.0,0.0,0.0
84c2f3dffffffff,1.0,0.0,0.0
84c3217ffffffff,2.0,0.0,0.0
84c3241ffffffff,2.0,0.0,0.0
84c3297ffffffff,1.0,0.0,0.0
84c32e1ffffffff,1.0,0.0,0.0
84c32edffffffff,9.0,3.0,0.0
84c3487ffffffff,10.0,0.0,0.0
84c34b3ffffffff,2.0,0.0,0.0
84c34bdffffffff,34.0,0.0,0.0
84c3521ffffffff,1.0,0.0,0.0
84c3609ffffffff,2.0,0.0,0.0
84c3755ffffffff,3.0,0.0,0.0
84c376dffffffff,4.0,0.0,0.0
84ce813ffffffff,2.0,0.0,0.0
84ce98dffffffff,2.0,0.0,0.0
84ce9b3ffffffff,2.0,0.0,0.0
84ce9c7ffffffff,7.0,0.0,0.0
84cea85ffffffff,42.0,0.0,0.0
84cea8dffffffff,15.0,0.0,0.0
84ceac1ffffffff,2.0,0.0,0.0
84ceae7ffffffff,2.0,0.0,0.0
84cf129ffffffff,4.0,0.0,0.0
84cf16dffffffff,6.0,0.0,0.0
84cf8e9ffffffff,6.0,0.0,0.0
84cf913ffffffff,2.0,0.0,0.0
84cfa0dffffffff,1.0,0.0,0.0
84cfa21ffffffff,3.0,0.0,0.0
84cfa45ffffffff,5.0,0.0,0.0
84cfa47ffffffff,57.0,0.0,0.0
84cfa49ffffffff,9.0,0.0,0.0
84cfacdffffffff,5.0,0.0,0.0
84cfae3ffffffff,3.0,0.0,0.0
84df451ffffffff,19.0,0.0,0.0
84df455ffffffff,2.0,0.0,0.0
84df457ffffffff,3.0,0.0,0.0
84df683ffffffff,4.0,0.0,0.0
84df699ffffffff,3.0,0.0,0.0
84df6a7ffffffff,9.0,0.0,0.0
84df6b3ffffffff,1.0,0.0,0.0
84df6d7ffffffff,1.0,0.0,0.0
