cell_id,Sayornis nigricans,Sayornis nigricans [nigricans Group],Sayornis nigricans latirostris/angustirostris
84269edffffffff,2.0,0.0,0.0
8426aa5ffffffff,9.0,0.0,0.0
8426d21ffffffff,4.0,0.0,0.0
8426d2bffffffff,2.0,0.0,0.0
8426d31ffffffff,2.0,0.0,0.0
8426d35ffffffff,2.0,0.0,0.0
8426d45ffffffff,10.0,0.0,0.0
8426d67ffffffff,1.0,0.0,0.0
8426d6bffffffff,1.0,0.0,0.0
8426db3ffffffff,2.0,0.0,0.0
8426de3ffffffff,1.0,0.0,0.0
8426de7ffffffff,26.0,0.0,0.0
8426dedffffffff,2.0,0.0,0.0
8426f25ffffffff,17.0,0.0,0.0
8428023ffffffff,2.0,0.0,0.0
842802bffffffff,14.0,0.0,0.0
842806bffffffff,1.0,1.0,0.0
8428107ffffffff,24.0,0.0,0.0
8428123ffffffff,26.0,0.0,0.0
8428129ffffffff,2.0,0.0,0.0
842812bffffffff,27.0,0.0,0.0
8428133ffffffff,21.0,0.0,0.0
8428135ffffffff,3.0,0.0,0.0
842813bffffffff,12.0,0.0,0.0
8428151ffffffff,5.0,0.0,0.0
8428153ffffffff,5.0,0.0,0.0
8428157ffffffff,3.0,0.0,0.0
8428183ffffffff,10.0,0.0,0.0
8428187ffffffff,2.0,0.0,0.0
8428195ffffffff,2.0,0.0,0.0
84281a3ffffffff,5.0,0.0,0.0
84281e3ffffffff,1.0,0.0,0.0
84281e5ffffffff,17.0,0.0,0.0
84281e9ffffffff,3.0,0.0,0.0
84281ebffffffff,22.0,0.0,0.0
84281edffffffff,13.0,0.0,0.0
8428301ffffffff,15.0,6.0,0.0
8428303ffffffff,1.0,0.0,0.0
8428305ffffffff,698.0,0.0,0.0
8428307ffffffff,6.0,0.0,0.0
8428309ffffffff,92.0,13.0,0.0
842830bffffffff,5.0,1.0,0.0
842830dffffffff,34.0,0.0,0.0
8428317ffffffff,1.0,0.0,0.0
842831dffffffff,1.0,0.0,0.0
8428323ffffffff,1.0,0.0,0.0
8428329ffffffff,44.0,0.0,0.0
842832bffffffff,10.0,1.0,0.0
842832dffffffff,2.0,0.0,0.0
8428331ffffffff,5.0,0.0,0.0
8428335ffffffff,17.0,0.0,0.0
842833dffffffff,1.0,0.0,0.0
8428341ffffffff,3.0,0.0,0.0
8428343ffffffff,2.0,2.0,0.0
8428345ffffffff,4.0,0.0,0.0
8428347ffffffff,7.0,0.0,0.0
842834dffffffff,45.0,2.0,0.0
8428355ffffffff,121.0,0.0,0.0
8428357ffffffff,34.0,2.0,0.0
8428361ffffffff,591.0,0.0,0.0
8428363ffffffff,3468.0,0.0,0.0
8428365ffffffff,2.0,0.0,0.0
8428367ffffffff,1236.0,0.0,0.0
8428369ffffffff,3.0,1.0,0.0
842836bffffffff,830.0,0.0,0.0
842836dffffffff,4.0,0.0,0.0
8428889ffffffff,1.0,0.0,0.0
842888bffffffff,2.0,0.0,0.0
8428891ffffffff,2.0,0.0,0.0
8428899ffffffff,7.0,0.0,0.0
8428a13ffffffff,4.0,0.0,0.0
8428a3bffffffff,1.0,0.0,0.0
8428a91ffffffff,24.0,0.0,0.0
8428a95ffffffff,29.0,0.0,0.0
8428a97ffffffff,3.0,0.0,0.0
8428a99ffffffff,16.0,0.0,0.0
8428addffffffff,15.0,0.0,0.0
8428ae1ffffffff,4.0,0.0,0.0
8428ae9ffffffff,30.0,0.0,0.0
8428b61ffffffff,1.0,0.0,0.0
8428c61ffffffff,34.0,2.0,0.0
8428c65ffffffff,50.0,0.0,0.0
8428c6dffffffff,11.0,0.0,0.0
8428d09ffffffff,7.0,2.0,0.0
8428d0bffffffff,26.0,0.0,0.0
8428d13ffffffff,48.0,0.0,0.0
8428d15ffffffff,1.0,0.0,0.0
8428d1bffffffff,52.0,0.0,0.0
8428d1dffffffff,840.0,20.0,0.0
8428d31ffffffff,4.0,0.0,0.0
8428d33ffffffff,2.0,0.0,0.0
8428d3bffffffff,30.0,0.0,0.0
8428d51ffffffff,1.0,0.0,0.0
8428d55ffffffff,16.0,0.0,0.0
8428d57ffffffff,3.0,0.0,0.0
8428d59ffffffff,87.0,0.0,0.0
8428d5bffffffff,39.0,0.0,0.0
8428d5dffffffff,287.0,2.0,0.0
8428dc9ffffffff,2.0,0.0,0.0
8428de9ffffffff,85.0,0.0,0.0
8428dedffffffff,18.0,0.0,0.0
8428f01ffffffff,22.0,0.0,0.0
8428f03ffffffff,15.0,0.0,0.0
8428f05ffffffff,2.0,0.0,0.0
8428f07ffffffff,189.0,3.0,0.0
8428f0bffffffff,39.0,0.0,0.0
8428f11ffffffff,2.0,0.0,0.0
8428f15ffffffff,107.0,0.0,0.0
8428f17ffffffff,23.0,0.0,0.0
8428f1dffffffff,2.0,0.0,0.0
8428f21ffffffff,1.0,1.0,0.0
8428f23ffffffff,2.0,0.0,0.0
8428f31ffffffff,6.0,2.0,0.0
8428f33ffffffff,40.0,0.0,0.0
8428f37ffffffff,33.0,0.0,0.0
8428f39ffffffff,19.0,0.0,0.0
8428f3bffffffff,6.0,0.0,0.0
8428f43ffffffff,7.0,0.0,0.0
8428f49ffffffff,2.0,0.0,0.0
8428f4bffffffff,4.0,0.0,0.0
8428f51ffffffff,4.0,0.0,0.0
8428f55ffffffff,2.0,0.0,0.0
8428f57ffffffff,7.0,0.0,0.0
8428f59ffffffff,2.0,0.0,0.0
8428f61ffffffff,1.0,0.0,0.0
8428f67ffffffff,12.0,0.0,0.0
8428f69ffffffff,3.0,0.0,0.0
8429121ffffffff,1.0,1.0,0.0
8429125ffffffff,12.0,0.0,0.0
8429127ffffffff,2.0,0.0,0.0
84291a7ffffffff,4.0,0.0,0.0
84298c9ffffffff,4.0,0.0,0.0
84298cbffffffff,2.0,0.0,0.0
84298cdffffffff,3.0,0.0,0.0
84298d5ffffffff,1.0,0.0,0.0
84298d7ffffffff,9.0,0.0,0.0
84298ddffffffff,5.0,0.0,0.0
842990bffffffff,3.0,1.0,0.0
842991dffffffff,2.0,0.0,0.0
8429923ffffffff,6.0,0.0,0.0
8429929ffffffff,3.0,0.0,0.0
842992bffffffff,4.0,0.0,0.0
8429939ffffffff,2.0,0.0,0.0
8429951ffffffff,1.0,0.0,0.0
8429953ffffffff,10.0,0.0,0.0
8429957ffffffff,4.0,0.0,0.0
842996bffffffff,1.0,0.0,0.0
8429a01ffffffff,39.0,0.0,0.0
8429a05ffffffff,44.0,0.0,0.0
8429a09ffffffff,4.0,0.0,0.0
8429a0dffffffff,36.0,0.0,0.0
8429a19ffffffff,4.0,1.0,0.0
8429a1bffffffff,1.0,0.0,0.0
8429a1dffffffff,6.0,2.0,0.0
8429a41ffffffff,37.0,8.0,0.0
8429a43ffffffff,2.0,0.0,0.0
8429a45ffffffff,5.0,0.0,0.0
8429a47ffffffff,5.0,2.0,0.0
8429a4dffffffff,20.0,7.0,0.0
8429a57ffffffff,11.0,1.0,0.0
8429a61ffffffff,13.0,7.0,0.0
8429a63ffffffff,57.0,0.0,0.0
8429a65ffffffff,13.0,0.0,0.0
8429a67ffffffff,4.0,0.0,0.0
8429a69ffffffff,3.0,0.0,0.0
8429a6bffffffff,4.0,0.0,0.0
8429a6dffffffff,138.0,9.0,0.0
8429a85ffffffff,2.0,0.0,0.0
8429a97ffffffff,15.0,0.0,0.0
8429a99ffffffff,4.0,4.0,0.0
8429a9bffffffff,4.0,0.0,0.0
8429ab3ffffffff,1.0,1.0,0.0
8429ac9ffffffff,1.0,1.0,0.0
8429ad1ffffffff,6.0,2.0,0.0
8429ad9ffffffff,3.0,0.0,0.0
8429addffffffff,3.0,0.0,0.0
8429ae3ffffffff,2.0,0.0,0.0
8429b09ffffffff,4.0,4.0,0.0
8429b59ffffffff,2.0,0.0,0.0
8429b5bffffffff,59.0,3.0,0.0
8429b5dffffffff,9.0,9.0,0.0
8429b6bffffffff,2.0,0.0,0.0
8429b6dffffffff,2.0,1.0,0.0
842a129ffffffff,36.0,4.0,0.0
84446c5ffffffff,2.0,0.0,0.0
84446d3ffffffff,18.0,4.0,0.0
8445233ffffffff,4.0,0.0,0.0
8445251ffffffff,2.0,0.0,0.0
8445257ffffffff,4.0,0.0,0.0
84452adffffffff,2.0,0.0,0.0
84452d9ffffffff,24.0,0.0,0.0
84452e1ffffffff,6.0,1.0,0.0
84452e3ffffffff,2.0,2.0,0.0
84452e5ffffffff,4.0,0.0,0.0
84480a9ffffffff,1.0,1.0,0.0
84480bbffffffff,2.0,2.0,0.0
84480bdffffffff,2.0,2.0,0.0
8448437ffffffff,1.0,0.0,0.0
84484a5ffffffff,10.0,0.0,0.0
84484a7ffffffff,1.0,0.0,0.0
8448583ffffffff,2.0,0.0,0.0
8448597ffffffff,19.0,0.0,0.0
84485a3ffffffff,2.0,2.0,0.0
84485a7ffffffff,54.0,54.0,0.0
84485b5ffffffff,3.0,3.0,0.0
84485b9ffffffff,1.0,0.0,0.0
84485bbffffffff,4.0,0.0,0.0
84485e5ffffffff,3.0,3.0,0.0
84485e7ffffffff,11.0,11.0,0.0
844880dffffffff,11.0,0.0,0.0
8448825ffffffff,9.0,0.0,0.0
8448869ffffffff,2.0,0.0,0.0
844886bffffffff,5.0,0.0,0.0
84488b3ffffffff,16.0,0.0,0.0
844890bffffffff,3.0,0.0,0.0
844891dffffffff,16.0,0.0,0.0
8448935ffffffff,19.0,0.0,0.0
8448951ffffffff,5.0,0.0,0.0
8448953ffffffff,13.0,0.0,0.0
8448959ffffffff,9.0,0.0,0.0
844895bffffffff,2.0,0.0,0.0
844898dffffffff,21.0,0.0,0.0
84489a3ffffffff,2.0,0.0,0.0
84489c1ffffffff,37.0,0.0,0.0
84489c3ffffffff,4.0,0.0,0.0
84489c5ffffffff,6.0,0.0,0.0
84489c7ffffffff,1.0,0.0,0.0
84489c9ffffffff,10.0,0.0,0.0
84489cdffffffff,35.0,0.0,0.0
84489d3ffffffff,1.0,0.0,0.0
84489e3ffffffff,7.0,0.0,0.0
84489e9ffffffff,2.0,0.0,0.0
8448ab3ffffffff,5.0,0.0,0.0
8448ab7ffffffff,2.0,0.0,0.0
8448b13ffffffff,8.0,0.0,0.0
8448b15ffffffff,32.0,0.0,0.0
8448b17ffffffff,4.0,0.0,0.0
8448b23ffffffff,10.0,0.0,0.0
8448b2bffffffff,377.0,6.0,0.0
8448b31ffffffff,37.0,0.0,0.0
8448b35ffffffff,6.0,0.0,0.0
8448b37ffffffff,1.0,0.0,0.0
8448b3dffffffff,98.0,0.0,0.0
8448c13ffffffff,9.0,9.0,0.0
8448c19ffffffff,5.0,0.0,0.0
8448c35ffffffff,7.0,3.0,0.0
8448c59ffffffff,7.0,7.0,0.0
8448c89ffffffff,3.0,0.0,0.0
8448cc7ffffffff,3.0,0.0,0.0
8448cd1ffffffff,3.0,0.0,0.0
8448cd3ffffffff,1.0,0.0,0.0
8448cd7ffffffff,2.0,2.0,0.0
8448d0dffffffff,10.0,0.0,0.0
8448d2bffffffff,5.0,0.0,0.0
8448d35ffffffff,6.0,0.0,0.0
8448d37ffffffff,4.0,0.0,0.0
8448d41ffffffff,2.0,0.0,0.0
8448d81ffffffff,10.0,0.0,0.0
8448d83ffffffff,8.0,0.0,0.0
8448d87ffffffff,37.0,0.0,0.0
8448d89ffffffff,2.0,0.0,0.0
8448d9bffffffff,2.0,0.0,0.0
8448da1ffffffff,2.0,0.0,0.0
8448da5ffffffff,4.0,0.0,0.0
8448da9ffffffff,2.0,0.0,0.0
8448db7ffffffff,6.0,0.0,0.0
8448dbdffffffff,14.0,0.0,0.0
8448dc7ffffffff,2.0,0.0,0.0
8448de3ffffffff,1.0,0.0,0.0
8448e4dffffffff,5.0,5.0,0.0
8448e81ffffffff,5.0,4.0,0.0
8448e85ffffffff,101.0,33.0,0.0
8448e8dffffffff,30.0,7.0,0.0
8448e93ffffffff,2.0,2.0,0.0
8448e95ffffffff,2.0,2.0,0.0
8448e97ffffffff,15.0,2.0,0.0
8448e99ffffffff,6.0,6.0,0.0
8448ea1ffffffff,4.0,0.0,0.0
8448ea3ffffffff,15.0,12.0,0.0
8448ea5ffffffff,19.0,0.0,0.0
8448eabffffffff,8.0,1.0,0.0
8448eadffffffff,7.0,7.0,0.0
8448eb1ffffffff,1.0,0.0,0.0
8448eb3ffffffff,12.0,3.0,0.0
8448eb5ffffffff,6.0,6.0,0.0
8448eb7ffffffff,9.0,6.0,0.0
8448ebbffffffff,12.0,6.0,0.0
8448ebdffffffff,6.0,0.0,0.0
8448ec5ffffffff,1.0,0.0,0.0
8448ec7ffffffff,7.0,5.0,0.0
8448ee1ffffffff,4.0,4.0,0.0
8448ee3ffffffff,4.0,2.0,0.0
8448ee5ffffffff,3.0,3.0,0.0
8448ee7ffffffff,11.0,11.0,0.0
8448eebffffffff,8.0,3.0,0.0
844982dffffffff,10.0,10.0,0.0
8449861ffffffff,6.0,6.0,0.0
8449865ffffffff,35.0,35.0,0.0
8449867ffffffff,2.0,2.0,0.0
8449951ffffffff,10.0,10.0,0.0
8449959ffffffff,2.0,2.0,0.0
844995bffffffff,4.0,4.0,0.0
8449961ffffffff,4.0,0.0,0.0
8449963ffffffff,6.0,3.0,0.0
8449965ffffffff,5.0,0.0,0.0
844996bffffffff,2.0,0.0,0.0
8449b0bffffffff,1.0,0.0,0.0
8449b33ffffffff,15.0,15.0,0.0
8449b37ffffffff,4.0,4.0,0.0
84660b1ffffffff,2.0,0.0,0.0
84660bdffffffff,2.0,0.0,0.0
8466165ffffffff,2.0,0.0,0.0
8466187ffffffff,1.0,0.0,1.0
84661b9ffffffff,2.0,0.0,2.0
84661bbffffffff,2.0,0.0,2.0
846621dffffffff,3.0,0.0,0.0
8466a01ffffffff,2.0,0.0,0.0
8466a07ffffffff,1.0,0.0,0.0
8466a0bffffffff,1.0,0.0,0.0
8466a57ffffffff,42.0,0.0,0.0
8466a59ffffffff,5.0,0.0,0.0
8466a5bffffffff,4.0,0.0,0.0
8466b41ffffffff,2.0,0.0,0.0
8466b45ffffffff,1.0,1.0,0.0
8466b4dffffffff,9.0,8.0,0.0
8466b53ffffffff,67.0,0.0,0.0
8466b55ffffffff,4.0,0.0,0.0
8466b57ffffffff,3.0,0.0,0.0
8466d37ffffffff,2.0,0.0,2.0
8466e65ffffffff,3.0,0.0,3.0
8466f03ffffffff,2.0,0.0,0.0
8467961ffffffff,1.0,0.0,0.0
846d283ffffffff,9.0,0.0,0.0
846d287ffffffff,16.0,0.0,0.0
846d295ffffffff,1.0,0.0,0.0
846d2b9ffffffff,8.0,0.0,0.0
846d30dffffffff,2.0,2.0,0.0
846d32bffffffff,8.0,3.0,0.0
846d36dffffffff,7.0,0.0,0.0
846d681ffffffff,2.0,0.0,0.0
846d687ffffffff,3.0,0.0,0.0
846d691ffffffff,1.0,0.0,0.0
846d695ffffffff,2.0,0.0,0.0
846d69bffffffff,1.0,1.0,0.0
846d69dffffffff,13.0,10.0,0.0
846d6e9ffffffff,5.0,0.0,0.0
848b229ffffffff,4.0,0.0,4.0
848b617ffffffff,11.0,0.0,11.0
848b69bffffffff,2.0,0.0,0.0
848b6cdffffffff,10.0,0.0,10.0
848e629ffffffff,7.0,0.0,0.0
848e6c1ffffffff,3.0,0.0,3.0
848f0d3ffffffff,5.0,0.0,0.0
848f4adffffffff,9.0,0.0,0.0
848f507ffffffff,4.0,0.0,4.0
848f559ffffffff,3.0,0.0,3.0
848f55bffffffff,3.0,0.0,3.0
848f5b9ffffffff,1.0,0.0,0.0
848f733ffffffff,7.0,0.0,7.0
848f73dffffffff,1.0,0.0,1.0
84b2709ffffffff,2.0,0.0,0.0
84b2749ffffffff,4.0,0.0,4.0
84b35e5ffffffff,2.0,0.0,0.0
