cell_id,Lanius isabellinus,Lanius isabellinus isabellinus,Lanius isabellinus arenarius/tsaidamensis
8463325ffffffff,64.0,24.0,0.0
846332dffffffff,50.0,21.0,0.0
846336dffffffff,6.0,1.0,0.0
846a459ffffffff,2.0,0.0,0.0
846a493ffffffff,2.0,0.0,0.0
846a5a9ffffffff,5.0,0.0,0.0
846a693ffffffff,1.0,0.0,0.0
846a697ffffffff,3.0,3.0,0.0
846ac03ffffffff,2.0,0.0,0.0
846ac3dffffffff,4.0,0.0,0.0
846ac89ffffffff,5.0,0.0,0.0
846ac93ffffffff,7.0,0.0,0.0
846accbffffffff,2.0,0.0,0.0
846ace5ffffffff,6.0,0.0,0.0
846ade9ffffffff,2.0,0.0,0.0
846ae0bffffffff,3.0,3.0,0.0
846ae85ffffffff,22.0,0.0,0.0
846aee3ffffffff,40.0,0.0,0.0
847a401ffffffff,24.0,0.0,0.0
847a403ffffffff,19.0,0.0,0.0
847a405ffffffff,4.0,0.0,0.0
847a407ffffffff,43.0,0.0,0.0
847a40bffffffff,4.0,0.0,0.0
847a40dffffffff,2.0,0.0,0.0
847a413ffffffff,10.0,0.0,0.0
847a415ffffffff,2.0,0.0,0.0
847a41dffffffff,41.0,0.0,0.0
847a451ffffffff,5.0,0.0,0.0
847a459ffffffff,1.0,0.0,0.0
847a45dffffffff,8.0,0.0,0.0
847a46dffffffff,3.0,0.0,0.0
847a495ffffffff,2.0,0.0,0.0
847a4ddffffffff,1.0,0.0,0.0
847a601ffffffff,4.0,0.0,0.0
847a609ffffffff,73.0,0.0,0.0
847a60bffffffff,9.0,0.0,0.0
847a611ffffffff,4.0,0.0,0.0
847a615ffffffff,1.0,0.0,0.0
847a619ffffffff,4.0,0.0,0.0
847a61dffffffff,59.0,0.0,0.0
847a637ffffffff,3.0,0.0,0.0
847a63bffffffff,4.0,0.0,0.0
847a641ffffffff,43.0,0.0,0.0
847a643ffffffff,11.0,0.0,0.0
847a647ffffffff,5.0,0.0,0.0
847a653ffffffff,4.0,0.0,0.0
847a657ffffffff,9.0,0.0,0.0
847a659ffffffff,8.0,0.0,0.0
847a65bffffffff,2.0,0.0,0.0
847a65dffffffff,7.0,0.0,0.0
847a669ffffffff,3.0,0.0,0.0
847a66bffffffff,4.0,0.0,0.0
847a681ffffffff,2.0,0.0,0.0
847a691ffffffff,2.0,0.0,0.0
847a69bffffffff,2.0,0.0,0.0
847a6a1ffffffff,27.0,0.0,0.0
847a6a5ffffffff,2.0,0.0,0.0
847a6adffffffff,8.0,0.0,0.0
847a6b7ffffffff,2.0,0.0,0.0
847a6c1ffffffff,2.0,0.0,0.0
847a6c9ffffffff,2.0,0.0,0.0
847a6d1ffffffff,38.0,0.0,0.0
847a6d9ffffffff,2.0,0.0,0.0
847a6dbffffffff,4.0,0.0,0.0
847a6e5ffffffff,64.0,0.0,0.0
847a6edffffffff,12.0,0.0,0.0
847ac81ffffffff,5.0,0.0,0.0
847ac87ffffffff,11.0,2.0,0.0
847ac8bffffffff,4.0,0.0,0.0
847aca3ffffffff,8.0,3.0,0.0
847aca5ffffffff,5.0,0.0,0.0
847acabffffffff,3.0,0.0,0.0
847accdffffffff,10.0,0.0,0.0
847acd5ffffffff,2.0,0.0,0.0
847acd7ffffffff,1.0,0.0,0.0
847ad91ffffffff,2.0,0.0,0.0
847ad93ffffffff,9.0,0.0,0.0
847ad95ffffffff,26.0,0.0,0.0
847ad99ffffffff,92.0,5.0,0.0
847ad9dffffffff,8.0,0.0,0.0
847adb1ffffffff,4.0,0.0,0.0
847ae81ffffffff,2.0,2.0,0.0
847ae85ffffffff,19.0,1.0,0.0
847ae87ffffffff,2.0,2.0,0.0
847ae9bffffffff,1.0,1.0,0.0
847aeabffffffff,5.0,0.0,0.0
847aed3ffffffff,6.0,0.0,0.0
847aee3ffffffff,2.0,0.0,0.0
847b487ffffffff,3.0,0.0,0.0
847b4b1ffffffff,2.0,0.0,0.0
847b4b3ffffffff,4.0,0.0,0.0
847b4b7ffffffff,2.0,0.0,0.0
847b4d3ffffffff,2.0,0.0,0.0
847b595ffffffff,6.0,0.0,0.0
8496901ffffffff,9.0,0.0,0.0
8496905ffffffff,2.0,0.0,0.0
8496907ffffffff,25.0,0.0,0.0
8496921ffffffff,20.0,0.0,0.0
8496923ffffffff,3.0,0.0,0.0
8496925ffffffff,15.0,0.0,0.0
849692dffffffff,4.0,0.0,0.0
8496933ffffffff,1.0,0.0,0.0
8496935ffffffff,5.0,0.0,0.0
849693dffffffff,44.0,0.0,0.0
84969a1ffffffff,1.0,0.0,0.0
84969a5ffffffff,4.0,0.0,0.0
84969e5ffffffff,2.0,0.0,0.0
8496a01ffffffff,2.0,0.0,0.0
8496b63ffffffff,1.0,0.0,0.0
