cell_id,Microcerculus marginatus,Microcerculus marginatus luscinia,Microcerculus marginatus taeniatus/occidentalis,Microcerculus marginatus [marginatus Group]
8466b51ffffffff,226.0,19.0,0.0,0.0
8466b53ffffffff,17.0,1.0,0.0,0.0
8466b55ffffffff,767.0,0.0,0.0,0.0
8466b57ffffffff,4.0,3.0,0.0,0.0
8466b59ffffffff,27.0,0.0,0.0,0.0
8466b5bffffffff,156.0,16.0,0.0,0.0
8466b5dffffffff,136.0,0.0,0.0,0.0
8466b69ffffffff,25.0,0.0,0.0,0.0
8466c01ffffffff,61.0,0.0,0.0,0.0
8466c05ffffffff,34.0,0.0,0.0,0.0
8466c0dffffffff,51.0,0.0,0.0,0.0
8466c21ffffffff,98.0,0.0,0.0,0.0
8466c23ffffffff,7.0,0.0,0.0,0.0
8466c27ffffffff,12.0,0.0,0.0,0.0
8466c29ffffffff,76.0,0.0,0.0,0.0
8466c2bffffffff,10.0,0.0,0.0,0.0
8466c2dffffffff,79.0,0.0,0.0,0.0
8466c5bffffffff,6.0,0.0,0.0,0.0
8466c5dffffffff,18.0,0.0,0.0,0.0
8466c63ffffffff,1.0,0.0,0.0,1.0
8466c95ffffffff,2.0,0.0,0.0,0.0
8466cdbffffffff,8.0,0.0,0.0,0.0
8466ce1ffffffff,2.0,0.0,0.0,0.0
8466ce9ffffffff,2.0,0.0,0.0,0.0
8466d01ffffffff,18.0,0.0,0.0,0.0
8466d03ffffffff,9.0,0.0,0.0,0.0
8466d05ffffffff,1.0,0.0,1.0,0.0
8466d07ffffffff,159.0,0.0,21.0,0.0
8466d0bffffffff,970.0,0.0,0.0,0.0
8466d13ffffffff,3.0,0.0,0.0,0.0
8466d1bffffffff,356.0,0.0,0.0,0.0
8466d21ffffffff,1.0,0.0,0.0,0.0
8466d23ffffffff,147.0,0.0,19.0,0.0
8466d27ffffffff,36.0,0.0,6.0,0.0
8466d31ffffffff,1530.0,0.0,90.0,78.0
8466d33ffffffff,2.0,0.0,0.0,0.0
8466d35ffffffff,1061.0,0.0,110.0,41.0
8466d37ffffffff,83.0,0.0,12.0,2.0
8466d3dffffffff,46.0,0.0,21.0,0.0
8466d51ffffffff,10.0,0.0,0.0,0.0
8466d55ffffffff,31.0,0.0,0.0,0.0
8466d81ffffffff,22.0,0.0,0.0,4.0
8466d8bffffffff,1.0,0.0,0.0,1.0
8466d8dffffffff,1.0,0.0,0.0,0.0
8466dadffffffff,17.0,0.0,0.0,5.0
8466db1ffffffff,15.0,0.0,0.0,3.0
8466db5ffffffff,2.0,0.0,0.0,0.0
8466dc3ffffffff,283.0,0.0,0.0,42.0
8466dc7ffffffff,5.0,0.0,0.0,0.0
8466dd3ffffffff,3.0,0.0,0.0,0.0
8466dd5ffffffff,22.0,0.0,0.0,4.0
8466ddbffffffff,1.0,0.0,0.0,0.0
8466dddffffffff,7.0,0.0,0.0,5.0
8466de1ffffffff,15.0,0.0,0.0,0.0
8466de3ffffffff,59.0,0.0,0.0,12.0
8466de7ffffffff,70.0,0.0,0.0,5.0
8466de9ffffffff,6.0,0.0,0.0,0.0
8466debffffffff,139.0,0.0,0.0,84.0
8466e03ffffffff,50.0,0.0,0.0,0.0
8466e05ffffffff,4.0,0.0,0.0,0.0
8466e0bffffffff,82.0,0.0,0.0,2.0
8466e0dffffffff,15.0,0.0,0.0,0.0
8466e15ffffffff,76.0,0.0,0.0,0.0
8466e2bffffffff,3.0,0.0,0.0,0.0
8466e39ffffffff,57.0,0.0,0.0,0.0
8466e3bffffffff,36.0,0.0,0.0,6.0
8466e3dffffffff,3.0,0.0,0.0,0.0
8466e41ffffffff,149.0,0.0,0.0,3.0
8466e43ffffffff,2.0,0.0,0.0,0.0
8466e45ffffffff,23.0,0.0,0.0,0.0
8466e47ffffffff,27.0,0.0,0.0,0.0
8466e49ffffffff,45.0,0.0,0.0,0.0
8466e4dffffffff,16.0,0.0,0.0,0.0
8466e51ffffffff,34.0,0.0,0.0,0.0
8466e55ffffffff,5.0,0.0,0.0,0.0
8466e57ffffffff,703.0,0.0,0.0,0.0
8466e59ffffffff,383.0,0.0,0.0,15.0
8466e5dffffffff,4.0,0.0,0.0,0.0
8466e65ffffffff,434.0,0.0,0.0,0.0
8466e67ffffffff,2.0,0.0,0.0,0.0
8466e69ffffffff,260.0,0.0,0.0,0.0
8466e6bffffffff,9.0,0.0,0.0,0.0
8466e6dffffffff,1809.0,0.0,0.0,0.0
8466eadffffffff,6.0,0.0,0.0,0.0
8466ec5ffffffff,6.0,0.0,0.0,0.0
8466ec7ffffffff,10.0,0.0,0.0,0.0
8466ee5ffffffff,1.0,0.0,0.0,0.0
8466ee7ffffffff,2.0,0.0,0.0,0.0
8466eebffffffff,2.0,0.0,0.0,0.0
8466eedffffffff,2.0,0.0,0.0,0.0
8466f01ffffffff,13.0,0.0,0.0,0.0
8466f03ffffffff,758.0,0.0,14.0,0.0
8466f0bffffffff,556.0,0.0,8.0,0.0
8466f19ffffffff,21.0,0.0,0.0,0.0
8466f1dffffffff,50.0,0.0,0.0,0.0
8466f35ffffffff,49.0,0.0,0.0,0.0
8466f51ffffffff,3.0,0.0,0.0,0.0
8466f53ffffffff,86.0,0.0,0.0,0.0
8466f57ffffffff,331.0,0.0,0.0,0.0
8466f59ffffffff,58.0,0.0,0.0,0.0
8466f5bffffffff,122.0,0.0,0.0,0.0
8466f5dffffffff,8.0,0.0,0.0,0.0
8467413ffffffff,13.0,0.0,0.0,0.0
8467417ffffffff,9.0,0.0,0.0,0.0
8467423ffffffff,2.0,0.0,0.0,0.0
8467425ffffffff,30.0,0.0,0.0,0.0
8467427ffffffff,4.0,0.0,0.0,0.0
8467431ffffffff,1.0,0.0,0.0,0.0
8467433ffffffff,17.0,0.0,0.0,0.0
8467437ffffffff,128.0,0.0,0.0,4.0
846743bffffffff,16.0,0.0,0.0,0.0
846743dffffffff,1.0,0.0,0.0,0.0
84674c1ffffffff,4.0,0.0,0.0,0.0
84674c5ffffffff,3.0,0.0,0.0,0.0
84674c7ffffffff,17.0,0.0,0.0,0.0
84674cdffffffff,9.0,0.0,0.0,0.0
84674e9ffffffff,4.0,0.0,0.0,0.0
84674ebffffffff,2.0,0.0,0.0,0.0
84674edffffffff,258.0,0.0,0.0,10.0
8467519ffffffff,29.0,0.0,0.0,0.0
8467531ffffffff,9.0,0.0,0.0,0.0
8467553ffffffff,4.0,0.0,0.0,0.0
846758dffffffff,2.0,0.0,0.0,0.0
84675a5ffffffff,16.0,0.0,0.0,0.0
84675adffffffff,2.0,0.0,0.0,0.0
84675c1ffffffff,21.0,0.0,0.0,0.0
84675c7ffffffff,10.0,0.0,0.0,0.0
84675c9ffffffff,9.0,0.0,0.0,0.0
84675cbffffffff,44.0,0.0,0.0,0.0
84675ddffffffff,7.0,0.0,0.0,0.0
84675e3ffffffff,8.0,0.0,0.0,0.0
84675e7ffffffff,4.0,0.0,0.0,0.0
84675ebffffffff,14.0,0.0,0.0,0.0
84679a7ffffffff,31.0,0.0,0.0,0.0
84679b3ffffffff,1.0,0.0,0.0,0.0
84679b5ffffffff,3.0,0.0,0.0,0.0
84679b7ffffffff,31.0,2.0,0.0,0.0
846d691ffffffff,65.0,0.0,0.0,0.0
846d693ffffffff,400.0,0.0,0.0,0.0
846d697ffffffff,577.0,0.0,0.0,0.0
846d69bffffffff,2.0,0.0,0.0,0.0
846d69dffffffff,3.0,0.0,0.0,0.0
8480469ffffffff,3.0,0.0,0.0,0.0
8480643ffffffff,10.0,0.0,0.0,0.0
8480655ffffffff,40.0,0.0,0.0,0.0
8480665ffffffff,2.0,0.0,0.0,0.0
8480713ffffffff,2.0,0.0,0.0,0.0
8480745ffffffff,4.0,0.0,0.0,0.0
848075bffffffff,3.0,0.0,0.0,0.0
84814a9ffffffff,27.0,0.0,0.0,0.0
84814adffffffff,18.0,0.0,0.0,0.0
84814d1ffffffff,2.0,0.0,0.0,0.0
84814d5ffffffff,36.0,0.0,0.0,0.0
84814d9ffffffff,11.0,0.0,0.0,0.0
84814dbffffffff,2.0,0.0,0.0,0.0
84814e3ffffffff,32.0,0.0,0.0,0.0
84814e7ffffffff,101.0,0.0,0.0,2.0
84815a1ffffffff,1.0,0.0,0.0,0.0
84815d3ffffffff,4.0,0.0,0.0,0.0
848a003ffffffff,2.0,0.0,0.0,0.0
848a051ffffffff,2.0,0.0,0.0,0.0
848a059ffffffff,2.0,0.0,0.0,0.0
848a069ffffffff,5.0,0.0,0.0,0.0
848a155ffffffff,6.0,0.0,0.0,2.0
848a157ffffffff,2.0,0.0,0.0,0.0
848a1a7ffffffff,11.0,0.0,0.0,0.0
848a201ffffffff,1.0,0.0,0.0,1.0
848a20dffffffff,1.0,0.0,0.0,1.0
848a217ffffffff,6.0,0.0,0.0,0.0
848a21bffffffff,1.0,0.0,0.0,0.0
848a233ffffffff,3.0,0.0,0.0,0.0
848a23bffffffff,4.0,0.0,0.0,0.0
848a2cdffffffff,2.0,0.0,0.0,0.0
848a313ffffffff,2.0,0.0,0.0,0.0
848a317ffffffff,1.0,0.0,0.0,0.0
848a33bffffffff,3.0,0.0,0.0,0.0
848a451ffffffff,7.0,0.0,0.0,0.0
848a459ffffffff,36.0,0.0,0.0,1.0
848a45bffffffff,17.0,0.0,0.0,0.0
848a45dffffffff,54.0,0.0,0.0,0.0
848a4e5ffffffff,2.0,0.0,0.0,0.0
848a68bffffffff,4.0,0.0,0.0,0.0
848a699ffffffff,145.0,0.0,0.0,1.0
848a6d7ffffffff,9.0,0.0,0.0,4.0
848a6d9ffffffff,11.0,0.0,0.0,0.0
848a6dbffffffff,168.0,0.0,0.0,16.0
848a70bffffffff,5.0,0.0,0.0,0.0
848a73dffffffff,6.0,0.0,0.0,0.0
848a755ffffffff,4.0,0.0,0.0,0.0
848a827ffffffff,4.0,0.0,0.0,0.0
848a925ffffffff,2.0,0.0,0.0,0.0
848a927ffffffff,3.0,0.0,0.0,0.0
848a963ffffffff,1.0,0.0,0.0,0.0
848a9cdffffffff,15.0,0.0,0.0,0.0
848aaa3ffffffff,1.0,0.0,0.0,1.0
848aaa5ffffffff,4.0,0.0,0.0,0.0
848aaadffffffff,1.0,0.0,0.0,1.0
848aaddffffffff,4.0,0.0,0.0,0.0
848ab21ffffffff,1.0,0.0,0.0,0.0
848ae59ffffffff,1.0,0.0,0.0,0.0
848af4dffffffff,2.0,0.0,0.0,0.0
848b211ffffffff,8.0,0.0,0.0,0.0
848b213ffffffff,31.0,0.0,0.0,0.0
848b223ffffffff,7.0,0.0,0.0,0.0
848b22bffffffff,22.0,0.0,0.0,0.0
848b239ffffffff,1.0,0.0,0.0,0.0
848b23bffffffff,2.0,0.0,0.0,0.0
848b23dffffffff,11.0,0.0,0.0,0.0
848b2c1ffffffff,4.0,0.0,0.0,0.0
848b2c5ffffffff,8.0,0.0,0.0,0.0
848b2c7ffffffff,8.0,0.0,0.0,0.0
848b2e9ffffffff,21.0,0.0,0.0,0.0
848b401ffffffff,20.0,0.0,0.0,0.0
848b403ffffffff,1.0,0.0,0.0,0.0
848b40bffffffff,20.0,0.0,0.0,0.0
848b40dffffffff,19.0,0.0,0.0,0.0
848b429ffffffff,4.0,0.0,0.0,0.0
848b445ffffffff,21.0,0.0,0.0,0.0
848b447ffffffff,4.0,0.0,0.0,0.0
848b449ffffffff,17.0,0.0,0.0,0.0
848b44bffffffff,128.0,0.0,0.0,0.0
848b44dffffffff,162.0,0.0,0.0,0.0
848b459ffffffff,7.0,0.0,0.0,0.0
848b469ffffffff,48.0,0.0,0.0,0.0
848b46bffffffff,23.0,0.0,0.0,0.0
848b4e5ffffffff,21.0,0.0,0.0,0.0
848b511ffffffff,3.0,0.0,0.0,0.0
848b513ffffffff,3.0,0.0,0.0,0.0
848b53dffffffff,3.0,0.0,0.0,0.0
848b5c3ffffffff,4.0,0.0,0.0,0.0
848b5cdffffffff,19.0,0.0,0.0,4.0
848b617ffffffff,353.0,0.0,0.0,4.0
848b623ffffffff,1.0,0.0,0.0,0.0
848b627ffffffff,26.0,0.0,0.0,0.0
848b631ffffffff,3.0,0.0,0.0,1.0
848b633ffffffff,5.0,0.0,0.0,0.0
848b635ffffffff,5.0,0.0,0.0,0.0
848b637ffffffff,135.0,0.0,0.0,3.0
848b639ffffffff,11.0,0.0,0.0,1.0
848b63bffffffff,145.0,0.0,0.0,2.0
848b63dffffffff,14.0,0.0,0.0,0.0
848b683ffffffff,10.0,0.0,0.0,0.0
848b68bffffffff,7.0,0.0,0.0,0.0
848b691ffffffff,14.0,0.0,0.0,0.0
848b693ffffffff,33.0,0.0,0.0,0.0
848b695ffffffff,10.0,0.0,0.0,0.0
848b697ffffffff,2.0,0.0,0.0,0.0
848b699ffffffff,5.0,0.0,0.0,0.0
848b69bffffffff,9.0,0.0,0.0,0.0
848b6bbffffffff,4.0,0.0,0.0,0.0
848b6c3ffffffff,10.0,0.0,0.0,0.0
848b6cbffffffff,19.0,0.0,0.0,0.0
848b6e1ffffffff,3.0,0.0,0.0,0.0
848b6e5ffffffff,14.0,0.0,0.0,0.0
848b6e7ffffffff,90.0,0.0,0.0,0.0
848b6edffffffff,116.0,0.0,0.0,0.0
848b709ffffffff,97.0,0.0,0.0,0.0
848b713ffffffff,182.0,0.0,0.0,1.0
848b717ffffffff,16.0,0.0,0.0,0.0
848b71bffffffff,24.0,0.0,0.0,0.0
848b747ffffffff,12.0,0.0,0.0,0.0
848b751ffffffff,10.0,0.0,0.0,0.0
848b755ffffffff,3.0,0.0,0.0,0.0
848b757ffffffff,8.0,0.0,0.0,0.0
848b75dffffffff,3.0,0.0,0.0,0.0
848b829ffffffff,1.0,0.0,0.0,0.0
848b839ffffffff,2.0,0.0,0.0,0.0
848b881ffffffff,3.0,0.0,0.0,0.0
848b9d1ffffffff,2.0,0.0,0.0,0.0
848b9d5ffffffff,17.0,0.0,0.0,3.0
848e643ffffffff,9.0,0.0,0.0,0.0
848e649ffffffff,62.0,0.0,0.0,0.0
848e64bffffffff,7.0,0.0,0.0,0.0
848e651ffffffff,11.0,0.0,0.0,0.0
848e659ffffffff,5.0,0.0,0.0,0.0
848e65bffffffff,3.0,0.0,0.0,0.0
848e65dffffffff,5.0,0.0,0.0,0.0
848f285ffffffff,4.0,0.0,4.0,0.0
848f28dffffffff,5.0,0.0,0.0,0.0
848f291ffffffff,13.0,0.0,0.0,0.0
848f295ffffffff,68.0,0.0,5.0,0.0
848f2a9ffffffff,78.0,0.0,6.0,0.0
848f2abffffffff,20.0,0.0,0.0,0.0
848f2b3ffffffff,2.0,0.0,0.0,0.0
848f2b9ffffffff,2.0,0.0,0.0,0.0
848f2bbffffffff,9.0,0.0,1.0,0.0
848f2bdffffffff,3.0,0.0,1.0,0.0
848f2c1ffffffff,2.0,0.0,0.0,0.0
848f2c3ffffffff,16.0,0.0,2.0,0.0
848f2c9ffffffff,8.0,0.0,0.0,0.0
848f2cbffffffff,35.0,0.0,1.0,0.0
848f2cdffffffff,162.0,0.0,7.0,0.0
848f2e3ffffffff,2.0,0.0,0.0,0.0
848f401ffffffff,350.0,0.0,0.0,57.0
848f40bffffffff,2.0,0.0,0.0,0.0
848f40dffffffff,5.0,0.0,0.0,0.0
848f41bffffffff,2.0,0.0,0.0,0.0
848f429ffffffff,4.0,0.0,0.0,0.0
848f435ffffffff,2.0,0.0,0.0,0.0
848f439ffffffff,45.0,0.0,0.0,0.0
848f455ffffffff,1.0,0.0,0.0,0.0
848f461ffffffff,81.0,0.0,0.0,5.0
848f463ffffffff,280.0,0.0,0.0,38.0
848f465ffffffff,27.0,0.0,0.0,0.0
848f467ffffffff,11.0,0.0,0.0,0.0
848f46bffffffff,2.0,0.0,0.0,0.0
848f46dffffffff,4.0,0.0,0.0,0.0
848f485ffffffff,6.0,0.0,0.0,0.0
848f487ffffffff,5.0,0.0,0.0,0.0
848f489ffffffff,21.0,0.0,0.0,0.0
848f48dffffffff,4.0,0.0,0.0,0.0
848f4a5ffffffff,23.0,0.0,0.0,0.0
848f4a7ffffffff,2.0,0.0,0.0,0.0
848f4a9ffffffff,2.0,0.0,0.0,0.0
848f4adffffffff,25.0,0.0,0.0,0.0
848f4b3ffffffff,14.0,0.0,0.0,0.0
848f4b5ffffffff,3.0,0.0,0.0,0.0
848f4c7ffffffff,2.0,0.0,0.0,0.0
848f4e3ffffffff,2.0,0.0,0.0,0.0
848f559ffffffff,7.0,0.0,0.0,0.0
848f55bffffffff,2.0,0.0,0.0,0.0
848f5d3ffffffff,19.0,0.0,0.0,0.0
848f5d7ffffffff,6.0,0.0,0.0,0.0
848f5d9ffffffff,1.0,0.0,0.0,0.0
848f5ddffffffff,36.0,0.0,0.0,0.0
848f611ffffffff,2.0,0.0,0.0,0.0
848f619ffffffff,30.0,0.0,0.0,0.0
848f61bffffffff,29.0,0.0,0.0,0.0
848f655ffffffff,17.0,0.0,0.0,0.0
848f657ffffffff,20.0,0.0,0.0,0.0
848f6b5ffffffff,25.0,0.0,0.0,7.0
848f6ebffffffff,1.0,0.0,0.0,0.0
848f6edffffffff,2.0,0.0,0.0,0.0
848f703ffffffff,2.0,0.0,0.0,0.0
848f705ffffffff,25.0,0.0,0.0,2.0
848f70dffffffff,2.0,0.0,0.0,0.0
848f71bffffffff,15.0,0.0,0.0,0.0
848f71dffffffff,2.0,0.0,0.0,0.0
848f72bffffffff,238.0,0.0,0.0,46.0
848f731ffffffff,5.0,0.0,0.0,0.0
848f733ffffffff,8.0,0.0,0.0,0.0
848f737ffffffff,2.0,0.0,0.0,0.0
848f745ffffffff,10.0,0.0,0.0,2.0
848f74bffffffff,2.0,0.0,0.0,0.0
848f74dffffffff,1.0,0.0,0.0,0.0
848f763ffffffff,44.0,0.0,0.0,0.0
848f76bffffffff,8.0,0.0,0.0,0.0
84b325bffffffff,2.0,0.0,0.0,0.0
