cell_id,Tityra cayana,Tityra cayana braziliensis,Tityra cayana cayana
84662d3ffffffff,2.0,0.0,0.0
84662e1ffffffff,7.0,0.0,0.0
84662e9ffffffff,15.0,0.0,0.0
8466411ffffffff,88.0,0.0,6.0
8466415ffffffff,251.0,0.0,23.0
8466417ffffffff,37.0,0.0,3.0
8466419ffffffff,2.0,0.0,0.0
846641dffffffff,181.0,0.0,8.0
846643bffffffff,2.0,0.0,0.0
8466441ffffffff,12.0,0.0,0.0
846644bffffffff,2.0,0.0,0.0
8466453ffffffff,2.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0
846645dffffffff,2.0,0.0,0.0
8466463ffffffff,1.0,0.0,0.0
8466481ffffffff,1.0,0.0,0.0
8466487ffffffff,3.0,0.0,0.0
84664e1ffffffff,3.0,0.0,0.0
84664e9ffffffff,1.0,0.0,0.0
8466509ffffffff,3.0,0.0,0.0
846650dffffffff,2.0,0.0,0.0
8466529ffffffff,34.0,0.0,0.0
846652dffffffff,90.0,0.0,0.0
8466565ffffffff,15.0,0.0,0.0
8466569ffffffff,5.0,0.0,0.0
846656dffffffff,44.0,0.0,0.0
84665a7ffffffff,2.0,0.0,0.0
84665abffffffff,321.0,0.0,2.0
84665bdffffffff,199.0,0.0,8.0
84665e9ffffffff,48.0,0.0,0.0
8466631ffffffff,9.0,0.0,0.0
8466633ffffffff,5.0,0.0,0.0
8466637ffffffff,35.0,0.0,0.0
8466639ffffffff,6.0,0.0,0.0
846663dffffffff,3.0,0.0,0.0
84666b3ffffffff,4.0,0.0,0.0
84666c5ffffffff,8.0,0.0,0.0
84666e3ffffffff,2.0,0.0,0.0
84666ebffffffff,5.0,0.0,0.0
846670dffffffff,3.0,0.0,0.0
8466725ffffffff,2.0,0.0,0.0
8466727ffffffff,32.0,0.0,0.0
8466729ffffffff,1.0,0.0,0.0
8466733ffffffff,1.0,0.0,0.0
846676dffffffff,2.0,0.0,0.0
8466c01ffffffff,58.0,0.0,2.0
8466c03ffffffff,4.0,0.0,0.0
8466c05ffffffff,19.0,0.0,0.0
8466c09ffffffff,13.0,0.0,0.0
8466c0dffffffff,59.0,0.0,0.0
8466c19ffffffff,3.0,0.0,0.0
8466c1dffffffff,4.0,0.0,0.0
8466c21ffffffff,282.0,0.0,0.0
8466c23ffffffff,74.0,0.0,0.0
8466c27ffffffff,46.0,0.0,0.0
8466c29ffffffff,78.0,0.0,0.0
8466c2bffffffff,33.0,0.0,0.0
8466c2dffffffff,22.0,0.0,0.0
8466c35ffffffff,9.0,0.0,0.0
8466c37ffffffff,3.0,0.0,0.0
8466c53ffffffff,12.0,0.0,0.0
8466c57ffffffff,23.0,0.0,0.0
8466c5bffffffff,20.0,0.0,0.0
8466c5dffffffff,76.0,0.0,0.0
8466c67ffffffff,1.0,0.0,0.0
8466c95ffffffff,2.0,0.0,0.0
8466cc5ffffffff,2.0,0.0,0.0
8466cdbffffffff,4.0,0.0,0.0
8466ce1ffffffff,23.0,0.0,0.0
8466ce9ffffffff,30.0,0.0,0.0
8466cedffffffff,10.0,0.0,0.0
8466d13ffffffff,3.0,0.0,0.0
8466d1bffffffff,26.0,0.0,0.0
8466d81ffffffff,53.0,0.0,0.0
8466d89ffffffff,6.0,0.0,0.0
8466d8bffffffff,4.0,0.0,1.0
8466d8dffffffff,10.0,0.0,0.0
8466da7ffffffff,1.0,0.0,0.0
8466db1ffffffff,2.0,0.0,0.0
8466dc1ffffffff,6.0,0.0,0.0
8466dc3ffffffff,864.0,0.0,36.0
8466dc5ffffffff,2.0,0.0,0.0
8466dc7ffffffff,104.0,0.0,6.0
8466dc9ffffffff,88.0,0.0,0.0
8466dcbffffffff,30.0,0.0,0.0
8466dcdffffffff,12.0,0.0,2.0
8466dd1ffffffff,8.0,0.0,0.0
8466dd3ffffffff,3.0,0.0,0.0
8466dd5ffffffff,45.0,0.0,2.0
8466dd7ffffffff,7.0,0.0,0.0
8466dd9ffffffff,1.0,0.0,0.0
8466ddbffffffff,9.0,0.0,0.0
8466dddffffffff,28.0,0.0,8.0
8466de3ffffffff,99.0,0.0,5.0
8466de7ffffffff,5.0,0.0,0.0
8466debffffffff,29.0,0.0,0.0
8466e03ffffffff,17.0,0.0,0.0
8466e0bffffffff,135.0,0.0,0.0
8466e11ffffffff,29.0,0.0,0.0
8466e13ffffffff,4.0,0.0,0.0
8466e15ffffffff,56.0,0.0,0.0
8466e17ffffffff,24.0,0.0,0.0
8466e19ffffffff,5.0,0.0,0.0
8466e1dffffffff,67.0,0.0,0.0
8466e37ffffffff,8.0,0.0,0.0
8466e39ffffffff,10.0,0.0,0.0
8466e3bffffffff,59.0,0.0,0.0
8466e51ffffffff,27.0,0.0,0.0
8466e53ffffffff,21.0,0.0,0.0
8466e55ffffffff,2.0,0.0,0.0
8466e57ffffffff,671.0,0.0,5.0
8466e59ffffffff,76.0,0.0,0.0
8466e5bffffffff,14.0,0.0,0.0
8466e81ffffffff,2.0,0.0,0.0
8466e8dffffffff,13.0,0.0,0.0
8466e9dffffffff,3.0,0.0,0.0
8466eadffffffff,13.0,0.0,0.0
8466ec1ffffffff,21.0,0.0,0.0
8466ec5ffffffff,24.0,0.0,0.0
8466ec7ffffffff,168.0,0.0,0.0
8466ec9ffffffff,8.0,0.0,0.0
8466ecbffffffff,328.0,0.0,0.0
8466ee5ffffffff,130.0,0.0,0.0
8466ee7ffffffff,5.0,0.0,0.0
8466eebffffffff,14.0,0.0,0.0
8466eedffffffff,4.0,0.0,0.0
8467433ffffffff,5.0,0.0,0.0
8467437ffffffff,18.0,0.0,0.0
846743bffffffff,9.0,0.0,0.0
846743dffffffff,2.0,0.0,0.0
84674c1ffffffff,1.0,0.0,0.0
84674c7ffffffff,5.0,0.0,0.0
84674cdffffffff,13.0,0.0,0.0
84674edffffffff,8.0,0.0,0.0
8467531ffffffff,5.0,0.0,0.0
8467535ffffffff,26.0,0.0,0.0
8467537ffffffff,6.0,0.0,0.0
84675a5ffffffff,9.0,0.0,0.0
84675a9ffffffff,4.0,0.0,0.0
84675c1ffffffff,2.0,0.0,0.0
84675c7ffffffff,1.0,0.0,0.0
84675c9ffffffff,1.0,0.0,0.0
84675cbffffffff,5.0,0.0,0.0
8480007ffffffff,2.0,0.0,0.0
8480053ffffffff,2.0,0.0,0.0
84802cdffffffff,2.0,0.0,0.0
8480449ffffffff,2.0,0.0,0.0
848044dffffffff,2.0,0.0,0.0
8480469ffffffff,166.0,0.0,0.0
84804cbffffffff,2.0,0.0,0.0
8480623ffffffff,1.0,0.0,0.0
8480643ffffffff,4.0,0.0,0.0
8480655ffffffff,2.0,0.0,0.0
8480665ffffffff,2.0,0.0,0.0
848066bffffffff,4.0,0.0,0.0
848068bffffffff,2.0,0.0,0.0
84806a3ffffffff,2.0,0.0,0.0
84806abffffffff,2.0,0.0,0.0
84806b3ffffffff,2.0,0.0,0.0
84806b7ffffffff,20.0,0.0,2.0
8480713ffffffff,9.0,0.0,0.0
8480717ffffffff,1.0,0.0,0.0
8480745ffffffff,2.0,0.0,0.0
8480755ffffffff,2.0,0.0,0.0
848075bffffffff,2.0,0.0,0.0
8481029ffffffff,31.0,0.0,0.0
8481099ffffffff,2.0,2.0,0.0
8481167ffffffff,2.0,0.0,0.0
8481211ffffffff,22.0,2.0,0.0
8481215ffffffff,11.0,0.0,0.0
848123bffffffff,3.0,0.0,0.0
848124bffffffff,9.0,2.0,0.0
84812bdffffffff,3.0,0.0,0.0
84812d1ffffffff,2.0,0.0,0.0
84812d7ffffffff,2.0,1.0,0.0
8481303ffffffff,1.0,0.0,0.0
8481307ffffffff,2.0,0.0,0.0
8481321ffffffff,4.0,1.0,0.0
8481323ffffffff,1.0,0.0,0.0
8481327ffffffff,4.0,0.0,0.0
8481329ffffffff,2.0,0.0,0.0
848132bffffffff,4.0,0.0,0.0
8481335ffffffff,4.0,0.0,0.0
8481339ffffffff,6.0,0.0,0.0
848133dffffffff,6.0,0.0,0.0
8481343ffffffff,3.0,0.0,0.0
8481363ffffffff,43.0,6.0,0.0
8481403ffffffff,4.0,0.0,0.0
8481407ffffffff,2.0,0.0,0.0
8481423ffffffff,2.0,0.0,0.0
8481431ffffffff,1.0,0.0,0.0
8481439ffffffff,4.0,0.0,0.0
848145dffffffff,4.0,0.0,0.0
848146bffffffff,2.0,0.0,0.0
84814a9ffffffff,4.0,0.0,0.0
84814adffffffff,4.0,0.0,0.0
84814d5ffffffff,10.0,0.0,0.0
84814e3ffffffff,1.0,0.0,0.0
84814e7ffffffff,7.0,0.0,0.0
8481513ffffffff,2.0,0.0,0.0
848153dffffffff,1.0,0.0,0.0
8481583ffffffff,2.0,0.0,0.0
84815c9ffffffff,3.0,0.0,0.0
84815e9ffffffff,1.0,0.0,0.0
848162bffffffff,2.0,0.0,0.0
8481635ffffffff,5.0,0.0,0.0
8481711ffffffff,12.0,0.0,0.0
8481713ffffffff,7.0,0.0,0.0
848173dffffffff,2.0,0.0,0.0
8481757ffffffff,2.0,0.0,0.0
848175dffffffff,2.0,0.0,0.0
848180bffffffff,15.0,1.0,0.0
8481857ffffffff,16.0,0.0,0.0
848a003ffffffff,6.0,0.0,3.0
848a00bffffffff,3.0,0.0,0.0
848a01dffffffff,2.0,0.0,2.0
848a051ffffffff,3.0,0.0,0.0
848a059ffffffff,1.0,0.0,0.0
848a05bffffffff,6.0,0.0,0.0
848a109ffffffff,1.0,0.0,0.0
848a127ffffffff,1.0,0.0,0.0
848a155ffffffff,4.0,0.0,0.0
848a1a7ffffffff,5.0,0.0,0.0
848a1e5ffffffff,2.0,0.0,0.0
848a249ffffffff,1.0,0.0,0.0
848a451ffffffff,63.0,0.0,0.0
848a453ffffffff,1.0,0.0,0.0
848a459ffffffff,82.0,0.0,0.0
848a45bffffffff,64.0,0.0,0.0
848a45dffffffff,177.0,0.0,0.0
848a525ffffffff,2.0,0.0,0.0
848a5a1ffffffff,1.0,0.0,1.0
848a68bffffffff,12.0,0.0,0.0
848a699ffffffff,63.0,0.0,0.0
848a69dffffffff,1.0,0.0,0.0
848a6d3ffffffff,52.0,0.0,0.0
848a6d7ffffffff,63.0,0.0,0.0
848a6d9ffffffff,72.0,0.0,0.0
848a6dbffffffff,47.0,0.0,0.0
848a81bffffffff,12.0,0.0,0.0
848a8d9ffffffff,1.0,0.0,0.0
848a927ffffffff,16.0,0.0,0.0
848a9cdffffffff,3.0,0.0,0.0
848aa87ffffffff,13.0,0.0,0.0
848aa93ffffffff,3.0,0.0,0.0
848aa97ffffffff,3.0,0.0,0.0
848aa9dffffffff,34.0,0.0,0.0
848aaa3ffffffff,6.0,0.0,0.0
848aaa5ffffffff,6.0,0.0,0.0
848aaadffffffff,17.0,0.0,0.0
848aab1ffffffff,2.0,0.0,0.0
848aab9ffffffff,8.0,0.0,0.0
848aacbffffffff,2.0,0.0,0.0
848aad5ffffffff,2.0,0.0,0.0
848aaddffffffff,4.0,0.0,0.0
848ad13ffffffff,11.0,0.0,3.0
848ad89ffffffff,10.0,0.0,4.0
848ad8dffffffff,2.0,0.0,0.0
848adbbffffffff,5.0,0.0,0.0
848adc5ffffffff,10.0,0.0,2.0
848ade3ffffffff,2.0,0.0,2.0
848ae5bffffffff,4.0,0.0,0.0
848ae85ffffffff,2.0,0.0,0.0
848af09ffffffff,31.0,0.0,5.0
848af0bffffffff,5.0,0.0,2.0
848af17ffffffff,2.0,0.0,0.0
848af1dffffffff,2.0,0.0,0.0
848af29ffffffff,68.0,0.0,1.0
848af2bffffffff,17.0,0.0,0.0
848af2dffffffff,18.0,0.0,5.0
848af41ffffffff,2.0,0.0,0.0
848af43ffffffff,2.0,0.0,0.0
848af45ffffffff,8.0,0.0,1.0
848af47ffffffff,2.0,0.0,0.0
848af4dffffffff,1.0,0.0,0.0
848af61ffffffff,206.0,0.0,21.0
848af63ffffffff,105.0,0.0,20.0
848af67ffffffff,81.0,0.0,2.0
848af69ffffffff,7.0,0.0,0.0
848af6bffffffff,28.0,0.0,0.0
848af6dffffffff,1.0,0.0,0.0
848b009ffffffff,2.0,0.0,0.0
848b00bffffffff,2.0,0.0,0.0
848b045ffffffff,5.0,0.0,0.0
848b06dffffffff,1.0,0.0,0.0
848b089ffffffff,1.0,0.0,0.0
848b0c9ffffffff,22.0,0.0,0.0
848b0cdffffffff,1.0,0.0,0.0
848b0d1ffffffff,60.0,0.0,0.0
848b0d3ffffffff,3.0,0.0,0.0
848b0e7ffffffff,1.0,0.0,0.0
848b105ffffffff,3.0,0.0,0.0
848b10dffffffff,8.0,0.0,0.0
848b11bffffffff,2.0,0.0,0.0
848b11dffffffff,4.0,0.0,0.0
848b1cdffffffff,2.0,0.0,0.0
848b1edffffffff,2.0,0.0,0.0
848b205ffffffff,1.0,0.0,0.0
848b213ffffffff,2.0,0.0,0.0
848b221ffffffff,2.0,0.0,0.0
848b223ffffffff,47.0,0.0,0.0
848b229ffffffff,11.0,0.0,0.0
848b22dffffffff,19.0,0.0,0.0
848b23bffffffff,2.0,0.0,0.0
848b2a5ffffffff,9.0,0.0,0.0
848b2a7ffffffff,5.0,0.0,0.0
848b2c7ffffffff,4.0,0.0,0.0
848b2cdffffffff,4.0,0.0,0.0
848b2e9ffffffff,2.0,0.0,0.0
848b315ffffffff,9.0,0.0,0.0
848b363ffffffff,4.0,0.0,0.0
848b401ffffffff,11.0,0.0,0.0
848b40bffffffff,8.0,0.0,0.0
848b40dffffffff,14.0,0.0,1.0
848b429ffffffff,5.0,0.0,0.0
848b445ffffffff,4.0,0.0,0.0
848b447ffffffff,9.0,0.0,0.0
848b449ffffffff,5.0,0.0,0.0
848b44bffffffff,25.0,0.0,0.0
848b44dffffffff,112.0,0.0,0.0
848b459ffffffff,19.0,0.0,0.0
848b469ffffffff,5.0,0.0,0.0
848b46bffffffff,2.0,0.0,0.0
848b483ffffffff,1.0,0.0,0.0
848b4e5ffffffff,2.0,0.0,0.0
848b511ffffffff,7.0,0.0,0.0
848b513ffffffff,9.0,0.0,1.0
848b529ffffffff,6.0,0.0,0.0
848b563ffffffff,4.0,0.0,0.0
848b567ffffffff,1.0,0.0,0.0
848b56bffffffff,4.0,0.0,0.0
848b5c3ffffffff,2.0,0.0,0.0
848b5cdffffffff,41.0,0.0,4.0
848b617ffffffff,12.0,0.0,0.0
848b623ffffffff,1.0,0.0,0.0
848b627ffffffff,11.0,0.0,3.0
848b631ffffffff,1.0,0.0,0.0
848b633ffffffff,4.0,0.0,0.0
848b635ffffffff,4.0,0.0,0.0
848b637ffffffff,137.0,0.0,6.0
848b63bffffffff,10.0,0.0,0.0
848b691ffffffff,2.0,0.0,0.0
848b693ffffffff,3.0,0.0,0.0
848b695ffffffff,2.0,0.0,0.0
848b6e5ffffffff,21.0,0.0,0.0
848b6e7ffffffff,21.0,0.0,0.0
848b6edffffffff,1.0,0.0,0.0
848b713ffffffff,233.0,0.0,3.0
848b717ffffffff,11.0,0.0,0.0
848b71bffffffff,15.0,0.0,0.0
848b72dffffffff,3.0,0.0,0.0
848b747ffffffff,2.0,0.0,0.0
848b75dffffffff,2.0,0.0,0.0
848b761ffffffff,10.0,0.0,0.0
848b849ffffffff,20.0,0.0,0.0
848b99dffffffff,4.0,0.0,0.0
848b9d1ffffffff,3.0,0.0,0.0
848b9d5ffffffff,8.0,0.0,0.0
848ba09ffffffff,19.0,0.0,0.0
848ba45ffffffff,3.0,0.0,0.0
848ba55ffffffff,15.0,0.0,0.0
848bb43ffffffff,2.0,0.0,0.0
848bb59ffffffff,77.0,0.0,0.0
848f411ffffffff,2.0,0.0,0.0
848f44bffffffff,3.0,0.0,0.0
848f485ffffffff,2.0,0.0,0.0
848f489ffffffff,7.0,0.0,0.0
848f48dffffffff,10.0,0.0,0.0
848f4adffffffff,9.0,0.0,0.0
848f4c7ffffffff,21.0,0.0,0.0
848f5d3ffffffff,5.0,0.0,0.0
848f611ffffffff,2.0,0.0,0.0
848f613ffffffff,54.0,0.0,0.0
848f61bffffffff,97.0,0.0,0.0
848f655ffffffff,5.0,0.0,0.0
848f6b5ffffffff,1.0,0.0,0.0
848f6bbffffffff,2.0,0.0,0.0
848f6c9ffffffff,6.0,0.0,0.0
848f6cdffffffff,2.0,0.0,0.0
848f6e9ffffffff,25.0,0.0,0.0
848f71bffffffff,3.0,0.0,0.0
848f741ffffffff,2.0,0.0,0.0
848f74bffffffff,8.0,0.0,0.0
848f74dffffffff,1.0,0.0,0.0
848f76bffffffff,9.0,0.0,0.0
84a5969ffffffff,19.0,2.0,0.0
84a8013ffffffff,2.0,0.0,0.0
84a8019ffffffff,4.0,0.0,0.0
84a801bffffffff,12.0,0.0,0.0
84a802dffffffff,1.0,0.0,0.0
84a804dffffffff,2.0,0.0,0.0
84a8057ffffffff,5.0,0.0,0.0
84a805dffffffff,4.0,0.0,0.0
84a8061ffffffff,38.0,3.0,0.0
84a8063ffffffff,7.0,0.0,0.0
84a8065ffffffff,4.0,0.0,0.0
84a8067ffffffff,72.0,21.0,0.0
84a8069ffffffff,15.0,0.0,0.0
84a806dffffffff,3.0,0.0,0.0
84a80c3ffffffff,17.0,0.0,0.0
84a8101ffffffff,11.0,0.0,0.0
84a8105ffffffff,15.0,0.0,0.0
84a8107ffffffff,23.0,0.0,0.0
84a8109ffffffff,19.0,3.0,0.0
84a810bffffffff,22.0,0.0,0.0
84a810dffffffff,9.0,0.0,0.0
84a8113ffffffff,2.0,0.0,0.0
84a8115ffffffff,1.0,1.0,0.0
84a8117ffffffff,2.0,0.0,0.0
84a8123ffffffff,34.0,0.0,0.0
84a8125ffffffff,10.0,0.0,0.0
84a8127ffffffff,8.0,0.0,0.0
84a8129ffffffff,10.0,0.0,0.0
84a812dffffffff,9.0,0.0,0.0
84a8143ffffffff,12.0,0.0,0.0
84a8151ffffffff,4.0,2.0,0.0
84a8153ffffffff,15.0,0.0,0.0
84a8155ffffffff,98.0,4.0,0.0
84a8157ffffffff,26.0,0.0,0.0
84a815bffffffff,119.0,15.0,0.0
84a818dffffffff,2.0,0.0,0.0
84a81b1ffffffff,2.0,0.0,0.0
84a81bbffffffff,4.0,0.0,0.0
84a81c5ffffffff,1.0,0.0,0.0
84a81d1ffffffff,1.0,0.0,0.0
84a81e1ffffffff,5.0,0.0,0.0
84a81e9ffffffff,4.0,0.0,0.0
84a81edffffffff,28.0,0.0,0.0
84a8203ffffffff,8.0,0.0,0.0
84a8207ffffffff,14.0,0.0,0.0
84a8211ffffffff,3.0,0.0,0.0
84a8213ffffffff,2.0,0.0,0.0
84a8215ffffffff,2.0,0.0,0.0
84a8219ffffffff,2.0,0.0,0.0
84a8225ffffffff,3.0,0.0,0.0
84a8229ffffffff,3.0,0.0,0.0
84a822bffffffff,6.0,0.0,0.0
84a8235ffffffff,7.0,2.0,0.0
84a8237ffffffff,6.0,0.0,0.0
84a8241ffffffff,10.0,0.0,0.0
84a8247ffffffff,5.0,0.0,0.0
84a824bffffffff,1.0,0.0,0.0
84a8251ffffffff,2.0,0.0,0.0
84a8257ffffffff,4.0,0.0,0.0
84a8261ffffffff,4.0,0.0,0.0
84a8265ffffffff,1.0,0.0,0.0
84a826dffffffff,26.0,0.0,0.0
84a8287ffffffff,5.0,0.0,0.0
84a82bdffffffff,7.0,0.0,0.0
84a82d3ffffffff,8.0,0.0,0.0
84a82dbffffffff,2.0,0.0,0.0
84a82e1ffffffff,8.0,0.0,0.0
84a82e7ffffffff,2.0,0.0,0.0
84a8311ffffffff,8.0,0.0,0.0
84a8313ffffffff,4.0,0.0,0.0
84a8315ffffffff,3.0,0.0,0.0
84a8317ffffffff,11.0,0.0,0.0
84a8319ffffffff,8.0,0.0,0.0
84a831bffffffff,2.0,0.0,0.0
84a831dffffffff,9.0,0.0,0.0
84a8331ffffffff,2.0,0.0,0.0
84a8333ffffffff,7.0,1.0,0.0
84a833bffffffff,22.0,0.0,0.0
84a8351ffffffff,1.0,0.0,0.0
84a8353ffffffff,48.0,5.0,0.0
84a8357ffffffff,19.0,0.0,0.0
84a8359ffffffff,2.0,0.0,0.0
84a835bffffffff,16.0,0.0,0.0
84a8403ffffffff,12.0,0.0,0.0
84a840dffffffff,6.0,0.0,0.0
84a8411ffffffff,1.0,0.0,0.0
84a8413ffffffff,2.0,0.0,0.0
84a8421ffffffff,4.0,0.0,0.0
84a8439ffffffff,2.0,0.0,0.0
84a8447ffffffff,1.0,0.0,0.0
84a8449ffffffff,2.0,0.0,0.0
84a844dffffffff,28.0,3.0,0.0
84a8461ffffffff,3.0,0.0,0.0
84a8463ffffffff,18.0,0.0,0.0
84a8465ffffffff,1.0,0.0,0.0
84a84a5ffffffff,3.0,0.0,0.0
84a84b9ffffffff,1.0,0.0,0.0
84a84d9ffffffff,4.0,0.0,0.0
84a855dffffffff,1.0,0.0,0.0
84a8565ffffffff,1.0,0.0,0.0
84a8591ffffffff,238.0,0.0,0.0
84a8593ffffffff,1.0,0.0,0.0
84a8599ffffffff,46.0,0.0,0.0
84a85b3ffffffff,6.0,0.0,0.0
84a85b7ffffffff,2.0,0.0,0.0
84a85b9ffffffff,4.0,0.0,0.0
84a85d3ffffffff,92.0,0.0,0.0
84a85d7ffffffff,1.0,0.0,0.0
84a8605ffffffff,4.0,0.0,0.0
84a860dffffffff,22.0,0.0,0.0
84a8645ffffffff,2.0,0.0,0.0
84a8647ffffffff,1.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0
84a8701ffffffff,2.0,0.0,0.0
84a871bffffffff,5.0,0.0,0.0
84a8743ffffffff,1.0,0.0,0.0
84a8759ffffffff,6.0,0.0,0.0
84a876dffffffff,3.0,0.0,0.0
84a8821ffffffff,1.0,0.0,0.0
84a882dffffffff,35.0,16.0,0.0
84a8831ffffffff,2.0,0.0,0.0
84a8867ffffffff,2.0,0.0,0.0
84a88bbffffffff,2.0,0.0,0.0
84a8917ffffffff,77.0,3.0,0.0
84a8919ffffffff,11.0,1.0,0.0
84a8a03ffffffff,2.0,0.0,0.0
84a8a11ffffffff,2.0,0.0,0.0
84a8a13ffffffff,155.0,11.0,0.0
84a8a15ffffffff,2.0,0.0,0.0
84a8a17ffffffff,9.0,0.0,0.0
84a8a19ffffffff,36.0,7.0,0.0
84a8a1dffffffff,10.0,0.0,0.0
84a8a23ffffffff,15.0,0.0,0.0
84a8a39ffffffff,2.0,0.0,0.0
84a8a3dffffffff,13.0,0.0,0.0
84a8a53ffffffff,18.0,4.0,0.0
84a8a91ffffffff,29.0,4.0,0.0
84a8a97ffffffff,6.0,0.0,0.0
84a8aadffffffff,1.0,0.0,0.0
84a8ab9ffffffff,3.0,0.0,0.0
84a8ae5ffffffff,13.0,0.0,0.0
84a8b13ffffffff,2.0,0.0,0.0
84a8c01ffffffff,2.0,0.0,0.0
84a8c03ffffffff,27.0,0.0,0.0
84a8c05ffffffff,9.0,0.0,0.0
84a8c07ffffffff,4.0,0.0,0.0
84a8c09ffffffff,2.0,0.0,0.0
84a8c0dffffffff,2.0,0.0,0.0
84a8c43ffffffff,2.0,0.0,0.0
84a8c63ffffffff,2.0,0.0,0.0
84a8cebffffffff,1.0,0.0,0.0
84a8d19ffffffff,1.0,0.0,0.0
84a8d1bffffffff,23.0,0.0,0.0
84a8d43ffffffff,6.0,0.0,0.0
84a8d53ffffffff,2.0,0.0,0.0
84a8da1ffffffff,2.0,0.0,0.0
84a8da9ffffffff,6.0,0.0,0.0
84a8dcbffffffff,2.0,0.0,0.0
84a8dd7ffffffff,1.0,0.0,0.0
84a8dd9ffffffff,2.0,0.0,0.0
84a8de3ffffffff,14.0,0.0,0.0
84a8de7ffffffff,2.0,0.0,0.0
84a8e19ffffffff,1.0,0.0,0.0
84a8e45ffffffff,2.0,0.0,0.0
84a8e65ffffffff,3.0,0.0,0.0
84a8e69ffffffff,2.0,0.0,0.0
84a9033ffffffff,2.0,0.0,0.0
84a9095ffffffff,7.0,0.0,0.0
84a909dffffffff,6.0,0.0,0.0
84a90a7ffffffff,2.0,0.0,0.0
84a90adffffffff,1.0,1.0,0.0
84a90b9ffffffff,2.0,0.0,0.0
84a90bbffffffff,2.0,0.0,0.0
84a90d9ffffffff,6.0,0.0,0.0
84a90e1ffffffff,5.0,0.0,0.0
84a90e5ffffffff,29.0,0.0,0.0
