cell_id,Cyanocorax yncas,Cyanocorax yncas [luxuosus Group],Cyanocorax yncas [yncas Group]
8445649ffffffff,6.0,0.0,0.0
84456dbffffffff,2.0,0.0,0.0
8445721ffffffff,251.0,71.0,0.0
8445723ffffffff,5.0,3.0,0.0
8445725ffffffff,523.0,263.0,0.0
8445727ffffffff,33.0,16.0,0.0
8445729ffffffff,13.0,0.0,0.0
844572dffffffff,10.0,0.0,0.0
8445745ffffffff,2.0,0.0,0.0
8445761ffffffff,17.0,0.0,0.0
8445765ffffffff,8.0,0.0,0.0
8445767ffffffff,44.0,3.0,0.0
8445769ffffffff,2.0,0.0,0.0
8448361ffffffff,984.0,18.0,0.0
8448363ffffffff,3.0,0.0,0.0
8448365ffffffff,5.0,0.0,0.0
8448367ffffffff,57.0,0.0,0.0
8448369ffffffff,18.0,0.0,0.0
844836dffffffff,297.0,4.0,0.0
8448801ffffffff,3.0,0.0,0.0
8448803ffffffff,116.0,0.0,0.0
8448805ffffffff,46.0,0.0,0.0
8448807ffffffff,10.0,0.0,0.0
844880dffffffff,2366.0,71.0,0.0
8448815ffffffff,21.0,2.0,0.0
8448817ffffffff,18.0,0.0,0.0
8448821ffffffff,17.0,0.0,0.0
8448823ffffffff,26.0,2.0,0.0
8448825ffffffff,1398.0,58.0,0.0
8448827ffffffff,47.0,3.0,0.0
8448829ffffffff,23.0,0.0,0.0
844882bffffffff,140.0,2.0,0.0
844882dffffffff,473.0,0.0,0.0
8448831ffffffff,336.0,16.0,0.0
8448833ffffffff,79.0,15.0,0.0
8448835ffffffff,29.0,1.0,0.0
8448837ffffffff,27.0,3.0,0.0
8448839ffffffff,62.0,2.0,0.0
844883bffffffff,18.0,0.0,0.0
844883dffffffff,14.0,0.0,0.0
8448841ffffffff,5.0,0.0,0.0
8448845ffffffff,11.0,0.0,0.0
8448849ffffffff,11.0,0.0,0.0
844884bffffffff,20.0,2.0,0.0
844884dffffffff,50.0,3.0,0.0
8448855ffffffff,13.0,0.0,0.0
8448861ffffffff,188.0,7.0,0.0
8448863ffffffff,86.0,8.0,0.0
8448865ffffffff,211.0,15.0,0.0
8448867ffffffff,168.0,1.0,0.0
8448869ffffffff,526.0,22.0,0.0
844886bffffffff,888.0,38.0,0.0
844886dffffffff,83.0,11.0,0.0
84488edffffffff,366.0,6.0,0.0
8448903ffffffff,14.0,0.0,0.0
844890bffffffff,28.0,1.0,0.0
8448911ffffffff,161.0,8.0,0.0
8448913ffffffff,8.0,0.0,0.0
8448915ffffffff,50.0,0.0,0.0
8448917ffffffff,2.0,0.0,0.0
8448919ffffffff,196.0,2.0,0.0
844891bffffffff,191.0,10.0,0.0
844891dffffffff,167.0,8.0,0.0
8448951ffffffff,1531.0,63.0,0.0
8448953ffffffff,402.0,13.0,0.0
8448955ffffffff,33.0,2.0,0.0
8448957ffffffff,149.0,0.0,0.0
8448959ffffffff,1952.0,53.0,0.0
844895bffffffff,312.0,8.0,0.0
844895dffffffff,2.0,0.0,0.0
84489c9ffffffff,30.0,0.0,0.0
84489cbffffffff,2.0,0.0,0.0
8448a05ffffffff,8.0,0.0,0.0
8448a07ffffffff,79.0,0.0,0.0
8448a21ffffffff,2437.0,65.0,0.0
8448a23ffffffff,4.0,4.0,0.0
8448a25ffffffff,7.0,0.0,0.0
8448a27ffffffff,431.0,149.0,0.0
8448a29ffffffff,5.0,0.0,0.0
8448a2bffffffff,1.0,0.0,0.0
8448a2dffffffff,101.0,0.0,0.0
8448a67ffffffff,7.0,0.0,0.0
8448b03ffffffff,4.0,0.0,0.0
8448b13ffffffff,6995.0,311.0,0.0
8448b15ffffffff,11981.0,552.0,0.0
8448b17ffffffff,558.0,42.0,0.0
8448b19ffffffff,3.0,1.0,0.0
8448b1bffffffff,42.0,22.0,0.0
8448b1dffffffff,56.0,0.0,0.0
8448b23ffffffff,402.0,17.0,0.0
8448b2bffffffff,3757.0,185.0,0.0
8448b31ffffffff,834.0,26.0,0.0
8448b33ffffffff,432.0,21.0,0.0
8448b35ffffffff,154.0,20.0,0.0
8448b37ffffffff,1378.0,112.0,0.0
8448b39ffffffff,21916.0,1085.0,0.0
8448b3bffffffff,326.0,4.0,0.0
8448b3dffffffff,9029.0,386.0,0.0
8448b49ffffffff,3.0,0.0,0.0
8448b4dffffffff,2.0,0.0,0.0
8448b51ffffffff,8.0,0.0,0.0
8448b53ffffffff,2.0,0.0,0.0
8448b59ffffffff,7.0,0.0,0.0
8448b5bffffffff,172.0,17.0,0.0
8449801ffffffff,1.0,0.0,0.0
8449901ffffffff,2.0,0.0,0.0
8449903ffffffff,3.0,0.0,0.0
8449905ffffffff,2.0,1.0,0.0
8449911ffffffff,2.0,0.0,0.0
8449913ffffffff,17.0,0.0,0.0
8449917ffffffff,6.0,0.0,0.0
844991dffffffff,2.0,0.0,0.0
8449931ffffffff,1.0,0.0,0.0
844993bffffffff,4.0,4.0,0.0
844993dffffffff,3.0,0.0,0.0
8449945ffffffff,3.0,0.0,0.0
8449959ffffffff,318.0,30.0,0.0
844995bffffffff,26.0,12.0,0.0
8449961ffffffff,227.0,57.0,0.0
8449963ffffffff,576.0,102.0,0.0
8449965ffffffff,6.0,0.0,0.0
8449967ffffffff,10.0,0.0,0.0
8449969ffffffff,268.0,2.0,0.0
844996bffffffff,7.0,0.0,0.0
844996dffffffff,77.0,0.0,0.0
8449981ffffffff,57.0,0.0,0.0
8449983ffffffff,7.0,0.0,0.0
8449985ffffffff,2.0,0.0,0.0
8449987ffffffff,446.0,21.0,0.0
844998dffffffff,2.0,0.0,0.0
84499a3ffffffff,5.0,0.0,0.0
84499a5ffffffff,1.0,0.0,0.0
84499b1ffffffff,54.0,2.0,0.0
84499b5ffffffff,8.0,0.0,0.0
84499b7ffffffff,7.0,0.0,0.0
84499bdffffffff,6.0,0.0,0.0
84499c1ffffffff,15.0,0.0,0.0
84499c5ffffffff,47.0,0.0,0.0
84499c9ffffffff,2.0,0.0,0.0
84499cdffffffff,54.0,0.0,0.0
84499dbffffffff,39.0,0.0,0.0
84499e3ffffffff,414.0,0.0,0.0
84499e7ffffffff,2.0,0.0,0.0
84499e9ffffffff,7.0,0.0,0.0
84499ebffffffff,26.0,0.0,0.0
8449a81ffffffff,100.0,0.0,0.0
8449a83ffffffff,22.0,0.0,0.0
8449a85ffffffff,55.0,2.0,0.0
8449a8dffffffff,3.0,0.0,0.0
8449a91ffffffff,78.0,2.0,0.0
8449a93ffffffff,448.0,12.0,0.0
8449a97ffffffff,65.0,0.0,0.0
8449aa9ffffffff,2.0,0.0,0.0
8449b19ffffffff,40.0,0.0,0.0
8449b53ffffffff,9.0,0.0,0.0
8449b57ffffffff,20.0,0.0,0.0
8449b67ffffffff,11.0,0.0,0.0
845f483ffffffff,3.0,0.0,0.0
845f487ffffffff,47.0,0.0,4.0
845f491ffffffff,4.0,0.0,0.0
845f4abffffffff,22.0,0.0,0.0
845f4b9ffffffff,11.0,0.0,2.0
845f4bdffffffff,73.0,0.0,12.0
846601bffffffff,304.0,0.0,60.0
8466081ffffffff,8.0,0.0,0.0
8466083ffffffff,79.0,0.0,5.0
8466085ffffffff,27.0,0.0,0.0
8466087ffffffff,74.0,0.0,0.0
8466089ffffffff,179.0,0.0,8.0
846608bffffffff,6.0,0.0,0.0
846608dffffffff,479.0,0.0,44.0
8466097ffffffff,1.0,0.0,0.0
8466099ffffffff,2.0,0.0,0.0
84660a3ffffffff,2.0,0.0,0.0
84660a7ffffffff,3.0,0.0,0.0
84660b3ffffffff,90.0,0.0,0.0
84660b5ffffffff,10.0,0.0,0.0
84660b7ffffffff,130.0,0.0,1.0
84660b9ffffffff,149.0,0.0,4.0
84660bbffffffff,44.0,0.0,0.0
84660bdffffffff,74.0,0.0,2.0
84660c1ffffffff,49.0,0.0,8.0
84660c3ffffffff,69.0,0.0,0.0
84660c7ffffffff,10.0,0.0,0.0
84660c9ffffffff,8.0,0.0,0.0
84660cbffffffff,34.0,0.0,1.0
84660cdffffffff,23.0,0.0,2.0
84660d1ffffffff,3.0,0.0,0.0
84660d9ffffffff,3.0,0.0,0.0
84660ddffffffff,60.0,0.0,0.0
8466181ffffffff,187.0,0.0,12.0
8466183ffffffff,596.0,0.0,18.0
8466187ffffffff,21.0,0.0,3.0
8466189ffffffff,8.0,0.0,0.0
846618bffffffff,336.0,0.0,25.0
846618dffffffff,11.0,0.0,0.0
8466191ffffffff,22.0,0.0,0.0
8466193ffffffff,288.0,0.0,3.0
8466195ffffffff,71.0,0.0,1.0
8466197ffffffff,749.0,0.0,3.0
8466199ffffffff,57.0,0.0,0.0
846619bffffffff,7.0,0.0,7.0
846619dffffffff,375.0,0.0,0.0
84661b1ffffffff,227.0,0.0,75.0
84661b3ffffffff,298.0,0.0,14.0
84661b7ffffffff,1.0,0.0,0.0
84661b9ffffffff,877.0,0.0,32.0
84661bbffffffff,1506.0,0.0,109.0
84661bdffffffff,9.0,0.0,0.0
84661c3ffffffff,10.0,0.0,0.0
84661d1ffffffff,502.0,0.0,65.0
84661d3ffffffff,1.0,0.0,0.0
84661d5ffffffff,185.0,0.0,3.0
84661d7ffffffff,90.0,0.0,0.0
84661ddffffffff,17.0,0.0,0.0
8466211ffffffff,20.0,0.0,0.0
8466213ffffffff,4.0,0.0,0.0
8466217ffffffff,707.0,0.0,192.0
8466291ffffffff,253.0,0.0,13.0
8466295ffffffff,23.0,0.0,0.0
8466299ffffffff,54.0,0.0,19.0
846629bffffffff,2.0,0.0,0.0
846629dffffffff,108.0,0.0,12.0
84662a7ffffffff,11.0,0.0,0.0
84662b1ffffffff,13.0,0.0,4.0
84662b7ffffffff,45.0,0.0,1.0
84662bbffffffff,4.0,0.0,0.0
84662d3ffffffff,38.0,0.0,0.0
84662dbffffffff,8.0,0.0,0.0
84662e1ffffffff,12.0,0.0,0.0
84662e5ffffffff,10.0,0.0,0.0
84662e9ffffffff,5.0,0.0,0.0
84662edffffffff,8.0,0.0,0.0
846656dffffffff,4.0,0.0,0.0
8466c0dffffffff,48.0,0.0,2.0
8466c29ffffffff,15.0,0.0,0.0
8466c2dffffffff,1.0,0.0,0.0
8466c41ffffffff,9.0,0.0,0.0
8466c45ffffffff,38.0,0.0,0.0
8466c47ffffffff,145.0,0.0,0.0
8466c49ffffffff,64.0,0.0,0.0
8466c4bffffffff,37.0,0.0,0.0
8466c4dffffffff,67.0,0.0,0.0
8466c61ffffffff,124.0,0.0,3.0
8466c63ffffffff,730.0,0.0,78.0
8466c65ffffffff,94.0,0.0,0.0
8466c67ffffffff,10.0,0.0,0.0
8466c69ffffffff,264.0,0.0,0.0
8466c6bffffffff,158.0,0.0,3.0
8466c6dffffffff,1169.0,0.0,15.0
8466d0bffffffff,2.0,0.0,0.0
8466d11ffffffff,13.0,0.0,8.0
8466d19ffffffff,24.0,0.0,0.0
8466d1dffffffff,3.0,0.0,0.0
8466d33ffffffff,1.0,0.0,0.0
8466d53ffffffff,160.0,0.0,8.0
8466d57ffffffff,3.0,0.0,0.0
8466d59ffffffff,3.0,0.0,0.0
8466d5bffffffff,19.0,0.0,0.0
8466da7ffffffff,17.0,0.0,4.0
8466da9ffffffff,1.0,0.0,0.0
8466dadffffffff,83.0,0.0,15.0
8466de1ffffffff,4703.0,0.0,2293.0
8466de5ffffffff,6.0,0.0,3.0
8466de9ffffffff,55.0,0.0,28.0
8466dedffffffff,1282.0,0.0,535.0
8466e01ffffffff,15.0,0.0,0.0
8466e03ffffffff,13.0,0.0,0.0
8466e07ffffffff,17.0,0.0,0.0
8466e09ffffffff,173.0,0.0,3.0
8466e0bffffffff,390.0,0.0,56.0
8466e0dffffffff,17.0,0.0,7.0
8466e25ffffffff,3.0,0.0,0.0
8466e27ffffffff,23.0,0.0,0.0
8466e2dffffffff,149.0,0.0,0.0
8466e35ffffffff,2.0,0.0,0.0
8466e3dffffffff,20.0,0.0,0.0
8466e41ffffffff,14.0,0.0,0.0
8466e43ffffffff,186.0,0.0,35.0
8466e45ffffffff,10.0,0.0,0.0
8466e47ffffffff,50.0,0.0,8.0
8466e49ffffffff,95.0,0.0,0.0
8466e4bffffffff,6.0,0.0,0.0
8466e4dffffffff,2.0,0.0,0.0
8466e51ffffffff,38.0,0.0,0.0
8466e55ffffffff,341.0,0.0,13.0
8466e57ffffffff,66.0,0.0,0.0
8466e59ffffffff,288.0,0.0,18.0
8466e5dffffffff,92.0,0.0,1.0
8466e61ffffffff,177.0,0.0,12.0
8466e63ffffffff,17.0,0.0,0.0
8466e65ffffffff,2202.0,0.0,211.0
8466e67ffffffff,890.0,0.0,94.0
8466e69ffffffff,179.0,0.0,0.0
8466e6dffffffff,755.0,0.0,30.0
8466f0bffffffff,4.0,0.0,0.0
8466f11ffffffff,5.0,0.0,0.0
8466f13ffffffff,7.0,0.0,0.0
8466f15ffffffff,26.0,0.0,0.0
8466f17ffffffff,60.0,0.0,0.0
8466f19ffffffff,440.0,0.0,2.0
8466f1bffffffff,4.0,0.0,0.0
8466f1dffffffff,1269.0,0.0,93.0
8466f3bffffffff,3.0,0.0,0.0
8466f53ffffffff,168.0,0.0,4.0
8466f57ffffffff,36.0,0.0,0.0
8466f59ffffffff,35.0,0.0,0.0
8466f5bffffffff,395.0,0.0,0.0
8466f5dffffffff,10.0,0.0,0.0
8467413ffffffff,1821.0,0.0,85.0
8467417ffffffff,105.0,0.0,2.0
8467425ffffffff,2.0,0.0,0.0
8467433ffffffff,48.0,0.0,0.0
8467437ffffffff,100.0,0.0,11.0
846743bffffffff,30.0,0.0,2.0
84674c1ffffffff,4.0,0.0,0.0
84674c5ffffffff,463.0,0.0,27.0
84674cdffffffff,26.0,0.0,4.0
84674d9ffffffff,1.0,0.0,0.0
84674ddffffffff,1.0,0.0,0.0
84674e5ffffffff,5.0,0.0,2.0
84674e9ffffffff,246.0,0.0,7.0
84674ebffffffff,16.0,0.0,4.0
84674edffffffff,127.0,0.0,14.0
8467519ffffffff,6.0,0.0,0.0
8467531ffffffff,5.0,0.0,0.0
8467537ffffffff,3.0,0.0,0.0
846758dffffffff,4.0,0.0,0.0
84675a5ffffffff,57.0,0.0,5.0
84675a9ffffffff,10.0,0.0,0.0
84675adffffffff,41.0,0.0,0.0
84675c1ffffffff,11.0,0.0,0.0
84675c7ffffffff,9.0,0.0,0.0
84675c9ffffffff,4.0,0.0,0.0
84675cbffffffff,34.0,0.0,2.0
84675ddffffffff,3.0,0.0,0.0
84675e3ffffffff,18.0,0.0,0.0
84675e7ffffffff,5.0,0.0,0.0
84675ebffffffff,58.0,0.0,0.0
846d043ffffffff,4.0,0.0,0.0
846d049ffffffff,33.0,0.0,0.0
846d04bffffffff,28.0,0.0,0.0
846d04dffffffff,42.0,0.0,0.0
846d053ffffffff,38.0,18.0,0.0
846d059ffffffff,114.0,5.0,0.0
846d05bffffffff,364.0,139.0,0.0
846d141ffffffff,2.0,0.0,0.0
846d207ffffffff,44.0,3.0,0.0
846d211ffffffff,9.0,0.0,0.0
846d21bffffffff,165.0,46.0,0.0
846d221ffffffff,2.0,0.0,0.0
846d223ffffffff,31.0,0.0,0.0
846d225ffffffff,2.0,0.0,0.0
846d227ffffffff,5.0,0.0,0.0
846d22bffffffff,2.0,0.0,0.0
846d231ffffffff,371.0,43.0,0.0
846d235ffffffff,8.0,0.0,0.0
846d237ffffffff,8.0,0.0,0.0
846d239ffffffff,261.0,76.0,0.0
846d23bffffffff,17.0,0.0,0.0
846d23dffffffff,480.0,83.0,0.0
846d251ffffffff,6.0,0.0,0.0
846d255ffffffff,10.0,3.0,0.0
846d259ffffffff,1.0,1.0,0.0
846d25dffffffff,2.0,0.0,0.0
846d28dffffffff,6.0,0.0,0.0
846d2a1ffffffff,1.0,0.0,0.0
846d2a3ffffffff,4.0,0.0,0.0
846d2a9ffffffff,34.0,4.0,0.0
846d2c1ffffffff,25.0,14.0,0.0
846d2c3ffffffff,31.0,4.0,0.0
846d2c5ffffffff,7.0,0.0,0.0
846d2c7ffffffff,28.0,0.0,0.0
846d2c9ffffffff,56.0,9.0,0.0
846d2cbffffffff,13.0,9.0,0.0
846d2d1ffffffff,151.0,43.0,0.0
846d2d3ffffffff,10.0,8.0,0.0
846d2d5ffffffff,1.0,0.0,0.0
846d2d9ffffffff,11.0,10.0,0.0
846d2ddffffffff,20.0,7.0,0.0
846d2e3ffffffff,5.0,0.0,0.0
846d2e5ffffffff,79.0,38.0,0.0
846d2e9ffffffff,24.0,4.0,0.0
846d2ebffffffff,25.0,0.0,0.0
846d303ffffffff,32.0,0.0,0.0
846d305ffffffff,50.0,2.0,0.0
846d307ffffffff,17.0,0.0,0.0
846d30dffffffff,87.0,3.0,0.0
846d311ffffffff,7.0,0.0,0.0
846d315ffffffff,31.0,0.0,0.0
846d319ffffffff,1.0,0.0,0.0
846d31bffffffff,49.0,2.0,0.0
846d333ffffffff,3.0,0.0,0.0
846d335ffffffff,1.0,0.0,0.0
846d337ffffffff,238.0,30.0,0.0
846d34bffffffff,21.0,0.0,0.0
846d35bffffffff,2.0,0.0,0.0
846d35dffffffff,155.0,7.0,0.0
846d363ffffffff,4.0,0.0,0.0
846d369ffffffff,5.0,0.0,0.0
846d36bffffffff,2.0,0.0,0.0
846d36dffffffff,3.0,0.0,0.0
848b211ffffffff,6.0,0.0,2.0
848b213ffffffff,4.0,0.0,0.0
848b2c3ffffffff,2.0,0.0,0.0
848b2c5ffffffff,26.0,0.0,2.0
848b2cdffffffff,46.0,0.0,2.0
848b2dbffffffff,3.0,0.0,0.0
848b611ffffffff,3.0,0.0,1.0
848b617ffffffff,366.0,0.0,136.0
848b665ffffffff,4.0,0.0,0.0
848b6c1ffffffff,27.0,0.0,11.0
848b6c5ffffffff,12.0,0.0,0.0
848b6c9ffffffff,8.0,0.0,0.0
848b6cbffffffff,2.0,0.0,0.0
848b6cdffffffff,372.0,0.0,87.0
848b759ffffffff,6.0,0.0,0.0
848b75bffffffff,26.0,0.0,0.0
848e619ffffffff,6.0,0.0,0.0
848e641ffffffff,75.0,0.0,11.0
848e643ffffffff,77.0,0.0,35.0
848e649ffffffff,131.0,0.0,8.0
848e64bffffffff,85.0,0.0,15.0
848e651ffffffff,76.0,0.0,23.0
848e655ffffffff,2.0,0.0,0.0
848e657ffffffff,1.0,0.0,1.0
848e65dffffffff,2.0,0.0,0.0
848e6c9ffffffff,4.0,0.0,4.0
848e6cbffffffff,6.0,0.0,0.0
848e6d9ffffffff,2.0,0.0,2.0
848f29bffffffff,6.0,0.0,0.0
848f2d3ffffffff,129.0,0.0,67.0
848f401ffffffff,123.0,0.0,19.0
848f407ffffffff,50.0,0.0,26.0
848f40dffffffff,2.0,0.0,0.0
848f421ffffffff,64.0,0.0,29.0
848f425ffffffff,13.0,0.0,10.0
848f427ffffffff,2.0,0.0,0.0
848f429ffffffff,5.0,0.0,0.0
848f42dffffffff,14.0,0.0,4.0
848f439ffffffff,3.0,0.0,3.0
848f461ffffffff,4.0,0.0,0.0
848f463ffffffff,22.0,0.0,8.0
848f465ffffffff,38.0,0.0,4.0
848f467ffffffff,50.0,0.0,7.0
848f46bffffffff,4.0,0.0,4.0
848f487ffffffff,4.0,0.0,0.0
848f4a5ffffffff,4.0,0.0,0.0
848f4a7ffffffff,2.0,0.0,2.0
848f4adffffffff,71.0,0.0,2.0
848f4e5ffffffff,13.0,0.0,1.0
848f509ffffffff,6.0,0.0,0.0
848f519ffffffff,3.0,0.0,0.0
848f541ffffffff,18.0,0.0,0.0
848f543ffffffff,13.0,0.0,8.0
848f547ffffffff,11.0,0.0,0.0
848f549ffffffff,74.0,0.0,5.0
848f54bffffffff,154.0,0.0,51.0
848f54dffffffff,4.0,0.0,0.0
848f551ffffffff,3.0,0.0,0.0
848f553ffffffff,181.0,0.0,68.0
848f555ffffffff,6.0,0.0,0.0
848f559ffffffff,377.0,0.0,128.0
848f55bffffffff,151.0,0.0,40.0
848f55dffffffff,57.0,0.0,10.0
848f59bffffffff,1.0,0.0,1.0
848f5cdffffffff,2.0,0.0,0.0
848f5d3ffffffff,1.0,0.0,1.0
848f5d7ffffffff,10.0,0.0,0.0
848f5d9ffffffff,3.0,0.0,0.0
848f5ddffffffff,43.0,0.0,0.0
848f705ffffffff,105.0,0.0,43.0
848f70dffffffff,3.0,0.0,0.0
848f721ffffffff,204.0,0.0,106.0
848f723ffffffff,2.0,0.0,2.0
848f727ffffffff,19.0,0.0,4.0
848f729ffffffff,837.0,0.0,429.0
848f72bffffffff,6.0,0.0,0.0
848f733ffffffff,569.0,0.0,223.0
848f735ffffffff,6.0,0.0,2.0
848f737ffffffff,63.0,0.0,15.0
848f745ffffffff,73.0,0.0,24.0
848f74dffffffff,7.0,0.0,2.0
848f763ffffffff,20.0,0.0,4.0
848f767ffffffff,3.0,0.0,0.0
848f769ffffffff,2.0,0.0,0.0
848f76bffffffff,168.0,0.0,8.0
84b324bffffffff,3.0,0.0,0.0
84b3253ffffffff,13.0,0.0,8.0
84b325bffffffff,10.0,0.0,0.0
