cell_id,Thraupis episcopus,Thraupis episcopus [cana Group],Thraupis episcopus [episcopus Group]
8481513ffffffff,1.0,0.0,0.0
8481583ffffffff,12.0,0.0,0.0
848159bffffffff,2.0,0.0,0.0
848159dffffffff,3.0,0.0,0.0
84815a1ffffffff,1.0,0.0,1.0
84815abffffffff,9.0,0.0,0.0
84815d1ffffffff,2.0,0.0,0.0
84815d3ffffffff,4.0,0.0,0.0
84815d7ffffffff,2.0,0.0,0.0
84815d9ffffffff,74.0,0.0,0.0
84815dbffffffff,18.0,0.0,0.0
8481637ffffffff,4.0,0.0,0.0
848a003ffffffff,25.0,0.0,3.0
848a00bffffffff,7.0,0.0,0.0
848a01dffffffff,15.0,0.0,2.0
848a049ffffffff,1.0,0.0,0.0
848a04bffffffff,2.0,0.0,2.0
848a051ffffffff,15.0,0.0,0.0
848a055ffffffff,1.0,0.0,0.0
848a059ffffffff,39.0,0.0,1.0
848a05bffffffff,16.0,0.0,0.0
848a05dffffffff,14.0,0.0,0.0
848a069ffffffff,39.0,0.0,4.0
848a109ffffffff,3.0,0.0,0.0
848a121ffffffff,2.0,0.0,0.0
848a143ffffffff,1.0,0.0,0.0
848a155ffffffff,5.0,0.0,0.0
848a157ffffffff,5.0,0.0,2.0
848a185ffffffff,2.0,0.0,0.0
848a1a1ffffffff,2.0,0.0,0.0
848a1a7ffffffff,28.0,0.0,1.0
848a1abffffffff,4.0,0.0,0.0
848a209ffffffff,1.0,0.0,1.0
848a217ffffffff,8.0,0.0,0.0
848a223ffffffff,1.0,0.0,1.0
848a227ffffffff,2.0,0.0,0.0
848a233ffffffff,7.0,0.0,0.0
848a235ffffffff,4.0,0.0,0.0
848a23bffffffff,2.0,0.0,0.0
848a243ffffffff,1.0,0.0,1.0
848a249ffffffff,3.0,0.0,2.0
848a25bffffffff,5.0,0.0,0.0
848a2cdffffffff,2.0,0.0,0.0
848a2edffffffff,10.0,0.0,0.0
848a313ffffffff,4.0,0.0,0.0
848a317ffffffff,6.0,0.0,1.0
848a337ffffffff,9.0,0.0,0.0
848a33bffffffff,3.0,0.0,0.0
848a35dffffffff,4.0,0.0,0.0
848a419ffffffff,2.0,0.0,0.0
848a41dffffffff,10.0,0.0,0.0
848a451ffffffff,134.0,0.0,13.0
848a459ffffffff,197.0,0.0,43.0
848a45bffffffff,289.0,0.0,34.0
848a45dffffffff,975.0,0.0,92.0
848a4b9ffffffff,6.0,0.0,4.0
848a4e5ffffffff,2.0,0.0,0.0
848a525ffffffff,3.0,0.0,0.0
848a565ffffffff,2.0,0.0,0.0
848a5a1ffffffff,1.0,0.0,1.0
848a637ffffffff,12.0,0.0,0.0
848a68bffffffff,35.0,0.0,0.0
848a697ffffffff,2.0,0.0,0.0
848a699ffffffff,345.0,0.0,16.0
848a69bffffffff,2.0,0.0,0.0
848a69dffffffff,4.0,0.0,0.0
848a6d1ffffffff,9.0,0.0,7.0
848a6d3ffffffff,762.0,0.0,111.0
848a6d7ffffffff,290.0,0.0,61.0
848a6d9ffffffff,221.0,0.0,22.0
848a6dbffffffff,295.0,0.0,63.0
848a6e5ffffffff,1.0,0.0,0.0
848a703ffffffff,11.0,0.0,0.0
848a707ffffffff,4.0,0.0,0.0
848a70bffffffff,17.0,0.0,0.0
848a73dffffffff,17.0,0.0,3.0
848a755ffffffff,3.0,0.0,0.0
848a809ffffffff,32.0,0.0,1.0
848a81bffffffff,9.0,0.0,0.0
848a827ffffffff,18.0,0.0,0.0
848a85dffffffff,3.0,0.0,0.0
848a8c1ffffffff,7.0,0.0,1.0
848a8cbffffffff,17.0,0.0,2.0
848a8cdffffffff,24.0,0.0,0.0
848a8d9ffffffff,10.0,0.0,0.0
848a8e1ffffffff,4.0,0.0,0.0
848a8e5ffffffff,2.0,0.0,0.0
848a901ffffffff,2.0,0.0,0.0
848a90bffffffff,2.0,0.0,0.0
848a90dffffffff,1.0,0.0,0.0
848a921ffffffff,3.0,0.0,0.0
848a925ffffffff,18.0,0.0,0.0
848a927ffffffff,23.0,0.0,0.0
848a963ffffffff,1.0,0.0,0.0
848a9c1ffffffff,36.0,0.0,1.0
848a9c5ffffffff,6.0,0.0,1.0
848a9c9ffffffff,5.0,0.0,0.0
848a9cdffffffff,14.0,0.0,0.0
848a9d1ffffffff,5.0,0.0,0.0
848a9d9ffffffff,1.0,0.0,0.0
848a9e5ffffffff,1.0,0.0,0.0
848aa83ffffffff,2.0,0.0,2.0
848aa8bffffffff,4.0,0.0,0.0
848aa93ffffffff,12.0,0.0,1.0
848aa97ffffffff,7.0,0.0,0.0
848aa99ffffffff,1.0,0.0,0.0
848aa9dffffffff,47.0,0.0,4.0
848aaa3ffffffff,16.0,0.0,0.0
848aaa5ffffffff,20.0,0.0,1.0
848aaa7ffffffff,1.0,0.0,0.0
848aaadffffffff,23.0,0.0,3.0
848aab1ffffffff,9.0,0.0,0.0
848aab3ffffffff,2.0,0.0,0.0
848aab5ffffffff,15.0,0.0,1.0
848aab9ffffffff,17.0,0.0,1.0
848aabdffffffff,24.0,0.0,1.0
848aadbffffffff,6.0,0.0,0.0
848aaddffffffff,2.0,0.0,0.0
848ab65ffffffff,3.0,0.0,0.0
848ad13ffffffff,47.0,0.0,2.0
848ad15ffffffff,2.0,0.0,0.0
848ad51ffffffff,1.0,0.0,0.0
848ad85ffffffff,2.0,0.0,0.0
848ad89ffffffff,11.0,0.0,1.0
848ad8dffffffff,10.0,0.0,1.0
848ada3ffffffff,19.0,0.0,2.0
848ada9ffffffff,109.0,0.0,8.0
848adb1ffffffff,2.0,0.0,1.0
848adb9ffffffff,4.0,0.0,0.0
848adbbffffffff,89.0,0.0,5.0
848adbdffffffff,3.0,0.0,0.0
848adc5ffffffff,39.0,0.0,4.0
848ade3ffffffff,8.0,0.0,0.0
848adebffffffff,4.0,0.0,0.0
848ae59ffffffff,1.0,0.0,0.0
848ae5bffffffff,20.0,0.0,0.0
848ae81ffffffff,2.0,0.0,0.0
848aee3ffffffff,2.0,0.0,0.0
848af03ffffffff,3.0,0.0,0.0
848af09ffffffff,105.0,0.0,12.0
848af0bffffffff,6.0,0.0,2.0
848af0dffffffff,1.0,0.0,0.0
848af11ffffffff,9.0,0.0,5.0
848af1dffffffff,5.0,0.0,0.0
848af29ffffffff,423.0,0.0,56.0
848af2bffffffff,29.0,0.0,0.0
848af2dffffffff,28.0,0.0,1.0
848af41ffffffff,94.0,0.0,7.0
848af45ffffffff,114.0,0.0,21.0
848af47ffffffff,19.0,0.0,0.0
848af4bffffffff,2.0,0.0,0.0
848af4dffffffff,4.0,0.0,0.0
848af61ffffffff,369.0,0.0,58.0
848af63ffffffff,134.0,0.0,13.0
848af67ffffffff,80.0,0.0,0.0
848af69ffffffff,311.0,0.0,40.0
848af6bffffffff,199.0,0.0,22.0
848af6dffffffff,1.0,0.0,0.0
848b0a3ffffffff,2.0,0.0,0.0
848b0a5ffffffff,1.0,0.0,0.0
848b0b5ffffffff,1.0,0.0,0.0
848b0bdffffffff,3.0,0.0,0.0
848b0c9ffffffff,6.0,0.0,0.0
848b0d1ffffffff,5.0,0.0,0.0
848b105ffffffff,2.0,0.0,0.0
848b133ffffffff,1.0,0.0,0.0
848b1e1ffffffff,10.0,0.0,0.0
848b211ffffffff,2.0,0.0,0.0
848b213ffffffff,4.0,0.0,0.0
848b29bffffffff,4.0,0.0,0.0
848b2a7ffffffff,3.0,0.0,0.0
848b2c5ffffffff,10.0,0.0,0.0
848b2cdffffffff,11.0,0.0,0.0
848b2d7ffffffff,1.0,0.0,0.0
848b2e9ffffffff,19.0,0.0,0.0
848b2ebffffffff,3.0,0.0,0.0
848b401ffffffff,40.0,0.0,2.0
848b405ffffffff,2.0,0.0,0.0
848b407ffffffff,4.0,0.0,0.0
848b40bffffffff,3.0,0.0,0.0
848b40dffffffff,59.0,0.0,1.0
848b429ffffffff,77.0,0.0,0.0
848b42dffffffff,2.0,0.0,0.0
848b445ffffffff,46.0,0.0,1.0
848b447ffffffff,5.0,0.0,0.0
848b449ffffffff,12.0,0.0,0.0
848b44bffffffff,206.0,0.0,58.0
848b44dffffffff,271.0,0.0,28.0
848b459ffffffff,60.0,0.0,2.0
848b461ffffffff,2.0,0.0,0.0
848b463ffffffff,8.0,0.0,0.0
848b469ffffffff,8.0,0.0,0.0
848b46bffffffff,14.0,0.0,0.0
848b483ffffffff,10.0,0.0,0.0
848b493ffffffff,2.0,0.0,0.0
848b4e5ffffffff,12.0,0.0,0.0
848b4e9ffffffff,6.0,0.0,0.0
848b511ffffffff,22.0,0.0,0.0
848b513ffffffff,70.0,0.0,4.0
848b517ffffffff,3.0,0.0,0.0
848b51dffffffff,2.0,0.0,0.0
848b525ffffffff,2.0,0.0,0.0
848b529ffffffff,10.0,0.0,1.0
848b52dffffffff,4.0,0.0,1.0
848b535ffffffff,2.0,0.0,0.0
848b561ffffffff,5.0,0.0,0.0
848b563ffffffff,47.0,0.0,2.0
848b567ffffffff,28.0,0.0,0.0
848b56bffffffff,5.0,0.0,0.0
848b5c3ffffffff,5.0,0.0,0.0
848b5cdffffffff,94.0,0.0,11.0
848b5d1ffffffff,7.0,0.0,0.0
848b611ffffffff,5.0,0.0,0.0
848b613ffffffff,17.0,0.0,0.0
848b617ffffffff,1739.0,0.0,202.0
848b61bffffffff,15.0,0.0,0.0
848b623ffffffff,13.0,0.0,2.0
848b627ffffffff,59.0,0.0,4.0
848b62bffffffff,7.0,0.0,0.0
848b631ffffffff,21.0,0.0,6.0
848b633ffffffff,30.0,0.0,6.0
848b635ffffffff,17.0,0.0,0.0
848b637ffffffff,330.0,0.0,22.0
848b639ffffffff,16.0,0.0,1.0
848b63bffffffff,680.0,0.0,115.0
848b63dffffffff,20.0,0.0,0.0
848b68bffffffff,2.0,0.0,0.0
848b691ffffffff,5.0,0.0,0.0
848b693ffffffff,26.0,0.0,0.0
848b695ffffffff,5.0,0.0,0.0
848b697ffffffff,2.0,0.0,0.0
848b699ffffffff,11.0,0.0,0.0
848b69bffffffff,2.0,0.0,0.0
848b6bbffffffff,2.0,0.0,0.0
848b6c1ffffffff,52.0,0.0,0.0
848b6c3ffffffff,3.0,0.0,0.0
848b6c5ffffffff,19.0,0.0,0.0
848b6c7ffffffff,3.0,0.0,0.0
848b6c9ffffffff,8.0,0.0,4.0
848b6cbffffffff,14.0,0.0,0.0
848b6cdffffffff,1477.0,0.0,180.0
848b6d5ffffffff,1.0,0.0,0.0
848b6d9ffffffff,4.0,0.0,0.0
848b6e5ffffffff,44.0,0.0,7.0
848b6e7ffffffff,27.0,0.0,0.0
848b6edffffffff,138.0,0.0,4.0
848b709ffffffff,10.0,0.0,0.0
848b713ffffffff,815.0,0.0,48.0
848b717ffffffff,16.0,0.0,0.0
848b71bffffffff,48.0,0.0,0.0
848b743ffffffff,1.0,0.0,0.0
848b745ffffffff,28.0,0.0,4.0
848b747ffffffff,6.0,0.0,0.0
848b74bffffffff,12.0,0.0,0.0
848b751ffffffff,9.0,0.0,0.0
848b75bffffffff,62.0,0.0,0.0
848b75dffffffff,2.0,0.0,0.0
848b761ffffffff,7.0,0.0,0.0
848b829ffffffff,4.0,0.0,0.0
848b82bffffffff,2.0,0.0,0.0
848b839ffffffff,4.0,0.0,0.0
848b849ffffffff,80.0,0.0,7.0
848b867ffffffff,2.0,0.0,0.0
848b881ffffffff,49.0,0.0,3.0
848b885ffffffff,5.0,0.0,0.0
848b889ffffffff,5.0,0.0,0.0
848b8a5ffffffff,5.0,0.0,0.0
848b8dbffffffff,2.0,0.0,0.0
848b98bffffffff,38.0,0.0,0.0
848b98dffffffff,1.0,0.0,0.0
848b999ffffffff,44.0,0.0,2.0
848b99dffffffff,74.0,0.0,0.0
848b9d1ffffffff,58.0,0.0,1.0
848b9d3ffffffff,3.0,0.0,0.0
848b9d5ffffffff,505.0,0.0,19.0
848b9d7ffffffff,10.0,0.0,0.0
848ba55ffffffff,28.0,0.0,16.0
848ba6dffffffff,2.0,0.0,0.0
848bb53ffffffff,5.0,0.0,0.0
848bb59ffffffff,8.0,0.0,6.0
848e619ffffffff,6.0,0.0,0.0
848e621ffffffff,149.0,3.0,0.0
848e623ffffffff,13.0,2.0,0.0
848e629ffffffff,166.0,0.0,0.0
848e62dffffffff,3267.0,20.0,5.0
848e641ffffffff,135.0,0.0,0.0
848e643ffffffff,101.0,0.0,0.0
848e649ffffffff,115.0,0.0,0.0
848e64bffffffff,230.0,0.0,0.0
848e651ffffffff,143.0,0.0,0.0
848e655ffffffff,4.0,0.0,0.0
848e659ffffffff,8.0,0.0,0.0
848e65bffffffff,8.0,0.0,0.0
848e65dffffffff,3.0,0.0,0.0
848e665ffffffff,2.0,0.0,0.0
848e667ffffffff,3.0,0.0,0.0
848e6c5ffffffff,4.0,0.0,0.0
848e6c9ffffffff,11.0,0.0,0.0
848e6cbffffffff,9.0,0.0,0.0
848e6d9ffffffff,4.0,0.0,2.0
848e6e5ffffffff,1.0,0.0,0.0
848e759ffffffff,2.0,2.0,0.0
848e75bffffffff,30.0,0.0,0.0
848f081ffffffff,2.0,0.0,0.0
848f087ffffffff,10.0,0.0,0.0
848f08bffffffff,14.0,0.0,0.0
848f091ffffffff,2.0,0.0,0.0
848f093ffffffff,31.0,0.0,0.0
848f095ffffffff,131.0,0.0,0.0
848f099ffffffff,139.0,0.0,0.0
848f09bffffffff,2.0,0.0,0.0
848f09dffffffff,7.0,0.0,0.0
848f0b3ffffffff,2.0,0.0,0.0
848f0b9ffffffff,4.0,0.0,0.0
848f0bbffffffff,9.0,0.0,0.0
848f0d1ffffffff,165.0,0.0,6.0
848f0d3ffffffff,589.0,0.0,8.0
848f0d5ffffffff,37.0,0.0,0.0
848f0d7ffffffff,55.0,0.0,3.0
848f0d9ffffffff,128.0,7.0,0.0
848f0dbffffffff,993.0,82.0,6.0
848f0ddffffffff,48.0,0.0,0.0
848f213ffffffff,5.0,0.0,0.0
848f21bffffffff,3.0,0.0,0.0
848f283ffffffff,6.0,0.0,0.0
848f285ffffffff,3.0,2.0,0.0
848f287ffffffff,105.0,2.0,0.0
848f289ffffffff,8.0,0.0,0.0
848f28dffffffff,75.0,3.0,0.0
848f291ffffffff,67.0,0.0,0.0
848f293ffffffff,5.0,0.0,0.0
848f295ffffffff,383.0,2.0,0.0
848f297ffffffff,8.0,0.0,0.0
848f29bffffffff,6.0,0.0,0.0
848f29dffffffff,3.0,0.0,0.0
848f2a1ffffffff,76.0,0.0,0.0
848f2a3ffffffff,9.0,0.0,0.0
848f2a7ffffffff,26.0,0.0,0.0
848f2a9ffffffff,1006.0,45.0,0.0
848f2abffffffff,110.0,4.0,0.0
848f2b3ffffffff,28.0,0.0,0.0
848f2b5ffffffff,12.0,0.0,0.0
848f2b9ffffffff,868.0,127.0,0.0
848f2bbffffffff,352.0,39.0,0.0
848f2bdffffffff,482.0,32.0,0.0
848f2c1ffffffff,15.0,4.0,0.0
848f2c3ffffffff,42.0,0.0,0.0
848f2c5ffffffff,2.0,0.0,0.0
848f2c7ffffffff,14.0,6.0,0.0
848f2c9ffffffff,56.0,3.0,0.0
848f2cbffffffff,219.0,6.0,0.0
848f2cdffffffff,181.0,5.0,0.0
848f2d1ffffffff,16.0,0.0,0.0
848f2d3ffffffff,153.0,0.0,4.0
848f2d5ffffffff,7.0,0.0,0.0
848f2d9ffffffff,2.0,0.0,0.0
848f2ddffffffff,11.0,0.0,0.0
848f2e1ffffffff,11.0,0.0,0.0
848f2e3ffffffff,210.0,29.0,0.0
848f2e7ffffffff,48.0,5.0,0.0
848f2e9ffffffff,16.0,0.0,0.0
848f2ebffffffff,144.0,1.0,0.0
848f401ffffffff,833.0,0.0,170.0
848f403ffffffff,3.0,0.0,0.0
848f405ffffffff,4.0,0.0,0.0
848f407ffffffff,104.0,0.0,25.0
848f409ffffffff,11.0,0.0,2.0
848f40bffffffff,1.0,0.0,1.0
848f40dffffffff,28.0,0.0,2.0
848f411ffffffff,2.0,0.0,0.0
848f421ffffffff,54.0,0.0,0.0
848f423ffffffff,2.0,0.0,0.0
848f427ffffffff,2.0,0.0,0.0
848f429ffffffff,11.0,0.0,0.0
848f42bffffffff,2.0,0.0,0.0
848f42dffffffff,9.0,0.0,2.0
848f437ffffffff,9.0,0.0,0.0
848f439ffffffff,174.0,0.0,31.0
848f43dffffffff,2.0,0.0,0.0
848f443ffffffff,4.0,0.0,0.0
848f447ffffffff,7.0,0.0,2.0
848f44bffffffff,27.0,0.0,0.0
848f44dffffffff,4.0,0.0,2.0
848f455ffffffff,8.0,0.0,2.0
848f461ffffffff,361.0,0.0,95.0
848f463ffffffff,663.0,0.0,159.0
848f465ffffffff,276.0,0.0,62.0
848f467ffffffff,23.0,0.0,4.0
848f46bffffffff,7.0,0.0,4.0
848f46dffffffff,5.0,0.0,1.0
848f481ffffffff,1.0,0.0,0.0
848f483ffffffff,2.0,0.0,0.0
848f489ffffffff,41.0,0.0,12.0
848f48dffffffff,23.0,0.0,0.0
848f495ffffffff,2.0,0.0,0.0
848f4a1ffffffff,4.0,0.0,0.0
848f4a5ffffffff,76.0,0.0,8.0
848f4a7ffffffff,31.0,0.0,0.0
848f4abffffffff,8.0,0.0,0.0
848f4adffffffff,109.0,0.0,4.0
848f4b3ffffffff,25.0,0.0,0.0
848f4b5ffffffff,16.0,0.0,0.0
848f4c1ffffffff,5.0,0.0,0.0
848f4c5ffffffff,2.0,0.0,0.0
848f4c7ffffffff,97.0,0.0,5.0
848f4e3ffffffff,3.0,0.0,0.0
848f4e7ffffffff,5.0,0.0,0.0
848f4ebffffffff,1.0,0.0,0.0
848f501ffffffff,159.0,0.0,0.0
848f503ffffffff,6.0,0.0,0.0
848f505ffffffff,363.0,0.0,0.0
848f507ffffffff,11.0,0.0,0.0
848f509ffffffff,20.0,0.0,0.0
848f50bffffffff,24.0,0.0,0.0
848f50dffffffff,468.0,0.0,0.0
848f513ffffffff,2.0,0.0,0.0
848f517ffffffff,13.0,0.0,0.0
848f519ffffffff,7.0,0.0,0.0
848f51bffffffff,3.0,0.0,0.0
848f51dffffffff,11.0,0.0,0.0
848f53bffffffff,55.0,0.0,0.0
848f541ffffffff,16.0,0.0,1.0
848f543ffffffff,18.0,0.0,4.0
848f545ffffffff,36.0,0.0,0.0
848f547ffffffff,77.0,0.0,0.0
848f549ffffffff,53.0,0.0,7.0
848f54bffffffff,298.0,0.0,73.0
848f54dffffffff,65.0,0.0,0.0
848f551ffffffff,4.0,0.0,0.0
848f553ffffffff,316.0,0.0,62.0
848f555ffffffff,10.0,0.0,0.0
848f559ffffffff,383.0,0.0,102.0
848f55bffffffff,260.0,0.0,44.0
848f55dffffffff,38.0,0.0,11.0
848f563ffffffff,31.0,0.0,0.0
848f56bffffffff,32.0,0.0,0.0
848f587ffffffff,2.0,0.0,0.0
848f593ffffffff,3.0,0.0,0.0
848f59bffffffff,62.0,0.0,6.0
848f5cdffffffff,2.0,0.0,0.0
848f5d3ffffffff,112.0,0.0,2.0
848f5d7ffffffff,24.0,0.0,0.0
848f5d9ffffffff,4.0,0.0,0.0
848f5dbffffffff,4.0,0.0,2.0
848f5ddffffffff,66.0,0.0,0.0
848f5e9ffffffff,1.0,0.0,0.0
848f5edffffffff,1.0,0.0,0.0
848f611ffffffff,37.0,0.0,6.0
848f613ffffffff,104.0,0.0,14.0
848f617ffffffff,4.0,0.0,0.0
848f61bffffffff,283.0,0.0,37.0
848f625ffffffff,2.0,0.0,0.0
848f631ffffffff,1.0,0.0,0.0
848f633ffffffff,1.0,0.0,0.0
848f657ffffffff,3.0,0.0,0.0
848f6b1ffffffff,2.0,0.0,0.0
848f6b5ffffffff,27.0,0.0,14.0
848f6bbffffffff,3.0,0.0,0.0
848f6c9ffffffff,20.0,0.0,15.0
848f6cdffffffff,13.0,0.0,0.0
848f6e9ffffffff,50.0,0.0,7.0
848f6ebffffffff,3.0,0.0,0.0
848f6edffffffff,5.0,0.0,0.0
848f703ffffffff,2.0,0.0,0.0
848f705ffffffff,229.0,0.0,45.0
848f70dffffffff,15.0,0.0,0.0
848f719ffffffff,3.0,0.0,1.0
848f71bffffffff,46.0,0.0,9.0
848f721ffffffff,464.0,0.0,135.0
848f723ffffffff,1.0,0.0,0.0
848f725ffffffff,26.0,0.0,4.0
848f727ffffffff,37.0,0.0,19.0
848f729ffffffff,844.0,0.0,183.0
848f72bffffffff,291.0,0.0,60.0
848f72dffffffff,236.0,0.0,9.0
848f731ffffffff,9.0,0.0,0.0
848f733ffffffff,234.0,0.0,35.0
848f735ffffffff,3.0,0.0,2.0
848f737ffffffff,64.0,0.0,5.0
848f739ffffffff,1.0,0.0,0.0
848f741ffffffff,8.0,0.0,0.0
848f745ffffffff,118.0,0.0,3.0
848f749ffffffff,6.0,0.0,0.0
848f74bffffffff,26.0,0.0,0.0
848f74dffffffff,106.0,0.0,25.0
848f761ffffffff,4.0,0.0,0.0
848f763ffffffff,209.0,0.0,34.0
848f765ffffffff,180.0,0.0,0.0
848f767ffffffff,10.0,0.0,2.0
848f769ffffffff,79.0,0.0,0.0
848f76bffffffff,222.0,0.0,9.0
848f76dffffffff,11.0,0.0,0.0
84a8591ffffffff,9.0,0.0,0.0
84a85d3ffffffff,6.0,0.0,2.0
84a8c9bffffffff,1.0,0.0,0.0
84b3243ffffffff,3.0,0.0,0.0
84b324bffffffff,5.0,0.0,0.0
84b3253ffffffff,17.0,0.0,0.0
84b3259ffffffff,2.0,0.0,0.0
84b325bffffffff,9.0,0.0,0.0
