cell_id,Thraupis episcopus,Thraupis episcopus [cana Group],Thraupis episcopus [episcopus Group]
8449907ffffffff,11.0,0.0,0.0
8449911ffffffff,4.0,0.0,0.0
8449913ffffffff,4.0,0.0,0.0
8449917ffffffff,2.0,0.0,0.0
844991dffffffff,4.0,0.0,0.0
8449929ffffffff,22.0,0.0,0.0
844992bffffffff,69.0,21.0,0.0
8449931ffffffff,4.0,0.0,0.0
8449933ffffffff,2.0,0.0,0.0
8449937ffffffff,4.0,4.0,0.0
8449939ffffffff,1.0,0.0,0.0
844993bffffffff,2.0,0.0,0.0
844993dffffffff,31.0,2.0,0.0
8449945ffffffff,2.0,0.0,0.0
8449961ffffffff,182.0,25.0,0.0
8449963ffffffff,59.0,10.0,0.0
8449965ffffffff,3572.0,126.0,0.0
8449967ffffffff,129.0,12.0,0.0
8449969ffffffff,235.0,2.0,0.0
844996bffffffff,23.0,0.0,0.0
844996dffffffff,44.0,8.0,0.0
8449981ffffffff,7.0,0.0,0.0
8449985ffffffff,1.0,0.0,0.0
8449987ffffffff,48.0,0.0,0.0
84499b1ffffffff,7.0,0.0,0.0
84499c1ffffffff,2.0,0.0,0.0
84499c5ffffffff,26.0,0.0,0.0
84499c7ffffffff,2.0,0.0,0.0
84499cdffffffff,11.0,0.0,0.0
84499e9ffffffff,2.0,0.0,0.0
84499ebffffffff,11.0,0.0,0.0
84499edffffffff,2.0,0.0,0.0
8449b67ffffffff,7.0,3.0,0.0
8449b6dffffffff,2.0,0.0,0.0
845f00dffffffff,3.0,0.0,0.0
845f013ffffffff,1.0,0.0,0.0
845f025ffffffff,1.0,0.0,0.0
845f031ffffffff,2.0,0.0,0.0
845f035ffffffff,19.0,0.0,0.0
845f03dffffffff,91.0,0.0,0.0
845f083ffffffff,192.0,0.0,0.0
845f087ffffffff,5.0,0.0,0.0
845f08bffffffff,12.0,0.0,0.0
845f08dffffffff,3.0,0.0,0.0
845f091ffffffff,3.0,0.0,0.0
845f095ffffffff,666.0,0.0,0.0
845f097ffffffff,3.0,0.0,0.0
845f09dffffffff,35.0,0.0,0.0
845f0b9ffffffff,21.0,0.0,0.0
845f0d7ffffffff,29.0,0.0,0.0
845f0d9ffffffff,5.0,0.0,0.0
845f0dbffffffff,3.0,0.0,0.0
845f0e1ffffffff,1.0,0.0,0.0
845f0e3ffffffff,5.0,0.0,0.0
845f105ffffffff,22.0,0.0,0.0
845f107ffffffff,2.0,0.0,0.0
845f10dffffffff,1.0,0.0,0.0
845f129ffffffff,9.0,0.0,0.0
845f12bffffffff,168.0,0.0,0.0
845f131ffffffff,4.0,0.0,0.0
845f139ffffffff,1.0,0.0,0.0
845f13bffffffff,23.0,0.0,0.0
845f13dffffffff,56.0,0.0,0.0
845f143ffffffff,40.0,0.0,0.0
845f161ffffffff,20.0,0.0,0.0
845f163ffffffff,10.0,0.0,0.0
845f1c3ffffffff,183.0,0.0,0.0
845f1c9ffffffff,2.0,0.0,0.0
845f1cbffffffff,145.0,0.0,0.0
845f1d9ffffffff,2.0,0.0,0.0
845f1ddffffffff,2.0,0.0,0.0
845f1e9ffffffff,56.0,0.0,0.0
845f1edffffffff,5.0,0.0,0.0
845f223ffffffff,1.0,0.0,0.0
845f237ffffffff,1.0,0.0,0.0
845f283ffffffff,2.0,0.0,0.0
845f291ffffffff,62.0,0.0,0.0
845f293ffffffff,2.0,0.0,0.0
845f295ffffffff,170.0,0.0,0.0
845f297ffffffff,6.0,0.0,0.0
845f299ffffffff,167.0,0.0,0.0
845f29dffffffff,137.0,0.0,0.0
845f2b1ffffffff,73.0,0.0,0.0
845f2b3ffffffff,346.0,0.0,0.0
845f2b9ffffffff,7.0,0.0,0.0
845f2bbffffffff,435.0,0.0,0.0
845f2d1ffffffff,79.0,0.0,0.0
845f2d3ffffffff,20.0,0.0,0.0
845f2d5ffffffff,5.0,0.0,0.0
845f2d7ffffffff,31.0,0.0,0.0
845f2dbffffffff,10.0,0.0,0.0
845f403ffffffff,57.0,0.0,0.0
845f407ffffffff,56.0,1.0,0.0
845f40dffffffff,2.0,0.0,0.0
845f411ffffffff,2.0,0.0,0.0
845f413ffffffff,1.0,0.0,0.0
845f415ffffffff,73.0,0.0,0.0
845f417ffffffff,1.0,0.0,0.0
845f42bffffffff,87.0,0.0,0.0
845f437ffffffff,25.0,0.0,0.0
845f439ffffffff,2.0,0.0,0.0
845f445ffffffff,7.0,0.0,0.0
845f461ffffffff,1.0,0.0,0.0
845f463ffffffff,6.0,0.0,0.0
845f46bffffffff,6.0,0.0,0.0
845f483ffffffff,16.0,0.0,0.0
845f485ffffffff,13.0,0.0,0.0
845f487ffffffff,127.0,0.0,0.0
845f491ffffffff,36.0,0.0,0.0
845f49bffffffff,3.0,0.0,0.0
845f4a3ffffffff,18.0,0.0,0.0
845f4a7ffffffff,11.0,0.0,0.0
845f4a9ffffffff,27.0,0.0,0.0
845f4abffffffff,65.0,0.0,0.0
845f4b3ffffffff,1.0,0.0,0.0
845f4b9ffffffff,32.0,1.0,0.0
845f4bdffffffff,107.0,0.0,0.0
845f4cdffffffff,2.0,0.0,0.0
845f4d7ffffffff,3.0,0.0,0.0
845f4ddffffffff,2.0,0.0,0.0
845f4e1ffffffff,1.0,0.0,0.0
845f4e3ffffffff,3.0,0.0,0.0
845f4e5ffffffff,20.0,0.0,0.0
845f4e7ffffffff,13.0,0.0,0.0
845f4edffffffff,7.0,0.0,0.0
845f501ffffffff,1.0,0.0,0.0
845f50bffffffff,42.0,0.0,0.0
845f549ffffffff,4.0,0.0,0.0
845f569ffffffff,4.0,0.0,0.0
845f56bffffffff,6.0,0.0,0.0
845f581ffffffff,131.0,0.0,0.0
845f583ffffffff,3092.0,0.0,0.0
845f587ffffffff,40.0,0.0,0.0
845f58bffffffff,121.0,0.0,0.0
845f595ffffffff,93.0,0.0,0.0
845f5abffffffff,1.0,0.0,0.0
845f5b5ffffffff,1259.0,0.0,0.0
845f5b9ffffffff,278.0,0.0,0.0
845f5bdffffffff,308.0,0.0,0.0
845f5d7ffffffff,13.0,0.0,0.0
845f5d9ffffffff,3.0,0.0,0.0
845f635ffffffff,1.0,0.0,0.0
845f637ffffffff,5.0,0.0,0.0
845f665ffffffff,2.0,0.0,0.0
845f683ffffffff,14.0,0.0,0.0
845f689ffffffff,6.0,0.0,0.0
845f68bffffffff,19.0,0.0,0.0
845f6abffffffff,6.0,0.0,0.0
845f703ffffffff,1.0,0.0,0.0
845f711ffffffff,93.0,0.0,0.0
845f713ffffffff,44.0,0.0,0.0
845f717ffffffff,2.0,0.0,0.0
845f719ffffffff,9.0,0.0,0.0
845f755ffffffff,10.0,1.0,0.0
845f757ffffffff,9.0,0.0,0.0
845f759ffffffff,75.0,0.0,0.0
845f75dffffffff,32.0,0.0,0.0
845f767ffffffff,23.0,0.0,0.0
8466005ffffffff,84.0,0.0,0.0
8466007ffffffff,6.0,0.0,0.0
8466009ffffffff,4.0,0.0,0.0
846600dffffffff,6.0,0.0,0.0
8466013ffffffff,4.0,0.0,0.0
8466017ffffffff,7.0,0.0,0.0
8466019ffffffff,2.0,0.0,0.0
846601bffffffff,132.0,2.0,0.0
8466021ffffffff,479.0,0.0,0.0
8466023ffffffff,101.0,0.0,0.0
8466025ffffffff,90.0,0.0,0.0
8466027ffffffff,78.0,0.0,0.0
8466029ffffffff,144.0,0.0,0.0
846602bffffffff,26.0,0.0,0.0
846602dffffffff,13.0,0.0,0.0
8466033ffffffff,2.0,0.0,0.0
8466035ffffffff,17.0,0.0,0.0
846603dffffffff,12.0,0.0,0.0
8466043ffffffff,8.0,0.0,0.0
8466045ffffffff,97.0,0.0,0.0
8466047ffffffff,16.0,0.0,0.0
846604dffffffff,7.0,0.0,0.0
8466053ffffffff,9.0,0.0,0.0
8466055ffffffff,27.0,0.0,0.0
8466057ffffffff,6.0,0.0,0.0
8466059ffffffff,6.0,0.0,0.0
8466061ffffffff,43.0,0.0,0.0
8466063ffffffff,35.0,0.0,0.0
8466067ffffffff,363.0,0.0,0.0
8466069ffffffff,8.0,0.0,0.0
846606bffffffff,31.0,0.0,0.0
8466081ffffffff,486.0,0.0,0.0
8466083ffffffff,80.0,0.0,0.0
8466085ffffffff,67.0,0.0,0.0
8466087ffffffff,262.0,0.0,0.0
8466089ffffffff,963.0,4.0,0.0
846608bffffffff,17.0,0.0,0.0
846608dffffffff,2723.0,41.0,0.0
8466091ffffffff,19.0,0.0,0.0
8466093ffffffff,18.0,0.0,0.0
8466095ffffffff,2.0,0.0,0.0
8466097ffffffff,54.0,0.0,0.0
8466099ffffffff,25.0,0.0,0.0
846609bffffffff,41.0,0.0,0.0
846609dffffffff,25.0,0.0,0.0
84660a1ffffffff,43.0,0.0,0.0
84660a3ffffffff,20.0,0.0,0.0
84660a5ffffffff,87.0,0.0,0.0
84660a7ffffffff,463.0,10.0,0.0
84660a9ffffffff,10.0,0.0,0.0
84660abffffffff,11.0,0.0,0.0
84660adffffffff,80.0,0.0,0.0
84660b1ffffffff,5.0,0.0,0.0
84660b3ffffffff,182.0,4.0,0.0
84660b5ffffffff,145.0,0.0,0.0
84660b7ffffffff,137.0,0.0,0.0
84660b9ffffffff,61.0,2.0,0.0
84660bbffffffff,79.0,0.0,0.0
84660bdffffffff,254.0,0.0,0.0
84660c1ffffffff,90.0,2.0,0.0
84660c3ffffffff,115.0,0.0,0.0
84660c5ffffffff,68.0,0.0,0.0
84660c7ffffffff,154.0,2.0,0.0
84660c9ffffffff,2.0,0.0,0.0
84660cbffffffff,220.0,4.0,0.0
84660cdffffffff,46.0,2.0,0.0
84660d1ffffffff,108.0,0.0,0.0
84660d3ffffffff,51.0,0.0,0.0
84660d5ffffffff,2.0,0.0,0.0
84660d9ffffffff,20.0,0.0,0.0
84660dbffffffff,21.0,0.0,0.0
84660ddffffffff,142.0,0.0,0.0
84660e1ffffffff,122.0,0.0,0.0
84660e3ffffffff,132.0,0.0,0.0
84660e5ffffffff,7.0,0.0,0.0
84660e7ffffffff,37.0,0.0,0.0
84660e9ffffffff,29.0,0.0,0.0
84660ebffffffff,191.0,0.0,0.0
8466101ffffffff,2.0,0.0,0.0
8466103ffffffff,18.0,0.0,0.0
8466105ffffffff,116.0,0.0,0.0
8466107ffffffff,2197.0,0.0,0.0
846610bffffffff,12.0,0.0,0.0
846610dffffffff,6.0,0.0,0.0
8466111ffffffff,27.0,0.0,0.0
8466113ffffffff,191.0,3.0,0.0
8466117ffffffff,10.0,0.0,0.0
8466119ffffffff,467.0,0.0,0.0
846611bffffffff,11.0,0.0,0.0
846611dffffffff,10.0,0.0,0.0
8466121ffffffff,2.0,0.0,0.0
8466123ffffffff,16.0,0.0,0.0
8466125ffffffff,8.0,0.0,0.0
8466129ffffffff,132.0,0.0,0.0
846612dffffffff,13.0,0.0,0.0
8466131ffffffff,103.0,0.0,0.0
8466135ffffffff,46.0,0.0,0.0
8466139ffffffff,1506.0,0.0,0.0
846613dffffffff,59.0,0.0,0.0
8466153ffffffff,51.0,0.0,0.0
846615bffffffff,40.0,0.0,0.0
8466161ffffffff,3.0,0.0,0.0
8466163ffffffff,1947.0,0.0,0.0
8466165ffffffff,336.0,0.0,0.0
8466167ffffffff,542.0,0.0,0.0
846616bffffffff,1.0,0.0,0.0
8466181ffffffff,60.0,1.0,0.0
8466183ffffffff,1119.0,22.0,0.0
8466185ffffffff,3.0,0.0,0.0
8466187ffffffff,19.0,4.0,0.0
8466189ffffffff,102.0,0.0,0.0
846618bffffffff,486.0,1.0,0.0
846618dffffffff,12.0,0.0,0.0
8466191ffffffff,598.0,2.0,0.0
8466193ffffffff,2199.0,18.0,0.0
8466195ffffffff,381.0,0.0,0.0
8466197ffffffff,803.0,2.0,0.0
8466199ffffffff,423.0,1.0,0.0
846619bffffffff,1333.0,9.0,0.0
846619dffffffff,1771.0,0.0,0.0
84661a3ffffffff,6.0,0.0,0.0
84661a5ffffffff,287.0,2.0,0.0
84661a7ffffffff,31.0,0.0,0.0
84661adffffffff,211.0,3.0,0.0
84661b1ffffffff,1737.0,245.0,0.0
84661b3ffffffff,1259.0,39.0,0.0
84661b5ffffffff,4.0,0.0,0.0
84661b7ffffffff,39.0,0.0,0.0
84661b9ffffffff,2618.0,24.0,0.0
84661bbffffffff,2558.0,45.0,0.0
84661bdffffffff,73.0,3.0,0.0
84661c1ffffffff,10.0,0.0,0.0
84661c3ffffffff,36.0,0.0,0.0
84661c5ffffffff,12.0,0.0,0.0
84661c7ffffffff,2.0,0.0,0.0
84661c9ffffffff,47.0,0.0,0.0
84661cbffffffff,48.0,0.0,0.0
84661cdffffffff,175.0,0.0,0.0
84661d1ffffffff,587.0,3.0,0.0
84661d3ffffffff,53.0,0.0,0.0
84661d5ffffffff,72.0,0.0,0.0
84661d7ffffffff,285.0,0.0,0.0
84661d9ffffffff,10.0,0.0,0.0
84661dbffffffff,21.0,0.0,0.0
84661ddffffffff,73.0,0.0,0.0
84661e1ffffffff,1.0,0.0,0.0
84661e9ffffffff,10.0,0.0,0.0
84661ebffffffff,365.0,0.0,0.0
8466201ffffffff,309.0,19.0,0.0
8466203ffffffff,172.0,2.0,0.0
8466205ffffffff,800.0,41.0,0.0
8466207ffffffff,31.0,2.0,0.0
846620bffffffff,288.0,4.0,0.0
8466211ffffffff,35.0,0.0,0.0
8466213ffffffff,21.0,0.0,0.0
8466217ffffffff,612.0,4.0,0.0
8466219ffffffff,29.0,0.0,0.0
846621bffffffff,12.0,0.0,0.0
846621dffffffff,10.0,0.0,0.0
8466221ffffffff,352.0,18.0,0.0
8466223ffffffff,2.0,0.0,0.0
8466225ffffffff,113.0,3.0,0.0
8466227ffffffff,150.0,7.0,0.0
846622bffffffff,3160.0,157.0,0.0
8466231ffffffff,11.0,0.0,0.0
8466235ffffffff,2.0,0.0,0.0
8466237ffffffff,2.0,0.0,0.0
8466239ffffffff,5.0,0.0,0.0
846623bffffffff,59.0,0.0,0.0
846623dffffffff,47.0,21.0,0.0
8466257ffffffff,29.0,0.0,0.0
8466283ffffffff,12.0,2.0,0.0
8466285ffffffff,20.0,1.0,0.0
8466289ffffffff,4.0,0.0,0.0
846628bffffffff,7.0,0.0,0.0
8466291ffffffff,215.0,0.0,0.0
8466293ffffffff,29.0,0.0,0.0
8466295ffffffff,25.0,0.0,0.0
8466297ffffffff,3.0,0.0,0.0
8466299ffffffff,18.0,0.0,0.0
846629bffffffff,40.0,0.0,0.0
846629dffffffff,125.0,2.0,0.0
84662a7ffffffff,12.0,0.0,0.0
84662b1ffffffff,6.0,0.0,0.0
84662b5ffffffff,136.0,6.0,0.0
84662b7ffffffff,125.0,1.0,0.0
84662b9ffffffff,6.0,0.0,0.0
84662bbffffffff,12.0,0.0,0.0
84662bdffffffff,2.0,0.0,0.0
84662c1ffffffff,4.0,0.0,0.0
84662c5ffffffff,2.0,0.0,0.0
84662c9ffffffff,314.0,5.0,0.0
84662cdffffffff,26.0,0.0,0.0
84662d3ffffffff,196.0,0.0,0.0
84662d7ffffffff,2.0,0.0,0.0
84662d9ffffffff,2.0,0.0,0.0
84662dbffffffff,36.0,0.0,0.0
84662e1ffffffff,46.0,0.0,0.0
84662e5ffffffff,73.0,8.0,0.0
84662e9ffffffff,76.0,0.0,0.0
84662ebffffffff,3.0,0.0,0.0
84662edffffffff,11.0,0.0,0.0
8466311ffffffff,88.0,0.0,0.0
8466313ffffffff,661.0,3.0,0.0
8466317ffffffff,22.0,0.0,0.0
846631bffffffff,157.0,0.0,0.0
846640dffffffff,5.0,0.0,0.0
8466411ffffffff,186.0,0.0,40.0
8466415ffffffff,412.0,0.0,36.0
8466417ffffffff,72.0,0.0,6.0
8466419ffffffff,2.0,0.0,0.0
846641dffffffff,442.0,0.0,68.0
8466427ffffffff,3.0,0.0,0.0
846642dffffffff,1.0,0.0,0.0
846643bffffffff,2.0,0.0,0.0
8466441ffffffff,10.0,0.0,0.0
8466449ffffffff,3.0,0.0,0.0
846644bffffffff,1.0,0.0,0.0
8466453ffffffff,1.0,0.0,0.0
8466455ffffffff,2.0,0.0,0.0
846645dffffffff,8.0,0.0,0.0
8466463ffffffff,2.0,0.0,0.0
8466481ffffffff,3.0,0.0,0.0
8466485ffffffff,6.0,0.0,0.0
8466487ffffffff,6.0,0.0,0.0
846648dffffffff,2.0,0.0,0.0
84664b9ffffffff,2.0,0.0,0.0
84664e1ffffffff,5.0,0.0,0.0
84664e9ffffffff,2.0,0.0,0.0
8466505ffffffff,36.0,0.0,0.0
8466507ffffffff,3.0,0.0,0.0
8466509ffffffff,21.0,0.0,0.0
846650dffffffff,9.0,0.0,0.0
8466521ffffffff,1.0,0.0,0.0
8466525ffffffff,6.0,0.0,0.0
8466527ffffffff,7.0,0.0,0.0
8466529ffffffff,524.0,0.0,0.0
846652bffffffff,8.0,0.0,0.0
846652dffffffff,335.0,0.0,0.0
8466537ffffffff,7.0,0.0,0.0
8466543ffffffff,10.0,0.0,0.0
8466545ffffffff,235.0,0.0,0.0
8466547ffffffff,15.0,0.0,0.0
8466549ffffffff,64.0,0.0,0.0
846654bffffffff,139.0,0.0,0.0
846654dffffffff,16.0,0.0,0.0
8466561ffffffff,102.0,0.0,0.0
8466563ffffffff,9.0,0.0,0.0
8466565ffffffff,153.0,0.0,2.0
8466567ffffffff,15.0,0.0,0.0
8466569ffffffff,123.0,0.0,0.0
846656bffffffff,23.0,0.0,0.0
846656dffffffff,497.0,0.0,2.0
84665a3ffffffff,3.0,0.0,0.0
84665a7ffffffff,2.0,0.0,0.0
84665abffffffff,666.0,0.0,95.0
84665bdffffffff,363.0,0.0,67.0
84665e9ffffffff,162.0,0.0,9.0
84665edffffffff,2.0,0.0,0.0
8466601ffffffff,3.0,0.0,0.0
8466603ffffffff,3.0,0.0,0.0
846660bffffffff,2.0,0.0,0.0
846660dffffffff,2.0,0.0,0.0
846661dffffffff,4.0,0.0,0.0
8466623ffffffff,6.0,0.0,0.0
8466627ffffffff,3.0,0.0,0.0
8466629ffffffff,2.0,0.0,0.0
8466631ffffffff,15.0,0.0,0.0
8466633ffffffff,6.0,0.0,0.0
8466635ffffffff,2.0,0.0,0.0
8466637ffffffff,84.0,0.0,0.0
8466639ffffffff,50.0,1.0,0.0
846663dffffffff,31.0,0.0,0.0
8466641ffffffff,12.0,0.0,0.0
8466645ffffffff,5.0,0.0,0.0
8466647ffffffff,28.0,0.0,0.0
846664dffffffff,41.0,0.0,0.0
846666bffffffff,2.0,0.0,0.0
84666a1ffffffff,6.0,0.0,0.0
84666b3ffffffff,2.0,0.0,0.0
84666c5ffffffff,2.0,0.0,0.0
84666e3ffffffff,11.0,0.0,0.0
84666ebffffffff,2.0,0.0,0.0
8466701ffffffff,2.0,0.0,0.0
8466705ffffffff,25.0,0.0,0.0
8466707ffffffff,4.0,0.0,0.0
8466709ffffffff,1.0,0.0,0.0
846670dffffffff,46.0,0.0,0.0
8466715ffffffff,10.0,0.0,0.0
846671bffffffff,4.0,0.0,0.0
8466723ffffffff,31.0,0.0,0.0
8466725ffffffff,47.0,0.0,0.0
8466727ffffffff,363.0,9.0,0.0
8466729ffffffff,17.0,0.0,0.0
846672dffffffff,2.0,0.0,0.0
8466731ffffffff,4.0,0.0,0.0
8466733ffffffff,11.0,0.0,0.0
8466735ffffffff,44.0,0.0,0.0
8466737ffffffff,49.0,0.0,0.0
8466749ffffffff,2.0,0.0,0.0
846674bffffffff,3.0,0.0,0.0
8466759ffffffff,1.0,0.0,0.0
846675dffffffff,129.0,0.0,0.0
8466761ffffffff,2.0,0.0,0.0
8466763ffffffff,33.0,0.0,0.0
8466765ffffffff,4.0,2.0,0.0
8466769ffffffff,6.0,0.0,0.0
846676dffffffff,18.0,2.0,0.0
8466841ffffffff,4.0,0.0,0.0
8466849ffffffff,68.0,0.0,0.0
8466a01ffffffff,130.0,0.0,0.0
8466a03ffffffff,103.0,0.0,0.0
8466a05ffffffff,128.0,0.0,0.0
8466a07ffffffff,30.0,0.0,0.0
8466a09ffffffff,6.0,0.0,0.0
8466a0bffffffff,4099.0,0.0,0.0
8466a15ffffffff,341.0,0.0,0.0
8466a17ffffffff,68.0,0.0,0.0
8466a1dffffffff,1070.0,0.0,0.0
8466a21ffffffff,129.0,0.0,0.0
8466a23ffffffff,42.0,0.0,0.0
