cell_id,Setophaga dominica,Setophaga dominica albilora,Setophaga dominica dominica/stoddardi
822aa7fffffffff,137.0,0.0,0.0
822aaffffffffff,952.0,52.0,61.0
822ab7fffffffff,540.0,33.0,15.0
822ad7fffffffff,53.0,0.0,1.0
822af7fffffffff,90.0,0.0,2.0
822b07fffffffff,60.0,0.0,6.0
822b0ffffffffff,140.0,25.0,6.0
822b17fffffffff,17.0,0.0,0.0
822b1ffffffffff,36.0,3.0,0.0
822b2ffffffffff,9.0,0.0,0.0
822b37fffffffff,6.0,0.0,0.0
822b87fffffffff,19.0,0.0,3.0
822b8ffffffffff,33.0,0.0,0.0
822b9ffffffffff,221.0,5.0,6.0
822ba7fffffffff,1.0,0.0,0.0
822baffffffffff,245.0,10.0,0.0
824417fffffffff,64.0,37.0,4.0
82441ffffffffff,45.0,12.0,15.0
824437fffffffff,1.0,0.0,0.0
824447fffffffff,398.0,12.0,1.0
82444ffffffffff,35.0,0.0,0.0
824457fffffffff,77.0,0.0,0.0
82445ffffffffff,7.0,0.0,0.0
824467fffffffff,53.0,0.0,0.0
82446ffffffffff,138.0,42.0,0.0
824477fffffffff,111.0,4.0,5.0
824487fffffffff,4.0,0.0,1.0
8244a7fffffffff,32.0,15.0,6.0
8244affffffffff,90.0,17.0,7.0
8244c7fffffffff,77.0,3.0,4.0
8244cffffffffff,122.0,2.0,1.0
8244d7fffffffff,307.0,10.0,32.0
8244dffffffffff,62.0,2.0,1.0
8244e7fffffffff,116.0,3.0,11.0
8244effffffffff,22.0,0.0,0.0
8244f7fffffffff,126.0,8.0,10.0
824507fffffffff,15.0,0.0,0.0
82450ffffffffff,17.0,2.0,0.0
82451ffffffffff,1.0,0.0,0.0
824527fffffffff,10.0,0.0,7.0
82452ffffffffff,32.0,0.0,2.0
824537fffffffff,13.0,13.0,0.0
82455ffffffffff,2.0,0.0,0.0
82458ffffffffff,2.0,0.0,0.0
8245a7fffffffff,6.0,2.0,0.0
8245b7fffffffff,7.0,0.0,2.0
824807fffffffff,2.0,0.0,0.0
82480ffffffffff,2.0,0.0,0.0
824827fffffffff,2.0,0.0,0.0
82482ffffffffff,21.0,14.0,0.0
824847fffffffff,2.0,0.0,0.0
82485ffffffffff,8.0,1.0,0.0
824877fffffffff,4.0,0.0,0.0
824887fffffffff,11.0,5.0,0.0
82488ffffffffff,21.0,0.0,2.0
824897fffffffff,63.0,0.0,2.0
82489ffffffffff,507.0,2.0,0.0
8248a7fffffffff,1.0,0.0,0.0
8248affffffffff,9.0,0.0,0.0
8248b7fffffffff,125.0,72.0,0.0
8248c7fffffffff,22.0,3.0,0.0
8248cffffffffff,10.0,0.0,0.0
8248d7fffffffff,10.0,0.0,0.0
8248dffffffffff,15.0,0.0,0.0
8248e7fffffffff,3.0,0.0,0.0
8248effffffffff,112.0,16.0,0.0
8248f7fffffffff,2.0,0.0,0.0
824987fffffffff,5.0,0.0,0.0
824997fffffffff,65.0,4.0,1.0
82499ffffffffff,11.0,9.0,0.0
8249a7fffffffff,3.0,0.0,0.0
8249affffffffff,20.0,2.0,0.0
8249b7fffffffff,10.0,0.0,0.0
824c07fffffffff,2.0,0.0,0.0
824c8ffffffffff,2.0,0.0,0.0
824cb7fffffffff,5.0,0.0,0.0
824cc7fffffffff,309.0,0.0,1.0
824cd7fffffffff,9.0,0.0,0.0
824ceffffffffff,184.0,0.0,0.0
824cf7fffffffff,2.0,0.0,0.0
826617fffffffff,4.0,0.0,0.0
8266a7fffffffff,15.0,0.0,0.0
8266b7fffffffff,34.0,0.0,0.0
8266c7fffffffff,1.0,0.0,0.0
8266e7fffffffff,44.0,0.0,0.0
826727fffffffff,1.0,0.0,0.0
826737fffffffff,2.0,2.0,0.0
826747fffffffff,2.0,0.0,0.0
826757fffffffff,16.0,0.0,0.0
826787fffffffff,3.0,0.0,0.0
826797fffffffff,3.0,0.0,0.0
82679ffffffffff,4.0,0.0,0.0
8267a7fffffffff,11.0,0.0,0.0
826d27fffffffff,3.0,0.0,0.0
826d2ffffffffff,4.0,0.0,0.0
826d37fffffffff,25.0,2.0,0.0
826d67fffffffff,9.0,2.0,0.0
826d6ffffffffff,43.0,0.0,0.0
