cell_id,Picus canus,Picus canus canus/jessoensis,Picus canus [guerini Group],Picus canus dedemi
841fa85ffffffff,3.0,0.0,0.0,0.0
841fa8dffffffff,10.0,0.0,0.0,0.0
841fa93ffffffff,4.0,0.0,0.0,0.0
841fa95ffffffff,29.0,0.0,0.0,0.0
841faa5ffffffff,5.0,0.0,0.0,0.0
841faa7ffffffff,9.0,0.0,0.0,0.0
841faa9ffffffff,2.0,0.0,0.0,0.0
841faadffffffff,33.0,2.0,0.0,0.0
841fab5ffffffff,2.0,0.0,0.0,0.0
841fabbffffffff,4.0,0.0,0.0,0.0
841fac3ffffffff,2.0,0.0,0.0,0.0
841fac7ffffffff,5.0,0.0,0.0,0.0
841fad3ffffffff,8.0,0.0,0.0,0.0
841fadbffffffff,2.0,0.0,0.0,0.0
841faddffffffff,1.0,0.0,0.0,0.0
841fae1ffffffff,5.0,0.0,0.0,0.0
841fae3ffffffff,7.0,0.0,0.0,0.0
841fae7ffffffff,20.0,0.0,0.0,0.0
841faebffffffff,5.0,0.0,0.0,0.0
841fb17ffffffff,1.0,0.0,0.0,0.0
841fb21ffffffff,6.0,0.0,0.0,0.0
841fb2dffffffff,4.0,0.0,0.0,0.0
84204a1ffffffff,4.0,0.0,0.0,0.0
84204a5ffffffff,18.0,0.0,0.0,0.0
84204adffffffff,3.0,0.0,0.0,0.0
84204b5ffffffff,1.0,0.0,0.0,0.0
842068bffffffff,2.0,0.0,0.0,0.0
84209a7ffffffff,2.0,0.0,0.0,0.0
84209a9ffffffff,1.0,0.0,0.0,0.0
8424233ffffffff,2.0,0.0,0.0,0.0
8424251ffffffff,3.0,0.0,0.0,0.0
842460dffffffff,8.0,0.0,0.0,0.0
8424667ffffffff,2.0,0.0,0.0,0.0
8424883ffffffff,1.0,0.0,1.0,0.0
84248a3ffffffff,3.0,0.0,0.0,0.0
84248a7ffffffff,3.0,0.0,0.0,0.0
84248b1ffffffff,4.0,0.0,0.0,0.0
84248b3ffffffff,2.0,0.0,0.0,0.0
84248b9ffffffff,21.0,0.0,0.0,0.0
84248bbffffffff,2.0,0.0,0.0,0.0
8424d23ffffffff,4.0,0.0,0.0,0.0
8424d6dffffffff,4.0,0.0,0.0,0.0
8424de7ffffffff,4.0,0.0,0.0,0.0
842535dffffffff,2.0,0.0,0.0,0.0
8425463ffffffff,6.0,0.0,0.0,0.0
8425465ffffffff,5.0,0.0,0.0,0.0
8425469ffffffff,4.0,0.0,0.0,0.0
8425539ffffffff,2.0,0.0,0.0,0.0
8425597ffffffff,6.0,0.0,0.0,0.0
84255a3ffffffff,33.0,0.0,0.0,0.0
84255a7ffffffff,12.0,0.0,0.0,0.0
84255abffffffff,16.0,0.0,0.0,0.0
84255b5ffffffff,17.0,0.0,0.0,0.0
84255bbffffffff,1.0,0.0,0.0,0.0
84255bdffffffff,4.0,0.0,0.0,0.0
8425717ffffffff,6.0,0.0,0.0,0.0
8425a49ffffffff,9.0,0.0,0.0,0.0
8425acbffffffff,1.0,0.0,0.0,0.0
842c629ffffffff,21.0,0.0,0.0,0.0
842c62dffffffff,10.0,0.0,0.0,0.0
842d01dffffffff,3.0,0.0,0.0,0.0
842d04dffffffff,2.0,0.0,0.0,0.0
842d227ffffffff,2.0,0.0,0.0,0.0
842d311ffffffff,7.0,0.0,0.0,0.0
842d31bffffffff,2.0,0.0,0.0,0.0
842d341ffffffff,3.0,0.0,0.0,0.0
842d357ffffffff,5.0,0.0,0.0,0.0
842d35dffffffff,1.0,0.0,0.0,0.0
842d441ffffffff,2.0,0.0,0.0,0.0
842d641ffffffff,25.0,0.0,0.0,0.0
842d64dffffffff,180.0,0.0,0.0,0.0
842d75bffffffff,2.0,0.0,0.0,0.0
842e135ffffffff,3.0,3.0,0.0,0.0
842e137ffffffff,1.0,0.0,0.0,0.0
842e191ffffffff,1.0,0.0,0.0,0.0
842e1a3ffffffff,2.0,0.0,0.0,0.0
842e1b1ffffffff,4.0,0.0,0.0,0.0
842e1b5ffffffff,12.0,2.0,0.0,0.0
842e1b9ffffffff,3.0,0.0,0.0,0.0
842e1bdffffffff,2.0,1.0,0.0,0.0
842e881ffffffff,2.0,0.0,0.0,0.0
842eac7ffffffff,5.0,0.0,0.0,0.0
842ead3ffffffff,2.0,2.0,0.0,0.0
842ead5ffffffff,1.0,0.0,0.0,0.0
842ead9ffffffff,2.0,0.0,0.0,0.0
842eaddffffffff,25.0,12.0,0.0,0.0
842ec23ffffffff,2.0,0.0,0.0,0.0
842ec81ffffffff,3.0,0.0,0.0,0.0
842ecb9ffffffff,11.0,0.0,0.0,0.0
842ecdbffffffff,8.0,0.0,0.0,0.0
842ef59ffffffff,2.0,0.0,0.0,0.0
842ef61ffffffff,1.0,0.0,0.0,0.0
8430123ffffffff,2.0,0.0,0.0,0.0
843015bffffffff,2.0,0.0,0.0,0.0
843019bffffffff,1.0,0.0,0.0,0.0
843020bffffffff,2.0,0.0,0.0,0.0
843022dffffffff,2.0,0.0,0.0,0.0
8430251ffffffff,1.0,0.0,0.0,0.0
8430259ffffffff,5.0,0.0,0.0,0.0
843025dffffffff,6.0,0.0,0.0,0.0
8430263ffffffff,1.0,0.0,0.0,0.0
84302b7ffffffff,2.0,0.0,0.0,0.0
84302c5ffffffff,2.0,0.0,0.0,0.0
84302ebffffffff,1.0,0.0,0.0,0.0
8430305ffffffff,58.0,29.0,0.0,0.0
843030dffffffff,1.0,0.0,0.0,0.0
8430325ffffffff,1.0,0.0,0.0,0.0
8430815ffffffff,9.0,0.0,0.0,0.0
8430833ffffffff,19.0,0.0,0.0,0.0
843084bffffffff,10.0,0.0,0.0,0.0
8430905ffffffff,1.0,0.0,0.0,0.0
8430911ffffffff,38.0,0.0,0.0,0.0
843091dffffffff,12.0,0.0,0.0,0.0
8430963ffffffff,3.0,0.0,0.0,0.0
8430981ffffffff,1.0,0.0,0.0,0.0
84309d9ffffffff,23.0,0.0,0.0,0.0
84309e1ffffffff,5.0,0.0,0.0,0.0
8430a31ffffffff,1.0,0.0,0.0,0.0
8430a3bffffffff,3.0,0.0,0.0,0.0
8430b5dffffffff,4.0,0.0,0.0,0.0
8430c01ffffffff,2.0,0.0,0.0,0.0
8430c05ffffffff,5.0,0.0,0.0,0.0
8430c07ffffffff,2.0,0.0,0.0,0.0
8430c0dffffffff,3.0,0.0,0.0,0.0
8430c13ffffffff,5.0,0.0,0.0,0.0
8430c15ffffffff,11.0,0.0,0.0,0.0
8430c17ffffffff,4.0,2.0,0.0,0.0
8430c1bffffffff,2.0,0.0,0.0,0.0
8430c1dffffffff,18.0,0.0,0.0,0.0
8430c29ffffffff,18.0,0.0,0.0,0.0
8430c2dffffffff,2.0,0.0,0.0,0.0
8430c3bffffffff,2.0,0.0,0.0,0.0
8430c41ffffffff,9.0,0.0,0.0,0.0
8430c47ffffffff,3.0,0.0,0.0,0.0
8430c49ffffffff,19.0,0.0,0.0,0.0
8430c4bffffffff,1.0,0.0,0.0,0.0
8430c4dffffffff,13.0,0.0,0.0,0.0
8430c5dffffffff,2.0,0.0,0.0,0.0
8430c61ffffffff,2.0,0.0,0.0,0.0
8430c63ffffffff,22.0,1.0,0.0,0.0
8430c65ffffffff,4.0,0.0,0.0,0.0
8430c67ffffffff,20.0,0.0,0.0,0.0
8430c6bffffffff,2.0,0.0,0.0,0.0
8430c6dffffffff,2.0,0.0,0.0,0.0
8430cedffffffff,1.0,0.0,0.0,0.0
8430d5bffffffff,3.0,0.0,0.0,0.0
8430e01ffffffff,13.0,0.0,0.0,0.0
8430e03ffffffff,44.0,1.0,0.0,0.0
8430e07ffffffff,18.0,0.0,0.0,0.0
8430e09ffffffff,22.0,9.0,0.0,0.0
8430e0bffffffff,57.0,2.0,0.0,0.0
8430e11ffffffff,13.0,1.0,0.0,0.0
8430e13ffffffff,2.0,0.0,0.0,0.0
8430e15ffffffff,19.0,0.0,0.0,0.0
8430e17ffffffff,4.0,0.0,0.0,0.0
8430e1dffffffff,274.0,2.0,0.0,0.0
8430e21ffffffff,2.0,0.0,0.0,0.0
8430e23ffffffff,2.0,0.0,0.0,0.0
8430e29ffffffff,4.0,0.0,0.0,0.0
8430e2bffffffff,9.0,0.0,0.0,0.0
8430e31ffffffff,150.0,0.0,0.0,0.0
8430e35ffffffff,6.0,0.0,0.0,0.0
8430e37ffffffff,13.0,2.0,0.0,0.0
8430e39ffffffff,4.0,0.0,0.0,0.0
8430e3dffffffff,1.0,0.0,0.0,0.0
8430e43ffffffff,2.0,0.0,0.0,0.0
8430e55ffffffff,10.0,0.0,0.0,0.0
8430e57ffffffff,17.0,0.0,0.0,0.0
8430e89ffffffff,4.0,0.0,0.0,0.0
8430ea7ffffffff,2.0,0.0,0.0,0.0
8430ec1ffffffff,2.0,0.0,0.0,0.0
8430ecbffffffff,3.0,0.0,0.0,0.0
8430eebffffffff,2.0,0.0,0.0,0.0
8430eedffffffff,3.0,0.0,0.0,0.0
8430f31ffffffff,4.0,0.0,0.0,0.0
8430f33ffffffff,2.0,0.0,0.0,0.0
84310b5ffffffff,2.0,0.0,0.0,0.0
8431135ffffffff,2.0,0.0,0.0,0.0
843113dffffffff,2.0,0.0,0.0,0.0
8431183ffffffff,2.0,0.0,0.0,0.0
8431267ffffffff,8.0,0.0,0.0,0.0
84312edffffffff,5.0,0.0,0.0,0.0
8431503ffffffff,1.0,0.0,0.0,0.0
8431565ffffffff,2.0,0.0,0.0,0.0
84315b7ffffffff,2.0,0.0,0.0,0.0
84316c1ffffffff,5.0,0.0,0.0,0.0
84316c5ffffffff,9.0,0.0,0.0,0.0
84316c9ffffffff,2.0,0.0,0.0,0.0
84316cdffffffff,6.0,0.0,0.0,0.0
84316ddffffffff,4.0,4.0,0.0,0.0
84316e5ffffffff,4.0,0.0,0.0,0.0
84316e7ffffffff,2.0,0.0,0.0,0.0
8431767ffffffff,2.0,0.0,0.0,0.0
8431819ffffffff,21.0,0.0,0.0,0.0
8431825ffffffff,2.0,0.0,0.0,0.0
8431851ffffffff,61.0,0.0,0.0,0.0
8431853ffffffff,41.0,0.0,0.0,0.0
8431857ffffffff,23.0,0.0,0.0,0.0
8431859ffffffff,28.0,1.0,0.0,0.0
843185bffffffff,193.0,12.0,0.0,0.0
8431889ffffffff,1.0,0.0,0.0,0.0
84318d1ffffffff,9.0,1.0,0.0,0.0
8431909ffffffff,2.0,0.0,0.0,0.0
843190dffffffff,4.0,0.0,0.0,0.0
8431915ffffffff,2.0,0.0,0.0,0.0
8431921ffffffff,11.0,0.0,0.0,0.0
8431927ffffffff,3.0,0.0,0.0,0.0
843192bffffffff,2.0,0.0,0.0,0.0
843196bffffffff,3.0,0.0,0.0,0.0
8431a37ffffffff,3.0,0.0,0.0,0.0
8431a85ffffffff,65.0,3.0,0.0,0.0
8431a87ffffffff,10.0,0.0,0.0,0.0
8431aa1ffffffff,87.0,5.0,0.0,0.0
8431aa5ffffffff,729.0,34.0,0.0,0.0
8431aa7ffffffff,46.0,5.0,0.0,0.0
8431aa9ffffffff,69.0,0.0,0.0,0.0
8431aabffffffff,37.0,0.0,0.0,0.0
8431aadffffffff,236.0,12.0,0.0,0.0
8431ae3ffffffff,6.0,0.0,0.0,0.0
8431ae5ffffffff,2.0,0.0,0.0,0.0
8431ae7ffffffff,2.0,0.0,0.0,0.0
843c021ffffffff,6.0,0.0,4.0,0.0
843c027ffffffff,1.0,0.0,1.0,0.0
843c029ffffffff,340.0,0.0,112.0,0.0
843c02bffffffff,3.0,0.0,2.0,0.0
843c02dffffffff,330.0,0.0,33.0,0.0
843c063ffffffff,5.0,0.0,0.0,0.0
843c065ffffffff,7.0,0.0,0.0,0.0
843c067ffffffff,99.0,0.0,9.0,0.0
843c069ffffffff,2.0,0.0,0.0,0.0
843c0a1ffffffff,1.0,0.0,0.0,0.0
843c0a3ffffffff,4.0,0.0,0.0,0.0
843c0a5ffffffff,135.0,0.0,0.0,0.0
843c0a7ffffffff,2.0,0.0,0.0,0.0
843c0adffffffff,30.0,0.0,0.0,0.0
843c0b5ffffffff,11.0,0.0,1.0,0.0
843c0b7ffffffff,25.0,0.0,0.0,0.0
843c0bdffffffff,5.0,0.0,0.0,0.0
843c159ffffffff,159.0,0.0,10.0,0.0
843c15bffffffff,2.0,0.0,0.0,0.0
843c199ffffffff,223.0,0.0,0.0,0.0
843c19bffffffff,13.0,0.0,0.0,0.0
843c1c3ffffffff,10.0,0.0,0.0,0.0
843c1c9ffffffff,3.0,0.0,0.0,0.0
843c1d1ffffffff,8.0,0.0,0.0,0.0
843c1d3ffffffff,64.0,0.0,0.0,0.0
843c1d5ffffffff,1.0,0.0,0.0,0.0
843c1d7ffffffff,15.0,0.0,0.0,0.0
843c1dbffffffff,4.0,0.0,0.0,0.0
843c307ffffffff,9.0,0.0,0.0,0.0
843c315ffffffff,6.0,0.0,0.0,0.0
843c317ffffffff,5.0,0.0,5.0,0.0
843c337ffffffff,3.0,0.0,0.0,0.0
843c33bffffffff,58.0,0.0,6.0,0.0
843c341ffffffff,2.0,0.0,0.0,0.0
843c345ffffffff,5.0,0.0,0.0,0.0
843c369ffffffff,3.0,0.0,0.0,0.0
843c421ffffffff,2.0,0.0,0.0,0.0
843c423ffffffff,4.0,0.0,0.0,0.0
843c431ffffffff,11.0,0.0,0.0,0.0
843c43dffffffff,1.0,0.0,0.0,0.0
843c525ffffffff,4.0,0.0,0.0,0.0
843c527ffffffff,37.0,0.0,0.0,0.0
843c537ffffffff,2.0,0.0,0.0,0.0
843c567ffffffff,2.0,0.0,0.0,0.0
843c581ffffffff,57.0,0.0,0.0,0.0
843c583ffffffff,8.0,0.0,0.0,0.0
843c585ffffffff,2.0,0.0,0.0,0.0
843c587ffffffff,19.0,0.0,0.0,0.0
843c595ffffffff,12.0,0.0,0.0,0.0
843c5a1ffffffff,190.0,0.0,0.0,0.0
843c5a3ffffffff,1.0,0.0,0.0,0.0
843c5a9ffffffff,5.0,0.0,0.0,0.0
843c5abffffffff,6.0,0.0,0.0,0.0
843c5adffffffff,16.0,0.0,0.0,0.0
843c5b9ffffffff,4.0,0.0,0.0,0.0
843c5bdffffffff,48.0,0.0,0.0,0.0
843c5c5ffffffff,2.0,0.0,0.0,0.0
843c5d3ffffffff,1.0,0.0,0.0,0.0
843c5d5ffffffff,2.0,0.0,0.0,0.0
843c687ffffffff,6.0,0.0,0.0,0.0
843c6a3ffffffff,6.0,0.0,0.0,0.0
843c885ffffffff,58.0,0.0,0.0,0.0
843c8c1ffffffff,5.0,0.0,0.0,0.0
843c8cbffffffff,2.0,0.0,0.0,0.0
843cc01ffffffff,2.0,0.0,0.0,0.0
843cc03ffffffff,2.0,0.0,0.0,0.0
843cc0bffffffff,48.0,0.0,0.0,0.0
843cc0dffffffff,10.0,0.0,0.0,0.0
843cc29ffffffff,3.0,0.0,0.0,0.0
843cc41ffffffff,34.0,0.0,0.0,0.0
843cc43ffffffff,17.0,0.0,0.0,0.0
843cc45ffffffff,8.0,0.0,0.0,0.0
843cc47ffffffff,52.0,0.0,0.0,0.0
843cc4bffffffff,3.0,0.0,0.0,0.0
843cc51ffffffff,1.0,0.0,0.0,0.0
843cc55ffffffff,17.0,0.0,0.0,0.0
843cc5bffffffff,13.0,0.0,0.0,0.0
843cc5dffffffff,12.0,0.0,4.0,0.0
843cc6bffffffff,85.0,0.0,0.0,0.0
843cc83ffffffff,3.0,0.0,0.0,0.0
843ccc9ffffffff,3.0,0.0,0.0,0.0
843cd4bffffffff,9.0,0.0,0.0,0.0
843cd8bffffffff,5.0,0.0,2.0,0.0
843cd9dffffffff,12.0,0.0,6.0,0.0
843cddbffffffff,5.0,0.0,0.0,0.0
843ce11ffffffff,6.0,0.0,0.0,0.0
843ce13ffffffff,2.0,0.0,0.0,0.0
843ce15ffffffff,49.0,0.0,0.0,0.0
843ce19ffffffff,6.0,0.0,0.0,0.0
843ce1bffffffff,10.0,0.0,0.0,0.0
843ce29ffffffff,3.0,0.0,0.0,0.0
843ce2bffffffff,29.0,0.0,0.0,0.0
843ce31ffffffff,2.0,0.0,0.0,0.0
843ce41ffffffff,24.0,0.0,0.0,0.0
843ce43ffffffff,8.0,0.0,0.0,0.0
843ce49ffffffff,6.0,0.0,0.0,0.0
843ce4bffffffff,47.0,0.0,0.0,0.0
843ce4dffffffff,54.0,0.0,0.0,0.0
843ce51ffffffff,39.0,0.0,2.0,0.0
843ce53ffffffff,5.0,0.0,0.0,0.0
843ce55ffffffff,103.0,0.0,3.0,0.0
843ce57ffffffff,66.0,0.0,1.0,0.0
843ce59ffffffff,9.0,0.0,2.0,0.0
843ce5bffffffff,85.0,0.0,9.0,0.0
843ce5dffffffff,100.0,0.0,14.0,0.0
843ce85ffffffff,1.0,0.0,0.0,0.0
843ce8bffffffff,3.0,0.0,0.0,0.0
843ce95ffffffff,1.0,0.0,0.0,0.0
843cea1ffffffff,1.0,0.0,0.0,0.0
843cea3ffffffff,3.0,0.0,0.0,0.0
843ceb3ffffffff,2.0,0.0,2.0,0.0
843cebbffffffff,2.0,0.0,0.0,0.0
843cec1ffffffff,141.0,0.0,0.0,0.0
843cec3ffffffff,84.0,0.0,0.0,0.0
843cec9ffffffff,80.0,0.0,0.0,0.0
843ced3ffffffff,1.0,0.0,0.0,0.0
843cee3ffffffff,2.0,0.0,0.0,0.0
843ceedffffffff,2.0,0.0,0.0,0.0
843cf35ffffffff,34.0,0.0,0.0,0.0
843d101ffffffff,32.0,0.0,0.0,0.0
843d103ffffffff,291.0,0.0,0.0,0.0
843d107ffffffff,1361.0,0.0,0.0,0.0
843d109ffffffff,221.0,0.0,0.0,0.0
843d10bffffffff,7.0,0.0,0.0,0.0
843d111ffffffff,6.0,0.0,0.0,0.0
843d115ffffffff,71.0,0.0,0.0,0.0
843d117ffffffff,1.0,0.0,0.0,0.0
843d11dffffffff,28.0,0.0,0.0,0.0
843d131ffffffff,104.0,0.0,0.0,0.0
843d133ffffffff,44.0,0.0,0.0,0.0
843d135ffffffff,25.0,0.0,0.0,0.0
843d137ffffffff,568.0,0.0,0.0,0.0
843d139ffffffff,413.0,0.0,0.0,0.0
843d13bffffffff,35.0,0.0,0.0,0.0
843d13dffffffff,96.0,0.0,0.0,0.0
843d143ffffffff,15.0,0.0,0.0,0.0
843d147ffffffff,10.0,0.0,0.0,0.0
843d14bffffffff,3.0,0.0,0.0,0.0
843d151ffffffff,22.0,0.0,0.0,0.0
843d155ffffffff,24.0,0.0,0.0,0.0
843d157ffffffff,63.0,0.0,0.0,0.0
843d15dffffffff,46.0,0.0,0.0,0.0
843d1a9ffffffff,26.0,0.0,0.0,0.0
843d1adffffffff,19.0,0.0,0.0,0.0
843d1e5ffffffff,10.0,0.0,0.0,0.0
843d1e7ffffffff,313.0,0.0,0.0,0.0
843d1e9ffffffff,21.0,0.0,0.0,0.0
843d1edffffffff,651.0,0.0,0.0,0.0
843d301ffffffff,12.0,0.0,0.0,0.0
843d307ffffffff,39.0,0.0,0.0,0.0
843d333ffffffff,2.0,0.0,0.0,0.0
843d335ffffffff,58.0,0.0,0.0,0.0
843d337ffffffff,28.0,0.0,0.0,0.0
843d339ffffffff,4.0,0.0,0.0,0.0
843d33dffffffff,64.0,0.0,0.0,0.0
843d341ffffffff,17.0,0.0,0.0,0.0
843d345ffffffff,3.0,0.0,0.0,0.0
843d347ffffffff,2.0,0.0,0.0,0.0
843d349ffffffff,1.0,0.0,0.0,0.0
843d34dffffffff,6.0,0.0,0.0,0.0
843d363ffffffff,1.0,0.0,0.0,0.0
843d36bffffffff,3.0,0.0,0.0,0.0
843da99ffffffff,2.0,0.0,0.0,0.0
843da9dffffffff,1.0,0.0,0.0,0.0
843dad1ffffffff,2085.0,0.0,0.0,0.0
843dad3ffffffff,6.0,0.0,0.0,0.0
843dad5ffffffff,1.0,0.0,0.0,0.0
843dad7ffffffff,9.0,0.0,0.0,0.0
843dad9ffffffff,467.0,0.0,0.0,0.0
843dadbffffffff,62.0,0.0,0.0,0.0
843daddffffffff,443.0,0.0,0.0,0.0
8440035ffffffff,2.0,0.0,0.0,0.0
84400a3ffffffff,1.0,0.0,0.0,0.0
84400a5ffffffff,5.0,0.0,0.0,0.0
84400c1ffffffff,3.0,0.0,0.0,0.0
8440133ffffffff,3.0,0.0,0.0,0.0
84401dbffffffff,14.0,0.0,0.0,0.0
8440269ffffffff,2.0,0.0,0.0,0.0
8440369ffffffff,3.0,0.0,0.0,0.0
844036dffffffff,2.0,0.0,0.0,0.0
8440417ffffffff,1.0,0.0,0.0,0.0
8440447ffffffff,2.0,0.0,0.0,0.0
84404c5ffffffff,2.0,0.0,1.0,0.0
84404c7ffffffff,5.0,0.0,0.0,0.0
84404cdffffffff,1.0,0.0,1.0,0.0
84404ddffffffff,129.0,0.0,61.0,0.0
844054dffffffff,2.0,0.0,0.0,0.0
8440589ffffffff,2.0,0.0,0.0,0.0
84405b9ffffffff,1.0,0.0,0.0,0.0
84405c1ffffffff,1.0,0.0,0.0,0.0
84405c9ffffffff,1.0,0.0,1.0,0.0
8440611ffffffff,2.0,0.0,0.0,0.0
8440619ffffffff,3.0,0.0,1.0,0.0
844066dffffffff,3.0,0.0,0.0,0.0
8440717ffffffff,3.0,0.0,0.0,0.0
8440825ffffffff,2.0,0.0,0.0,0.0
8440883ffffffff,1.0,0.0,0.0,0.0
8440899ffffffff,18.0,0.0,4.0,0.0
844089dffffffff,4.0,0.0,2.0,0.0
84408d3ffffffff,1.0,0.0,0.0,0.0
844090dffffffff,1.0,0.0,0.0,0.0
8440943ffffffff,3.0,0.0,0.0,0.0
8440955ffffffff,2.0,0.0,0.0,0.0
844095dffffffff,4.0,0.0,0.0,0.0
8440961ffffffff,10.0,0.0,0.0,0.0
844096bffffffff,2.0,0.0,0.0,0.0
8440a05ffffffff,4.0,0.0,0.0,0.0
8440a07ffffffff,4.0,0.0,0.0,0.0
8440a69ffffffff,3.0,0.0,0.0,0.0
8440a81ffffffff,1.0,0.0,0.0,0.0
8440a8dffffffff,4.0,0.0,0.0,0.0
8440ac5ffffffff,2.0,0.0,0.0,0.0
8440b51ffffffff,12.0,0.0,0.0,0.0
8440b53ffffffff,24.0,0.0,0.0,0.0
8440c05ffffffff,2.0,0.0,0.0,0.0
8440c15ffffffff,4.0,0.0,0.0,0.0
8440c19ffffffff,5.0,0.0,0.0,0.0
8440c27ffffffff,3.0,0.0,0.0,0.0
8440c29ffffffff,10.0,0.0,0.0,0.0
8440c2bffffffff,1.0,0.0,0.0,0.0
8440c4bffffffff,3.0,0.0,0.0,0.0
8440c59ffffffff,1.0,0.0,0.0,0.0
8440c61ffffffff,3.0,0.0,0.0,0.0
8440c63ffffffff,4.0,0.0,0.0,0.0
8440c6dffffffff,33.0,0.0,0.0,0.0
8440ca3ffffffff,1.0,0.0,0.0,0.0
8440d05ffffffff,2.0,0.0,0.0,0.0
8440d0dffffffff,2.0,0.0,0.0,0.0
8440dc1ffffffff,2.0,0.0,1.0,0.0
8440de1ffffffff,3.0,0.0,0.0,0.0
8440dedffffffff,3.0,0.0,0.0,0.0
8440e11ffffffff,9.0,0.0,0.0,0.0
8440e13ffffffff,30.0,0.0,0.0,0.0
8440e37ffffffff,16.0,0.0,0.0,0.0
8440e39ffffffff,3.0,0.0,0.0,0.0
8440e3dffffffff,12.0,0.0,0.0,0.0
8440e5bffffffff,8.0,0.0,0.0,0.0
8440ec1ffffffff,1.0,0.0,0.0,0.0
8440ec5ffffffff,13.0,0.0,0.0,0.0
8440ee5ffffffff,3.0,0.0,0.0,0.0
8440ee9ffffffff,2.0,0.0,0.0,0.0
8440eebffffffff,1.0,0.0,0.0,0.0
8440eedffffffff,4.0,0.0,0.0,0.0
8440f13ffffffff,2.0,0.0,0.0,0.0
8440f15ffffffff,2.0,0.0,0.0,0.0
844118bffffffff,4.0,0.0,0.0,0.0
8441193ffffffff,2.0,0.0,0.0,0.0
84411b5ffffffff,4.0,0.0,0.0,0.0
8441433ffffffff,1.0,0.0,0.0,0.0
8441485ffffffff,1.0,0.0,0.0,0.0
84414c3ffffffff,11.0,0.0,0.0,0.0
84415c3ffffffff,3.0,0.0,0.0,0.0
84416d7ffffffff,2.0,0.0,0.0,0.0
84416edffffffff,2.0,0.0,2.0,0.0
844184bffffffff,6.0,0.0,0.0,0.0
8441855ffffffff,3.0,0.0,0.0,0.0
84418a1ffffffff,1.0,0.0,0.0,0.0
8441911ffffffff,19.0,0.0,0.0,0.0
8441915ffffffff,1.0,0.0,0.0,0.0
8441919ffffffff,4.0,0.0,0.0,0.0
8441921ffffffff,5.0,0.0,0.0,0.0
8441925ffffffff,7.0,0.0,0.0,0.0
844192bffffffff,6.0,0.0,0.0,0.0
8441939ffffffff,2.0,0.0,0.0,0.0
8441949ffffffff,2.0,0.0,0.0,0.0
8441b31ffffffff,5.0,0.0,1.0,0.0
8441b35ffffffff,1.0,0.0,0.0,0.0
8441b37ffffffff,2.0,0.0,0.0,0.0
8441b3bffffffff,1.0,0.0,0.0,0.0
844b849ffffffff,10.0,0.0,0.0,0.0
844b84dffffffff,5.0,0.0,0.0,0.0
844b869ffffffff,4.0,0.0,2.0,0.0
844ba01ffffffff,18.0,0.0,3.0,0.0
844ba03ffffffff,105.0,0.0,2.0,0.0
844ba05ffffffff,353.0,0.0,76.0,0.0
844ba07ffffffff,117.0,0.0,3.0,0.0
844ba0bffffffff,1.0,0.0,0.0,0.0
844ba15ffffffff,1.0,0.0,0.0,0.0
844ba21ffffffff,8.0,0.0,0.0,0.0
844ba23ffffffff,17.0,0.0,0.0,0.0
844ba25ffffffff,4.0,0.0,0.0,0.0
844ba27ffffffff,107.0,0.0,3.0,0.0
844ba2bffffffff,164.0,0.0,6.0,0.0
844ba39ffffffff,22.0,0.0,1.0,0.0
844ba3dffffffff,36.0,0.0,2.0,0.0
844bb1bffffffff,19.0,0.0,1.0,0.0
8464125ffffffff,1.0,0.0,0.0,0.0
8464129ffffffff,2.0,0.0,0.0,0.0
846414dffffffff,2.0,0.0,0.0,0.0
8464165ffffffff,1.0,0.0,0.0,0.0
846416dffffffff,368.0,0.0,132.0,0.0
846480bffffffff,1.0,0.0,0.0,0.0
846480dffffffff,12.0,0.0,4.0,0.0
8464825ffffffff,8.0,0.0,0.0,0.0
846482bffffffff,9.0,0.0,0.0,0.0
846485dffffffff,2.0,0.0,0.0,0.0
84648a5ffffffff,4.0,0.0,2.0,0.0
84648b5ffffffff,3.0,0.0,0.0,0.0
84648ebffffffff,7.0,0.0,0.0,0.0
8464909ffffffff,3.0,0.0,0.0,0.0
8464911ffffffff,20.0,0.0,4.0,0.0
8464967ffffffff,1.0,0.0,0.0,0.0
8464983ffffffff,3.0,0.0,0.0,0.0
84649c9ffffffff,2.0,0.0,2.0,0.0
8464a03ffffffff,7.0,0.0,0.0,0.0
8464a19ffffffff,3.0,0.0,0.0,0.0
8464a1bffffffff,1.0,0.0,0.0,0.0
8464a3dffffffff,16.0,0.0,10.0,0.0
8464a57ffffffff,2.0,0.0,0.0,0.0
8464b29ffffffff,7.0,0.0,0.0,0.0
8464b55ffffffff,69.0,0.0,26.0,0.0
8464b5dffffffff,23.0,0.0,5.0,0.0
84652d9ffffffff,2.0,0.0,0.0,2.0
8465545ffffffff,28.0,0.0,0.0,23.0
846556bffffffff,14.0,0.0,0.0,12.0
8465801ffffffff,1.0,0.0,0.0,0.0
8465803ffffffff,2.0,0.0,0.0,0.0
846580bffffffff,2.0,0.0,0.0,0.0
8465817ffffffff,2.0,0.0,0.0,0.0
8465827ffffffff,3.0,0.0,0.0,0.0
8465855ffffffff,1.0,0.0,0.0,0.0
84658b3ffffffff,2.0,0.0,0.0,0.0
8465911ffffffff,12.0,0.0,0.0,0.0
8465915ffffffff,3.0,0.0,0.0,0.0
846591bffffffff,12.0,0.0,0.0,0.0
