cell_id,Turdus chiguanco,Turdus chiguanco chiguanco/conradi,Turdus chiguanco anthracinus
84b3269ffffffff,4.0,0.0,0.0
84b326bffffffff,6.0,0.0,0.0
84b326dffffffff,13.0,0.0,0.0
84b3289ffffffff,8.0,0.0,0.0
84b32a5ffffffff,2.0,0.0,0.0
84b32c1ffffffff,10.0,0.0,0.0
84b32c7ffffffff,9.0,0.0,0.0
84b32c9ffffffff,2.0,0.0,0.0
84b32cbffffffff,2.0,0.0,0.0
84b32d9ffffffff,3.0,0.0,0.0
84b32dbffffffff,21.0,0.0,0.0
84b32ddffffffff,35.0,0.0,0.0
84b3309ffffffff,9.0,0.0,0.0
84b330dffffffff,3.0,0.0,0.0
84b3311ffffffff,2.0,0.0,0.0
84b3319ffffffff,13.0,0.0,0.0
84b3341ffffffff,45.0,0.0,0.0
84b3343ffffffff,14.0,0.0,0.0
84b3345ffffffff,2.0,0.0,0.0
84b3347ffffffff,2.0,0.0,0.0
84b334bffffffff,45.0,0.0,0.0
84b334dffffffff,6.0,0.0,0.0
84b3355ffffffff,415.0,0.0,0.0
84b335dffffffff,5.0,0.0,0.0
84b340dffffffff,2.0,0.0,0.0
84b3425ffffffff,111.0,0.0,0.0
84b3427ffffffff,1.0,0.0,0.0
84b342dffffffff,65.0,0.0,0.0
84b3465ffffffff,20.0,0.0,0.0
84b346dffffffff,81.0,0.0,0.0
84b3511ffffffff,402.0,0.0,0.0
84b3513ffffffff,60.0,0.0,0.0
84b3515ffffffff,13.0,0.0,0.0
84b3517ffffffff,106.0,0.0,0.0
84b3519ffffffff,272.0,0.0,0.0
84b351bffffffff,3.0,0.0,0.0
84b3533ffffffff,6.0,0.0,0.0
84b3539ffffffff,6.0,0.0,0.0
84b353bffffffff,3.0,0.0,0.0
84b354bffffffff,5.0,0.0,0.0
84b3551ffffffff,44.0,0.0,0.0
84b3553ffffffff,108.0,0.0,0.0
84b3557ffffffff,2.0,0.0,0.0
84b3559ffffffff,11.0,0.0,0.0
84b355bffffffff,20.0,0.0,0.0
84b355dffffffff,3.0,0.0,0.0
84b3561ffffffff,1.0,0.0,0.0
84b3565ffffffff,49.0,0.0,1.0
84b3585ffffffff,8.0,0.0,0.0
84b3589ffffffff,4.0,0.0,2.0
84b358dffffffff,1.0,0.0,0.0
84b35a1ffffffff,51.0,0.0,6.0
84b35a5ffffffff,27.0,0.0,2.0
84b35a7ffffffff,278.0,0.0,3.0
84b35a9ffffffff,36.0,0.0,0.0
84b35adffffffff,80.0,0.0,0.0
84b35b5ffffffff,18.0,0.0,0.0
84b35bdffffffff,2.0,0.0,0.0
84b35c1ffffffff,3.0,0.0,0.0
84b35c5ffffffff,7.0,0.0,0.0
84b35c9ffffffff,46.0,0.0,0.0
84b35cdffffffff,5.0,0.0,0.0
84b35d3ffffffff,2.0,0.0,0.0
84b35d5ffffffff,3.0,0.0,0.0
84b35e1ffffffff,609.0,0.0,18.0
84b35e3ffffffff,32.0,0.0,0.0
84b35e5ffffffff,91.0,0.0,0.0
84b35e7ffffffff,9.0,0.0,0.0
84b35e9ffffffff,180.0,0.0,0.0
84b35ebffffffff,34.0,0.0,3.0
84b35edffffffff,112.0,0.0,0.0
84b3623ffffffff,2.0,0.0,0.0
84b3627ffffffff,1.0,0.0,0.0
84b370dffffffff,1.0,0.0,0.0
84b3715ffffffff,2.0,0.0,0.0
84b3717ffffffff,4.0,0.0,0.0
84b3723ffffffff,4.0,0.0,0.0
84b3731ffffffff,316.0,0.0,0.0
84b3733ffffffff,81.0,0.0,0.0
84b3735ffffffff,1.0,0.0,0.0
84b3739ffffffff,2.0,0.0,0.0
84b373bffffffff,9.0,0.0,0.0
84b3749ffffffff,3.0,0.0,0.0
84b3765ffffffff,1.0,0.0,0.0
84c3053ffffffff,6.0,0.0,0.0
84c305bffffffff,1.0,0.0,0.0
84c308bffffffff,2.0,0.0,0.0
84c3201ffffffff,6.0,0.0,0.0
84c3203ffffffff,16.0,0.0,0.0
84c320dffffffff,36.0,0.0,0.0
84c3217ffffffff,40.0,0.0,0.0
84c3219ffffffff,8.0,0.0,0.0
84c3239ffffffff,5.0,0.0,0.0
84c3247ffffffff,1.0,0.0,0.0
84c3281ffffffff,2.0,0.0,0.0
84c3283ffffffff,10.0,0.0,0.0
84c3287ffffffff,1.0,0.0,0.0
84c3297ffffffff,163.0,0.0,0.0
84c329bffffffff,10.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0
84c32a5ffffffff,3.0,0.0,0.0
84c32a9ffffffff,12.0,0.0,0.0
84c32adffffffff,55.0,0.0,0.0
84c32b7ffffffff,2.0,0.0,0.0
84c32d3ffffffff,2.0,0.0,0.0
84c32e1ffffffff,238.0,0.0,0.0
84c32e3ffffffff,7.0,0.0,0.0
84c32edffffffff,12.0,0.0,0.0
84c34cbffffffff,2.0,0.0,0.0
84c3603ffffffff,7.0,0.0,0.0
84c3609ffffffff,35.0,0.0,0.0
84c360dffffffff,124.0,0.0,0.0
84c3617ffffffff,2.0,0.0,0.0
84c3641ffffffff,2.0,0.0,0.0
84c3643ffffffff,2.0,0.0,0.0
84c3647ffffffff,2.0,0.0,0.0
84c3649ffffffff,3.0,0.0,0.0
84c364dffffffff,4.0,0.0,0.0
84c3651ffffffff,1.0,0.0,0.0
84c3659ffffffff,5.0,0.0,0.0
84c3663ffffffff,9.0,0.0,0.0
84c366bffffffff,2.0,0.0,0.0
84c36c1ffffffff,4.0,0.0,0.0
84c36d9ffffffff,4.0,0.0,0.0
84c36ddffffffff,6.0,0.0,0.0
84c3709ffffffff,9.0,0.0,0.0
84c371bffffffff,104.0,0.0,0.0
84c371dffffffff,2.0,0.0,0.0
84c3733ffffffff,2.0,0.0,0.0
84c3759ffffffff,9.0,0.0,0.0
84c375bffffffff,1.0,0.0,0.0
84c375dffffffff,7.0,0.0,0.0
84c376dffffffff,2.0,0.0,0.0
84ce801ffffffff,2.0,0.0,0.0
84ce805ffffffff,1.0,0.0,0.0
84ce807ffffffff,10.0,0.0,0.0
84ce809ffffffff,25.0,0.0,0.0
84ce823ffffffff,6.0,0.0,0.0
84ce827ffffffff,3.0,0.0,0.0
84ce82bffffffff,2.0,0.0,0.0
84ce831ffffffff,2.0,0.0,0.0
84ce833ffffffff,3.0,0.0,0.0
84ce835ffffffff,8.0,0.0,0.0
84ce839ffffffff,3.0,0.0,0.0
84ce83dffffffff,12.0,0.0,0.0
84ce863ffffffff,7.0,0.0,0.0
84ce913ffffffff,6.0,0.0,0.0
84ce917ffffffff,13.0,0.0,0.0
84ce923ffffffff,6.0,0.0,0.0
84ce927ffffffff,2.0,0.0,0.0
84ce931ffffffff,149.0,0.0,0.0
84ce933ffffffff,8.0,0.0,0.0
84ce935ffffffff,80.0,0.0,0.0
84ce937ffffffff,80.0,0.0,0.0
84ce93bffffffff,14.0,0.0,0.0
84ce961ffffffff,10.0,0.0,0.0
84ce969ffffffff,33.0,0.0,0.0
84ce96bffffffff,9.0,0.0,0.0
84ce96dffffffff,10.0,0.0,0.0
84ce981ffffffff,24.0,0.0,0.0
84ce983ffffffff,16.0,0.0,0.0
84ce989ffffffff,242.0,0.0,0.0
84ce98bffffffff,2.0,0.0,0.0
84ce98dffffffff,50.0,0.0,0.0
84ce9a9ffffffff,2.0,0.0,0.0
84ce9abffffffff,1.0,0.0,0.0
84ce9bdffffffff,12.0,0.0,0.0
84ce9c1ffffffff,12.0,0.0,0.0
84ce9c3ffffffff,14.0,0.0,0.0
84ce9c7ffffffff,179.0,0.0,0.0
84ce9d1ffffffff,2.0,0.0,0.0
84ce9ddffffffff,2.0,0.0,0.0
84ce9e1ffffffff,9.0,0.0,0.0
84ce9e3ffffffff,23.0,0.0,0.0
84ce9e9ffffffff,8.0,0.0,0.0
84ce9edffffffff,20.0,0.0,0.0
