cell_id,Setophaga palmarum,Setophaga palmarum palmarum,Setophaga palmarum hypochrysea
822657fffffffff,48.0,1.0,0.0
82265ffffffffff,114.0,17.0,4.0
822667fffffffff,260.0,64.0,0.0
82266ffffffffff,160.0,18.0,1.0
822677fffffffff,34.0,4.0,0.0
822687fffffffff,112.0,24.0,0.0
82268ffffffffff,227.0,40.0,20.0
822697fffffffff,39.0,6.0,0.0
82269ffffffffff,2.0,0.0,0.0
8226a7fffffffff,6.0,6.0,0.0
8226affffffffff,69.0,12.0,0.0
8226b7fffffffff,2.0,0.0,0.0
8226c7fffffffff,24.0,2.0,0.0
8226cffffffffff,59.0,4.0,0.0
8226d7fffffffff,17.0,11.0,0.0
8226dffffffffff,7.0,2.0,0.0
8226e7fffffffff,72.0,8.0,0.0
8226effffffffff,12.0,4.0,0.0
8226f7fffffffff,33.0,3.0,0.0
822707fffffffff,4.0,2.0,0.0
82270ffffffffff,2.0,2.0,0.0
822717fffffffff,6.0,0.0,0.0
82271ffffffffff,16.0,0.0,0.0
822747fffffffff,37.0,11.0,0.0
82274ffffffffff,199.0,18.0,0.0
822757fffffffff,123.0,61.0,1.0
82275ffffffffff,134.0,10.0,1.0
822767fffffffff,17.0,2.0,1.0
82276ffffffffff,149.0,36.0,2.0
822777fffffffff,24.0,16.0,0.0
822787fffffffff,8.0,5.0,0.0
82278ffffffffff,3.0,2.0,0.0
822797fffffffff,18.0,3.0,0.0
8227a7fffffffff,20.0,2.0,0.0
8227affffffffff,16.0,3.0,0.0
8227b7fffffffff,1.0,0.0,0.0
822807fffffffff,496.0,262.0,0.0
822817fffffffff,5.0,0.0,0.0
82281ffffffffff,56.0,19.0,0.0
822837fffffffff,833.0,244.0,1.0
822887fffffffff,12.0,2.0,0.0
82288ffffffffff,5.0,0.0,0.0
822897fffffffff,6.0,0.0,0.0
82289ffffffffff,7.0,0.0,0.0
8228affffffffff,11.0,0.0,3.0
8228b7fffffffff,2.0,0.0,0.0
8228c7fffffffff,399.0,204.0,0.0
8228d7fffffffff,283.0,57.0,0.0
8228dffffffffff,203.0,25.0,0.0
8228f7fffffffff,95.0,15.0,0.0
822917fffffffff,160.0,45.0,0.0
82291ffffffffff,92.0,43.0,0.0
822987fffffffff,44.0,9.0,0.0
82298ffffffffff,20.0,6.0,0.0
822997fffffffff,1.0,1.0,0.0
82299ffffffffff,3.0,3.0,0.0
8229a7fffffffff,1169.0,247.0,20.0
8229affffffffff,202.0,65.0,0.0
8229b7fffffffff,5.0,1.0,0.0
822a07fffffffff,67.0,37.0,6.0
822a17fffffffff,3100.0,375.0,426.0
822a1ffffffffff,13.0,0.0,13.0
822a37fffffffff,896.0,200.0,256.0
822a4ffffffffff,15.0,15.0,0.0
822a87fffffffff,165.0,34.0,62.0
822a8ffffffffff,356.0,82.0,36.0
822a97fffffffff,99.0,25.0,10.0
822a9ffffffffff,79.0,20.0,7.0
822aa7fffffffff,310.0,124.0,96.0
822aaffffffffff,1807.0,414.0,447.0
822ab7fffffffff,517.0,163.0,48.0
822ac7fffffffff,1.0,0.0,0.0
822ad7fffffffff,54.0,2.0,26.0
822af7fffffffff,153.0,27.0,38.0
822b07fffffffff,40.0,21.0,2.0
822b0ffffffffff,285.0,187.0,57.0
822b17fffffffff,72.0,27.0,1.0
822b1ffffffffff,147.0,24.0,34.0
822b27fffffffff,24.0,0.0,0.0
822b2ffffffffff,37.0,28.0,0.0
822b37fffffffff,11.0,0.0,0.0
822b87fffffffff,120.0,21.0,19.0
822b8ffffffffff,279.0,51.0,104.0
822b97fffffffff,23.0,9.0,0.0
822b9ffffffffff,605.0,114.0,54.0
822ba7fffffffff,3.0,0.0,0.0
822baffffffffff,318.0,36.0,49.0
822bb7fffffffff,47.0,11.0,6.0
824417fffffffff,257.0,132.0,41.0
82441ffffffffff,127.0,47.0,24.0
824437fffffffff,14.0,0.0,0.0
824447fffffffff,239.0,79.0,95.0
82444ffffffffff,35.0,0.0,1.0
824457fffffffff,52.0,6.0,3.0
82445ffffffffff,10.0,1.0,0.0
824467fffffffff,12.0,6.0,3.0
82446ffffffffff,87.0,39.0,10.0
824477fffffffff,90.0,68.0,4.0
824487fffffffff,90.0,3.0,0.0
8244a7fffffffff,57.0,8.0,28.0
8244affffffffff,207.0,26.0,98.0
8244b7fffffffff,5.0,1.0,0.0
8244c7fffffffff,292.0,132.0,91.0
8244cffffffffff,256.0,51.0,27.0
8244d7fffffffff,118.0,26.0,15.0
8244dffffffffff,187.0,10.0,19.0
8244e7fffffffff,59.0,10.0,29.0
8244effffffffff,40.0,11.0,3.0
8244f7fffffffff,120.0,31.0,9.0
824507fffffffff,19.0,0.0,0.0
82450ffffffffff,52.0,6.0,0.0
824517fffffffff,1.0,0.0,0.0
82451ffffffffff,1.0,0.0,1.0
824527fffffffff,76.0,16.0,0.0
82452ffffffffff,44.0,4.0,0.0
824537fffffffff,29.0,5.0,0.0
824557fffffffff,6.0,6.0,0.0
824577fffffffff,13.0,3.0,0.0
82458ffffffffff,13.0,0.0,7.0
82459ffffffffff,14.0,5.0,5.0
8245a7fffffffff,44.0,5.0,2.0
8245b7fffffffff,33.0,31.0,0.0
824807fffffffff,2.0,0.0,0.0
824827fffffffff,60.0,37.0,0.0
82482ffffffffff,4.0,0.0,0.0
824837fffffffff,5.0,0.0,0.0
824847fffffffff,28.0,10.0,0.0
82484ffffffffff,10.0,2.0,0.0
824857fffffffff,5.0,1.0,0.0
82485ffffffffff,45.0,15.0,0.0
824877fffffffff,29.0,5.0,0.0
824887fffffffff,7.0,1.0,0.0
82488ffffffffff,9.0,2.0,0.0
824897fffffffff,198.0,7.0,5.0
82489ffffffffff,68.0,0.0,0.0
8248a7fffffffff,1.0,0.0,0.0
8248affffffffff,4.0,0.0,0.0
8248b7fffffffff,238.0,46.0,1.0
8248c7fffffffff,26.0,8.0,2.0
8248cffffffffff,20.0,0.0,0.0
8248d7fffffffff,51.0,21.0,0.0
8248dffffffffff,25.0,11.0,0.0
8248effffffffff,148.0,31.0,0.0
8248f7fffffffff,5.0,0.0,0.0
82490ffffffffff,4.0,2.0,0.0
82498ffffffffff,2.0,0.0,0.0
824997fffffffff,46.0,6.0,0.0
8249affffffffff,3.0,0.0,0.0
8249b7fffffffff,3.0,1.0,0.0
824c87fffffffff,2.0,0.0,0.0
824c8ffffffffff,3.0,0.0,0.0
824c9ffffffffff,2.0,0.0,0.0
824cb7fffffffff,7.0,0.0,0.0
824cc7fffffffff,41.0,4.0,0.0
824cd7fffffffff,11.0,6.0,0.0
824ceffffffffff,17.0,0.0,0.0
824cf7fffffffff,1.0,0.0,0.0
824d4ffffffffff,2.0,0.0,0.0
825e5ffffffffff,4.0,2.0,0.0
826627fffffffff,1.0,0.0,0.0
82662ffffffffff,1.0,0.0,0.0
8266a7fffffffff,12.0,0.0,0.0
8266b7fffffffff,18.0,0.0,0.0
82670ffffffffff,2.0,0.0,0.0
826727fffffffff,20.0,16.0,0.0
826737fffffffff,23.0,19.0,0.0
826747fffffffff,3.0,0.0,0.0
826757fffffffff,3.0,0.0,0.0
826777fffffffff,2.0,0.0,0.0
826787fffffffff,5.0,0.0,0.0
82679ffffffffff,15.0,1.0,0.0
8267a7fffffffff,2.0,0.0,0.0
826c67fffffffff,5.0,1.0,0.0
826d07fffffffff,5.0,0.0,0.0
826d17fffffffff,6.0,0.0,0.0
826d27fffffffff,3.0,0.0,0.0
826d2ffffffffff,25.0,0.0,0.0
826d37fffffffff,61.0,7.0,1.0
826d67fffffffff,5.0,4.0,0.0
826d6ffffffffff,41.0,3.0,0.0
826d77fffffffff,12.0,0.0,0.0
828b67fffffffff,1.0,0.0,0.0
