cell_id,Corvus corone,Corvus corone corone,Corvus corone orientalis
841f191ffffffff,2.0,0.0,0.0
841f199ffffffff,1.0,0.0,0.0
841f1a1ffffffff,1.0,0.0,0.0
841f1d5ffffffff,2.0,0.0,0.0
841f23bffffffff,2.0,0.0,0.0
841f283ffffffff,3.0,0.0,0.0
841f317ffffffff,1.0,1.0,0.0
841f33bffffffff,4.0,4.0,0.0
841f703ffffffff,3.0,0.0,0.0
841f71dffffffff,5.0,0.0,0.0
841f725ffffffff,42.0,0.0,0.0
841f727ffffffff,1.0,0.0,0.0
841f72dffffffff,4.0,0.0,0.0
841f823ffffffff,6.0,0.0,0.0
841f827ffffffff,3.0,1.0,0.0
841f82bffffffff,1.0,0.0,0.0
841f835ffffffff,2.0,0.0,0.0
841f839ffffffff,2.0,2.0,0.0
841f883ffffffff,4.0,0.0,0.0
841f897ffffffff,8.0,0.0,0.0
841f89bffffffff,2.0,0.0,0.0
841f8a1ffffffff,19.0,0.0,0.0
841f8a5ffffffff,1.0,0.0,0.0
841f8b3ffffffff,1.0,0.0,0.0
841f8b7ffffffff,1.0,0.0,0.0
841f8d3ffffffff,1.0,1.0,0.0
841f8d7ffffffff,1.0,1.0,0.0
841f91bffffffff,1.0,0.0,0.0
841f9d3ffffffff,4.0,0.0,0.0
841f9d7ffffffff,4.0,0.0,0.0
841f9e1ffffffff,2.0,2.0,0.0
841fa35ffffffff,2.0,0.0,0.0
841faa7ffffffff,1.0,1.0,0.0
841fb47ffffffff,2.0,0.0,0.0
84200a7ffffffff,3.0,0.0,3.0
8420101ffffffff,2.0,0.0,2.0
8420107ffffffff,2.0,0.0,2.0
842013dffffffff,3.0,0.0,2.0
8420161ffffffff,2.0,0.0,2.0
842016bffffffff,2.0,0.0,2.0
8420199ffffffff,3.0,0.0,3.0
84201b9ffffffff,2.0,0.0,2.0
84201d3ffffffff,3.0,0.0,3.0
8420e07ffffffff,4.0,0.0,4.0
8420e3dffffffff,1.0,0.0,1.0
8420e63ffffffff,1.0,0.0,1.0
8420e69ffffffff,2.0,0.0,2.0
8420f4bffffffff,1.0,0.0,0.0
84240adffffffff,1.0,0.0,0.0
842460dffffffff,6.0,0.0,0.0
8424753ffffffff,3.0,0.0,0.0
8425131ffffffff,2.0,0.0,2.0
8425169ffffffff,4.0,0.0,0.0
8425505ffffffff,1.0,0.0,0.0
84255a3ffffffff,7.0,0.0,4.0
84255a7ffffffff,10.0,0.0,1.0
84255b5ffffffff,2.0,0.0,2.0
8425ac9ffffffff,2.0,0.0,2.0
8425ae9ffffffff,2.0,0.0,2.0
842e60bffffffff,5.0,0.0,0.0
842f5a3ffffffff,1.0,0.0,1.0
842f5adffffffff,3.0,0.0,0.0
842f5bdffffffff,2.0,0.0,2.0
84309adffffffff,3.0,0.0,0.0
84309d9ffffffff,2.0,0.0,0.0
8430e0bffffffff,1.0,0.0,0.0
8430e15ffffffff,1.0,0.0,0.0
8430e53ffffffff,3.0,0.0,0.0
8430e57ffffffff,1.0,0.0,0.0
8431aa5ffffffff,2.0,0.0,0.0
8438249ffffffff,17.0,0.0,0.0
843824bffffffff,37.0,0.0,0.0
843824dffffffff,33.0,0.0,0.0
8439001ffffffff,1.0,0.0,0.0
8439005ffffffff,4.0,0.0,0.0
8439007ffffffff,14.0,0.0,0.0
843900bffffffff,27.0,0.0,0.0
843900dffffffff,4.0,0.0,0.0
8439013ffffffff,2.0,0.0,0.0
8439019ffffffff,9.0,0.0,0.0
843901bffffffff,1.0,0.0,0.0
843901dffffffff,20.0,0.0,0.0
8439021ffffffff,2.0,0.0,0.0
8439029ffffffff,12.0,0.0,0.0
843902bffffffff,4.0,0.0,0.0
843902dffffffff,7.0,0.0,0.0
8439041ffffffff,13.0,0.0,0.0
8439047ffffffff,8.0,0.0,0.0
8439055ffffffff,11.0,0.0,0.0
8439057ffffffff,82.0,0.0,0.0
8439061ffffffff,2.0,0.0,0.0
8439063ffffffff,4.0,0.0,0.0
8439067ffffffff,2.0,0.0,0.0
843906bffffffff,1.0,0.0,0.0
843906dffffffff,9.0,0.0,0.0
8439089ffffffff,3.0,0.0,0.0
843908bffffffff,2.0,0.0,0.0
8439095ffffffff,1.0,0.0,0.0
8439097ffffffff,5.0,0.0,0.0
84390a3ffffffff,74.0,0.0,0.0
84390a7ffffffff,3.0,0.0,0.0
84390adffffffff,6.0,0.0,0.0
84390b5ffffffff,28.0,0.0,0.0
84390b7ffffffff,2.0,0.0,0.0
84390bdffffffff,16.0,0.0,0.0
84390c7ffffffff,3.0,0.0,0.0
84390e3ffffffff,2.0,0.0,0.0
8439101ffffffff,25.0,0.0,0.0
8439103ffffffff,2.0,0.0,0.0
843910bffffffff,4.0,0.0,0.0
8439115ffffffff,1.0,0.0,0.0
8439153ffffffff,3.0,0.0,0.0
8439157ffffffff,2.0,0.0,0.0
8439159ffffffff,3.0,0.0,0.0
843915bffffffff,5.0,0.0,0.0
843919bffffffff,2.0,0.0,0.0
84391e3ffffffff,5.0,0.0,0.0
8439201ffffffff,2.0,0.0,0.0
8439207ffffffff,4.0,0.0,0.0
843920dffffffff,2.0,0.0,0.0
8439213ffffffff,1.0,0.0,0.0
843921bffffffff,1.0,0.0,0.0
8439223ffffffff,5.0,0.0,0.0
8439227ffffffff,18.0,0.0,0.0
8439239ffffffff,13.0,0.0,0.0
843923dffffffff,5.0,0.0,0.0
8439253ffffffff,1.0,0.0,0.0
8439255ffffffff,2.0,0.0,0.0
8439257ffffffff,3.0,0.0,0.0
8439285ffffffff,37.0,0.0,0.0
8439287ffffffff,2.0,0.0,0.0
843928dffffffff,21.0,0.0,0.0
8439293ffffffff,2.0,0.0,0.0
843929bffffffff,4.0,0.0,0.0
84392a1ffffffff,8.0,0.0,0.0
84392a9ffffffff,10.0,0.0,0.0
84392adffffffff,8.0,0.0,0.0
84392b1ffffffff,1.0,0.0,0.0
84392b5ffffffff,1.0,0.0,0.0
84392c5ffffffff,2.0,0.0,0.0
84392c7ffffffff,4.0,0.0,0.0
84392c9ffffffff,8.0,0.0,0.0
84392e1ffffffff,1.0,1.0,0.0
84392e3ffffffff,1.0,0.0,0.0
8439311ffffffff,4.0,0.0,0.0
8439313ffffffff,10.0,0.0,0.0
8439317ffffffff,10.0,0.0,0.0
843931bffffffff,4.0,0.0,0.0
8439331ffffffff,3.0,0.0,0.0
8439333ffffffff,6.0,0.0,0.0
8439337ffffffff,7.0,1.0,0.0
843933bffffffff,3.0,0.0,0.0
843944bffffffff,2.0,0.0,0.0
843949bffffffff,4.0,0.0,0.0
8439549ffffffff,12.0,0.0,0.0
8439561ffffffff,32.0,0.0,0.0
8439567ffffffff,17.0,0.0,0.0
8439569ffffffff,12.0,0.0,0.0
8439705ffffffff,2.0,0.0,0.0
8439707ffffffff,1.0,0.0,0.0
8439711ffffffff,1.0,0.0,0.0
843971bffffffff,2.0,0.0,0.0
8439721ffffffff,114.0,0.0,0.0
8439723ffffffff,28.0,0.0,0.0
8439727ffffffff,17.0,0.0,0.0
8439729ffffffff,159.0,0.0,0.0
843972bffffffff,4.0,0.0,0.0
843972dffffffff,28.0,0.0,0.0
8439731ffffffff,2.0,0.0,0.0
8439739ffffffff,33.0,0.0,0.0
843973dffffffff,13.0,0.0,0.0
843975dffffffff,1.0,1.0,0.0
8439763ffffffff,2.0,0.0,0.0
843c431ffffffff,1.0,0.0,0.0
843c5cbffffffff,1.0,0.0,0.0
843d229ffffffff,2.0,0.0,0.0
843d353ffffffff,3.0,0.0,0.0
843d35bffffffff,9.0,0.0,0.0
843d35dffffffff,9.0,0.0,9.0
844054dffffffff,1.0,0.0,0.0
84411cbffffffff,11.0,0.0,1.0
84415e1ffffffff,2.0,0.0,0.0
84415edffffffff,2.0,0.0,0.0
844192dffffffff,3.0,0.0,2.0
84419ddffffffff,2.0,0.0,0.0
8441a43ffffffff,18.0,0.0,0.0
8441a55ffffffff,69.0,0.0,0.0
8441b2dffffffff,2.0,0.0,0.0
844b26dffffffff,3.0,0.0,0.0
844b661ffffffff,1.0,0.0,1.0
844b665ffffffff,1.0,0.0,1.0
844b759ffffffff,2.0,0.0,2.0
844b86dffffffff,6.0,0.0,0.0
844ba0bffffffff,3.0,0.0,0.0
844ba15ffffffff,1.0,0.0,0.0
844bb53ffffffff,7.0,0.0,0.0
