cell_id,Muscicapa striata,Muscicapa striata [striata Group],Muscicapa striata tyrrhenica/balearica
843915bffffffff,2.0,0.0,0.0
843915dffffffff,7.0,0.0,0.0
8439183ffffffff,4.0,0.0,0.0
8439185ffffffff,1.0,1.0,0.0
8439187ffffffff,2.0,0.0,0.0
8439195ffffffff,3.0,0.0,0.0
8439197ffffffff,3.0,0.0,0.0
84391abffffffff,10.0,2.0,0.0
84391c5ffffffff,1.0,0.0,0.0
84391d1ffffffff,3.0,0.0,0.0
843920dffffffff,1.0,0.0,0.0
843921dffffffff,1.0,0.0,0.0
8439221ffffffff,3.0,0.0,0.0
8439223ffffffff,1.0,0.0,0.0
8439227ffffffff,36.0,0.0,0.0
8439237ffffffff,6.0,0.0,0.0
8439239ffffffff,4.0,0.0,0.0
843923dffffffff,2.0,0.0,0.0
8439253ffffffff,7.0,0.0,0.0
8439255ffffffff,2.0,0.0,0.0
8439257ffffffff,8.0,0.0,0.0
843925bffffffff,4.0,0.0,0.0
8439297ffffffff,2.0,0.0,0.0
8439299ffffffff,2.0,0.0,0.0
843929bffffffff,7.0,0.0,0.0
843929dffffffff,8.0,0.0,0.0
84392a1ffffffff,2.0,0.0,0.0
84392adffffffff,1.0,0.0,0.0
84392b7ffffffff,2.0,0.0,0.0
84392c5ffffffff,4.0,0.0,0.0
84392ddffffffff,3.0,3.0,0.0
84392e3ffffffff,2.0,0.0,0.0
84392e5ffffffff,3.0,0.0,0.0
84392e7ffffffff,1.0,0.0,0.0
84392ebffffffff,4.0,0.0,0.0
84392edffffffff,2.0,0.0,0.0
8439313ffffffff,10.0,0.0,0.0
8439317ffffffff,2.0,0.0,0.0
843931bffffffff,7.0,0.0,0.0
8439331ffffffff,2.0,0.0,0.0
8439337ffffffff,16.0,0.0,0.0
8439423ffffffff,30.0,0.0,3.0
8439427ffffffff,17.0,2.0,1.0
8439433ffffffff,8.0,0.0,0.0
8439435ffffffff,54.0,0.0,2.0
8439447ffffffff,4.0,2.0,1.0
8439459ffffffff,1.0,0.0,1.0
843946bffffffff,2.0,0.0,2.0
843946dffffffff,12.0,0.0,11.0
8439511ffffffff,2.0,0.0,0.0
843951dffffffff,11.0,0.0,0.0
843952dffffffff,2.0,0.0,0.0
8439541ffffffff,2.0,0.0,0.0
8439547ffffffff,2.0,0.0,2.0
8439563ffffffff,7.0,0.0,3.0
8439565ffffffff,2.0,0.0,0.0
84395c1ffffffff,112.0,51.0,24.0
84395c9ffffffff,10.0,0.0,0.0
84395cbffffffff,8.0,0.0,0.0
84395d9ffffffff,2.0,0.0,0.0
8439629ffffffff,2.0,0.0,0.0
843968dffffffff,1.0,0.0,1.0
843971bffffffff,1.0,0.0,0.0
8439721ffffffff,12.0,0.0,0.0
8439723ffffffff,1.0,0.0,0.0
8439727ffffffff,2.0,0.0,0.0
8439729ffffffff,10.0,0.0,0.0
843972dffffffff,11.0,0.0,0.0
8439733ffffffff,5.0,0.0,3.0
8439739ffffffff,6.0,0.0,0.0
843973dffffffff,1.0,0.0,0.0
8439741ffffffff,2.0,0.0,0.0
843976dffffffff,2.0,0.0,0.0
8439ab9ffffffff,3.0,3.0,0.0
8439abdffffffff,7.0,7.0,0.0
843cf27ffffffff,13.0,0.0,0.0
843d005ffffffff,16.0,0.0,0.0
843d00dffffffff,6.0,0.0,0.0
843d043ffffffff,3.0,0.0,0.0
843d045ffffffff,6.0,0.0,0.0
843d04dffffffff,3.0,0.0,0.0
843da69ffffffff,2.0,0.0,0.0
843db6dffffffff,2.0,0.0,0.0
843e5b9ffffffff,3.0,0.0,0.0
843e689ffffffff,8.0,4.0,0.0
843e68dffffffff,2.0,0.0,0.0
843e6c3ffffffff,1.0,0.0,0.0
843f365ffffffff,36.0,0.0,6.0
843f441ffffffff,1.0,0.0,0.0
843f45bffffffff,3.0,0.0,0.0
843f623ffffffff,2.0,2.0,0.0
843f637ffffffff,2.0,2.0,0.0
843f727ffffffff,1.0,0.0,0.0
843f767ffffffff,2.0,0.0,0.0
8442531ffffffff,11.0,0.0,0.0
8442533ffffffff,3.0,1.0,0.0
844253bffffffff,3.0,0.0,0.0
844258bffffffff,2.0,0.0,0.0
84425d3ffffffff,3.0,0.0,0.0
8442c01ffffffff,1.0,0.0,0.0
8442c27ffffffff,4.0,0.0,0.0
8442c2dffffffff,2.0,0.0,0.0
8442c41ffffffff,3.0,0.0,0.0
8442cc5ffffffff,2.0,0.0,0.0
8442ce9ffffffff,8.0,0.0,0.0
8442db5ffffffff,2.0,0.0,0.0
8442dcdffffffff,2.0,0.0,0.0
8442eb3ffffffff,5.0,0.0,0.0
8443603ffffffff,1.0,0.0,0.0
8443a17ffffffff,1.0,0.0,0.0
84524d7ffffffff,2.0,0.0,0.0
845269bffffffff,2.0,0.0,0.0
84534d5ffffffff,6.0,0.0,0.0
84536a3ffffffff,1.0,0.0,0.0
84541e7ffffffff,1.0,1.0,0.0
845929bffffffff,1.0,0.0,0.0
8459741ffffffff,2.0,0.0,0.0
8459745ffffffff,3.0,0.0,0.0
845974dffffffff,2.0,0.0,0.0
84601e9ffffffff,11.0,0.0,0.0
8460885ffffffff,40.0,0.0,0.0
84608b1ffffffff,2.0,0.0,0.0
84608bdffffffff,8.0,0.0,0.0
8460a99ffffffff,3.0,0.0,0.0
8461029ffffffff,4.0,2.0,0.0
8463321ffffffff,3.0,3.0,0.0
846332dffffffff,4.0,0.0,0.0
8464e49ffffffff,6.0,0.0,0.0
846520dffffffff,7.0,0.0,0.0
846aeabffffffff,1.0,1.0,0.0
847a423ffffffff,2.0,2.0,0.0
847a483ffffffff,1.0,0.0,0.0
847a5adffffffff,1.0,0.0,0.0
847a641ffffffff,2.0,0.0,0.0
847a6adffffffff,4.0,4.0,0.0
847b48dffffffff,7.0,0.0,0.0
847b4a7ffffffff,2.0,2.0,0.0
847b4adffffffff,4.0,0.0,0.0
847b4c5ffffffff,5.0,0.0,0.0
847b4c7ffffffff,13.0,0.0,0.0
847b4e1ffffffff,4.0,0.0,0.0
847b4e7ffffffff,4.0,0.0,0.0
847b4ebffffffff,4.0,0.0,0.0
84962c9ffffffff,3.0,3.0,0.0
84962e5ffffffff,1.0,1.0,0.0
8497515ffffffff,2.0,2.0,0.0
84bc409ffffffff,2.0,0.0,0.0
84bc6abffffffff,2.0,0.0,0.0
84bcd05ffffffff,1.0,1.0,0.0
84bcd29ffffffff,2.0,1.0,0.0
84bcd45ffffffff,4.0,4.0,0.0
84bcd63ffffffff,1.0,0.0,0.0
84bcd67ffffffff,1.0,0.0,0.0
84bcdcdffffffff,2.0,0.0,0.0
