cell_id,Nesotriccus murinus,Nesotriccus murinus incomtus/eremonomus,Nesotriccus murinus murinus/wagae
836629fffffffff,3.0,3.0,0.0
83662bfffffffff,16.0,16.0,0.0
83662cfffffffff,50.0,50.0,0.0
83662dfffffffff,7.0,7.0,0.0
83662efffffffff,2.0,2.0,0.0
836631fffffffff,78.0,78.0,0.0
836640fffffffff,1.0,1.0,0.0
836641fffffffff,30.0,30.0,0.0
836644fffffffff,5.0,5.0,0.0
836645fffffffff,8.0,8.0,0.0
836648fffffffff,5.0,5.0,0.0
83664efffffffff,2.0,2.0,0.0
836650fffffffff,2.0,2.0,0.0
836651fffffffff,1.0,1.0,0.0
836652fffffffff,97.0,97.0,0.0
836653fffffffff,2.0,2.0,0.0
836654fffffffff,110.0,110.0,0.0
836656fffffffff,69.0,69.0,0.0
836661fffffffff,4.0,4.0,0.0
836663fffffffff,37.0,37.0,0.0
836664fffffffff,6.0,6.0,0.0
836670fffffffff,9.0,9.0,0.0
836671fffffffff,3.0,3.0,0.0
836672fffffffff,56.0,56.0,0.0
836673fffffffff,38.0,38.0,0.0
836674fffffffff,3.0,3.0,0.0
836675fffffffff,27.0,27.0,0.0
8366a0fffffffff,215.0,215.0,0.0
8366a1fffffffff,407.0,407.0,0.0
8366a2fffffffff,19.0,19.0,0.0
8366a3fffffffff,46.0,46.0,0.0
8366a5fffffffff,99.0,99.0,0.0
8366b1fffffffff,4.0,4.0,0.0
8366b5fffffffff,62.0,62.0,0.0
8366c0fffffffff,120.0,1.0,4.0
8366c1fffffffff,32.0,0.0,0.0
8366c2fffffffff,128.0,0.0,3.0
8366c3fffffffff,4.0,0.0,0.0
8366c4fffffffff,142.0,142.0,0.0
8366c5fffffffff,58.0,43.0,4.0
8366c6fffffffff,121.0,121.0,0.0
8366cdfffffffff,5.0,0.0,5.0
8366cefffffffff,40.0,0.0,2.0
8366d0fffffffff,3.0,3.0,0.0
8366d4fffffffff,1.0,1.0,0.0
8366d5fffffffff,81.0,81.0,0.0
8366dafffffffff,3.0,0.0,0.0
8366dcfffffffff,21.0,0.0,0.0
8366ddfffffffff,4.0,0.0,0.0
8366defffffffff,34.0,0.0,0.0
8366e0fffffffff,356.0,356.0,0.0
8366e1fffffffff,57.0,57.0,0.0
8366e2fffffffff,108.0,108.0,0.0
8366e3fffffffff,15.0,15.0,0.0
8366e4fffffffff,146.0,146.0,0.0
8366e5fffffffff,167.0,167.0,0.0
8366e6fffffffff,1280.0,1280.0,0.0
8366ecfffffffff,124.0,124.0,0.0
8366f0fffffffff,76.0,76.0,0.0
8366f1fffffffff,1170.0,1170.0,0.0
8366f3fffffffff,2.0,2.0,0.0
8366f5fffffffff,529.0,529.0,0.0
836740fffffffff,2.0,2.0,0.0
836741fffffffff,126.0,126.0,0.0
836742fffffffff,63.0,63.0,0.0
836743fffffffff,121.0,121.0,0.0
83674afffffffff,31.0,31.0,0.0
83674cfffffffff,533.0,533.0,0.0
83674dfffffffff,1.0,1.0,0.0
83674efffffffff,261.0,261.0,0.0
836751fffffffff,12.0,12.0,0.0
836752fffffffff,29.0,29.0,0.0
836753fffffffff,105.0,105.0,0.0
836755fffffffff,7.0,7.0,0.0
836758fffffffff,3.0,3.0,0.0
836759fffffffff,34.0,34.0,0.0
83675afffffffff,34.0,34.0,0.0
83675bfffffffff,2.0,2.0,0.0
83675cfffffffff,157.0,157.0,0.0
83675dfffffffff,5.0,5.0,0.0
83675efffffffff,16.0,16.0,0.0
838000fffffffff,4.0,0.0,4.0
838004fffffffff,2.0,0.0,2.0
838005fffffffff,7.0,0.0,7.0
838006fffffffff,5.0,0.0,5.0
838008fffffffff,1.0,0.0,1.0
83800cfffffffff,6.0,0.0,6.0
838010fffffffff,84.0,0.0,84.0
838011fffffffff,4.0,0.0,4.0
838012fffffffff,2.0,0.0,2.0
838013fffffffff,3.0,0.0,3.0
838014fffffffff,30.0,0.0,30.0
838016fffffffff,8.0,0.0,8.0
838023fffffffff,2.0,0.0,2.0
838024fffffffff,5.0,0.0,5.0
838026fffffffff,2.0,0.0,2.0
838029fffffffff,2.0,0.0,2.0
838030fffffffff,167.0,0.0,167.0
838032fffffffff,2.0,0.0,2.0
838035fffffffff,10.0,0.0,10.0
838036fffffffff,29.0,0.0,29.0
838040fffffffff,2.0,0.0,2.0
838044fffffffff,120.0,0.0,120.0
838046fffffffff,50.0,0.0,50.0
838054fffffffff,2.0,0.0,2.0
838055fffffffff,8.0,0.0,8.0
838062fffffffff,4.0,0.0,4.0
838064fffffffff,3.0,0.0,3.0
838065fffffffff,2.0,0.0,2.0
838066fffffffff,6.0,0.0,6.0
83806afffffffff,2.0,0.0,2.0
838071fffffffff,5.0,0.0,5.0
838073fffffffff,15.0,0.0,15.0
838074fffffffff,8.0,0.0,8.0
8380a4fffffffff,2.0,0.0,2.0
838100fffffffff,15.0,0.0,15.0
838101fffffffff,6.0,0.0,6.0
838102fffffffff,96.0,0.0,96.0
838104fffffffff,18.0,0.0,18.0
838106fffffffff,43.0,0.0,43.0
83810afffffffff,2.0,0.0,2.0
838110fffffffff,1.0,0.0,1.0
838114fffffffff,4.0,0.0,4.0
838115fffffffff,1.0,0.0,1.0
838119fffffffff,5.0,0.0,5.0
83811afffffffff,20.0,0.0,20.0
83811cfffffffff,3.0,0.0,3.0
83811dfffffffff,1.0,0.0,1.0
838121fffffffff,38.0,0.0,38.0
838122fffffffff,2.0,0.0,2.0
838123fffffffff,3.0,0.0,3.0
838124fffffffff,173.0,0.0,173.0
838125fffffffff,5.0,0.0,5.0
83812dfffffffff,6.0,0.0,6.0
838130fffffffff,64.0,0.0,64.0
838133fffffffff,150.0,0.0,150.0
838141fffffffff,2.0,0.0,2.0
838143fffffffff,1.0,0.0,1.0
838144fffffffff,3.0,0.0,3.0
838145fffffffff,2.0,0.0,2.0
83814afffffffff,75.0,0.0,75.0
83814dfffffffff,25.0,0.0,25.0
83814efffffffff,29.0,0.0,29.0
838150fffffffff,2.0,0.0,2.0
838151fffffffff,1.0,0.0,1.0
83815dfffffffff,32.0,0.0,32.0
838162fffffffff,12.0,0.0,12.0
838163fffffffff,5.0,0.0,5.0
838166fffffffff,2.0,0.0,2.0
838171fffffffff,27.0,0.0,27.0
838173fffffffff,2.0,0.0,2.0
838180fffffffff,1.0,0.0,1.0
838181fffffffff,2.0,0.0,2.0
838183fffffffff,5.0,0.0,5.0
838185fffffffff,3.0,0.0,3.0
838188fffffffff,29.0,0.0,29.0
83818afffffffff,5.0,0.0,5.0
83818bfffffffff,5.0,0.0,5.0
83818cfffffffff,11.0,0.0,11.0
83818efffffffff,7.0,0.0,7.0
8381a8fffffffff,2.0,0.0,2.0
8381a9fffffffff,5.0,0.0,5.0
8381aafffffffff,7.0,0.0,7.0
8381adfffffffff,98.0,0.0,98.0
8381aefffffffff,1.0,0.0,1.0
838a00fffffffff,1.0,0.0,1.0
838a05fffffffff,2.0,0.0,2.0
838a1afffffffff,4.0,0.0,4.0
838a25fffffffff,3.0,0.0,3.0
838a31fffffffff,20.0,0.0,20.0
838a45fffffffff,221.0,0.0,221.0
838a5afffffffff,1.0,0.0,1.0
838a63fffffffff,9.0,0.0,9.0
838a68fffffffff,9.0,0.0,9.0
838a69fffffffff,2.0,0.0,2.0
838a6dfffffffff,330.0,0.0,330.0
838a80fffffffff,8.0,0.0,8.0
838a82fffffffff,6.0,0.0,6.0
838a8cfffffffff,3.0,0.0,3.0
838a8dfffffffff,3.0,0.0,3.0
838a90fffffffff,5.0,0.0,5.0
838a92fffffffff,2.0,0.0,2.0
838a9cfffffffff,6.0,0.0,6.0
838a9dfffffffff,1.0,0.0,1.0
838aa9fffffffff,15.0,0.0,15.0
838aaafffffffff,4.0,0.0,4.0
838aabfffffffff,3.0,0.0,3.0
838adafffffffff,55.0,0.0,5.0
838adbfffffffff,13.0,0.0,2.0
838adcfffffffff,4.0,0.0,0.0
838adefffffffff,4.0,0.0,0.0
838af0fffffffff,28.0,0.0,28.0
838af2fffffffff,132.0,0.0,132.0
838af4fffffffff,39.0,0.0,39.0
838af6fffffffff,135.0,0.0,135.0
838b0cfffffffff,5.0,0.0,5.0
838b0dfffffffff,4.0,0.0,4.0
838b1efffffffff,2.0,0.0,2.0
838b20fffffffff,46.0,0.0,46.0
838b22fffffffff,23.0,0.0,23.0
838b25fffffffff,6.0,0.0,6.0
838b26fffffffff,6.0,0.0,6.0
838b2afffffffff,7.0,0.0,7.0
838b40fffffffff,9.0,0.0,9.0
838b44fffffffff,89.0,0.0,89.0
838b46fffffffff,3.0,0.0,3.0
838b4efffffffff,4.0,0.0,4.0
838b51fffffffff,4.0,0.0,4.0
838b52fffffffff,1.0,0.0,1.0
838b56fffffffff,3.0,0.0,3.0
838b5cfffffffff,6.0,0.0,6.0
838b61fffffffff,4.0,0.0,4.0
838b62fffffffff,4.0,0.0,4.0
838b63fffffffff,38.0,0.0,38.0
838b69fffffffff,7.0,0.0,7.0
838b71fffffffff,29.0,0.0,29.0
838b76fffffffff,3.0,0.0,3.0
838b84fffffffff,1.0,0.0,1.0
838b99fffffffff,11.0,0.0,11.0
838b9dfffffffff,17.0,0.0,17.0
838ba4fffffffff,6.0,0.0,6.0
838ba6fffffffff,13.0,0.0,13.0
838bb5fffffffff,44.0,0.0,44.0
838e64fffffffff,60.0,0.0,60.0
838e65fffffffff,12.0,0.0,12.0
838f40fffffffff,193.0,0.0,193.0
838f42fffffffff,10.0,0.0,10.0
838f43fffffffff,7.0,0.0,7.0
838f44fffffffff,4.0,0.0,4.0
838f46fffffffff,265.0,0.0,265.0
838f48fffffffff,31.0,0.0,31.0
838f4afffffffff,21.0,0.0,21.0
838f4bfffffffff,24.0,0.0,24.0
838f4cfffffffff,13.0,0.0,13.0
838f4efffffffff,4.0,0.0,4.0
838f5dfffffffff,9.0,0.0,9.0
838f61fffffffff,45.0,0.0,45.0
838f65fffffffff,7.0,0.0,7.0
838f6cfffffffff,2.0,0.0,2.0
838f71fffffffff,3.0,0.0,3.0
838f74fffffffff,25.0,0.0,0.0
83a596fffffffff,4.0,0.0,4.0
83a803fffffffff,2.0,0.0,2.0
83a806fffffffff,1.0,0.0,1.0
83a810fffffffff,2.0,0.0,2.0
83a811fffffffff,13.0,0.0,13.0
83a812fffffffff,5.0,0.0,5.0
83a813fffffffff,4.0,0.0,4.0
83a815fffffffff,2.0,0.0,2.0
83a818fffffffff,26.0,0.0,26.0
83a819fffffffff,15.0,0.0,15.0
83a81afffffffff,17.0,0.0,17.0
83a81bfffffffff,7.0,0.0,7.0
83a81cfffffffff,40.0,0.0,39.0
83a81efffffffff,76.0,0.0,76.0
83a829fffffffff,9.0,0.0,9.0
83a840fffffffff,16.0,0.0,16.0
83a841fffffffff,2.0,0.0,2.0
83a844fffffffff,4.0,0.0,4.0
83a845fffffffff,3.0,0.0,3.0
83a846fffffffff,31.0,0.0,31.0
83a84efffffffff,5.0,0.0,5.0
83a850fffffffff,4.0,0.0,4.0
83a855fffffffff,1.0,0.0,1.0
83a856fffffffff,2.0,0.0,2.0
83a859fffffffff,131.0,0.0,131.0
83a85bfffffffff,13.0,0.0,13.0
83a85dfffffffff,29.0,0.0,29.0
83a860fffffffff,9.0,0.0,9.0
83a863fffffffff,4.0,0.0,4.0
83a865fffffffff,1.0,0.0,1.0
83a866fffffffff,2.0,0.0,2.0
83a86afffffffff,2.0,0.0,2.0
83a870fffffffff,2.0,0.0,2.0
83a872fffffffff,1.0,0.0,1.0
83a876fffffffff,1.0,0.0,1.0
83a880fffffffff,4.0,0.0,4.0
83a881fffffffff,112.0,0.0,112.0
83a882fffffffff,1.0,0.0,1.0
83a883fffffffff,3.0,0.0,3.0
83a884fffffffff,1.0,0.0,1.0
83a885fffffffff,14.0,0.0,14.0
83a886fffffffff,5.0,0.0,5.0
83a888fffffffff,3.0,0.0,3.0
83a889fffffffff,7.0,0.0,7.0
83a88afffffffff,18.0,0.0,18.0
83a88bfffffffff,21.0,0.0,21.0
83a88cfffffffff,33.0,0.0,33.0
83a88dfffffffff,91.0,0.0,91.0
83a88efffffffff,139.0,0.0,139.0
83a89bfffffffff,5.0,0.0,5.0
83a89efffffffff,4.0,0.0,4.0
83a8a0fffffffff,2.0,0.0,2.0
83a8a1fffffffff,2.0,0.0,2.0
83a8a2fffffffff,40.0,0.0,40.0
83a8a3fffffffff,6.0,0.0,6.0
83a8a8fffffffff,1.0,0.0,1.0
83a8a9fffffffff,9.0,0.0,9.0
83a8aafffffffff,8.0,0.0,8.0
83a8adfffffffff,2.0,0.0,2.0
83a8aefffffffff,1.0,0.0,1.0
83a8c0fffffffff,25.0,0.0,25.0
83a8c1fffffffff,3.0,0.0,3.0
83a8c2fffffffff,6.0,0.0,6.0
83a8c4fffffffff,9.0,0.0,9.0
83a8c6fffffffff,1.0,0.0,1.0
83a8ccfffffffff,1.0,0.0,1.0
83a8cdfffffffff,2.0,0.0,2.0
83a8d0fffffffff,1.0,0.0,1.0
83a8d1fffffffff,28.0,0.0,28.0
83a8d3fffffffff,1.0,0.0,1.0
83a8d4fffffffff,24.0,0.0,24.0
83a8d5fffffffff,1.0,0.0,1.0
83a8d6fffffffff,4.0,0.0,4.0
83a8ddfffffffff,2.0,0.0,2.0
83a8defffffffff,13.0,0.0,13.0
83a8e6fffffffff,1.0,0.0,1.0
83a8ecfffffffff,3.0,0.0,3.0
83a8f0fffffffff,1.0,0.0,1.0
83a8f2fffffffff,2.0,0.0,2.0
83a8f4fffffffff,2.0,0.0,2.0
83a8f5fffffffff,3.0,0.0,3.0
83a8f6fffffffff,2.0,0.0,2.0
83a941fffffffff,22.0,0.0,22.0
83a942fffffffff,6.0,0.0,6.0
83a944fffffffff,9.0,0.0,9.0
83a945fffffffff,10.0,0.0,10.0
83a94cfffffffff,6.0,0.0,6.0
83a94dfffffffff,4.0,0.0,4.0
83a94efffffffff,11.0,0.0,11.0
83a953fffffffff,6.0,0.0,6.0
83a95dfffffffff,6.0,0.0,6.0
83a95efffffffff,25.0,0.0,25.0
83a968fffffffff,22.0,0.0,22.0
83a96afffffffff,20.0,0.0,20.0
83a96bfffffffff,4.0,0.0,4.0
83a96cfffffffff,11.0,0.0,11.0
83a96efffffffff,32.0,0.0,32.0
83a973fffffffff,2.0,0.0,2.0
83b270fffffffff,2.0,0.0,2.0
83b343fffffffff,4.0,0.0,4.0
83b344fffffffff,1.0,0.0,1.0
83b34dfffffffff,2.0,0.0,2.0
83b358fffffffff,5.0,0.0,5.0
83b35cfffffffff,10.0,0.0,10.0
83b35efffffffff,31.0,0.0,31.0
83b362fffffffff,1.0,0.0,1.0
83b366fffffffff,8.0,0.0,8.0
83b36dfffffffff,6.0,0.0,6.0
