cell_id,Chroicocephalus novaehollandiae,Chroicocephalus novaehollandiae novaehollandiae/forsteri,Chroicocephalus novaehollandiae scopulinus
83b916fffffffff,1095.0,401.0,0.0
83b91afffffffff,100.0,55.0,0.0
83b91bfffffffff,2.0,0.0,0.0
83b91efffffffff,14.0,7.0,0.0
83b933fffffffff,31.0,8.0,0.0
83b936fffffffff,136.0,39.0,0.0
83b94bfffffffff,1.0,1.0,0.0
83b959fffffffff,16.0,12.0,0.0
83b981fffffffff,8.0,2.0,0.0
83b985fffffffff,30.0,13.0,0.0
83b98efffffffff,5.0,0.0,0.0
83b991fffffffff,9.0,5.0,0.0
83b995fffffffff,2.0,2.0,0.0
83b99efffffffff,1.0,0.0,0.0
83b9a1fffffffff,117.0,57.0,0.0
83b9a4fffffffff,1.0,0.0,0.0
83b9a5fffffffff,2.0,0.0,0.0
83b9a6fffffffff,20.0,9.0,0.0
83b9a8fffffffff,2.0,2.0,0.0
83b9acfffffffff,2.0,0.0,0.0
83b9adfffffffff,2.0,0.0,0.0
83b9b0fffffffff,11.0,4.0,0.0
83b9b3fffffffff,4.0,0.0,0.0
83b9b4fffffffff,2.0,0.0,0.0
83b9b5fffffffff,2.0,0.0,0.0
83ba24fffffffff,83.0,0.0,73.0
83ba25fffffffff,4.0,0.0,2.0
83bb08fffffffff,344.0,0.0,130.0
83bb09fffffffff,361.0,0.0,205.0
83bb0afffffffff,110.0,0.0,51.0
83bb0bfffffffff,182.0,0.0,99.0
83bb0cfffffffff,141.0,0.0,31.0
83bb0dfffffffff,1.0,0.0,0.0
83bb0efffffffff,15.0,0.0,0.0
83bb28fffffffff,78.0,0.0,38.0
83bb29fffffffff,4542.0,0.0,3309.0
83bb2bfffffffff,1934.0,0.0,972.0
83bb2dfffffffff,1739.0,0.0,1239.0
83bb36fffffffff,156.0,0.0,89.0
83bb50fffffffff,4009.0,0.0,2507.0
83bb51fffffffff,121.0,0.0,58.0
83bb52fffffffff,568.0,0.0,443.0
83bb53fffffffff,2151.0,0.0,1539.0
83bb54fffffffff,68.0,0.0,58.0
83bb56fffffffff,523.0,0.0,335.0
83bb58fffffffff,93.0,0.0,80.0
83bb59fffffffff,6.0,0.0,6.0
83bb5efffffffff,345.0,0.0,234.0
83bb70fffffffff,12.0,0.0,12.0
83bb72fffffffff,103.0,0.0,49.0
83bb74fffffffff,1028.0,0.0,444.0
83bb76fffffffff,100.0,0.0,52.0
83be08fffffffff,6247.0,3653.0,0.0
83be09fffffffff,55.0,25.0,0.0
83be0afffffffff,105.0,17.0,0.0
83be0bfffffffff,88.0,24.0,0.0
83be0cfffffffff,5241.0,3418.0,0.0
83be0dfffffffff,958.0,570.0,0.0
83be0efffffffff,3255.0,1553.0,0.0
83be18fffffffff,664.0,299.0,0.0
83be1afffffffff,545.0,198.0,0.0
83be1dfffffffff,1352.0,342.0,0.0
83be29fffffffff,633.0,266.0,0.0
83be2bfffffffff,112.0,58.0,0.0
83be40fffffffff,223.0,114.0,0.0
83be41fffffffff,46.0,21.0,0.0
83be42fffffffff,5.0,2.0,0.0
83be43fffffffff,351.0,180.0,0.0
83be44fffffffff,164.0,106.0,0.0
83be45fffffffff,235.0,67.0,0.0
83be46fffffffff,72.0,50.0,0.0
83be49fffffffff,716.0,229.0,0.0
83be4afffffffff,178.0,30.0,0.0
83be4bfffffffff,197.0,100.0,0.0
83be4cfffffffff,33.0,8.0,0.0
83be4dfffffffff,172.0,72.0,0.0
83be4efffffffff,50.0,27.0,0.0
83be50fffffffff,208.0,92.0,0.0
83be51fffffffff,21.0,9.0,0.0
83be55fffffffff,95.0,44.0,0.0
83be56fffffffff,6.0,4.0,0.0
83be59fffffffff,2.0,1.0,0.0
83be5bfffffffff,39.0,24.0,0.0
83be5cfffffffff,1.0,0.0,0.0
83be5dfffffffff,99.0,36.0,0.0
83be60fffffffff,1700.0,789.0,0.0
83be61fffffffff,470.0,245.0,0.0
83be62fffffffff,7.0,1.0,0.0
83be63fffffffff,11610.0,6379.0,0.0
83be64fffffffff,4.0,0.0,0.0
83be66fffffffff,443.0,172.0,0.0
83be68fffffffff,1201.0,634.0,0.0
83be69fffffffff,273.0,100.0,0.0
83be6afffffffff,201.0,81.0,0.0
83be6bfffffffff,193.0,85.0,0.0
83be6cfffffffff,2.0,2.0,0.0
83be6efffffffff,892.0,537.0,0.0
83be70fffffffff,40.0,12.0,0.0
83be71fffffffff,84.0,58.0,0.0
83be72fffffffff,3068.0,1525.0,0.0
83be73fffffffff,18.0,5.0,0.0
83be74fffffffff,1397.0,620.0,0.0
83be75fffffffff,500.0,352.0,0.0
83be76fffffffff,685.0,256.0,0.0
83be88fffffffff,590.0,254.0,0.0
83be89fffffffff,12.0,6.0,0.0
83be8afffffffff,9.0,4.0,0.0
83be8bfffffffff,433.0,82.0,0.0
83be8dfffffffff,4845.0,2325.0,0.0
83bea9fffffffff,806.0,298.0,0.0
83beaafffffffff,1.0,0.0,0.0
83beabfffffffff,1971.0,964.0,0.0
83bec4fffffffff,2.0,0.0,0.0
83bec8fffffffff,48.0,12.0,0.0
83becdfffffffff,10.0,3.0,0.0
83bed1fffffffff,2.0,0.0,0.0
83bed2fffffffff,3.0,3.0,0.0
83bed6fffffffff,2.0,0.0,0.0
83bee1fffffffff,2.0,2.0,0.0
83bee2fffffffff,4.0,4.0,0.0
83bee5fffffffff,14.0,9.0,0.0
83bee6fffffffff,27.0,11.0,0.0
83beeafffffffff,2.0,0.0,0.0
83beecfffffffff,9.0,2.0,0.0
83bef0fffffffff,185.0,104.0,0.0
83bef2fffffffff,48.0,11.0,0.0
83bef5fffffffff,32.0,13.0,0.0
83bef6fffffffff,17.0,4.0,0.0
83bf48fffffffff,354.0,128.0,0.0
83bf49fffffffff,111.0,55.0,0.0
83bf4afffffffff,146.0,51.0,0.0
83bf4bfffffffff,1723.0,302.0,0.0
83bf4cfffffffff,4143.0,2375.0,0.0
83bf4dfffffffff,134.0,74.0,0.0
83bf4efffffffff,470.0,213.0,0.0
83bf59fffffffff,51.0,22.0,0.0
83bf5afffffffff,3.0,3.0,0.0
83bf5bfffffffff,12.0,0.0,0.0
83bf6afffffffff,2.0,0.0,0.0
83bf6bfffffffff,1136.0,613.0,0.0
83c980fffffffff,76.0,44.0,0.0
83c982fffffffff,29.0,25.0,0.0
83c983fffffffff,56.0,38.0,0.0
83c986fffffffff,723.0,485.0,0.0
83c990fffffffff,63.0,45.0,0.0
83c991fffffffff,219.0,111.0,0.0
83c992fffffffff,56.0,27.0,0.0
83c993fffffffff,1208.0,581.0,0.0
83c995fffffffff,19.0,7.0,0.0
83c996fffffffff,3.0,2.0,0.0
83c99cfffffffff,324.0,188.0,0.0
83c99efffffffff,310.0,161.0,0.0
83c9b0fffffffff,300.0,162.0,0.0
83c9b1fffffffff,413.0,276.0,0.0
83c9b3fffffffff,10.0,8.0,0.0
83c9b6fffffffff,26.0,17.0,0.0
83d44dfffffffff,174.0,0.0,121.0
83d46bfffffffff,118.0,0.0,81.0
83d892fffffffff,140.0,102.0,0.0
83d896fffffffff,318.0,163.0,0.0
83d8b6fffffffff,72.0,35.0,0.0
83da00fffffffff,73.0,0.0,47.0
83da18fffffffff,136.0,0.0,92.0
83da1afffffffff,1.0,0.0,1.0
83da1dfffffffff,1.0,0.0,1.0
83da80fffffffff,2.0,0.0,0.0
83da81fffffffff,12.0,0.0,7.0
83da82fffffffff,5.0,0.0,3.0
83da83fffffffff,5.0,0.0,3.0
83da84fffffffff,2344.0,0.0,1290.0
83da85fffffffff,430.0,0.0,293.0
83da86fffffffff,461.0,0.0,260.0
83da8cfffffffff,308.0,0.0,213.0
83da8efffffffff,247.0,0.0,193.0
83da90fffffffff,170.0,0.0,97.0
83da91fffffffff,80.0,0.0,57.0
83da92fffffffff,117.0,0.0,86.0
83da93fffffffff,14.0,0.0,14.0
83da94fffffffff,404.0,0.0,268.0
83da95fffffffff,10.0,0.0,10.0
83da96fffffffff,75.0,0.0,24.0
83da9cfffffffff,68.0,0.0,48.0
83daa8fffffffff,7.0,0.0,5.0
83daa9fffffffff,78.0,0.0,22.0
83daaafffffffff,2364.0,0.0,1484.0
83daabfffffffff,12.0,0.0,0.0
83dab3fffffffff,682.0,0.0,468.0
