cell_id,Saxicola torquatus,Saxicola torquatus [torquatus Group],Saxicola torquatus albofasciatus,Saxicola torquatus sibilla
846ad83ffffffff,3.0,0.0,0.0,0.0
846ad85ffffffff,2.0,0.0,0.0,0.0
846ad89ffffffff,8.0,0.0,0.0,0.0
846ad8bffffffff,12.0,1.0,0.0,0.0
846ad8dffffffff,20.0,2.0,0.0,0.0
846ada9ffffffff,52.0,9.0,0.0,0.0
846adc1ffffffff,310.0,60.0,0.0,0.0
846adc3ffffffff,38.0,2.0,0.0,0.0
846adc5ffffffff,13.0,0.0,0.0,0.0
846adc7ffffffff,171.0,24.0,0.0,0.0
846adc9ffffffff,7.0,0.0,0.0,0.0
846adcbffffffff,5.0,0.0,0.0,0.0
846add7ffffffff,1.0,0.0,0.0,0.0
846add9ffffffff,12.0,0.0,0.0,0.0
846adddffffffff,39.0,2.0,0.0,0.0
846ade3ffffffff,5.0,0.0,0.0,0.0
846ade7ffffffff,104.0,3.0,0.0,0.0
846ade9ffffffff,2.0,0.0,0.0,0.0
846adebffffffff,6.0,3.0,0.0,0.0
846ae85ffffffff,1.0,0.0,0.0,0.0
846aea1ffffffff,4.0,0.0,0.0,0.0
847a40bffffffff,17.0,8.0,0.0,0.0
847a41bffffffff,6.0,3.0,0.0,0.0
847a43bffffffff,2.0,2.0,0.0,0.0
847a451ffffffff,2.0,0.0,0.0,0.0
847a453ffffffff,64.0,18.0,0.0,0.0
847a455ffffffff,35.0,5.0,0.0,0.0
847a457ffffffff,18.0,5.0,0.0,0.0
847a459ffffffff,6.0,0.0,0.0,0.0
847a45bffffffff,74.0,20.0,0.0,0.0
847a489ffffffff,1.0,0.0,0.0,0.0
847a48bffffffff,4.0,0.0,0.0,0.0
847a48dffffffff,6.0,0.0,0.0,0.0
847a4c1ffffffff,6.0,0.0,0.0,0.0
847a4c7ffffffff,2.0,0.0,0.0,0.0
847a4c9ffffffff,8.0,0.0,0.0,0.0
847a4cbffffffff,26.0,3.0,0.0,0.0
847a4d1ffffffff,5.0,0.0,0.0,0.0
847a4d9ffffffff,2.0,0.0,0.0,0.0
847a4ddffffffff,81.0,11.0,0.0,0.0
847a619ffffffff,10.0,0.0,0.0,0.0
847a61bffffffff,1.0,0.0,0.0,0.0
847a643ffffffff,47.0,20.0,0.0,0.0
847a653ffffffff,13.0,9.0,0.0,0.0
847a657ffffffff,3.0,0.0,0.0,0.0
847a659ffffffff,3.0,0.0,0.0,0.0
847a683ffffffff,3.0,0.0,0.0,0.0
847a685ffffffff,3.0,0.0,0.0,0.0
847a695ffffffff,1.0,0.0,0.0,0.0
847a69dffffffff,2.0,2.0,0.0,0.0
847a6a1ffffffff,28.0,7.0,0.0,0.0
847a6a3ffffffff,8.0,3.0,0.0,0.0
847a6a5ffffffff,23.0,8.0,0.0,0.0
847a6a7ffffffff,2.0,0.0,0.0,0.0
847a6a9ffffffff,2.0,0.0,0.0,0.0
847a6adffffffff,146.0,36.0,0.0,0.0
847a6b5ffffffff,1.0,0.0,0.0,0.0
847a6b7ffffffff,6.0,4.0,0.0,0.0
847a6bdffffffff,7.0,0.0,0.0,0.0
847a6c1ffffffff,2.0,0.0,0.0,0.0
847a6c9ffffffff,3.0,0.0,0.0,0.0
847a6d1ffffffff,26.0,2.0,0.0,0.0
847a6d9ffffffff,1.0,0.0,0.0,0.0
847a6dbffffffff,4.0,2.0,0.0,0.0
847a6e5ffffffff,34.0,2.0,0.0,0.0
847a6e7ffffffff,71.0,15.0,0.0,0.0
847ac15ffffffff,1.0,0.0,0.0,0.0
847ac87ffffffff,2.0,0.0,2.0,0.0
847aca1ffffffff,3.0,0.0,0.0,0.0
847acc3ffffffff,4.0,0.0,1.0,0.0
847acc5ffffffff,80.0,0.0,43.0,0.0
847acc7ffffffff,9.0,0.0,7.0,0.0
847accdffffffff,20.0,0.0,3.0,0.0
847acd5ffffffff,15.0,0.0,11.0,0.0
847acd7ffffffff,2.0,0.0,0.0,0.0
847acd9ffffffff,3.0,0.0,0.0,0.0
847ace9ffffffff,7.0,0.0,0.0,0.0
847acedffffffff,8.0,0.0,2.0,0.0
847ad91ffffffff,3.0,0.0,3.0,0.0
847ad93ffffffff,3.0,0.0,3.0,0.0
847ad9dffffffff,2.0,0.0,0.0,0.0
847aeb3ffffffff,3.0,0.0,0.0,0.0
847b487ffffffff,20.0,8.0,0.0,0.0
847b4b1ffffffff,12.0,0.0,0.0,0.0
847b4b3ffffffff,4.0,2.0,0.0,0.0
847b4b7ffffffff,18.0,0.0,0.0,0.0
847b4b9ffffffff,90.0,24.0,0.0,0.0
847b4dbffffffff,22.0,2.0,0.0,0.0
8482125ffffffff,2.0,0.0,0.0,0.0
8482181ffffffff,3.0,0.0,0.0,0.0
84821b1ffffffff,2.0,0.0,0.0,0.0
84821b3ffffffff,3.0,0.0,0.0,0.0
8482a55ffffffff,4.0,2.0,0.0,0.0
8482a81ffffffff,2.0,0.0,0.0,0.0
8482d1dffffffff,7.0,5.0,0.0,0.0
8482d3dffffffff,22.0,6.0,0.0,0.0
8482f09ffffffff,4.0,0.0,0.0,0.0
8482f43ffffffff,8.0,0.0,0.0,0.0
8483125ffffffff,5.0,0.0,0.0,0.0
848312bffffffff,3.0,3.0,0.0,0.0
8483263ffffffff,6.0,1.0,0.0,0.0
8483305ffffffff,3.0,0.0,0.0,0.0
848330dffffffff,6.0,4.0,0.0,0.0
848332bffffffff,5.0,5.0,0.0,0.0
8483335ffffffff,9.0,3.0,0.0,0.0
8483337ffffffff,4.0,0.0,0.0,0.0
848333dffffffff,30.0,9.0,0.0,0.0
84838a5ffffffff,1.0,1.0,0.0,0.0
8483ac1ffffffff,3.0,1.0,0.0,0.0
8496003ffffffff,2.0,2.0,0.0,0.0
8496009ffffffff,4.0,2.0,0.0,0.0
8496015ffffffff,9.0,0.0,0.0,0.0
8496021ffffffff,5.0,3.0,0.0,0.0
8496025ffffffff,10.0,0.0,0.0,0.0
8496027ffffffff,2.0,0.0,0.0,0.0
849602dffffffff,24.0,7.0,0.0,0.0
8496047ffffffff,6.0,4.0,0.0,0.0
8496097ffffffff,36.0,13.0,0.0,0.0
84960bbffffffff,11.0,6.0,0.0,0.0
849615bffffffff,2.0,0.0,0.0,0.0
849615dffffffff,22.0,11.0,0.0,0.0
84961abffffffff,5.0,0.0,0.0,0.0
8496217ffffffff,2.0,2.0,0.0,0.0
8496233ffffffff,3.0,1.0,0.0,0.0
8496263ffffffff,2.0,0.0,0.0,0.0
8496283ffffffff,2.0,2.0,0.0,0.0
8496287ffffffff,2.0,0.0,0.0,0.0
84962b1ffffffff,7.0,7.0,0.0,0.0
84962b9ffffffff,15.0,5.0,0.0,0.0
84962c5ffffffff,4.0,2.0,0.0,0.0
84962c9ffffffff,11.0,3.0,0.0,0.0
84962e5ffffffff,3.0,1.0,0.0,0.0
84962ebffffffff,1.0,1.0,0.0,0.0
8496445ffffffff,1.0,0.0,0.0,0.0
8496447ffffffff,1.0,0.0,0.0,0.0
8496469ffffffff,2.0,0.0,0.0,0.0
8496489ffffffff,1.0,0.0,0.0,0.0
84964c7ffffffff,1.0,0.0,0.0,0.0
8496569ffffffff,12.0,5.0,0.0,0.0
849656bffffffff,2.0,0.0,0.0,0.0
8496627ffffffff,2.0,0.0,0.0,0.0
849662bffffffff,2.0,0.0,0.0,0.0
8496695ffffffff,1.0,0.0,0.0,0.0
84966c5ffffffff,1.0,0.0,0.0,0.0
849671bffffffff,1.0,0.0,0.0,0.0
8496757ffffffff,4.0,0.0,0.0,0.0
8496759ffffffff,5.0,2.0,0.0,0.0
8496861ffffffff,2.0,0.0,0.0,0.0
8496903ffffffff,1.0,1.0,0.0,0.0
8496907ffffffff,2.0,0.0,0.0,0.0
8496921ffffffff,10.0,6.0,0.0,0.0
8496923ffffffff,1.0,0.0,0.0,0.0
8496925ffffffff,274.0,49.0,0.0,0.0
8496931ffffffff,27.0,8.0,0.0,0.0
8496933ffffffff,6.0,0.0,0.0,0.0
8496935ffffffff,284.0,47.0,0.0,0.0
8496937ffffffff,23.0,3.0,0.0,0.0
849693dffffffff,7.0,0.0,0.0,0.0
8496a05ffffffff,2.0,0.0,0.0,0.0
8496a07ffffffff,13.0,8.0,0.0,0.0
8496a2dffffffff,31.0,0.0,0.0,0.0
8496a59ffffffff,6.0,0.0,0.0,0.0
8496a5dffffffff,58.0,2.0,0.0,0.0
8496a63ffffffff,2.0,0.0,0.0,0.0
8496a8dffffffff,6.0,4.0,0.0,0.0
8496aa9ffffffff,4.0,0.0,0.0,0.0
8496ac3ffffffff,2.0,2.0,0.0,0.0
8496b09ffffffff,21.0,0.0,0.0,0.0
8496b0bffffffff,2.0,0.0,0.0,0.0
8496b19ffffffff,17.0,6.0,0.0,0.0
8496b1bffffffff,3.0,0.0,0.0,0.0
8496b21ffffffff,4.0,4.0,0.0,0.0
8496b2bffffffff,6.0,1.0,0.0,0.0
8496b43ffffffff,5.0,2.0,0.0,0.0
8496b53ffffffff,50.0,8.0,0.0,0.0
8496b55ffffffff,14.0,1.0,0.0,0.0
8496b57ffffffff,11.0,0.0,0.0,0.0
8496b5bffffffff,2.0,0.0,0.0,0.0
8496b63ffffffff,2.0,2.0,0.0,0.0
8496b67ffffffff,12.0,4.0,0.0,0.0
8497003ffffffff,3.0,0.0,0.0,0.0
8497007ffffffff,3.0,0.0,0.0,0.0
8497027ffffffff,5.0,0.0,0.0,0.0
849702bffffffff,26.0,3.0,0.0,0.0
8497035ffffffff,35.0,12.0,0.0,0.0
8497039ffffffff,6.0,0.0,0.0,0.0
849703dffffffff,12.0,0.0,0.0,0.0
84970a7ffffffff,2.0,0.0,0.0,0.0
84970c5ffffffff,6.0,5.0,0.0,0.0
8497113ffffffff,11.0,7.0,0.0,0.0
849711bffffffff,1.0,1.0,0.0,0.0
8497199ffffffff,51.0,12.0,0.0,0.0
849719bffffffff,30.0,3.0,0.0,0.0
84971c1ffffffff,55.0,5.0,0.0,0.0
84971c3ffffffff,15.0,2.0,0.0,0.0
84971c7ffffffff,4.0,0.0,0.0,0.0
84971cbffffffff,21.0,6.0,0.0,0.0
84971d3ffffffff,3.0,0.0,0.0,0.0
84971d7ffffffff,9.0,5.0,0.0,0.0
8497289ffffffff,12.0,0.0,0.0,0.0
8497295ffffffff,1.0,0.0,0.0,0.0
84972c9ffffffff,2.0,1.0,0.0,0.0
84972cdffffffff,9.0,5.0,0.0,0.0
84972d5ffffffff,7.0,0.0,0.0,0.0
84972d7ffffffff,2.0,0.0,0.0,0.0
84972d9ffffffff,121.0,39.0,0.0,0.0
84972e3ffffffff,2.0,2.0,0.0,0.0
84972ebffffffff,10.0,5.0,0.0,0.0
8497357ffffffff,2.0,0.0,0.0,0.0
8497417ffffffff,30.0,4.0,0.0,0.0
8497419ffffffff,1.0,0.0,0.0,0.0
8497437ffffffff,10.0,1.0,0.0,0.0
8497439ffffffff,5.0,1.0,0.0,0.0
849743bffffffff,74.0,10.0,0.0,0.0
84974a9ffffffff,71.0,23.0,0.0,0.0
84974abffffffff,26.0,8.0,0.0,0.0
84974b9ffffffff,44.0,20.0,0.0,0.0
84974bbffffffff,2.0,0.0,0.0,0.0
84974cdffffffff,2.0,0.0,0.0,0.0
84974e1ffffffff,17.0,3.0,0.0,0.0
84974e3ffffffff,3.0,3.0,0.0,0.0
84974e9ffffffff,17.0,0.0,0.0,0.0
84974edffffffff,17.0,0.0,0.0,0.0
8497509ffffffff,1.0,0.0,0.0,0.0
8497513ffffffff,148.0,27.0,0.0,0.0
84975b1ffffffff,4.0,0.0,0.0,0.0
84975c5ffffffff,13.0,0.0,0.0,0.0
84975c7ffffffff,40.0,6.0,0.0,0.0
84975c9ffffffff,6.0,0.0,0.0,0.0
84975cbffffffff,3.0,1.0,0.0,0.0
84975d1ffffffff,20.0,6.0,0.0,0.0
84975d5ffffffff,2.0,0.0,0.0,0.0
84975ddffffffff,18.0,7.0,0.0,0.0
84975e1ffffffff,2.0,2.0,0.0,0.0
84975ebffffffff,2.0,0.0,0.0,0.0
849772dffffffff,1.0,0.0,0.0,0.0
8497895ffffffff,14.0,0.0,0.0,0.0
84978b7ffffffff,1.0,0.0,0.0,0.0
84978d1ffffffff,2.0,0.0,0.0,0.0
84978d9ffffffff,6.0,0.0,0.0,0.0
84978ebffffffff,16.0,0.0,0.0,0.0
8497a85ffffffff,22.0,0.0,0.0,0.0
8497a89ffffffff,8.0,0.0,0.0,0.0
8497aabffffffff,2.0,0.0,0.0,0.0
8497ac7ffffffff,3.0,0.0,0.0,0.0
84a2049ffffffff,4.0,0.0,0.0,2.0
84a210dffffffff,1.0,0.0,0.0,0.0
84a2143ffffffff,135.0,0.0,0.0,100.0
84a2147ffffffff,4.0,0.0,0.0,4.0
84a214bffffffff,31.0,0.0,0.0,23.0
84a215dffffffff,2.0,0.0,0.0,2.0
84a2163ffffffff,1.0,0.0,0.0,1.0
84a2225ffffffff,2.0,0.0,0.0,0.0
84a2227ffffffff,120.0,0.0,0.0,69.0
84a2303ffffffff,3.0,0.0,0.0,3.0
84a2307ffffffff,6.0,0.0,0.0,1.0
84a2319ffffffff,45.0,0.0,0.0,34.0
84a231bffffffff,279.0,0.0,0.0,149.0
84a231dffffffff,10.0,0.0,0.0,8.0
84a2335ffffffff,3.0,0.0,0.0,3.0
84a233dffffffff,11.0,0.0,0.0,6.0
84a2351ffffffff,2.0,0.0,0.0,1.0
84a2353ffffffff,26.0,0.0,0.0,22.0
84a2355ffffffff,1.0,0.0,0.0,1.0
84a2357ffffffff,166.0,0.0,0.0,100.0
84a2359ffffffff,13.0,0.0,0.0,13.0
84a2365ffffffff,3.0,0.0,0.0,3.0
84a2ae1ffffffff,1.0,0.0,0.0,1.0
84a2ae9ffffffff,1.0,0.0,0.0,0.0
84a2aedffffffff,10.0,0.0,0.0,10.0
84a3083ffffffff,7.0,0.0,0.0,7.0
84a3087ffffffff,2.0,0.0,0.0,2.0
84a308bffffffff,54.0,0.0,0.0,46.0
84a30d5ffffffff,1.0,0.0,0.0,1.0
84a3195ffffffff,1.0,0.0,0.0,1.0
84a319dffffffff,4.0,0.0,0.0,0.0
84a31b1ffffffff,2.0,0.0,0.0,0.0
84a31b3ffffffff,1.0,0.0,0.0,1.0
84a31bbffffffff,2.0,0.0,0.0,2.0
84a31d5ffffffff,5.0,0.0,0.0,4.0
84a3351ffffffff,15.0,0.0,0.0,0.0
84a3761ffffffff,9.0,0.0,0.0,7.0
84a3765ffffffff,7.0,0.0,0.0,2.0
84a3767ffffffff,2.0,0.0,0.0,2.0
84a38b3ffffffff,25.0,0.0,0.0,21.0
84a38b7ffffffff,7.0,0.0,0.0,5.0
84a38cbffffffff,2.0,0.0,0.0,2.0
84a3993ffffffff,1.0,0.0,0.0,1.0
84a399bffffffff,2.0,0.0,0.0,0.0
84a3a95ffffffff,1.0,0.0,0.0,1.0
84a3abbffffffff,4.0,0.0,0.0,2.0
84ac93dffffffff,8.0,0.0,0.0,0.0
84ac969ffffffff,2.0,0.0,0.0,0.0
84ad105ffffffff,1.0,0.0,0.0,0.0
84ad12bffffffff,2.0,0.0,0.0,0.0
84ad12dffffffff,6.0,6.0,0.0,0.0
84ad169ffffffff,1.0,0.0,0.0,0.0
84ad321ffffffff,86.0,36.0,0.0,0.0
84ad325ffffffff,15.0,11.0,0.0,0.0
84ad329ffffffff,143.0,55.0,0.0,0.0
84ad32dffffffff,8.0,2.0,0.0,0.0
84ad361ffffffff,18.0,10.0,0.0,0.0
84ad365ffffffff,13.0,5.0,0.0,0.0
84ad367ffffffff,139.0,68.0,0.0,0.0
84ad369ffffffff,14.0,7.0,0.0,0.0
84ad36dffffffff,30.0,13.0,0.0,0.0
84ada03ffffffff,2.0,0.0,0.0,0.0
84ada1dffffffff,2.0,2.0,0.0,0.0
84ada4dffffffff,18.0,10.0,0.0,0.0
84ada89ffffffff,2.0,0.0,0.0,0.0
84adac3ffffffff,8.0,2.0,0.0,0.0
84adacbffffffff,19.0,7.0,0.0,0.0
84adacdffffffff,3.0,0.0,0.0,0.0
84bc091ffffffff,4.0,0.0,0.0,0.0
84bc095ffffffff,10.0,0.0,0.0,0.0
84bc0bbffffffff,2.0,2.0,0.0,0.0
84bc193ffffffff,3.0,0.0,0.0,0.0
84bc197ffffffff,14.0,2.0,0.0,0.0
84bc19bffffffff,11.0,0.0,0.0,0.0
84bc1b7ffffffff,11.0,2.0,0.0,0.0
84bc1bbffffffff,3.0,1.0,0.0,0.0
84bc409ffffffff,13.0,5.0,0.0,0.0
84bc40dffffffff,49.0,0.0,0.0,0.0
84bc411ffffffff,15.0,3.0,0.0,0.0
84bc41dffffffff,3.0,0.0,0.0,0.0
84bc431ffffffff,4.0,2.0,0.0,0.0
84bc437ffffffff,1.0,0.0,0.0,0.0
84bc443ffffffff,4.0,0.0,0.0,0.0
84bc447ffffffff,1.0,0.0,0.0,0.0
84bc453ffffffff,4.0,0.0,0.0,0.0
84bc455ffffffff,29.0,2.0,0.0,0.0
84bc457ffffffff,12.0,2.0,0.0,0.0
84bc481ffffffff,4.0,1.0,0.0,0.0
84bc483ffffffff,1.0,0.0,0.0,0.0
84bc485ffffffff,2.0,0.0,0.0,0.0
84bc491ffffffff,3.0,0.0,0.0,0.0
84bc497ffffffff,3.0,0.0,0.0,0.0
84bc499ffffffff,2.0,2.0,0.0,0.0
84bc49bffffffff,32.0,5.0,0.0,0.0
84bc49dffffffff,6.0,0.0,0.0,0.0
84bc4a3ffffffff,3.0,0.0,0.0,0.0
84bc4b9ffffffff,3.0,3.0,0.0,0.0
84bc4bbffffffff,22.0,13.0,0.0,0.0
84bc4bdffffffff,3.0,2.0,0.0,0.0
84bc4cbffffffff,4.0,0.0,0.0,0.0
84bc4d1ffffffff,3.0,1.0,0.0,0.0
84bc4d3ffffffff,3.0,2.0,0.0,0.0
84bc4d5ffffffff,5.0,2.0,0.0,0.0
84bc4d7ffffffff,5.0,2.0,0.0,0.0
84bc4d9ffffffff,18.0,6.0,0.0,0.0
84bc4dbffffffff,7.0,1.0,0.0,0.0
84bc4ddffffffff,38.0,17.0,0.0,0.0
84bc503ffffffff,1.0,0.0,0.0,0.0
84bc50bffffffff,12.0,0.0,0.0,0.0
84bc519ffffffff,4.0,0.0,0.0,0.0
84bc51bffffffff,2.0,2.0,0.0,0.0
84bc529ffffffff,5.0,5.0,0.0,0.0
84bc52bffffffff,2.0,0.0,0.0,0.0
84bc543ffffffff,2.0,2.0,0.0,0.0
84bc545ffffffff,1.0,0.0,0.0,0.0
84bc549ffffffff,1.0,1.0,0.0,0.0
84bc581ffffffff,2.0,0.0,0.0,0.0
84bc5cbffffffff,1.0,0.0,0.0,0.0
84bc5edffffffff,8.0,0.0,0.0,0.0
84bc683ffffffff,25.0,6.0,0.0,0.0
84bc687ffffffff,76.0,23.0,0.0,0.0
84bc695ffffffff,18.0,4.0,0.0,0.0
84bc697ffffffff,39.0,26.0,0.0,0.0
84bc6a3ffffffff,114.0,34.0,0.0,0.0
84bc6abffffffff,112.0,38.0,0.0,0.0
84bc6b1ffffffff,26.0,10.0,0.0,0.0
84bc6b3ffffffff,40.0,3.0,0.0,0.0
84bc6b5ffffffff,11.0,0.0,0.0,0.0
84bc6b7ffffffff,11.0,4.0,0.0,0.0
84bc6b9ffffffff,19.0,7.0,0.0,0.0
84bc6bbffffffff,33.0,13.0,0.0,0.0
84bc6bdffffffff,61.0,28.0,0.0,0.0
84bc717ffffffff,23.0,7.0,0.0,0.0
84bc723ffffffff,2.0,0.0,0.0,0.0
84bc731ffffffff,4.0,0.0,0.0,0.0
84bc735ffffffff,4.0,2.0,0.0,0.0
84bc737ffffffff,19.0,2.0,0.0,0.0
84bc739ffffffff,2.0,0.0,0.0,0.0
84bc73bffffffff,4.0,2.0,0.0,0.0
84bc891ffffffff,22.0,18.0,0.0,0.0
84bc893ffffffff,1.0,1.0,0.0,0.0
84bc897ffffffff,3.0,0.0,0.0,0.0
84bc899ffffffff,19.0,3.0,0.0,0.0
84bc8b3ffffffff,2.0,0.0,0.0,0.0
84bc8d3ffffffff,3.0,3.0,0.0,0.0
84bc991ffffffff,2.0,0.0,0.0,0.0
84bcc05ffffffff,10.0,10.0,0.0,0.0
84bcc07ffffffff,6.0,6.0,0.0,0.0
84bcc09ffffffff,2.0,2.0,0.0,0.0
84bcc0dffffffff,10.0,10.0,0.0,0.0
84bcc15ffffffff,2.0,0.0,0.0,0.0
84bcc17ffffffff,18.0,13.0,0.0,0.0
84bcc21ffffffff,34.0,5.0,0.0,0.0
84bcc23ffffffff,243.0,67.0,0.0,0.0
84bcc25ffffffff,7.0,3.0,0.0,0.0
84bcc27ffffffff,30.0,8.0,0.0,0.0
84bcc29ffffffff,23.0,3.0,0.0,0.0
84bcc2bffffffff,83.0,22.0,0.0,0.0
84bcc2dffffffff,11.0,0.0,0.0,0.0
84bcc31ffffffff,3.0,2.0,0.0,0.0
84bcc33ffffffff,22.0,7.0,0.0,0.0
84bcc35ffffffff,131.0,39.0,0.0,0.0
84bcc37ffffffff,2.0,0.0,0.0,0.0
84bcc3bffffffff,9.0,6.0,0.0,0.0
84bcc3dffffffff,302.0,70.0,0.0,0.0
84bcc41ffffffff,2.0,2.0,0.0,0.0
84bcc45ffffffff,8.0,2.0,0.0,0.0
84bcc49ffffffff,43.0,6.0,0.0,0.0
84bcc4bffffffff,86.0,31.0,0.0,0.0
84bcc4dffffffff,9.0,2.0,0.0,0.0
84bcc51ffffffff,2.0,0.0,0.0,0.0
84bcc5bffffffff,4.0,4.0,0.0,0.0
84bcc61ffffffff,3.0,0.0,0.0,0.0
84bcc65ffffffff,153.0,81.0,0.0,0.0
84bcc67ffffffff,5.0,0.0,0.0,0.0
84bcc69ffffffff,32.0,3.0,0.0,0.0
84bcc6bffffffff,2.0,2.0,0.0,0.0
84bcc6dffffffff,371.0,142.0,0.0,0.0
84bcca5ffffffff,7.0,7.0,0.0,0.0
84bcca9ffffffff,3.0,0.0,0.0,0.0
84bccc7ffffffff,11.0,2.0,0.0,0.0
84bcce9ffffffff,2.0,2.0,0.0,0.0
84bccedffffffff,2.0,2.0,0.0,0.0
84bcd01ffffffff,56.0,15.0,0.0,0.0
84bcd03ffffffff,5.0,0.0,0.0,0.0
84bcd05ffffffff,18.0,0.0,0.0,0.0
84bcd07ffffffff,134.0,45.0,0.0,0.0
84bcd09ffffffff,9.0,9.0,0.0,0.0
84bcd0bffffffff,6.0,6.0,0.0,0.0
84bcd0dffffffff,2.0,0.0,0.0,0.0
84bcd11ffffffff,9.0,0.0,0.0,0.0
84bcd13ffffffff,4.0,4.0,0.0,0.0
84bcd15ffffffff,86.0,33.0,0.0,0.0
84bcd19ffffffff,31.0,12.0,0.0,0.0
84bcd1bffffffff,3.0,0.0,0.0,0.0
84bcd1dffffffff,87.0,25.0,0.0,0.0
84bcd21ffffffff,36.0,8.0,0.0,0.0
84bcd25ffffffff,14.0,10.0,0.0,0.0
84bcd27ffffffff,16.0,2.0,0.0,0.0
84bcd29ffffffff,23.0,2.0,0.0,0.0
84bcd2dffffffff,2.0,0.0,0.0,0.0
84bcd37ffffffff,3.0,3.0,0.0,0.0
84bcd39ffffffff,1.0,1.0,0.0,0.0
84bcd3bffffffff,1.0,0.0,0.0,0.0
84bcd3dffffffff,19.0,12.0,0.0,0.0
84bcd41ffffffff,2.0,0.0,0.0,0.0
84bcd43ffffffff,67.0,16.0,0.0,0.0
84bcd45ffffffff,2.0,2.0,0.0,0.0
84bcd47ffffffff,2.0,0.0,0.0,0.0
84bcd4bffffffff,28.0,15.0,0.0,0.0
84bcd51ffffffff,18.0,8.0,0.0,0.0
84bcd53ffffffff,1.0,1.0,0.0,0.0
84bcd55ffffffff,11.0,6.0,0.0,0.0
84bcd57ffffffff,18.0,6.0,0.0,0.0
84bcd59ffffffff,3.0,3.0,0.0,0.0
84bcd5bffffffff,3.0,0.0,0.0,0.0
84bcd5dffffffff,3.0,3.0,0.0,0.0
84bcd63ffffffff,7.0,2.0,0.0,0.0
84bcd67ffffffff,27.0,3.0,0.0,0.0
84bcd6dffffffff,51.0,26.0,0.0,0.0
84bcd81ffffffff,5.0,0.0,0.0,0.0
84bcd85ffffffff,4.0,0.0,0.0,0.0
84bcd8bffffffff,2.0,0.0,0.0,0.0
84bcd8dffffffff,1.0,1.0,0.0,0.0
84bcdc1ffffffff,44.0,12.0,0.0,0.0
84bcdc3ffffffff,8.0,0.0,0.0,0.0
84bcdc7ffffffff,3.0,0.0,0.0,0.0
84bcdc9ffffffff,225.0,63.0,0.0,0.0
84bcdcbffffffff,3.0,2.0,0.0,0.0
84bcdcdffffffff,49.0,20.0,0.0,0.0
84bcdd1ffffffff,30.0,4.0,0.0,0.0
84bcdd5ffffffff,1.0,0.0,0.0,0.0
84bcdd9ffffffff,7.0,2.0,0.0,0.0
84bcde3ffffffff,6.0,3.0,0.0,0.0
84bcde5ffffffff,1.0,0.0,0.0,0.0
84bcdebffffffff,60.0,6.0,0.0,0.0
84bce05ffffffff,11.0,4.0,0.0,0.0
84bce09ffffffff,4.0,1.0,0.0,0.0
84bce0dffffffff,6.0,4.0,0.0,0.0
84bce13ffffffff,7.0,0.0,0.0,0.0
84bce21ffffffff,46.0,17.0,0.0,0.0
84bce27ffffffff,26.0,22.0,0.0,0.0
84bce29ffffffff,519.0,196.0,0.0,0.0
84bce2bffffffff,44.0,19.0,0.0,0.0
84bce2dffffffff,39.0,22.0,0.0,0.0
84bce35ffffffff,2.0,0.0,0.0,0.0
84bce37ffffffff,5.0,0.0,0.0,0.0
