cell_id,Empidonax difficilis,Empidonax difficilis [difficilis Group],Empidonax difficilis occidentalis/hellmayri,Empidonax difficilis difficilis x hellmayri
8426909ffffffff,2.0,0.0,2.0,0.0
8426915ffffffff,2.0,0.0,2.0,0.0
8426961ffffffff,26.0,0.0,12.0,0.0
8426963ffffffff,7.0,0.0,7.0,0.0
8426965ffffffff,2.0,0.0,2.0,0.0
8426969ffffffff,5.0,0.0,3.0,0.0
842696bffffffff,61.0,0.0,59.0,0.0
8426983ffffffff,8.0,0.0,8.0,0.0
8426987ffffffff,5.0,0.0,3.0,0.0
8426989ffffffff,10.0,0.0,6.0,0.0
8426991ffffffff,2.0,0.0,2.0,0.0
8426995ffffffff,1.0,0.0,1.0,0.0
842699dffffffff,2.0,0.0,2.0,0.0
84269abffffffff,2.0,0.0,2.0,0.0
84269adffffffff,2.0,0.0,2.0,0.0
84269b9ffffffff,2.0,0.0,2.0,0.0
84269c5ffffffff,9.0,0.0,8.0,0.0
84269c7ffffffff,5.0,0.0,5.0,0.0
84269cbffffffff,18.0,0.0,18.0,0.0
84269cdffffffff,7.0,0.0,7.0,0.0
84269d1ffffffff,2.0,0.0,2.0,0.0
84269d5ffffffff,11.0,0.0,6.0,0.0
84269d7ffffffff,2.0,0.0,2.0,0.0
84269d9ffffffff,2.0,0.0,2.0,0.0
84269e1ffffffff,2.0,0.0,2.0,0.0
84269ebffffffff,2.0,0.0,2.0,0.0
8426a19ffffffff,9.0,0.0,9.0,0.0
8426a2bffffffff,2.0,0.0,2.0,0.0
8426a41ffffffff,2.0,0.0,2.0,0.0
8426a51ffffffff,2.0,0.0,2.0,0.0
8426a59ffffffff,1.0,0.0,1.0,0.0
8426a87ffffffff,17.0,0.0,17.0,0.0
8426a89ffffffff,2.0,0.0,2.0,0.0
8426a8bffffffff,4.0,0.0,4.0,0.0
8426a8dffffffff,4.0,0.0,4.0,0.0
8426a95ffffffff,2.0,0.0,2.0,0.0
8426a97ffffffff,5.0,0.0,5.0,0.0
8426a9dffffffff,7.0,0.0,7.0,0.0
8426aa5ffffffff,3.0,0.0,3.0,0.0
8426aa7ffffffff,5.0,0.0,5.0,0.0
8426aa9ffffffff,5.0,0.0,5.0,0.0
8426aabffffffff,2.0,0.0,0.0,0.0
8426ab3ffffffff,4.0,0.0,2.0,0.0
8426ab5ffffffff,8.0,0.0,8.0,0.0
8426ab7ffffffff,10.0,0.0,9.0,0.0
8426ac5ffffffff,2.0,0.0,2.0,0.0
8426acbffffffff,1.0,0.0,0.0,0.0
8426ae3ffffffff,5.0,0.0,5.0,0.0
8426ae7ffffffff,2.0,0.0,0.0,0.0
8426ae9ffffffff,2.0,0.0,2.0,0.0
8426aebffffffff,4.0,0.0,4.0,0.0
8426b3dffffffff,4.0,0.0,4.0,0.0
8426b47ffffffff,2.0,0.0,2.0,0.0
8426b65ffffffff,1.0,0.0,1.0,0.0
8426d05ffffffff,1.0,0.0,0.0,0.0
8426d2bffffffff,1.0,0.0,0.0,0.0
8426d35ffffffff,4.0,0.0,0.0,0.0
8426d49ffffffff,3.0,0.0,2.0,0.0
8426d4bffffffff,2.0,0.0,0.0,0.0
8426d5dffffffff,2.0,0.0,0.0,0.0
8426d6bffffffff,5.0,0.0,0.0,0.0
8426de7ffffffff,4.0,0.0,2.0,0.0
8426dedffffffff,2.0,0.0,2.0,0.0
8426f25ffffffff,8.0,0.0,8.0,0.0
8426f2dffffffff,31.0,0.0,25.0,0.0
8426f3dffffffff,3.0,0.0,3.0,0.0
84278b1ffffffff,3.0,0.0,3.0,0.0
84278b7ffffffff,4.0,0.0,4.0,0.0
8427901ffffffff,2.0,0.0,2.0,0.0
8427927ffffffff,1.0,0.0,1.0,0.0
842792bffffffff,6.0,0.0,6.0,0.0
8427937ffffffff,4.0,0.0,4.0,0.0
842795bffffffff,7.0,0.0,7.0,0.0
8427993ffffffff,1.0,0.0,1.0,0.0
84279d3ffffffff,2.0,0.0,2.0,0.0
8427b2bffffffff,33.0,0.0,31.0,0.0
8428023ffffffff,53.0,51.0,0.0,0.0
842802bffffffff,18.0,11.0,0.0,0.0
8428063ffffffff,2.0,2.0,0.0,0.0
8428067ffffffff,4.0,4.0,0.0,0.0
8428069ffffffff,3.0,3.0,0.0,0.0
8428103ffffffff,2.0,2.0,0.0,0.0
8428107ffffffff,1.0,1.0,0.0,0.0
8428109ffffffff,19.0,17.0,0.0,0.0
842810bffffffff,6.0,4.0,0.0,0.0
8428111ffffffff,2.0,2.0,0.0,0.0
8428119ffffffff,5.0,4.0,0.0,0.0
8428123ffffffff,1.0,1.0,0.0,0.0
8428137ffffffff,2.0,2.0,0.0,0.0
842813bffffffff,2.0,2.0,0.0,0.0
8428147ffffffff,6.0,0.0,6.0,0.0
8428149ffffffff,10.0,10.0,0.0,0.0
8428151ffffffff,23.0,23.0,0.0,0.0
8428153ffffffff,4.0,4.0,0.0,0.0
8428155ffffffff,12.0,12.0,0.0,0.0
8428157ffffffff,17.0,17.0,0.0,0.0
8428189ffffffff,1.0,1.0,0.0,0.0
842818bffffffff,8.0,6.0,0.0,0.0
842818dffffffff,12.0,4.0,0.0,0.0
84281b3ffffffff,2.0,2.0,0.0,0.0
84281b5ffffffff,5.0,5.0,0.0,0.0
84281c3ffffffff,14.0,10.0,0.0,0.0
84281cbffffffff,17.0,13.0,0.0,0.0
84281d5ffffffff,7.0,5.0,0.0,0.0
84281ddffffffff,4.0,4.0,0.0,0.0
84281e5ffffffff,63.0,51.0,1.0,0.0
84281e7ffffffff,5.0,5.0,0.0,0.0
84281e9ffffffff,6.0,4.0,0.0,0.0
84281ebffffffff,8.0,8.0,0.0,0.0
84281edffffffff,6.0,4.0,0.0,0.0
8428301ffffffff,20.0,20.0,0.0,0.0
8428303ffffffff,32.0,30.0,0.0,0.0
8428305ffffffff,60.0,59.0,0.0,0.0
8428307ffffffff,37.0,33.0,0.0,0.0
8428309ffffffff,177.0,159.0,0.0,0.0
842830bffffffff,5.0,2.0,0.0,0.0
842830dffffffff,25.0,20.0,0.0,0.0
8428321ffffffff,3.0,3.0,0.0,0.0
8428325ffffffff,2.0,2.0,0.0,0.0
8428327ffffffff,26.0,23.0,0.0,0.0
8428329ffffffff,7.0,7.0,0.0,0.0
842832bffffffff,7.0,7.0,0.0,0.0
8428331ffffffff,1.0,0.0,0.0,0.0
8428335ffffffff,2.0,2.0,0.0,0.0
8428339ffffffff,4.0,4.0,0.0,0.0
8428341ffffffff,21.0,19.0,0.0,0.0
8428343ffffffff,48.0,39.0,0.0,0.0
8428345ffffffff,7.0,7.0,0.0,0.0
8428347ffffffff,32.0,29.0,0.0,0.0
842834dffffffff,43.0,39.0,0.0,0.0
8428355ffffffff,21.0,12.0,0.0,0.0
8428357ffffffff,45.0,42.0,0.0,0.0
8428361ffffffff,43.0,43.0,0.0,0.0
8428363ffffffff,308.0,303.0,0.0,0.0
8428367ffffffff,185.0,185.0,0.0,0.0
842836bffffffff,52.0,51.0,0.0,0.0
8428807ffffffff,2.0,0.0,2.0,0.0
8428809ffffffff,3.0,0.0,3.0,0.0
842880dffffffff,13.0,0.0,10.0,3.0
8428813ffffffff,4.0,0.0,0.0,0.0
8428817ffffffff,4.0,2.0,0.0,0.0
8428841ffffffff,19.0,0.0,19.0,0.0
8428843ffffffff,24.0,0.0,20.0,0.0
8428845ffffffff,3.0,0.0,2.0,0.0
8428847ffffffff,96.0,7.0,21.0,0.0
8428863ffffffff,6.0,0.0,5.0,0.0
842886dffffffff,5.0,0.0,3.0,0.0
8428887ffffffff,1.0,0.0,0.0,0.0
842888dffffffff,3.0,1.0,2.0,0.0
8428895ffffffff,2.0,2.0,0.0,0.0
84288c1ffffffff,6.0,6.0,0.0,0.0
84288c5ffffffff,41.0,41.0,0.0,0.0
84288c7ffffffff,9.0,9.0,0.0,0.0
84288cdffffffff,2.0,2.0,0.0,0.0
84288dbffffffff,2.0,2.0,0.0,0.0
84288e3ffffffff,2.0,1.0,1.0,0.0
84288e5ffffffff,1.0,0.0,0.0,0.0
84288e7ffffffff,2.0,0.0,0.0,0.0
84288e9ffffffff,1.0,1.0,0.0,0.0
84288ebffffffff,3.0,3.0,0.0,0.0
84288edffffffff,2.0,2.0,0.0,0.0
8428937ffffffff,9.0,0.0,9.0,0.0
8428941ffffffff,10.0,0.0,3.0,0.0
842894bffffffff,3.0,0.0,3.0,0.0
8428955ffffffff,1.0,0.0,1.0,0.0
8428957ffffffff,2.0,0.0,2.0,0.0
8428995ffffffff,2.0,0.0,0.0,0.0
84289abffffffff,6.0,0.0,6.0,0.0
84289b5ffffffff,2.0,0.0,2.0,0.0
84289d3ffffffff,2.0,0.0,0.0,2.0
84289d9ffffffff,1.0,0.0,1.0,0.0
84289dbffffffff,1.0,0.0,1.0,0.0
8428a01ffffffff,2.0,0.0,2.0,0.0
8428a11ffffffff,6.0,2.0,0.0,0.0
8428a17ffffffff,2.0,0.0,2.0,0.0
8428a35ffffffff,4.0,0.0,4.0,0.0
8428a53ffffffff,2.0,0.0,2.0,0.0
8428a67ffffffff,2.0,0.0,2.0,0.0
8428a69ffffffff,2.0,0.0,2.0,0.0
8428a6dffffffff,1.0,0.0,1.0,0.0
8428a91ffffffff,2.0,2.0,0.0,0.0
8428aa1ffffffff,8.0,8.0,0.0,0.0
8428aabffffffff,2.0,2.0,0.0,0.0
8428ab5ffffffff,2.0,2.0,0.0,0.0
8428ad1ffffffff,2.0,0.0,0.0,0.0
8428addffffffff,2.0,2.0,0.0,0.0
8428ae1ffffffff,7.0,2.0,0.0,0.0
8428ae9ffffffff,9.0,3.0,0.0,0.0
8428b0bffffffff,2.0,0.0,2.0,0.0
8428b29ffffffff,2.0,0.0,2.0,0.0
8428b2bffffffff,2.0,0.0,0.0,0.0
8428b57ffffffff,22.0,0.0,22.0,0.0
8428b61ffffffff,2.0,0.0,2.0,0.0
8428b69ffffffff,2.0,0.0,0.0,0.0
8428b6dffffffff,1.0,0.0,1.0,0.0
8428c21ffffffff,4.0,4.0,0.0,0.0
8428c23ffffffff,2.0,2.0,0.0,0.0
8428c25ffffffff,1.0,1.0,0.0,0.0
8428c27ffffffff,5.0,5.0,0.0,0.0
8428c2dffffffff,3.0,3.0,0.0,0.0
8428c35ffffffff,3.0,3.0,0.0,0.0
8428c61ffffffff,3.0,3.0,0.0,0.0
8428c67ffffffff,2.0,2.0,0.0,0.0
8428c6dffffffff,2.0,2.0,0.0,0.0
8428d13ffffffff,8.0,8.0,0.0,0.0
8428d15ffffffff,4.0,4.0,0.0,0.0
8428d17ffffffff,7.0,7.0,0.0,0.0
8428d19ffffffff,7.0,7.0,0.0,0.0
8428d1bffffffff,62.0,62.0,0.0,0.0
8428d33ffffffff,3.0,3.0,0.0,0.0
8428d43ffffffff,14.0,14.0,0.0,0.0
8428d49ffffffff,1.0,1.0,0.0,0.0
8428d51ffffffff,5.0,5.0,0.0,0.0
8428d53ffffffff,3.0,3.0,0.0,0.0
8428d55ffffffff,15.0,15.0,0.0,0.0
8428d57ffffffff,2.0,2.0,0.0,0.0
8428d59ffffffff,7.0,7.0,0.0,0.0
8428d5bffffffff,2.0,2.0,0.0,0.0
8428d5dffffffff,47.0,47.0,0.0,0.0
8428d81ffffffff,2.0,2.0,0.0,0.0
8428d8bffffffff,2.0,2.0,0.0,0.0
8428d8dffffffff,2.0,2.0,0.0,0.0
8428dc7ffffffff,1.0,1.0,0.0,0.0
8428dc9ffffffff,22.0,22.0,0.0,0.0
8428de1ffffffff,35.0,35.0,0.0,0.0
8428de9ffffffff,40.0,40.0,0.0,0.0
8428debffffffff,2.0,2.0,0.0,0.0
8428dedffffffff,12.0,12.0,0.0,0.0
8428f01ffffffff,15.0,15.0,0.0,0.0
8428f03ffffffff,2.0,2.0,0.0,0.0
8428f05ffffffff,2.0,2.0,0.0,0.0
8428f07ffffffff,3.0,3.0,0.0,0.0
8428f09ffffffff,2.0,2.0,0.0,0.0
8428f0bffffffff,2.0,2.0,0.0,0.0
8428f11ffffffff,2.0,2.0,0.0,0.0
8428f17ffffffff,4.0,4.0,0.0,0.0
8428f23ffffffff,5.0,5.0,0.0,0.0
8428f27ffffffff,2.0,2.0,0.0,0.0
8428f37ffffffff,45.0,42.0,0.0,0.0
8428f3dffffffff,7.0,7.0,0.0,0.0
8428f43ffffffff,24.0,5.0,0.0,0.0
8428f47ffffffff,2.0,2.0,0.0,0.0
8428f4bffffffff,9.0,9.0,0.0,0.0
8428f51ffffffff,6.0,6.0,0.0,0.0
8428f55ffffffff,1.0,0.0,0.0,0.0
8428f59ffffffff,2.0,2.0,0.0,0.0
8428f5dffffffff,4.0,4.0,0.0,0.0
8428f67ffffffff,4.0,4.0,0.0,0.0
8429121ffffffff,3.0,1.0,0.0,0.0
8429125ffffffff,4.0,4.0,0.0,0.0
8429127ffffffff,19.0,13.0,0.0,0.0
842912dffffffff,6.0,6.0,0.0,0.0
8429135ffffffff,7.0,7.0,0.0,0.0
842913dffffffff,2.0,2.0,0.0,0.0
84291a7ffffffff,23.0,18.0,0.0,0.0
842980bffffffff,11.0,0.0,0.0,0.0
842980dffffffff,6.0,0.0,0.0,0.0
8429841ffffffff,7.0,0.0,0.0,0.0
8429849ffffffff,12.0,0.0,0.0,0.0
842984dffffffff,2.0,0.0,0.0,0.0
8429855ffffffff,3.0,2.0,0.0,0.0
8429859ffffffff,2.0,2.0,0.0,0.0
8429863ffffffff,5.0,0.0,2.0,0.0
8429869ffffffff,4.0,0.0,0.0,0.0
842986bffffffff,8.0,4.0,0.0,0.0
8429891ffffffff,4.0,4.0,0.0,0.0
8429899ffffffff,4.0,4.0,0.0,0.0
842989bffffffff,10.0,0.0,0.0,0.0
84298a1ffffffff,1.0,0.0,1.0,0.0
84298c1ffffffff,4.0,4.0,0.0,0.0
84298c9ffffffff,8.0,8.0,0.0,0.0
84298cbffffffff,25.0,1.0,22.0,0.0
84298cdffffffff,24.0,18.0,0.0,0.0
84298d1ffffffff,2.0,2.0,0.0,0.0
84298d3ffffffff,11.0,0.0,11.0,0.0
84298d5ffffffff,2.0,0.0,2.0,0.0
84298d7ffffffff,1.0,1.0,0.0,0.0
84298ddffffffff,77.0,2.0,73.0,0.0
84298e9ffffffff,2.0,0.0,0.0,0.0
842990bffffffff,3.0,0.0,2.0,0.0
842992bffffffff,2.0,0.0,2.0,0.0
8429953ffffffff,10.0,0.0,4.0,0.0
8429989ffffffff,3.0,0.0,3.0,0.0
8429995ffffffff,1.0,0.0,1.0,0.0
84299b3ffffffff,4.0,0.0,4.0,0.0
84299bbffffffff,325.0,0.0,325.0,0.0
84299bdffffffff,5.0,0.0,5.0,0.0
84299ebffffffff,36.0,0.0,36.0,0.0
8429a01ffffffff,31.0,15.0,0.0,0.0
8429a03ffffffff,12.0,9.0,0.0,0.0
8429a05ffffffff,38.0,29.0,0.0,0.0
8429a07ffffffff,4.0,2.0,0.0,0.0
8429a09ffffffff,66.0,61.0,0.0,0.0
8429a0bffffffff,107.0,105.0,0.0,0.0
8429a0dffffffff,2.0,2.0,0.0,0.0
8429a11ffffffff,8.0,1.0,0.0,0.0
8429a13ffffffff,3.0,3.0,0.0,0.0
8429a15ffffffff,2.0,0.0,0.0,0.0
8429a17ffffffff,5.0,2.0,0.0,0.0
8429a19ffffffff,11.0,11.0,0.0,0.0
8429a1bffffffff,11.0,9.0,0.0,0.0
8429a1dffffffff,56.0,54.0,0.0,0.0
8429a23ffffffff,9.0,2.0,0.0,0.0
8429a25ffffffff,2.0,0.0,0.0,0.0
8429a27ffffffff,1.0,0.0,0.0,0.0
8429a29ffffffff,6.0,4.0,0.0,0.0
8429a31ffffffff,5.0,0.0,0.0,0.0
8429a3bffffffff,21.0,1.0,2.0,0.0
8429a3dffffffff,10.0,2.0,0.0,0.0
8429a41ffffffff,103.0,87.0,0.0,0.0
8429a43ffffffff,7.0,7.0,0.0,0.0
8429a45ffffffff,8.0,8.0,0.0,0.0
8429a47ffffffff,5.0,3.0,0.0,0.0
8429a4bffffffff,33.0,33.0,0.0,0.0
8429a4dffffffff,34.0,29.0,0.0,0.0
8429a51ffffffff,2.0,0.0,0.0,0.0
8429a55ffffffff,47.0,42.0,0.0,0.0
8429a57ffffffff,169.0,160.0,0.0,0.0
8429a61ffffffff,1.0,1.0,0.0,0.0
8429a63ffffffff,18.0,12.0,0.0,0.0
8429a65ffffffff,1.0,0.0,0.0,0.0
8429a67ffffffff,7.0,0.0,0.0,0.0
8429a69ffffffff,29.0,29.0,0.0,0.0
8429a6dffffffff,39.0,30.0,0.0,0.0
8429a81ffffffff,11.0,11.0,0.0,0.0
8429a85ffffffff,2.0,2.0,0.0,0.0
8429a8dffffffff,2.0,2.0,0.0,0.0
8429a93ffffffff,5.0,5.0,0.0,0.0
8429a99ffffffff,1.0,1.0,0.0,0.0
8429a9bffffffff,7.0,5.0,0.0,0.0
8429aa1ffffffff,1.0,1.0,0.0,0.0
8429aa7ffffffff,1.0,1.0,0.0,0.0
8429aa9ffffffff,110.0,110.0,0.0,0.0
8429aabffffffff,75.0,75.0,0.0,0.0
8429ab7ffffffff,2.0,0.0,0.0,0.0
8429abdffffffff,1.0,0.0,0.0,0.0
8429ac9ffffffff,18.0,15.0,0.0,0.0
8429acbffffffff,2.0,2.0,0.0,0.0
8429acdffffffff,2.0,2.0,0.0,0.0
8429ad1ffffffff,13.0,7.0,0.0,0.0
8429ad3ffffffff,1.0,1.0,0.0,0.0
8429ad9ffffffff,2.0,0.0,0.0,0.0
8429addffffffff,9.0,6.0,0.0,0.0
8429ae1ffffffff,4.0,4.0,0.0,0.0
8429ae3ffffffff,25.0,25.0,0.0,0.0
8429ae5ffffffff,4.0,3.0,0.0,0.0
8429ae7ffffffff,36.0,36.0,0.0,0.0
8429aedffffffff,9.0,4.0,0.0,0.0
8429b09ffffffff,20.0,11.0,0.0,0.0
8429b0bffffffff,10.0,2.0,0.0,0.0
8429b0dffffffff,1.0,1.0,0.0,0.0
8429b11ffffffff,2.0,0.0,0.0,0.0
8429b19ffffffff,1.0,0.0,0.0,0.0
8429b1bffffffff,4.0,0.0,0.0,0.0
8429b1dffffffff,2.0,0.0,0.0,0.0
8429b25ffffffff,10.0,0.0,10.0,0.0
8429b2dffffffff,5.0,2.0,3.0,0.0
8429b51ffffffff,3.0,3.0,0.0,0.0
8429b55ffffffff,11.0,0.0,0.0,0.0
8429b5bffffffff,13.0,12.0,0.0,0.0
8429b5dffffffff,3.0,3.0,0.0,0.0
8429b61ffffffff,24.0,13.0,0.0,0.0
8429b65ffffffff,18.0,6.0,0.0,0.0
8429b67ffffffff,1.0,0.0,0.0,0.0
8429b6bffffffff,23.0,13.0,0.0,0.0
842a101ffffffff,39.0,33.0,0.0,0.0
842a107ffffffff,7.0,0.0,0.0,0.0
842a135ffffffff,27.0,27.0,0.0,0.0
842a143ffffffff,14.0,10.0,0.0,0.0
842a307ffffffff,35.0,35.0,0.0,0.0
842a327ffffffff,89.0,89.0,0.0,0.0
842a333ffffffff,8.0,0.0,0.0,0.0
842a82bffffffff,4.0,0.0,0.0,0.0
842a893ffffffff,39.0,0.0,0.0,0.0
842a897ffffffff,3.0,0.0,0.0,0.0
842a8c1ffffffff,15.0,4.0,0.0,0.0
842a951ffffffff,8.0,0.0,0.0,0.0
842aa17ffffffff,13.0,13.0,0.0,0.0
842aa8dffffffff,9.0,0.0,0.0,0.0
842aac3ffffffff,2.0,0.0,0.0,0.0
842aac5ffffffff,5.0,0.0,0.0,0.0
842aacdffffffff,39.0,39.0,0.0,0.0
842aad1ffffffff,43.0,32.0,0.0,0.0
842aae3ffffffff,19.0,0.0,0.0,0.0
842ab05ffffffff,1.0,0.0,0.0,0.0
842ad45ffffffff,10.0,0.0,0.0,0.0
842b1b9ffffffff,2.0,0.0,0.0,0.0
842b2adffffffff,4.0,0.0,0.0,0.0
84441a9ffffffff,13.0,1.0,0.0,0.0
844440dffffffff,14.0,10.0,0.0,0.0
8444443ffffffff,1.0,0.0,0.0,0.0
8444459ffffffff,3.0,3.0,0.0,0.0
844445dffffffff,4.0,2.0,0.0,0.0
8444465ffffffff,19.0,0.0,0.0,0.0
8444563ffffffff,2.0,0.0,0.0,0.0
84446cbffffffff,26.0,26.0,0.0,0.0
84446cdffffffff,1.0,0.0,1.0,0.0
84446e5ffffffff,5.0,1.0,4.0,0.0
84446edffffffff,5.0,2.0,3.0,0.0
8444731ffffffff,18.0,4.0,2.0,0.0
844473bffffffff,1.0,0.0,0.0,0.0
8444ae9ffffffff,4.0,0.0,0.0,0.0
8444cabffffffff,43.0,41.0,0.0,0.0
8444f09ffffffff,43.0,37.0,3.0,0.0
8444f43ffffffff,8.0,0.0,0.0,0.0
84480adffffffff,22.0,14.0,0.0,0.0
8448147ffffffff,2.0,0.0,2.0,0.0
844814bffffffff,3.0,0.0,0.0,0.0
844815bffffffff,4.0,0.0,4.0,0.0
8448233ffffffff,2.0,1.0,0.0,0.0
84482e3ffffffff,1.0,0.0,0.0,0.0
84482e5ffffffff,4.0,4.0,0.0,0.0
8448331ffffffff,15.0,0.0,0.0,0.0
8448333ffffffff,1.0,0.0,0.0,0.0
8448337ffffffff,30.0,4.0,10.0,0.0
844833bffffffff,1.0,1.0,0.0,0.0
844833dffffffff,3.0,0.0,0.0,0.0
8448361ffffffff,7.0,2.0,0.0,0.0
8448363ffffffff,15.0,7.0,0.0,0.0
8448365ffffffff,1.0,1.0,0.0,0.0
8448367ffffffff,1.0,1.0,0.0,0.0
844836dffffffff,2.0,0.0,0.0,0.0
8448437ffffffff,2.0,0.0,0.0,0.0
84484a5ffffffff,51.0,43.0,0.0,0.0
84484a7ffffffff,16.0,12.0,0.0,0.0
844854bffffffff,2.0,0.0,0.0,0.0
8448599ffffffff,1.0,1.0,0.0,0.0
844859dffffffff,16.0,16.0,0.0,0.0
84485a7ffffffff,18.0,9.0,0.0,0.0
84485b1ffffffff,11.0,11.0,0.0,0.0
84485b5ffffffff,12.0,9.0,0.0,0.0
84485b7ffffffff,3.0,0.0,0.0,0.0
84485b9ffffffff,1.0,1.0,0.0,0.0
84485bbffffffff,6.0,0.0,0.0,0.0
84485bdffffffff,6.0,2.0,0.0,0.0
84485c3ffffffff,22.0,22.0,0.0,0.0
84485d3ffffffff,5.0,5.0,0.0,0.0
84485d5ffffffff,18.0,18.0,0.0,0.0
8448715ffffffff,3.0,0.0,0.0,0.0
8448731ffffffff,3.0,0.0,0.0,0.0
8448733ffffffff,1.0,0.0,0.0,0.0
844873bffffffff,4.0,0.0,0.0,0.0
8448825ffffffff,1.0,0.0,0.0,0.0
8448835ffffffff,11.0,0.0,11.0,0.0
8448911ffffffff,4.0,4.0,0.0,0.0
844891bffffffff,32.0,32.0,0.0,0.0
8448923ffffffff,9.0,9.0,0.0,0.0
8448935ffffffff,24.0,22.0,1.0,0.0
84489c1ffffffff,20.0,20.0,0.0,0.0
84489c9ffffffff,10.0,0.0,0.0,0.0
8448ab7ffffffff,2.0,2.0,0.0,0.0
8448b13ffffffff,14.0,4.0,0.0,0.0
8448b15ffffffff,3.0,0.0,0.0,0.0
8448b2bffffffff,60.0,43.0,0.0,0.0
8448b39ffffffff,138.0,124.0,0.0,0.0
8448b3dffffffff,2.0,0.0,0.0,0.0
8448c03ffffffff,12.0,0.0,2.0,0.0
8448c09ffffffff,5.0,0.0,0.0,0.0
8448c0bffffffff,1.0,0.0,0.0,0.0
8448c13ffffffff,3.0,0.0,3.0,0.0
8448c19ffffffff,7.0,3.0,2.0,0.0
8448c25ffffffff,3.0,0.0,3.0,0.0
8448c31ffffffff,1.0,0.0,1.0,0.0
8448c35ffffffff,2.0,0.0,2.0,0.0
8448c4dffffffff,1.0,0.0,0.0,0.0
8448c59ffffffff,27.0,1.0,22.0,0.0
8448c5bffffffff,7.0,0.0,7.0,0.0
8448c63ffffffff,2.0,0.0,0.0,0.0
