cell_id,Pachyramphus viridis,Pachyramphus viridis xanthogenys/peruanus,Pachyramphus viridis griseigularis,Pachyramphus viridis viridis
848f463ffffffff,11.0,10.0,0.0,0.0
848f4a5ffffffff,2.0,0.0,0.0,0.0
848f4a7ffffffff,7.0,0.0,0.0,0.0
848f4adffffffff,2.0,0.0,0.0,0.0
848f549ffffffff,3.0,0.0,0.0,0.0
848f54bffffffff,32.0,0.0,0.0,0.0
848f559ffffffff,6.0,2.0,0.0,0.0
848f55bffffffff,4.0,2.0,0.0,0.0
848f705ffffffff,2.0,2.0,0.0,0.0
848f721ffffffff,81.0,45.0,0.0,0.0
848f723ffffffff,3.0,3.0,0.0,0.0
848f727ffffffff,16.0,9.0,0.0,0.0
848f729ffffffff,42.0,23.0,0.0,0.0
848f72bffffffff,43.0,28.0,0.0,0.0
848f733ffffffff,10.0,7.0,0.0,0.0
848f735ffffffff,2.0,0.0,0.0,0.0
848f741ffffffff,1.0,0.0,0.0,0.0
848f74dffffffff,7.0,4.0,0.0,0.0
848f763ffffffff,11.0,8.0,0.0,0.0
848f76bffffffff,1.0,0.0,0.0,0.0
84a8019ffffffff,8.0,0.0,0.0,7.0
84a801bffffffff,13.0,0.0,0.0,4.0
84a804dffffffff,2.0,0.0,0.0,2.0
84a8057ffffffff,2.0,0.0,0.0,0.0
84a8061ffffffff,8.0,0.0,0.0,8.0
84a8063ffffffff,4.0,0.0,0.0,0.0
84a8067ffffffff,17.0,0.0,0.0,8.0
84a8069ffffffff,6.0,0.0,0.0,3.0
84a806dffffffff,1.0,0.0,0.0,1.0
84a808dffffffff,4.0,0.0,0.0,2.0
84a8101ffffffff,35.0,0.0,0.0,6.0
84a8105ffffffff,52.0,0.0,0.0,0.0
84a8107ffffffff,7.0,0.0,0.0,4.0
84a8109ffffffff,5.0,0.0,0.0,3.0
84a810bffffffff,3.0,0.0,0.0,0.0
84a8119ffffffff,6.0,0.0,0.0,0.0
84a811dffffffff,2.0,0.0,0.0,0.0
84a8123ffffffff,6.0,0.0,0.0,0.0
84a8125ffffffff,28.0,0.0,0.0,8.0
84a8127ffffffff,52.0,0.0,0.0,11.0
84a8129ffffffff,65.0,0.0,0.0,27.0
84a812dffffffff,13.0,0.0,0.0,2.0
84a8137ffffffff,1.0,0.0,0.0,1.0
84a8155ffffffff,46.0,0.0,0.0,14.0
84a8157ffffffff,7.0,0.0,0.0,0.0
84a815bffffffff,78.0,0.0,0.0,3.0
84a8185ffffffff,2.0,0.0,0.0,0.0
84a8195ffffffff,3.0,0.0,0.0,0.0
84a81b3ffffffff,2.0,0.0,0.0,2.0
84a81bbffffffff,2.0,0.0,0.0,0.0
84a81c7ffffffff,1.0,0.0,0.0,1.0
84a81cdffffffff,8.0,0.0,0.0,0.0
84a81e3ffffffff,1.0,0.0,0.0,1.0
84a81e9ffffffff,7.0,0.0,0.0,0.0
84a81edffffffff,33.0,0.0,0.0,6.0
84a8203ffffffff,6.0,0.0,0.0,0.0
84a8207ffffffff,6.0,0.0,0.0,0.0
84a8213ffffffff,4.0,0.0,0.0,4.0
84a8219ffffffff,4.0,0.0,0.0,2.0
84a8225ffffffff,2.0,0.0,0.0,0.0
84a8229ffffffff,5.0,0.0,0.0,1.0
84a822bffffffff,13.0,0.0,0.0,0.0
84a8231ffffffff,2.0,0.0,0.0,0.0
84a8237ffffffff,8.0,0.0,0.0,6.0
84a8241ffffffff,13.0,0.0,0.0,0.0
84a8247ffffffff,7.0,0.0,0.0,0.0
84a8251ffffffff,2.0,0.0,0.0,1.0
84a8257ffffffff,2.0,0.0,0.0,2.0
84a8267ffffffff,3.0,0.0,0.0,0.0
84a82d3ffffffff,1.0,0.0,0.0,0.0
84a82ddffffffff,2.0,0.0,0.0,2.0
84a82e7ffffffff,2.0,0.0,0.0,2.0
84a8311ffffffff,4.0,0.0,0.0,4.0
84a8313ffffffff,8.0,0.0,0.0,3.0
84a8319ffffffff,1.0,0.0,0.0,1.0
84a831bffffffff,8.0,0.0,0.0,6.0
84a833bffffffff,9.0,0.0,0.0,0.0
84a8353ffffffff,12.0,0.0,0.0,2.0
84a835bffffffff,3.0,0.0,0.0,1.0
84a8403ffffffff,4.0,0.0,0.0,1.0
84a840dffffffff,13.0,0.0,0.0,2.0
84a8441ffffffff,4.0,0.0,0.0,2.0
84a8443ffffffff,2.0,0.0,0.0,0.0
84a8447ffffffff,1.0,0.0,0.0,0.0
84a844dffffffff,14.0,0.0,0.0,10.0
84a845bffffffff,7.0,0.0,0.0,0.0
84a8463ffffffff,29.0,0.0,0.0,0.0
84a8469ffffffff,1.0,0.0,0.0,0.0
84a84e7ffffffff,1.0,0.0,0.0,0.0
84a8591ffffffff,89.0,0.0,0.0,4.0
84a8597ffffffff,1.0,0.0,0.0,0.0
84a8599ffffffff,114.0,0.0,0.0,6.0
84a859bffffffff,2.0,0.0,0.0,0.0
84a85b9ffffffff,2.0,0.0,0.0,0.0
84a85d3ffffffff,65.0,0.0,0.0,2.0
84a85d7ffffffff,7.0,0.0,0.0,0.0
84a8601ffffffff,4.0,0.0,0.0,0.0
84a8605ffffffff,11.0,0.0,0.0,4.0
84a8607ffffffff,1.0,0.0,0.0,0.0
84a860dffffffff,7.0,0.0,0.0,0.0
84a8629ffffffff,1.0,0.0,0.0,0.0
84a8639ffffffff,5.0,0.0,0.0,3.0
84a865bffffffff,2.0,0.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0,0.0
84a871bffffffff,1.0,0.0,0.0,1.0
84a8753ffffffff,2.0,0.0,0.0,0.0
84a8759ffffffff,1.0,0.0,0.0,0.0
84a8805ffffffff,51.0,0.0,0.0,3.0
84a8811ffffffff,63.0,0.0,0.0,10.0
84a8813ffffffff,4.0,0.0,0.0,0.0
84a8817ffffffff,2.0,0.0,0.0,2.0
84a8819ffffffff,4.0,0.0,0.0,2.0
84a881bffffffff,13.0,0.0,0.0,3.0
84a8825ffffffff,4.0,0.0,0.0,0.0
84a882dffffffff,39.0,0.0,0.0,8.0
84a8833ffffffff,2.0,0.0,0.0,0.0
84a883bffffffff,2.0,0.0,0.0,0.0
84a8849ffffffff,109.0,0.0,0.0,23.0
84a884dffffffff,15.0,0.0,0.0,4.0
84a8857ffffffff,10.0,0.0,0.0,10.0
84a8863ffffffff,3.0,0.0,0.0,0.0
84a8867ffffffff,2.0,0.0,0.0,0.0
84a8895ffffffff,2.0,0.0,0.0,2.0
84a88bbffffffff,5.0,0.0,0.0,5.0
84a88cbffffffff,4.0,0.0,0.0,0.0
84a88d5ffffffff,4.0,0.0,0.0,0.0
84a88ddffffffff,2.0,0.0,0.0,0.0
84a8917ffffffff,60.0,0.0,0.0,14.0
84a8919ffffffff,22.0,0.0,0.0,14.0
84a891bffffffff,2.0,0.0,0.0,0.0
84a891dffffffff,3.0,0.0,0.0,0.0
84a8953ffffffff,7.0,0.0,0.0,3.0
84a89b3ffffffff,2.0,0.0,0.0,0.0
84a8a11ffffffff,8.0,0.0,0.0,2.0
84a8a13ffffffff,64.0,0.0,0.0,23.0
84a8a15ffffffff,13.0,0.0,0.0,6.0
84a8a17ffffffff,32.0,0.0,0.0,9.0
84a8a19ffffffff,32.0,0.0,0.0,11.0
84a8a1dffffffff,1.0,0.0,0.0,1.0
84a8a23ffffffff,74.0,0.0,0.0,26.0
84a8a27ffffffff,16.0,0.0,0.0,9.0
84a8a31ffffffff,1.0,0.0,0.0,1.0
84a8a35ffffffff,19.0,0.0,0.0,2.0
84a8a37ffffffff,2.0,0.0,0.0,2.0
84a8a3dffffffff,14.0,0.0,0.0,7.0
84a8a53ffffffff,7.0,0.0,0.0,0.0
84a8a81ffffffff,1.0,0.0,0.0,0.0
84a8aa5ffffffff,1.0,0.0,0.0,0.0
84a8aadffffffff,8.0,0.0,0.0,5.0
84a8ac1ffffffff,1.0,0.0,0.0,0.0
84a8ac5ffffffff,9.0,0.0,0.0,9.0
84a8ac9ffffffff,1.0,0.0,0.0,0.0
84a8acbffffffff,5.0,0.0,0.0,2.0
84a8acdffffffff,10.0,0.0,0.0,2.0
84a8ae1ffffffff,3.0,0.0,0.0,2.0
84a8ae5ffffffff,2.0,0.0,0.0,2.0
84a8ae9ffffffff,2.0,0.0,0.0,0.0
84a8aebffffffff,1.0,0.0,0.0,1.0
84a8b1bffffffff,3.0,0.0,0.0,1.0
84a8c05ffffffff,7.0,0.0,0.0,5.0
84a8d05ffffffff,1.0,0.0,0.0,1.0
84a8d19ffffffff,2.0,0.0,0.0,0.0
84a8d43ffffffff,10.0,0.0,0.0,2.0
84a8dd7ffffffff,2.0,0.0,0.0,0.0
84a9011ffffffff,3.0,0.0,0.0,0.0
84a9013ffffffff,15.0,0.0,0.0,0.0
84a909dffffffff,1.0,0.0,0.0,0.0
84a90a7ffffffff,1.0,0.0,0.0,0.0
84a90adffffffff,1.0,0.0,0.0,0.0
84a90cdffffffff,4.0,0.0,0.0,0.0
84a90d5ffffffff,2.0,0.0,0.0,0.0
84a90d9ffffffff,1.0,0.0,0.0,0.0
84a90e5ffffffff,1.0,0.0,0.0,1.0
84a90e7ffffffff,1.0,0.0,0.0,1.0
84a90e9ffffffff,7.0,0.0,0.0,2.0
84a91b1ffffffff,6.0,0.0,0.0,0.0
84a91d9ffffffff,2.0,0.0,0.0,0.0
84a9213ffffffff,1.0,0.0,0.0,0.0
84a92abffffffff,3.0,0.0,0.0,0.0
84a92c5ffffffff,4.0,0.0,0.0,4.0
84a92c7ffffffff,2.0,0.0,0.0,0.0
84a92cbffffffff,235.0,0.0,0.0,0.0
84a92d7ffffffff,1.0,0.0,0.0,0.0
84a92ddffffffff,15.0,0.0,0.0,0.0
84a92e1ffffffff,3.0,0.0,0.0,0.0
84a92e3ffffffff,1.0,0.0,0.0,1.0
84a92e9ffffffff,1.0,0.0,0.0,0.0
84a92ebffffffff,14.0,0.0,0.0,4.0
84a9407ffffffff,1.0,0.0,0.0,0.0
84a940dffffffff,3.0,0.0,0.0,0.0
84a9411ffffffff,52.0,0.0,0.0,0.0
84a9413ffffffff,33.0,0.0,0.0,0.0
84a9417ffffffff,16.0,0.0,0.0,0.0
84a9419ffffffff,21.0,0.0,0.0,0.0
84a941bffffffff,63.0,0.0,0.0,0.0
84a9425ffffffff,8.0,0.0,0.0,0.0
84a9427ffffffff,1.0,0.0,0.0,0.0
84a9437ffffffff,3.0,0.0,0.0,0.0
84a943dffffffff,29.0,0.0,0.0,0.0
84a9447ffffffff,18.0,0.0,0.0,0.0
84a9449ffffffff,3.0,0.0,0.0,0.0
84a944bffffffff,2.0,0.0,0.0,0.0
84a9453ffffffff,20.0,0.0,0.0,0.0
84a9457ffffffff,20.0,0.0,0.0,0.0
84a945bffffffff,14.0,0.0,0.0,0.0
84a9465ffffffff,14.0,0.0,0.0,0.0
84a946bffffffff,6.0,0.0,0.0,0.0
84a9483ffffffff,6.0,0.0,0.0,0.0
84a94a9ffffffff,1.0,0.0,0.0,0.0
84a94b1ffffffff,4.0,0.0,0.0,0.0
84a94c1ffffffff,19.0,0.0,0.0,0.0
84a94c3ffffffff,2.0,0.0,0.0,0.0
84a94c5ffffffff,9.0,0.0,0.0,0.0
84a94c7ffffffff,68.0,0.0,0.0,0.0
84a94cbffffffff,3.0,0.0,0.0,0.0
84a94d5ffffffff,4.0,0.0,0.0,0.0
84a94ddffffffff,11.0,0.0,0.0,0.0
84a94e1ffffffff,3.0,0.0,0.0,0.0
84a94e3ffffffff,15.0,0.0,0.0,0.0
84a94e5ffffffff,63.0,0.0,0.0,0.0
84a94e7ffffffff,37.0,0.0,0.0,0.0
84a94e9ffffffff,13.0,0.0,0.0,0.0
84a9501ffffffff,2.0,0.0,0.0,0.0
84a9503ffffffff,1.0,0.0,0.0,0.0
84a9507ffffffff,31.0,0.0,0.0,2.0
84a9509ffffffff,12.0,0.0,0.0,4.0
84a950bffffffff,23.0,0.0,0.0,0.0
84a950dffffffff,15.0,0.0,0.0,0.0
84a9515ffffffff,3.0,0.0,0.0,0.0
84a951dffffffff,2.0,0.0,0.0,0.0
84a9525ffffffff,1.0,0.0,0.0,1.0
84a9527ffffffff,10.0,0.0,0.0,4.0
84a9531ffffffff,27.0,0.0,0.0,0.0
84a9539ffffffff,2.0,0.0,0.0,0.0
84a953bffffffff,107.0,0.0,0.0,0.0
84a9547ffffffff,1.0,0.0,0.0,0.0
84a9551ffffffff,2.0,0.0,0.0,0.0
84a9555ffffffff,4.0,0.0,0.0,0.0
84a955bffffffff,13.0,0.0,0.0,0.0
84a9565ffffffff,1.0,0.0,0.0,0.0
84a956bffffffff,1.0,0.0,0.0,0.0
84a9599ffffffff,7.0,0.0,0.0,0.0
84a959bffffffff,1.0,0.0,0.0,0.0
84a95a5ffffffff,11.0,0.0,0.0,0.0
84a95abffffffff,3.0,0.0,0.0,0.0
84a95adffffffff,4.0,0.0,0.0,0.0
84a95d1ffffffff,2.0,0.0,0.0,0.0
84a95d9ffffffff,8.0,0.0,0.0,0.0
84a95dbffffffff,19.0,0.0,0.0,0.0
84a95edffffffff,3.0,0.0,0.0,0.0
84a9605ffffffff,1.0,0.0,0.0,0.0
84a9607ffffffff,3.0,0.0,0.0,0.0
84a9611ffffffff,7.0,0.0,0.0,0.0
84a9617ffffffff,8.0,0.0,0.0,0.0
84a9619ffffffff,7.0,0.0,0.0,0.0
84a9623ffffffff,11.0,0.0,0.0,0.0
84a9627ffffffff,27.0,0.0,0.0,0.0
84a9631ffffffff,4.0,0.0,0.0,0.0
84a9637ffffffff,7.0,0.0,0.0,0.0
84a9645ffffffff,1.0,0.0,0.0,0.0
84a9649ffffffff,2.0,0.0,0.0,0.0
84a9685ffffffff,26.0,0.0,0.0,0.0
84a96a1ffffffff,2.0,0.0,0.0,0.0
84a96a5ffffffff,5.0,0.0,0.0,0.0
84a96a7ffffffff,4.0,0.0,0.0,0.0
84a96a9ffffffff,13.0,0.0,0.0,0.0
84a96abffffffff,9.0,0.0,0.0,0.0
84a96adffffffff,73.0,0.0,0.0,0.0
84a96b5ffffffff,7.0,0.0,0.0,0.0
84a96b9ffffffff,7.0,0.0,0.0,0.0
84a96c5ffffffff,30.0,0.0,0.0,0.0
84a96e1ffffffff,2.0,0.0,0.0,0.0
84a96e3ffffffff,4.0,0.0,0.0,0.0
84a96e5ffffffff,6.0,0.0,0.0,0.0
84a96e7ffffffff,49.0,0.0,0.0,0.0
84a96e9ffffffff,4.0,0.0,0.0,0.0
84a9719ffffffff,2.0,0.0,0.0,0.0
84a973bffffffff,1.0,0.0,0.0,0.0
84a9761ffffffff,2.0,0.0,0.0,2.0
84a9765ffffffff,7.0,0.0,0.0,3.0
84b2613ffffffff,8.0,0.0,0.0,0.0
84b2659ffffffff,1.0,0.0,0.0,0.0
84b26d7ffffffff,6.0,0.0,0.0,0.0
84b2709ffffffff,11.0,0.0,0.0,0.0
84b270bffffffff,10.0,0.0,0.0,0.0
84b3253ffffffff,2.0,0.0,0.0,0.0
84b340dffffffff,8.0,0.0,0.0,0.0
84b3421ffffffff,6.0,0.0,0.0,0.0
84b3423ffffffff,3.0,0.0,0.0,0.0
84b3425ffffffff,44.0,0.0,0.0,0.0
84b3427ffffffff,3.0,0.0,0.0,0.0
84b3429ffffffff,9.0,0.0,0.0,0.0
84b342dffffffff,1.0,0.0,0.0,0.0
84b343bffffffff,3.0,0.0,0.0,0.0
84b3441ffffffff,2.0,0.0,0.0,0.0
84b3445ffffffff,4.0,0.0,0.0,0.0
84b345dffffffff,2.0,0.0,0.0,0.0
84b3461ffffffff,5.0,0.0,0.0,0.0
84b3463ffffffff,1.0,0.0,0.0,0.0
84b346dffffffff,2.0,0.0,0.0,0.0
84b3487ffffffff,2.0,0.0,0.0,0.0
84b3491ffffffff,2.0,0.0,0.0,0.0
84b349dffffffff,2.0,0.0,0.0,0.0
84b34a5ffffffff,2.0,0.0,0.0,0.0
84b34b9ffffffff,6.0,0.0,0.0,0.0
84b34c7ffffffff,10.0,0.0,0.0,0.0
84b34d7ffffffff,6.0,0.0,0.0,0.0
84b34dbffffffff,8.0,0.0,0.0,0.0
84b34edffffffff,2.0,0.0,0.0,0.0
84b3511ffffffff,5.0,0.0,0.0,0.0
84b3513ffffffff,31.0,0.0,0.0,0.0
84b351bffffffff,2.0,0.0,0.0,0.0
84b3585ffffffff,12.0,0.0,0.0,0.0
84b3589ffffffff,30.0,0.0,0.0,0.0
84b35b5ffffffff,23.0,0.0,0.0,0.0
84b35bdffffffff,30.0,0.0,0.0,0.0
84b35c3ffffffff,2.0,0.0,0.0,0.0
84b35c5ffffffff,50.0,0.0,0.0,0.0
84b35c7ffffffff,24.0,0.0,0.0,0.0
84b35c9ffffffff,15.0,0.0,0.0,0.0
84b35cdffffffff,24.0,0.0,0.0,0.0
84b35d5ffffffff,2.0,0.0,0.0,0.0
84b35e9ffffffff,25.0,0.0,0.0,0.0
84b3611ffffffff,1.0,0.0,0.0,0.0
84b3629ffffffff,9.0,0.0,0.0,0.0
84b3633ffffffff,2.0,0.0,0.0,0.0
84b3635ffffffff,1.0,0.0,0.0,0.0
84b3661ffffffff,3.0,0.0,0.0,0.0
84b366dffffffff,6.0,0.0,0.0,0.0
84b3699ffffffff,3.0,0.0,0.0,0.0
84b369dffffffff,6.0,0.0,0.0,0.0
84b3713ffffffff,1.0,0.0,0.0,0.0
84c2c13ffffffff,2.0,0.0,0.0,0.0
84c2c17ffffffff,17.0,0.0,0.0,3.0
84c2c19ffffffff,6.0,0.0,0.0,0.0
84c2c1dffffffff,3.0,0.0,0.0,0.0
84c2c53ffffffff,3.0,0.0,0.0,0.0
84c2c57ffffffff,1.0,0.0,0.0,0.0
84c2c91ffffffff,1.0,0.0,0.0,0.0
84c2c97ffffffff,8.0,0.0,0.0,0.0
84c2c99ffffffff,1.0,0.0,0.0,0.0
84c2ca5ffffffff,2.0,0.0,0.0,0.0
84c2ca7ffffffff,9.0,0.0,0.0,0.0
84c2ca9ffffffff,2.0,0.0,0.0,0.0
84c2cabffffffff,4.0,0.0,0.0,0.0
84c2cadffffffff,7.0,0.0,0.0,0.0
84c2cb1ffffffff,9.0,0.0,0.0,0.0
84c2cb3ffffffff,2.0,0.0,0.0,0.0
84c2cbdffffffff,15.0,0.0,0.0,0.0
84c2ccdffffffff,4.0,0.0,0.0,0.0
84c2cd3ffffffff,11.0,0.0,0.0,0.0
84c2cdbffffffff,42.0,0.0,0.0,0.0
84c2ce1ffffffff,31.0,0.0,0.0,0.0
84c2ce5ffffffff,3.0,0.0,0.0,0.0
84c2ce7ffffffff,8.0,0.0,0.0,0.0
84c2d03ffffffff,12.0,0.0,0.0,6.0
84c2d05ffffffff,8.0,0.0,0.0,0.0
84c2d31ffffffff,8.0,0.0,0.0,0.0
84c2d37ffffffff,5.0,0.0,0.0,0.0
84c2d43ffffffff,8.0,0.0,0.0,0.0
84c2d45ffffffff,12.0,0.0,0.0,4.0
84c2d49ffffffff,5.0,0.0,0.0,0.0
84c2d4bffffffff,16.0,0.0,0.0,0.0
84c2d63ffffffff,2.0,0.0,0.0,0.0
84c2d6bffffffff,2.0,0.0,0.0,0.0
84c2d85ffffffff,26.0,0.0,0.0,0.0
84c2d8dffffffff,12.0,0.0,0.0,0.0
84c2d93ffffffff,18.0,0.0,0.0,0.0
84c2d9bffffffff,7.0,0.0,0.0,0.0
84c2debffffffff,1.0,0.0,0.0,0.0
84c2f23ffffffff,5.0,0.0,0.0,0.0
84c2f2bffffffff,4.0,0.0,0.0,0.0
84c2f31ffffffff,10.0,0.0,0.0,0.0
84c2f35ffffffff,6.0,0.0,0.0,0.0
84c2f37ffffffff,10.0,0.0,0.0,0.0
84c2f3dffffffff,13.0,0.0,0.0,0.0
