cell_id,Mionectes oleagineus,Mionectes oleagineus assimilis,Mionectes oleagineus parcus,Mionectes oleagineus pacificus,Mionectes oleagineus [oleagineus Group]
8449901ffffffff,3.0,0.0,0.0,0.0,0.0
8449905ffffffff,2.0,0.0,0.0,0.0,0.0
844991dffffffff,2.0,0.0,0.0,0.0,0.0
8449945ffffffff,2.0,0.0,0.0,0.0,0.0
8449961ffffffff,25.0,0.0,0.0,0.0,0.0
8449963ffffffff,86.0,0.0,0.0,0.0,0.0
8449969ffffffff,55.0,0.0,0.0,0.0,0.0
844996bffffffff,35.0,0.0,0.0,0.0,0.0
845f00bffffffff,25.0,0.0,0.0,0.0,0.0
845f011ffffffff,1.0,0.0,0.0,0.0,0.0
845f017ffffffff,1.0,0.0,0.0,0.0,0.0
845f03dffffffff,10.0,0.0,0.0,0.0,0.0
845f08bffffffff,2.0,0.0,0.0,0.0,0.0
845f095ffffffff,7.0,0.0,0.0,0.0,0.0
845f09dffffffff,3.0,0.0,0.0,0.0,0.0
845f0d7ffffffff,3.0,0.0,0.0,0.0,0.0
845f129ffffffff,5.0,0.0,0.0,0.0,0.0
845f139ffffffff,1.0,0.0,0.0,0.0,0.0
845f143ffffffff,13.0,0.0,0.0,0.0,0.0
845f1cbffffffff,2.0,0.0,0.0,0.0,0.0
845f291ffffffff,3.0,0.0,0.0,0.0,0.0
845f295ffffffff,12.0,0.0,0.0,0.0,0.0
845f2b1ffffffff,12.0,0.0,0.0,0.0,0.0
845f2b3ffffffff,30.0,0.0,0.0,0.0,0.0
845f2bbffffffff,79.0,0.0,0.0,0.0,0.0
845f407ffffffff,3.0,0.0,0.0,0.0,0.0
845f42bffffffff,18.0,0.0,0.0,0.0,0.0
845f483ffffffff,2.0,0.0,0.0,0.0,0.0
845f4a3ffffffff,2.0,0.0,0.0,0.0,0.0
845f4a7ffffffff,2.0,0.0,0.0,0.0,0.0
845f4a9ffffffff,2.0,0.0,0.0,0.0,0.0
845f4abffffffff,2.0,0.0,0.0,0.0,0.0
845f4b9ffffffff,1.0,0.0,0.0,0.0,0.0
845f4bdffffffff,9.0,0.0,0.0,0.0,0.0
845f501ffffffff,2.0,0.0,0.0,0.0,0.0
845f50bffffffff,1.0,0.0,0.0,0.0,0.0
845f549ffffffff,6.0,0.0,0.0,0.0,0.0
845f581ffffffff,2.0,0.0,0.0,0.0,0.0
845f583ffffffff,774.0,0.0,0.0,0.0,0.0
845f587ffffffff,5.0,0.0,0.0,0.0,0.0
845f5b5ffffffff,261.0,0.0,0.0,0.0,0.0
845f5b9ffffffff,24.0,0.0,0.0,0.0,0.0
845f5bdffffffff,6.0,0.0,0.0,0.0,0.0
845f683ffffffff,2.0,0.0,0.0,0.0,0.0
845f689ffffffff,3.0,0.0,0.0,0.0,0.0
845f68bffffffff,2.0,0.0,0.0,0.0,0.0
845f711ffffffff,2.0,0.0,0.0,0.0,0.0
845f713ffffffff,1.0,0.0,0.0,0.0,0.0
845f717ffffffff,4.0,0.0,0.0,0.0,0.0
845f759ffffffff,8.0,0.0,0.0,0.0,0.0
845f75dffffffff,3.0,0.0,0.0,0.0,0.0
845f767ffffffff,6.0,0.0,0.0,0.0,0.0
846601bffffffff,13.0,0.0,0.0,0.0,0.0
8466033ffffffff,2.0,0.0,0.0,0.0,0.0
8466037ffffffff,2.0,0.0,0.0,0.0,0.0
8466045ffffffff,25.0,0.0,0.0,0.0,0.0
8466061ffffffff,2.0,0.0,0.0,0.0,0.0
846606bffffffff,15.0,0.0,0.0,0.0,0.0
8466083ffffffff,1.0,0.0,0.0,0.0,0.0
8466085ffffffff,12.0,0.0,0.0,0.0,0.0
8466087ffffffff,2.0,0.0,0.0,0.0,0.0
8466089ffffffff,67.0,0.0,0.0,0.0,0.0
846608dffffffff,388.0,0.0,0.0,0.0,0.0
8466091ffffffff,3.0,0.0,0.0,0.0,0.0
8466097ffffffff,22.0,0.0,0.0,0.0,0.0
8466099ffffffff,13.0,0.0,0.0,0.0,0.0
84660a1ffffffff,31.0,0.0,0.0,0.0,0.0
84660a5ffffffff,12.0,0.0,0.0,0.0,0.0
84660a7ffffffff,267.0,0.0,0.0,0.0,0.0
84660a9ffffffff,2.0,0.0,0.0,0.0,0.0
84660b3ffffffff,9.0,0.0,0.0,0.0,0.0
84660b7ffffffff,2.0,0.0,0.0,0.0,0.0
84660b9ffffffff,2.0,0.0,0.0,0.0,0.0
84660bbffffffff,3.0,0.0,0.0,0.0,0.0
84660c1ffffffff,1.0,0.0,0.0,0.0,0.0
84660c7ffffffff,15.0,0.0,0.0,0.0,0.0
84660cbffffffff,19.0,0.0,0.0,0.0,0.0
84660cdffffffff,5.0,0.0,0.0,0.0,0.0
84660d1ffffffff,11.0,0.0,0.0,0.0,0.0
84660d3ffffffff,3.0,0.0,0.0,0.0,0.0
84660d9ffffffff,5.0,0.0,0.0,0.0,0.0
84660e3ffffffff,2.0,0.0,0.0,0.0,0.0
84660e5ffffffff,2.0,0.0,0.0,0.0,0.0
84660e7ffffffff,30.0,0.0,0.0,0.0,0.0
84660ebffffffff,9.0,0.0,0.0,0.0,0.0
8466105ffffffff,9.0,0.0,0.0,0.0,0.0
8466107ffffffff,234.0,0.0,0.0,0.0,0.0
846610bffffffff,2.0,0.0,0.0,0.0,0.0
8466113ffffffff,33.0,0.0,0.0,0.0,0.0
8466117ffffffff,9.0,0.0,0.0,0.0,0.0
846611dffffffff,35.0,0.0,0.0,0.0,0.0
8466129ffffffff,14.0,0.0,0.0,0.0,0.0
8466131ffffffff,18.0,0.0,0.0,0.0,0.0
8466139ffffffff,167.0,0.0,0.0,0.0,0.0
846613bffffffff,5.0,0.0,0.0,0.0,0.0
846613dffffffff,6.0,0.0,0.0,0.0,0.0
8466163ffffffff,256.0,0.0,0.0,0.0,0.0
8466165ffffffff,62.0,0.0,0.0,0.0,0.0
8466167ffffffff,49.0,0.0,0.0,0.0,0.0
8466181ffffffff,5.0,0.0,0.0,0.0,0.0
8466183ffffffff,104.0,0.0,0.0,0.0,0.0
8466185ffffffff,2.0,0.0,0.0,0.0,0.0
8466189ffffffff,4.0,0.0,0.0,0.0,0.0
846618bffffffff,11.0,0.0,0.0,0.0,0.0
8466191ffffffff,71.0,0.0,0.0,0.0,0.0
8466193ffffffff,679.0,0.0,0.0,0.0,0.0
8466195ffffffff,34.0,0.0,0.0,0.0,0.0
8466197ffffffff,29.0,0.0,0.0,0.0,0.0
8466199ffffffff,84.0,0.0,0.0,0.0,0.0
846619bffffffff,566.0,0.0,0.0,0.0,0.0
846619dffffffff,9.0,0.0,0.0,0.0,0.0
84661a5ffffffff,3.0,0.0,0.0,0.0,0.0
84661adffffffff,33.0,0.0,0.0,0.0,0.0
84661b1ffffffff,6.0,0.0,0.0,0.0,0.0
84661b3ffffffff,113.0,0.0,0.0,0.0,0.0
84661b9ffffffff,173.0,0.0,0.0,0.0,0.0
84661bbffffffff,97.0,0.0,0.0,0.0,0.0
84661c1ffffffff,2.0,0.0,0.0,0.0,0.0
84661c3ffffffff,18.0,0.0,0.0,0.0,0.0
84661c5ffffffff,7.0,0.0,0.0,0.0,0.0
84661c7ffffffff,2.0,0.0,0.0,0.0,0.0
84661c9ffffffff,13.0,0.0,0.0,0.0,0.0
84661cbffffffff,29.0,0.0,0.0,0.0,0.0
84661cdffffffff,99.0,0.0,0.0,0.0,0.0
84661d1ffffffff,64.0,0.0,0.0,0.0,0.0
84661d3ffffffff,7.0,0.0,0.0,0.0,0.0
84661d5ffffffff,3.0,0.0,0.0,0.0,0.0
84661d7ffffffff,70.0,0.0,0.0,0.0,0.0
84661d9ffffffff,12.0,0.0,0.0,0.0,0.0
84661ddffffffff,29.0,0.0,0.0,0.0,0.0
84661ebffffffff,241.0,0.0,0.0,0.0,0.0
8466201ffffffff,10.0,0.0,0.0,0.0,0.0
8466203ffffffff,18.0,0.0,0.0,0.0,0.0
8466205ffffffff,188.0,0.0,0.0,0.0,0.0
8466207ffffffff,6.0,0.0,0.0,0.0,0.0
846620bffffffff,5.0,0.0,0.0,0.0,0.0
8466213ffffffff,15.0,0.0,0.0,0.0,0.0
8466217ffffffff,121.0,0.0,0.0,0.0,0.0
846622bffffffff,753.0,0.0,0.0,0.0,0.0
8466239ffffffff,2.0,0.0,0.0,0.0,0.0
846623bffffffff,3.0,0.0,0.0,0.0,0.0
846623dffffffff,2.0,0.0,0.0,0.0,0.0
8466293ffffffff,4.0,0.0,0.0,0.0,0.0
846629dffffffff,11.0,0.0,0.0,0.0,0.0
84662b7ffffffff,4.0,0.0,0.0,0.0,0.0
84662d3ffffffff,9.0,0.0,0.0,0.0,0.0
84662d9ffffffff,1.0,0.0,0.0,0.0,0.0
84662e1ffffffff,2.0,0.0,0.0,0.0,0.0
84662e5ffffffff,22.0,0.0,0.0,0.0,0.0
84662e9ffffffff,11.0,0.0,0.0,0.0,0.0
846631bffffffff,3.0,0.0,0.0,0.0,0.0
8466411ffffffff,13.0,0.0,0.0,0.0,0.0
8466415ffffffff,67.0,0.0,0.0,0.0,0.0
846641dffffffff,29.0,0.0,0.0,0.0,0.0
8466437ffffffff,1.0,0.0,0.0,0.0,0.0
8466441ffffffff,2.0,0.0,0.0,0.0,0.0
8466485ffffffff,2.0,0.0,0.0,0.0,0.0
846648dffffffff,2.0,0.0,0.0,0.0,0.0
84664e1ffffffff,2.0,0.0,0.0,0.0,0.0
8466529ffffffff,14.0,0.0,0.0,0.0,0.0
846652dffffffff,30.0,0.0,0.0,0.0,0.0
8466537ffffffff,2.0,0.0,0.0,0.0,0.0
846654bffffffff,2.0,0.0,0.0,0.0,0.0
8466565ffffffff,14.0,0.0,0.0,0.0,0.0
846656dffffffff,63.0,0.0,0.0,0.0,0.0
84665abffffffff,179.0,0.0,0.0,0.0,0.0
84665bdffffffff,175.0,0.0,0.0,0.0,0.0
84665e9ffffffff,8.0,0.0,0.0,0.0,0.0
84666a1ffffffff,2.0,0.0,0.0,0.0,0.0
84666c5ffffffff,4.0,0.0,0.0,0.0,0.0
84666e3ffffffff,3.0,0.0,0.0,0.0,0.0
84666ebffffffff,3.0,0.0,0.0,0.0,0.0
8466725ffffffff,3.0,0.0,0.0,0.0,0.0
846676dffffffff,1.0,0.0,0.0,0.0,0.0
8466849ffffffff,21.0,0.0,0.0,0.0,0.0
8466a01ffffffff,39.0,0.0,0.0,0.0,0.0
8466a05ffffffff,23.0,0.0,0.0,0.0,0.0
8466a0bffffffff,482.0,0.0,0.0,0.0,0.0
8466a1dffffffff,2.0,0.0,0.0,0.0,0.0
8466a25ffffffff,8.0,0.0,0.0,0.0,0.0
8466a29ffffffff,2.0,0.0,0.0,0.0,0.0
8466a2dffffffff,9.0,0.0,0.0,0.0,0.0
8466a31ffffffff,6.0,0.0,0.0,0.0,0.0
8466a33ffffffff,66.0,0.0,0.0,0.0,0.0
8466a35ffffffff,1.0,0.0,0.0,0.0,0.0
8466a3bffffffff,4.0,0.0,0.0,0.0,0.0
8466a51ffffffff,1340.0,0.0,0.0,0.0,0.0
8466a55ffffffff,23.0,0.0,0.0,0.0,0.0
8466a57ffffffff,205.0,0.0,0.0,0.0,0.0
8466a59ffffffff,15.0,0.0,0.0,0.0,0.0
8466a5bffffffff,145.0,0.0,0.0,0.0,0.0
8466a5dffffffff,46.0,0.0,0.0,0.0,0.0
8466a65ffffffff,325.0,0.0,0.0,0.0,0.0
8466a67ffffffff,4.0,0.0,0.0,0.0,0.0
8466b01ffffffff,151.0,0.0,0.0,0.0,0.0
8466b09ffffffff,160.0,0.0,0.0,0.0,0.0
8466b0bffffffff,644.0,0.0,0.0,0.0,0.0
8466b1dffffffff,21.0,0.0,0.0,0.0,0.0
8466b41ffffffff,368.0,0.0,0.0,0.0,0.0
8466b43ffffffff,110.0,0.0,0.0,0.0,0.0
8466b45ffffffff,255.0,0.0,0.0,0.0,0.0
8466b47ffffffff,139.0,0.0,0.0,0.0,0.0
8466b49ffffffff,1575.0,0.0,0.0,0.0,0.0
8466b4bffffffff,46.0,0.0,0.0,0.0,0.0
8466b4dffffffff,431.0,0.0,0.0,0.0,0.0
8466b51ffffffff,249.0,0.0,0.0,0.0,0.0
8466b53ffffffff,261.0,0.0,0.0,0.0,0.0
8466b55ffffffff,872.0,0.0,0.0,0.0,0.0
8466b57ffffffff,44.0,0.0,0.0,0.0,0.0
8466b59ffffffff,68.0,0.0,0.0,0.0,0.0
8466b5bffffffff,201.0,0.0,0.0,0.0,0.0
8466b5dffffffff,34.0,0.0,0.0,0.0,0.0
8466b69ffffffff,40.0,0.0,0.0,0.0,0.0
8466c01ffffffff,51.0,0.0,0.0,0.0,0.0
8466c05ffffffff,18.0,0.0,0.0,0.0,0.0
8466c0dffffffff,40.0,0.0,0.0,0.0,0.0
8466c17ffffffff,2.0,0.0,0.0,0.0,0.0
8466c19ffffffff,4.0,0.0,0.0,0.0,0.0
8466c21ffffffff,145.0,0.0,0.0,0.0,0.0
8466c23ffffffff,23.0,0.0,0.0,0.0,0.0
8466c27ffffffff,3.0,0.0,0.0,0.0,0.0
8466c29ffffffff,33.0,0.0,0.0,0.0,0.0
8466c2bffffffff,24.0,0.0,0.0,0.0,0.0
8466c2dffffffff,39.0,0.0,0.0,0.0,0.0
8466c35ffffffff,8.0,0.0,0.0,0.0,0.0
8466c41ffffffff,42.0,0.0,0.0,0.0,0.0
8466c45ffffffff,22.0,0.0,0.0,0.0,0.0
8466c47ffffffff,26.0,0.0,0.0,0.0,0.0
8466c49ffffffff,32.0,0.0,0.0,0.0,0.0
8466c4dffffffff,16.0,0.0,0.0,0.0,0.0
8466c53ffffffff,9.0,0.0,0.0,0.0,0.0
8466c57ffffffff,8.0,0.0,0.0,0.0,0.0
8466c5bffffffff,2.0,0.0,0.0,0.0,0.0
8466c5dffffffff,13.0,0.0,0.0,0.0,0.0
8466c63ffffffff,81.0,0.0,0.0,0.0,0.0
8466c67ffffffff,3.0,0.0,0.0,0.0,0.0
8466c6bffffffff,9.0,0.0,0.0,0.0,0.0
8466c6dffffffff,2.0,0.0,0.0,0.0,0.0
8466cc5ffffffff,8.0,0.0,0.0,0.0,0.0
8466cdbffffffff,4.0,0.0,0.0,0.0,0.0
8466ce1ffffffff,5.0,0.0,0.0,0.0,0.0
8466ce9ffffffff,42.0,0.0,0.0,0.0,0.0
8466cedffffffff,5.0,0.0,0.0,0.0,0.0
8466d01ffffffff,7.0,0.0,0.0,0.0,0.0
8466d03ffffffff,2.0,0.0,0.0,0.0,0.0
8466d05ffffffff,7.0,0.0,0.0,0.0,0.0
8466d07ffffffff,20.0,0.0,0.0,0.0,0.0
8466d0bffffffff,19.0,0.0,0.0,0.0,0.0
8466d0dffffffff,66.0,0.0,0.0,0.0,0.0
8466d13ffffffff,4.0,0.0,0.0,0.0,0.0
8466d19ffffffff,2.0,0.0,0.0,0.0,0.0
8466d1bffffffff,97.0,0.0,0.0,0.0,0.0
8466d23ffffffff,31.0,0.0,0.0,0.0,0.0
8466d25ffffffff,2.0,0.0,0.0,0.0,0.0
8466d27ffffffff,20.0,0.0,0.0,0.0,0.0
8466d31ffffffff,18.0,0.0,0.0,0.0,0.0
8466d35ffffffff,242.0,0.0,0.0,0.0,0.0
8466d55ffffffff,16.0,0.0,0.0,0.0,0.0
8466d81ffffffff,14.0,0.0,0.0,0.0,0.0
8466d8dffffffff,1.0,0.0,0.0,0.0,0.0
8466da1ffffffff,1.0,0.0,0.0,0.0,0.0
8466da3ffffffff,5.0,0.0,0.0,0.0,0.0
8466da9ffffffff,4.0,0.0,0.0,0.0,0.0
8466dadffffffff,17.0,0.0,0.0,0.0,0.0
8466db1ffffffff,3.0,0.0,0.0,0.0,0.0
8466db5ffffffff,2.0,0.0,0.0,0.0,0.0
8466dc3ffffffff,175.0,0.0,0.0,0.0,0.0
8466dc7ffffffff,3.0,0.0,0.0,0.0,0.0
8466dc9ffffffff,1.0,0.0,0.0,0.0,0.0
8466dd1ffffffff,1.0,0.0,0.0,0.0,0.0
8466dd3ffffffff,3.0,0.0,0.0,0.0,0.0
8466dd5ffffffff,18.0,0.0,0.0,0.0,0.0
8466dd9ffffffff,1.0,0.0,0.0,0.0,0.0
8466ddbffffffff,4.0,0.0,0.0,0.0,0.0
8466dddffffffff,3.0,0.0,0.0,0.0,0.0
8466de1ffffffff,12.0,0.0,0.0,0.0,0.0
8466de3ffffffff,72.0,0.0,0.0,0.0,0.0
8466de7ffffffff,24.0,0.0,0.0,0.0,0.0
8466debffffffff,22.0,0.0,0.0,0.0,0.0
8466dedffffffff,1.0,0.0,0.0,0.0,0.0
8466e01ffffffff,1.0,0.0,0.0,0.0,0.0
8466e03ffffffff,60.0,0.0,0.0,0.0,0.0
8466e05ffffffff,3.0,0.0,0.0,0.0,0.0
8466e09ffffffff,4.0,0.0,0.0,0.0,0.0
8466e0bffffffff,76.0,0.0,0.0,0.0,0.0
8466e0dffffffff,90.0,0.0,0.0,0.0,0.0
8466e11ffffffff,41.0,0.0,0.0,0.0,0.0
8466e13ffffffff,1.0,0.0,0.0,0.0,0.0
8466e15ffffffff,96.0,0.0,0.0,0.0,0.0
8466e19ffffffff,2.0,0.0,0.0,0.0,0.0
8466e1dffffffff,39.0,0.0,0.0,0.0,0.0
8466e21ffffffff,2.0,0.0,0.0,0.0,0.0
8466e23ffffffff,12.0,0.0,0.0,0.0,0.0
8466e27ffffffff,2.0,0.0,0.0,0.0,0.0
8466e29ffffffff,13.0,0.0,0.0,0.0,0.0
8466e2bffffffff,32.0,0.0,0.0,0.0,0.0
8466e2dffffffff,21.0,0.0,0.0,0.0,0.0
8466e37ffffffff,2.0,0.0,0.0,0.0,0.0
8466e39ffffffff,35.0,0.0,0.0,0.0,0.0
8466e3bffffffff,23.0,0.0,0.0,0.0,0.0
8466e3dffffffff,6.0,0.0,0.0,0.0,0.0
8466e41ffffffff,271.0,0.0,0.0,0.0,0.0
8466e45ffffffff,25.0,0.0,0.0,0.0,0.0
8466e47ffffffff,65.0,0.0,0.0,0.0,0.0
8466e49ffffffff,19.0,0.0,0.0,0.0,0.0
8466e4dffffffff,8.0,0.0,0.0,0.0,0.0
8466e51ffffffff,9.0,0.0,0.0,0.0,0.0
8466e53ffffffff,36.0,0.0,0.0,0.0,0.0
8466e55ffffffff,4.0,0.0,0.0,0.0,0.0
8466e57ffffffff,813.0,0.0,0.0,0.0,0.0
8466e59ffffffff,124.0,0.0,0.0,0.0,0.0
8466e5bffffffff,4.0,0.0,0.0,0.0,0.0
8466e5dffffffff,3.0,0.0,0.0,0.0,0.0
8466e61ffffffff,5.0,0.0,0.0,0.0,0.0
8466e63ffffffff,109.0,0.0,0.0,0.0,0.0
8466e65ffffffff,376.0,0.0,0.0,0.0,0.0
8466e67ffffffff,324.0,0.0,0.0,0.0,0.0
8466e69ffffffff,93.0,0.0,0.0,0.0,0.0
8466e6bffffffff,15.0,0.0,0.0,0.0,0.0
8466e6dffffffff,1170.0,0.0,0.0,0.0,0.0
8466e8dffffffff,4.0,0.0,0.0,0.0,0.0
8466e9dffffffff,2.0,0.0,0.0,0.0,0.0
8466eadffffffff,6.0,0.0,0.0,0.0,0.0
8466ec1ffffffff,5.0,0.0,0.0,0.0,0.0
8466ec3ffffffff,1.0,0.0,0.0,0.0,0.0
8466ec5ffffffff,37.0,0.0,0.0,0.0,0.0
8466ec7ffffffff,97.0,0.0,0.0,0.0,0.0
8466ec9ffffffff,8.0,0.0,0.0,0.0,0.0
8466ecbffffffff,139.0,0.0,0.0,0.0,0.0
8466ee5ffffffff,153.0,0.0,0.0,0.0,0.0
8466ee7ffffffff,5.0,0.0,0.0,0.0,0.0
8466eebffffffff,8.0,0.0,0.0,0.0,0.0
8466eedffffffff,10.0,0.0,0.0,0.0,0.0
8466f03ffffffff,10.0,0.0,0.0,0.0,0.0
8466f0bffffffff,14.0,0.0,0.0,0.0,0.0
8466f11ffffffff,12.0,0.0,0.0,0.0,0.0
8466f15ffffffff,40.0,0.0,0.0,0.0,0.0
8466f17ffffffff,11.0,0.0,0.0,0.0,0.0
8466f19ffffffff,110.0,0.0,0.0,0.0,0.0
8466f1dffffffff,213.0,0.0,0.0,0.0,0.0
8466f35ffffffff,13.0,0.0,0.0,0.0,0.0
8466f3bffffffff,2.0,0.0,0.0,0.0,0.0
8466f51ffffffff,19.0,0.0,0.0,0.0,0.0
8466f53ffffffff,29.0,0.0,0.0,0.0,0.0
8466f57ffffffff,238.0,0.0,0.0,0.0,0.0
8466f59ffffffff,22.0,0.0,0.0,0.0,0.0
8466f5bffffffff,100.0,0.0,0.0,0.0,0.0
8466f5dffffffff,2.0,0.0,0.0,0.0,0.0
8467413ffffffff,2.0,0.0,0.0,0.0,0.0
8467437ffffffff,1.0,0.0,0.0,0.0,0.0
84674c7ffffffff,4.0,0.0,0.0,0.0,0.0
84674cdffffffff,44.0,0.0,0.0,0.0,0.0
84674e1ffffffff,4.0,0.0,0.0,0.0,0.0
84674e5ffffffff,3.0,0.0,0.0,0.0,0.0
8467519ffffffff,2.0,0.0,0.0,0.0,0.0
8467531ffffffff,3.0,0.0,0.0,0.0,0.0
8467585ffffffff,3.0,0.0,0.0,0.0,0.0
84675a5ffffffff,6.0,0.0,0.0,0.0,0.0
84675a9ffffffff,9.0,0.0,0.0,0.0,0.0
84675abffffffff,7.0,0.0,0.0,0.0,0.0
84675c7ffffffff,2.0,0.0,0.0,0.0,0.0
84675cbffffffff,2.0,0.0,0.0,0.0,0.0
84675e1ffffffff,2.0,0.0,0.0,0.0,0.0
846790dffffffff,3.0,0.0,0.0,0.0,0.0
8467925ffffffff,3.0,0.0,0.0,0.0,0.0
846792dffffffff,11.0,0.0,0.0,0.0,0.0
8467933ffffffff,2.0,0.0,0.0,0.0,0.0
8467945ffffffff,3.0,0.0,0.0,0.0,0.0
846794dffffffff,4.0,0.0,0.0,0.0,0.0
8467961ffffffff,130.0,0.0,0.0,0.0,0.0
8467963ffffffff,14.0,0.0,0.0,0.0,0.0
8467965ffffffff,1.0,0.0,0.0,0.0,0.0
8467969ffffffff,5.0,0.0,0.0,0.0,0.0
846796bffffffff,5.0,0.0,0.0,0.0,0.0
84679a1ffffffff,32.0,0.0,0.0,0.0,0.0
84679a3ffffffff,20.0,0.0,0.0,0.0,0.0
84679a5ffffffff,1644.0,0.0,0.0,0.0,0.0
