cell_id,Amazona autumnalis,Amazona autumnalis autumnalis/salvini,Amazona autumnalis lilacina,Amazona autumnalis diadema
844534dffffffff,5.0,0.0,0.0,0.0
8445351ffffffff,13.0,0.0,0.0,0.0
8445353ffffffff,26.0,0.0,0.0,0.0
8445355ffffffff,8.0,0.0,0.0,0.0
8445357ffffffff,4.0,0.0,0.0,0.0
8445363ffffffff,27.0,0.0,0.0,0.0
8445365ffffffff,160.0,0.0,0.0,0.0
8445367ffffffff,39.0,0.0,0.0,0.0
8445649ffffffff,70.0,8.0,0.0,0.0
84456dbffffffff,2.0,0.0,0.0,0.0
8445749ffffffff,55.0,2.0,0.0,0.0
844574dffffffff,8.0,0.0,0.0,0.0
8445767ffffffff,7.0,0.0,0.0,0.0
8448a07ffffffff,15.0,0.0,0.0,0.0
8448a21ffffffff,180.0,0.0,0.0,0.0
8448a27ffffffff,5.0,0.0,0.0,0.0
8448b15ffffffff,4.0,3.0,0.0,0.0
8448b2bffffffff,85.0,11.0,0.0,0.0
8448b39ffffffff,184.0,36.0,0.0,0.0
8448b3dffffffff,1341.0,260.0,0.0,0.0
8449815ffffffff,5.0,0.0,0.0,0.0
844982dffffffff,3.0,0.0,0.0,0.0
84498c9ffffffff,26.0,0.0,0.0,0.0
84498edffffffff,2.0,0.0,0.0,0.0
8449903ffffffff,1.0,0.0,0.0,0.0
8449907ffffffff,7.0,0.0,0.0,0.0
8449911ffffffff,2.0,0.0,0.0,0.0
8449913ffffffff,3.0,0.0,0.0,0.0
8449929ffffffff,20.0,0.0,0.0,0.0
844992bffffffff,21.0,0.0,0.0,0.0
8449937ffffffff,1.0,1.0,0.0,0.0
8449939ffffffff,2.0,0.0,0.0,0.0
844993bffffffff,4.0,2.0,0.0,0.0
844993dffffffff,17.0,2.0,0.0,0.0
8449951ffffffff,17.0,0.0,0.0,0.0
8449959ffffffff,20.0,0.0,0.0,0.0
844995bffffffff,35.0,0.0,0.0,0.0
8449961ffffffff,215.0,53.0,0.0,0.0
8449963ffffffff,21.0,6.0,0.0,0.0
8449965ffffffff,112.0,13.0,0.0,0.0
8449967ffffffff,118.0,14.0,0.0,0.0
8449969ffffffff,393.0,9.0,0.0,0.0
844996dffffffff,23.0,7.0,0.0,0.0
8449981ffffffff,35.0,2.0,0.0,0.0
8449983ffffffff,1.0,0.0,0.0,0.0
8449987ffffffff,225.0,0.0,0.0,0.0
844998dffffffff,2.0,0.0,0.0,0.0
84499b1ffffffff,30.0,0.0,0.0,0.0
84499b5ffffffff,2.0,0.0,0.0,0.0
84499bdffffffff,4.0,0.0,0.0,0.0
84499c5ffffffff,63.0,0.0,0.0,0.0
84499c7ffffffff,2.0,0.0,0.0,0.0
84499e3ffffffff,86.0,0.0,0.0,0.0
84499e7ffffffff,1.0,0.0,0.0,0.0
84499e9ffffffff,2.0,0.0,0.0,0.0
84499ebffffffff,30.0,0.0,0.0,0.0
8449a85ffffffff,4.0,0.0,0.0,0.0
8449a89ffffffff,1.0,0.0,0.0,0.0
8449a8dffffffff,215.0,0.0,0.0,0.0
8449aa3ffffffff,11.0,0.0,0.0,0.0
8449ab5ffffffff,5.0,0.0,0.0,0.0
8466021ffffffff,8.0,0.0,0.0,0.0
8466023ffffffff,8.0,0.0,0.0,0.0
8466025ffffffff,5.0,0.0,0.0,0.0
846602bffffffff,2.0,0.0,0.0,0.0
8466067ffffffff,3.0,0.0,0.0,0.0
846608dffffffff,35.0,0.0,0.0,0.0
84660a1ffffffff,4.0,0.0,0.0,0.0
84660a5ffffffff,1.0,0.0,0.0,0.0
84660a7ffffffff,359.0,0.0,0.0,0.0
84660adffffffff,2.0,0.0,0.0,0.0
84660e5ffffffff,4.0,0.0,0.0,0.0
84660e7ffffffff,5.0,0.0,0.0,0.0
84660ebffffffff,3.0,0.0,0.0,0.0
8466103ffffffff,8.0,1.0,0.0,0.0
8466105ffffffff,73.0,8.0,0.0,0.0
8466107ffffffff,2096.0,159.0,0.0,0.0
846610bffffffff,12.0,0.0,0.0,0.0
8466111ffffffff,3.0,0.0,0.0,0.0
8466113ffffffff,52.0,0.0,0.0,0.0
8466117ffffffff,12.0,0.0,0.0,0.0
8466119ffffffff,19.0,0.0,0.0,0.0
846611bffffffff,4.0,0.0,0.0,0.0
846611dffffffff,6.0,0.0,0.0,0.0
8466121ffffffff,4.0,0.0,0.0,0.0
8466129ffffffff,48.0,1.0,0.0,0.0
846612dffffffff,2.0,0.0,0.0,0.0
8466131ffffffff,23.0,0.0,0.0,0.0
8466135ffffffff,4.0,4.0,0.0,0.0
8466139ffffffff,1552.0,115.0,0.0,0.0
846613bffffffff,7.0,0.0,0.0,0.0
846613dffffffff,124.0,4.0,0.0,0.0
8466153ffffffff,2.0,0.0,0.0,0.0
8466161ffffffff,2.0,0.0,0.0,0.0
8466163ffffffff,448.0,57.0,0.0,0.0
8466165ffffffff,133.0,10.0,0.0,0.0
8466167ffffffff,131.0,10.0,0.0,0.0
8466183ffffffff,4.0,0.0,0.0,0.0
846618bffffffff,1.0,0.0,0.0,0.0
8466193ffffffff,2.0,0.0,0.0,0.0
8466199ffffffff,6.0,0.0,0.0,0.0
846619bffffffff,19.0,0.0,0.0,0.0
846619dffffffff,12.0,0.0,0.0,0.0
84661a5ffffffff,133.0,0.0,0.0,0.0
84661a7ffffffff,14.0,0.0,0.0,0.0
84661adffffffff,40.0,0.0,0.0,0.0
84661b3ffffffff,4.0,0.0,0.0,0.0
84661c1ffffffff,7.0,0.0,0.0,0.0
84661c9ffffffff,1.0,0.0,0.0,0.0
84661cbffffffff,2.0,0.0,0.0,0.0
84661cdffffffff,2.0,0.0,0.0,0.0
84661d3ffffffff,7.0,0.0,0.0,0.0
84661dbffffffff,1.0,0.0,0.0,0.0
84661e9ffffffff,2.0,0.0,0.0,0.0
84661ebffffffff,318.0,0.0,0.0,0.0
8466213ffffffff,1.0,0.0,0.0,0.0
846621bffffffff,9.0,0.0,0.0,0.0
846622bffffffff,6.0,0.0,0.0,0.0
846629dffffffff,5.0,0.0,0.0,0.0
84662e1ffffffff,6.0,0.0,0.0,0.0
84662e9ffffffff,6.0,0.0,0.0,0.0
8466841ffffffff,4.0,0.0,0.0,0.0
8466849ffffffff,27.0,0.0,0.0,0.0
8466a01ffffffff,12.0,0.0,0.0,0.0
8466a03ffffffff,3.0,0.0,0.0,0.0
8466a05ffffffff,5.0,0.0,0.0,0.0
8466a07ffffffff,5.0,0.0,0.0,0.0
8466a09ffffffff,2.0,0.0,0.0,0.0
8466a0bffffffff,26.0,0.0,0.0,0.0
8466a15ffffffff,3.0,0.0,0.0,0.0
8466a1dffffffff,10.0,2.0,0.0,0.0
8466a21ffffffff,90.0,5.0,0.0,0.0
8466a23ffffffff,5.0,0.0,0.0,0.0
8466a25ffffffff,75.0,0.0,0.0,0.0
8466a2bffffffff,1.0,0.0,0.0,0.0
8466a2dffffffff,2.0,0.0,0.0,0.0
8466a31ffffffff,57.0,2.0,0.0,0.0
8466a33ffffffff,21.0,0.0,0.0,0.0
8466a35ffffffff,5.0,0.0,0.0,0.0
8466a37ffffffff,3.0,0.0,0.0,0.0
8466a39ffffffff,5.0,0.0,0.0,0.0
8466a3bffffffff,2.0,0.0,0.0,0.0
8466a3dffffffff,30.0,1.0,0.0,0.0
8466a51ffffffff,9223.0,771.0,0.0,0.0
8466a53ffffffff,4.0,0.0,0.0,0.0
8466a55ffffffff,145.0,6.0,0.0,0.0
8466a57ffffffff,24.0,0.0,0.0,0.0
8466a59ffffffff,66.0,2.0,0.0,0.0
8466a5bffffffff,374.0,21.0,0.0,0.0
8466a5dffffffff,278.0,22.0,0.0,0.0
8466a63ffffffff,9.0,0.0,0.0,0.0
8466a65ffffffff,2309.0,129.0,0.0,0.0
8466a67ffffffff,15.0,0.0,0.0,0.0
8466a9bffffffff,10.0,0.0,0.0,0.0
8466ad9ffffffff,1.0,0.0,0.0,0.0
8466aedffffffff,3.0,0.0,0.0,0.0
8466b01ffffffff,247.0,0.0,0.0,0.0
8466b09ffffffff,1456.0,0.0,0.0,0.0
8466b0bffffffff,2388.0,0.0,0.0,0.0
8466b19ffffffff,141.0,8.0,0.0,0.0
8466b1dffffffff,21.0,2.0,0.0,0.0
8466b41ffffffff,19.0,0.0,0.0,0.0
8466b43ffffffff,28.0,0.0,0.0,0.0
8466b45ffffffff,430.0,0.0,0.0,0.0
8466b47ffffffff,725.0,0.0,0.0,0.0
8466b49ffffffff,134.0,0.0,0.0,0.0
8466b4bffffffff,9.0,0.0,0.0,0.0
8466b4dffffffff,3.0,0.0,0.0,0.0
8466b51ffffffff,45.0,0.0,0.0,0.0
8466b53ffffffff,399.0,15.0,0.0,0.0
8466b55ffffffff,686.0,0.0,0.0,0.0
8466b57ffffffff,629.0,0.0,0.0,0.0
8466b59ffffffff,287.0,1.0,0.0,0.0
8466b5bffffffff,349.0,7.0,0.0,0.0
8466b5dffffffff,6.0,0.0,0.0,0.0
8466b69ffffffff,327.0,0.0,0.0,0.0
8466d01ffffffff,19.0,2.0,0.0,0.0
8466d05ffffffff,66.0,11.0,0.0,0.0
8466d07ffffffff,20.0,0.0,0.0,0.0
8466d0dffffffff,113.0,0.0,0.0,0.0
8466d23ffffffff,15.0,3.0,0.0,0.0
8466d25ffffffff,3.0,0.0,0.0,0.0
8466d27ffffffff,8.0,5.0,0.0,0.0
8466d35ffffffff,17.0,0.0,0.0,0.0
8466d49ffffffff,42.0,0.0,0.0,0.0
8466d4bffffffff,14.0,0.0,0.0,0.0
8466d55ffffffff,12.0,0.0,0.0,0.0
8466e47ffffffff,1.0,0.0,0.0,0.0
8466e6dffffffff,3.0,0.0,0.0,0.0
8466f01ffffffff,7.0,0.0,0.0,0.0
8466f03ffffffff,7.0,0.0,0.0,0.0
8466f0bffffffff,9.0,0.0,0.0,0.0
8466f11ffffffff,48.0,0.0,0.0,0.0
8466f15ffffffff,2.0,0.0,0.0,0.0
8466f1dffffffff,106.0,0.0,0.0,0.0
8466f35ffffffff,57.0,0.0,0.0,0.0
8466f51ffffffff,2.0,0.0,0.0,0.0
8466f57ffffffff,15.0,0.0,0.0,0.0
8466f5bffffffff,20.0,0.0,0.0,0.0
8467903ffffffff,2.0,0.0,0.0,0.0
846790dffffffff,7.0,0.0,0.0,0.0
8467915ffffffff,4.0,0.0,0.0,0.0
8467921ffffffff,6.0,0.0,0.0,0.0
8467925ffffffff,2.0,0.0,0.0,0.0
8467931ffffffff,8.0,0.0,0.0,0.0
8467933ffffffff,5.0,0.0,0.0,0.0
8467937ffffffff,3.0,0.0,0.0,0.0
8467939ffffffff,1.0,0.0,0.0,0.0
846793bffffffff,9.0,0.0,0.0,0.0
8467941ffffffff,2.0,0.0,0.0,0.0
8467943ffffffff,2.0,0.0,0.0,0.0
8467945ffffffff,16.0,0.0,0.0,0.0
8467947ffffffff,2.0,0.0,0.0,0.0
8467949ffffffff,5.0,0.0,0.0,0.0
846794bffffffff,2.0,0.0,0.0,0.0
846794dffffffff,3.0,0.0,0.0,0.0
846795dffffffff,4.0,0.0,0.0,0.0
8467961ffffffff,47.0,0.0,0.0,0.0
8467963ffffffff,16.0,0.0,0.0,0.0
8467967ffffffff,3.0,0.0,0.0,0.0
8467969ffffffff,10.0,0.0,0.0,0.0
846796bffffffff,14.0,0.0,0.0,0.0
84679a1ffffffff,591.0,0.0,0.0,0.0
84679a3ffffffff,83.0,0.0,0.0,0.0
84679a5ffffffff,5437.0,0.0,0.0,0.0
84679a7ffffffff,383.0,0.0,0.0,0.0
84679adffffffff,75.0,2.0,0.0,0.0
84679b3ffffffff,410.0,9.0,0.0,0.0
84679b5ffffffff,143.0,0.0,0.0,0.0
84679b7ffffffff,1102.0,1.0,0.0,0.0
84679e5ffffffff,2.0,0.0,0.0,0.0
8467b25ffffffff,1.0,0.0,0.0,0.0
8467b27ffffffff,2.0,0.0,0.0,0.0
846d059ffffffff,16.0,6.0,0.0,0.0
846d05bffffffff,9.0,7.0,0.0,0.0
846d201ffffffff,11.0,0.0,0.0,0.0
846d203ffffffff,38.0,0.0,0.0,0.0
846d205ffffffff,3.0,0.0,0.0,0.0
846d207ffffffff,17.0,0.0,0.0,0.0
846d20bffffffff,5.0,0.0,0.0,0.0
846d20dffffffff,2.0,0.0,0.0,0.0
846d219ffffffff,10.0,1.0,0.0,0.0
846d21bffffffff,18.0,2.0,0.0,0.0
846d21dffffffff,122.0,9.0,0.0,0.0
846d225ffffffff,2.0,0.0,0.0,0.0
846d22bffffffff,17.0,4.0,0.0,0.0
846d231ffffffff,231.0,32.0,0.0,0.0
846d233ffffffff,4.0,2.0,0.0,0.0
846d235ffffffff,2.0,0.0,0.0,0.0
846d23dffffffff,23.0,9.0,0.0,0.0
846d24bffffffff,5.0,0.0,0.0,0.0
846d251ffffffff,12.0,0.0,0.0,0.0
846d253ffffffff,13.0,0.0,0.0,0.0
846d255ffffffff,13.0,5.0,0.0,0.0
846d257ffffffff,28.0,2.0,0.0,0.0
846d25bffffffff,3.0,0.0,0.0,0.0
846d25dffffffff,5.0,0.0,0.0,0.0
846d261ffffffff,4.0,0.0,0.0,0.0
846d267ffffffff,5.0,0.0,0.0,0.0
846d2c1ffffffff,55.0,17.0,0.0,0.0
846d2c3ffffffff,78.0,6.0,0.0,0.0
846d2c7ffffffff,5.0,0.0,0.0,0.0
846d2c9ffffffff,559.0,56.0,0.0,0.0
846d2cbffffffff,231.0,63.0,0.0,0.0
846d2cdffffffff,5.0,0.0,0.0,0.0
846d2d1ffffffff,36.0,0.0,0.0,0.0
846d2d3ffffffff,1.0,0.0,0.0,0.0
846d2d5ffffffff,2.0,0.0,0.0,0.0
846d2d9ffffffff,14.0,0.0,0.0,0.0
846d2dbffffffff,22.0,0.0,0.0,0.0
846d2ddffffffff,13.0,0.0,0.0,0.0
846d2e5ffffffff,131.0,59.0,0.0,0.0
846d305ffffffff,4.0,0.0,0.0,0.0
846d309ffffffff,5.0,0.0,0.0,0.0
846d30bffffffff,2.0,0.0,0.0,0.0
846d30dffffffff,348.0,22.0,0.0,0.0
846d311ffffffff,17.0,0.0,0.0,0.0
846d317ffffffff,4.0,0.0,0.0,0.0
846d319ffffffff,109.0,39.0,0.0,0.0
846d31bffffffff,15.0,0.0,0.0,0.0
846d32bffffffff,68.0,11.0,0.0,0.0
846d341ffffffff,19.0,10.0,0.0,0.0
846d343ffffffff,2.0,0.0,0.0,0.0
846d345ffffffff,2.0,2.0,0.0,0.0
846d347ffffffff,5.0,2.0,0.0,0.0
846d34bffffffff,41.0,8.0,0.0,0.0
846d34dffffffff,107.0,1.0,0.0,0.0
846d351ffffffff,2.0,0.0,0.0,0.0
846d355ffffffff,2.0,0.0,0.0,0.0
846d357ffffffff,5.0,0.0,0.0,0.0
846d359ffffffff,2.0,0.0,0.0,0.0
846d35bffffffff,43.0,0.0,0.0,0.0
846d35dffffffff,295.0,13.0,0.0,0.0
846d369ffffffff,6.0,0.0,0.0,0.0
846d36dffffffff,2.0,0.0,0.0,0.0
846d649ffffffff,1.0,0.0,0.0,0.0
846d64bffffffff,6.0,0.0,0.0,0.0
846d681ffffffff,290.0,0.0,0.0,0.0
846d683ffffffff,197.0,0.0,0.0,0.0
846d685ffffffff,37.0,0.0,0.0,0.0
846d687ffffffff,8.0,0.0,0.0,0.0
846d689ffffffff,108.0,0.0,0.0,0.0
846d68bffffffff,3095.0,0.0,0.0,0.0
846d68dffffffff,46.0,0.0,0.0,0.0
846d691ffffffff,276.0,0.0,0.0,0.0
846d693ffffffff,148.0,0.0,0.0,0.0
846d695ffffffff,79.0,0.0,0.0,0.0
846d697ffffffff,2066.0,0.0,0.0,0.0
846d699ffffffff,1118.0,0.0,0.0,0.0
846d69bffffffff,825.0,0.0,0.0,0.0
846d69dffffffff,4899.0,0.0,0.0,0.0
846d6abffffffff,22.0,0.0,0.0,0.0
846d6b1ffffffff,15.0,0.0,0.0,0.0
846d6b3ffffffff,3.0,0.0,0.0,0.0
846d6b9ffffffff,19.0,0.0,0.0,0.0
846d6bbffffffff,1104.0,0.0,0.0,0.0
846d6bdffffffff,5.0,0.0,0.0,0.0
846d6c3ffffffff,3.0,0.0,0.0,0.0
846d6c9ffffffff,2.0,0.0,0.0,0.0
846d6cdffffffff,3.0,0.0,0.0,0.0
846d6d1ffffffff,137.0,0.0,0.0,0.0
846d6d3ffffffff,783.0,0.0,0.0,0.0
846d6d5ffffffff,477.0,0.0,0.0,0.0
846d6d7ffffffff,61.0,0.0,0.0,0.0
846d6dbffffffff,2.0,0.0,0.0,0.0
846d6ddffffffff,4.0,0.0,0.0,0.0
848aa97ffffffff,2.0,0.0,0.0,0.0
848af03ffffffff,3.0,0.0,0.0,0.0
848af09ffffffff,11.0,0.0,0.0,5.0
848af0bffffffff,2.0,0.0,0.0,0.0
848af1dffffffff,2.0,0.0,0.0,0.0
848af21ffffffff,1.0,0.0,0.0,1.0
848af29ffffffff,49.0,0.0,0.0,6.0
848af2bffffffff,6.0,0.0,0.0,0.0
848af2dffffffff,16.0,0.0,0.0,4.0
848af41ffffffff,8.0,0.0,0.0,1.0
848af61ffffffff,107.0,0.0,0.0,28.0
848af63ffffffff,93.0,0.0,0.0,18.0
848af67ffffffff,45.0,0.0,0.0,11.0
848af6bffffffff,28.0,0.0,0.0,7.0
848f0d9ffffffff,2.0,0.0,0.0,0.0
848f287ffffffff,4.0,0.0,2.0,0.0
848f28dffffffff,2.0,0.0,0.0,0.0
848f2a9ffffffff,2.0,0.0,2.0,0.0
848f2abffffffff,31.0,0.0,8.0,0.0
848f2b3ffffffff,1.0,0.0,0.0,0.0
848f2b9ffffffff,41.0,0.0,15.0,0.0
848f2bbffffffff,17.0,0.0,5.0,0.0
848f2bdffffffff,161.0,0.0,43.0,0.0
848f2e3ffffffff,2.0,0.0,0.0,0.0
