cell_id,Gygis alba,Gygis alba alba,Gygis alba candida/leucopes,Gygis alba microrhyncha
83706dfffffffff,1.0,0.0,0.0,0.0
837234fffffffff,2.0,0.0,0.0,0.0
83724dfffffffff,1.0,0.0,0.0,0.0
83726efffffffff,1.0,0.0,0.0,0.0
8372cbfffffffff,2.0,0.0,0.0,0.0
837319fffffffff,2.0,0.0,0.0,0.0
83731bfffffffff,1397.0,0.0,0.0,0.0
83734dfffffffff,9.0,0.0,0.0,0.0
837356fffffffff,5.0,0.0,0.0,0.0
8373a8fffffffff,6.0,0.0,0.0,0.0
8373abfffffffff,2.0,0.0,0.0,0.0
8376b4fffffffff,2.0,0.0,0.0,0.0
8376b5fffffffff,2.0,0.0,0.0,0.0
837709fffffffff,1.0,0.0,0.0,0.0
837715fffffffff,3.0,0.0,0.0,0.0
837731fffffffff,11.0,0.0,0.0,0.0
837772fffffffff,7.0,0.0,0.0,0.0
8377a8fffffffff,1.0,0.0,0.0,0.0
837899fffffffff,4.0,0.0,0.0,2.0
837b2cfffffffff,2.0,0.0,0.0,0.0
837b32fffffffff,2.0,0.0,0.0,0.0
8380b4fffffffff,80.0,0.0,0.0,0.0
83845cfffffffff,1.0,0.0,0.0,0.0
8385a0fffffffff,49.0,0.0,0.0,0.0
8385a2fffffffff,60.0,0.0,0.0,0.0
8385a3fffffffff,25.0,0.0,0.0,0.0
8385b0fffffffff,1.0,0.0,0.0,0.0
838818fffffffff,2.0,0.0,0.0,0.0
838836fffffffff,1.0,0.0,0.0,0.0
8388cafffffffff,1.0,0.0,0.0,0.0
838904fffffffff,18.0,0.0,2.0,0.0
838912fffffffff,4.0,0.0,0.0,0.0
83891bfffffffff,3.0,0.0,0.0,0.0
838922fffffffff,82.0,0.0,5.0,0.0
838930fffffffff,21.0,0.0,2.0,0.0
838931fffffffff,7.0,0.0,0.0,0.0
838932fffffffff,14.0,0.0,0.0,0.0
838934fffffffff,144.0,0.0,19.0,0.0
838935fffffffff,20.0,0.0,3.0,0.0
8389b6fffffffff,2.0,0.0,0.0,0.0
838c45fffffffff,292.0,0.0,11.0,0.0
839800fffffffff,1.0,0.0,0.0,0.0
83980afffffffff,10.0,4.0,0.0,0.0
83980bfffffffff,3.0,0.0,0.0,0.0
8399a4fffffffff,9.0,4.0,0.0,0.0
8399a5fffffffff,1.0,0.0,0.0,0.0
839a02fffffffff,10.0,0.0,0.0,0.0
839a14fffffffff,27.0,0.0,0.0,0.0
839a15fffffffff,23.0,0.0,0.0,0.0
839a16fffffffff,5.0,0.0,0.0,0.0
839b0afffffffff,5.0,0.0,0.0,0.0
839b0cfffffffff,1.0,0.0,0.0,0.0
839b0efffffffff,4.0,0.0,2.0,0.0
839b19fffffffff,4.0,0.0,0.0,0.0
839b45fffffffff,2.0,0.0,0.0,0.0
839b6bfffffffff,4.0,0.0,0.0,0.0
839b71fffffffff,1.0,0.0,0.0,0.0
839bacfffffffff,2.0,0.0,0.0,0.0
839e08fffffffff,2.0,0.0,2.0,0.0
839e28fffffffff,1.0,0.0,1.0,0.0
839f44fffffffff,1.0,0.0,1.0,0.0
839f55fffffffff,25.0,0.0,0.0,0.0
839f62fffffffff,2.0,0.0,0.0,0.0
83a023fffffffff,7.0,0.0,0.0,0.0
83a025fffffffff,2.0,0.0,0.0,0.0
83a048fffffffff,2.0,0.0,0.0,0.0
83a049fffffffff,27.0,0.0,0.0,0.0
83a04bfffffffff,1.0,0.0,0.0,0.0
83a04cfffffffff,13.0,0.0,0.0,0.0
83a04dfffffffff,2.0,0.0,0.0,0.0
83a04efffffffff,16.0,0.0,0.0,0.0
83a05cfffffffff,1.0,0.0,1.0,0.0
83a06bfffffffff,2.0,0.0,0.0,0.0
83a0c3fffffffff,2.0,0.0,0.0,2.0
83a0ccfffffffff,1.0,0.0,0.0,0.0
83a0cdfffffffff,1.0,0.0,0.0,0.0
83a0d9fffffffff,20.0,0.0,0.0,6.0
83a0dcfffffffff,17.0,0.0,0.0,9.0
83a0ddfffffffff,7.0,0.0,0.0,2.0
83a0ebfffffffff,2.0,0.0,0.0,0.0
83a112fffffffff,8.0,0.0,4.0,0.0
83a113fffffffff,2.0,0.0,2.0,0.0
83a116fffffffff,9.0,0.0,3.0,0.0
83a119fffffffff,4.0,0.0,0.0,0.0
83a11bfffffffff,2.0,0.0,0.0,0.0
83a16cfffffffff,5.0,0.0,0.0,0.0
83a1a4fffffffff,14.0,0.0,7.0,0.0
83a366fffffffff,9.0,0.0,0.0,0.0
83ab14fffffffff,2.0,0.0,0.0,0.0
83b028fffffffff,2.0,0.0,0.0,0.0
83b14afffffffff,3.0,0.0,0.0,0.0
83b15dfffffffff,2.0,0.0,2.0,0.0
83b4aafffffffff,2.0,0.0,0.0,0.0
83b4b3fffffffff,3.0,0.0,0.0,0.0
83b4c0fffffffff,5.0,0.0,0.0,0.0
83b4c5fffffffff,59.0,0.0,0.0,0.0
83b4cefffffffff,8.0,0.0,0.0,0.0
83b4d3fffffffff,1.0,0.0,0.0,0.0
83b4e2fffffffff,4.0,0.0,0.0,0.0
83b4eefffffffff,3.0,0.0,0.0,0.0
83ba61fffffffff,1.0,0.0,0.0,0.0
83ba68fffffffff,1.0,0.0,1.0,0.0
83ba69fffffffff,581.0,0.0,21.0,0.0
83be0cfffffffff,2.0,0.0,0.0,0.0
83be0efffffffff,6.0,0.0,0.0,0.0
83be88fffffffff,1.0,0.0,0.0,0.0
83bea0fffffffff,1.0,0.0,0.0,0.0
83bea9fffffffff,1.0,0.0,0.0,0.0
83beabfffffffff,1.0,0.0,1.0,0.0
83bf86fffffffff,1.0,0.0,0.0,0.0
83bf8bfffffffff,188.0,0.0,3.0,0.0
