cell_id,Knipolegus aterrimus,Knipolegus aterrimus heterogyna,Knipolegus aterrimus aterrimus/anthracinus
83c30dfffffffff,12.0,0.0,0.0
83c320fffffffff,34.0,0.0,0.0
83c321fffffffff,8.0,0.0,0.0
83c324fffffffff,3.0,0.0,0.0
83c325fffffffff,11.0,0.0,0.0
83c328fffffffff,3.0,0.0,0.0
83c329fffffffff,58.0,0.0,0.0
83c32afffffffff,7.0,0.0,0.0
83c32bfffffffff,1.0,0.0,0.0
83c32dfffffffff,9.0,0.0,0.0
83c32efffffffff,38.0,0.0,0.0
83c340fffffffff,16.0,0.0,0.0
83c341fffffffff,2.0,0.0,0.0
83c349fffffffff,2.0,0.0,0.0
83c34bfffffffff,2.0,0.0,0.0
83c34cfffffffff,4.0,0.0,0.0
83c34dfffffffff,1.0,0.0,0.0
83c355fffffffff,1.0,0.0,0.0
83c360fffffffff,2.0,0.0,0.0
83c362fffffffff,2.0,0.0,0.0
83c365fffffffff,8.0,0.0,0.0
83c366fffffffff,11.0,0.0,0.0
83c368fffffffff,3.0,0.0,0.0
83c36afffffffff,2.0,0.0,0.0
83c36bfffffffff,2.0,0.0,0.0
83c36efffffffff,5.0,0.0,0.0
83c370fffffffff,18.0,0.0,0.0
83c371fffffffff,86.0,0.0,0.0
83c372fffffffff,1.0,0.0,0.0
83c373fffffffff,21.0,0.0,0.0
83c375fffffffff,8.0,0.0,0.0
83c376fffffffff,8.0,0.0,0.0
83ce83fffffffff,8.0,0.0,0.0
83ce91fffffffff,2.0,0.0,0.0
83ce93fffffffff,77.0,0.0,0.0
83ce96fffffffff,2.0,0.0,0.0
83ce98fffffffff,18.0,0.0,0.0
83ce9bfffffffff,15.0,0.0,0.0
83ce9cfffffffff,6.0,0.0,0.0
83ce9efffffffff,4.0,0.0,0.0
83cea2fffffffff,7.0,0.0,0.0
83ceb1fffffffff,2.0,0.0,0.0
83cf9bfffffffff,1.0,0.0,0.0
