cell_id,Buteo rufinus,Buteo rufinus rufinus,Buteo rufinus cirtensis
8320a8fffffffff,6.0,0.0,0.0
8320adfffffffff,7.0,0.0,0.0
8320aefffffffff,4.0,0.0,0.0
8320b1fffffffff,33.0,0.0,0.0
8320b2fffffffff,1.0,0.0,0.0
8320b3fffffffff,8.0,0.0,0.0
8320c8fffffffff,8.0,0.0,0.0
8320c9fffffffff,6.0,0.0,0.0
8320d6fffffffff,3.0,0.0,0.0
8320e0fffffffff,79.0,22.0,0.0
8320e2fffffffff,31.0,14.0,0.0
8320e3fffffffff,57.0,17.0,0.0
8320e4fffffffff,25.0,7.0,0.0
8320e6fffffffff,51.0,5.0,0.0
8320e9fffffffff,1.0,0.0,0.0
8320ebfffffffff,2.0,0.0,0.0
8320f0fffffffff,4.0,0.0,0.0
8320f4fffffffff,4.0,0.0,0.0
8320f5fffffffff,11.0,0.0,0.0
8320f6fffffffff,3.0,0.0,0.0
832121fffffffff,1.0,0.0,0.0
832150fffffffff,5.0,0.0,0.0
832152fffffffff,30.0,8.0,0.0
832183fffffffff,1.0,0.0,0.0
832189fffffffff,2.0,0.0,0.0
83218afffffffff,4.0,2.0,0.0
83218bfffffffff,12.0,4.0,0.0
83218efffffffff,1.0,0.0,0.0
832198fffffffff,5.0,1.0,0.0
832199fffffffff,11.0,2.0,0.0
83219cfffffffff,2.0,0.0,0.0
83219dfffffffff,8.0,2.0,0.0
8321a0fffffffff,2.0,0.0,0.0
832400fffffffff,5.0,0.0,0.0
832403fffffffff,14.0,0.0,0.0
832404fffffffff,2.0,0.0,0.0
832405fffffffff,1.0,0.0,0.0
832406fffffffff,4.0,0.0,0.0
83240afffffffff,9.0,0.0,0.0
83240efffffffff,3.0,0.0,0.0
83241cfffffffff,1.0,0.0,0.0
83241dfffffffff,3.0,0.0,0.0
832428fffffffff,4.0,0.0,0.0
832429fffffffff,1.0,0.0,0.0
83242cfffffffff,13.0,0.0,0.0
83242efffffffff,1.0,0.0,0.0
832431fffffffff,5.0,0.0,0.0
832434fffffffff,2.0,0.0,0.0
832446fffffffff,1.0,0.0,0.0
832450fffffffff,11.0,0.0,0.0
832451fffffffff,5.0,0.0,0.0
832452fffffffff,15.0,0.0,0.0
832456fffffffff,4.0,0.0,0.0
832476fffffffff,2.0,0.0,0.0
8324e4fffffffff,2.0,0.0,0.0
8324e5fffffffff,3.0,0.0,0.0
832511fffffffff,2.0,0.0,0.0
832512fffffffff,3.0,0.0,0.0
832513fffffffff,15.0,0.0,0.0
832514fffffffff,3.0,0.0,0.0
83251afffffffff,3.0,0.0,0.0
832596fffffffff,7.0,0.0,0.0
8325a0fffffffff,4.0,0.0,0.0
8325a3fffffffff,2.0,0.0,0.0
8325a4fffffffff,15.0,0.0,0.0
8325aafffffffff,1.0,0.0,0.0
8325adfffffffff,3.0,0.0,0.0
8325aefffffffff,1.0,0.0,0.0
8325b0fffffffff,8.0,0.0,0.0
8325b1fffffffff,15.0,9.0,0.0
8325b3fffffffff,1.0,1.0,0.0
8325b4fffffffff,11.0,1.0,0.0
832c00fffffffff,119.0,21.0,0.0
832c01fffffffff,54.0,0.0,0.0
832c02fffffffff,3.0,0.0,0.0
832c03fffffffff,61.0,0.0,0.0
832c04fffffffff,443.0,94.0,0.0
832c05fffffffff,256.0,42.0,0.0
832c06fffffffff,83.0,8.0,0.0
832c08fffffffff,4.0,0.0,0.0
832c09fffffffff,12.0,0.0,0.0
832c0afffffffff,4.0,0.0,0.0
832c0bfffffffff,222.0,0.0,0.0
832c0cfffffffff,126.0,0.0,0.0
832c0dfffffffff,2.0,0.0,0.0
832c0efffffffff,2.0,0.0,0.0
832c10fffffffff,10.0,0.0,0.0
832c11fffffffff,5.0,0.0,0.0
832c12fffffffff,12.0,0.0,0.0
832c13fffffffff,38.0,0.0,0.0
832c14fffffffff,8.0,0.0,0.0
832c15fffffffff,41.0,0.0,0.0
832c18fffffffff,11.0,0.0,0.0
832c19fffffffff,47.0,0.0,0.0
832c1afffffffff,30.0,0.0,0.0
832c1bfffffffff,14.0,0.0,0.0
832c1cfffffffff,2.0,0.0,0.0
832c1dfffffffff,33.0,0.0,0.0
832c1efffffffff,12.0,0.0,0.0
832c20fffffffff,11.0,0.0,0.0
832c21fffffffff,60.0,0.0,0.0
832c22fffffffff,50.0,2.0,0.0
832c23fffffffff,46.0,7.0,0.0
832c26fffffffff,45.0,0.0,0.0
832c28fffffffff,71.0,0.0,0.0
832c2afffffffff,214.0,0.0,0.0
832c2bfffffffff,7.0,0.0,0.0
832c2cfffffffff,3.0,0.0,0.0
832c2efffffffff,127.0,4.0,0.0
832c30fffffffff,4.0,0.0,0.0
832c31fffffffff,17.0,4.0,0.0
832c32fffffffff,9.0,0.0,0.0
832c33fffffffff,47.0,0.0,0.0
832c34fffffffff,2.0,0.0,0.0
832c35fffffffff,5.0,0.0,0.0
832c36fffffffff,8.0,2.0,0.0
832c43fffffffff,1.0,0.0,0.0
832c56fffffffff,4.0,0.0,0.0
832c66fffffffff,3.0,0.0,0.0
832c6efffffffff,2.0,0.0,0.0
832c72fffffffff,3.0,0.0,0.0
832c76fffffffff,29.0,0.0,0.0
832c81fffffffff,4.0,0.0,0.0
832c83fffffffff,15.0,0.0,0.0
832c85fffffffff,9.0,0.0,0.0
832c88fffffffff,2.0,0.0,0.0
832c89fffffffff,10.0,0.0,0.0
832c8afffffffff,5.0,0.0,0.0
832c8cfffffffff,4.0,0.0,0.0
832c8dfffffffff,40.0,0.0,0.0
832c8efffffffff,30.0,0.0,0.0
832c90fffffffff,75.0,0.0,0.0
832c91fffffffff,34.0,0.0,0.0
832c93fffffffff,566.0,17.0,0.0
832c98fffffffff,12.0,0.0,0.0
832c99fffffffff,1.0,0.0,0.0
832c9cfffffffff,5.0,0.0,0.0
832c9dfffffffff,7.0,0.0,0.0
832c9efffffffff,1.0,0.0,0.0
832ca8fffffffff,12.0,0.0,0.0
832caafffffffff,7.0,0.0,0.0
832cabfffffffff,2.0,0.0,0.0
832cacfffffffff,96.0,0.0,0.0
832cadfffffffff,16.0,0.0,0.0
832cc0fffffffff,264.0,0.0,0.0
832cc1fffffffff,19.0,0.0,0.0
832cc2fffffffff,41.0,0.0,0.0
832cc3fffffffff,65.0,0.0,0.0
832cc6fffffffff,26.0,0.0,0.0
832ccafffffffff,2.0,0.0,0.0
832ccbfffffffff,32.0,0.0,0.0
832ccefffffffff,34.0,0.0,0.0
832cd3fffffffff,2.0,0.0,0.0
832cd4fffffffff,116.0,0.0,0.0
832cd5fffffffff,116.0,0.0,0.0
832cd6fffffffff,8.0,0.0,0.0
832cd9fffffffff,4.0,0.0,0.0
832cdafffffffff,2.0,0.0,0.0
832cdcfffffffff,3.0,0.0,0.0
832cddfffffffff,51.0,0.0,0.0
832ce4fffffffff,25.0,0.0,0.0
832ce5fffffffff,6.0,0.0,0.0
832ce6fffffffff,3.0,0.0,0.0
832cf0fffffffff,227.0,0.0,0.0
832cf1fffffffff,5.0,0.0,0.0
832cf2fffffffff,16.0,0.0,0.0
832cf3fffffffff,427.0,0.0,0.0
832cf4fffffffff,2.0,0.0,0.0
832cf5fffffffff,45.0,0.0,0.0
832cf6fffffffff,5.0,0.0,0.0
832d00fffffffff,21.0,2.0,0.0
832d01fffffffff,7.0,0.0,0.0
832d02fffffffff,132.0,0.0,0.0
832d03fffffffff,75.0,3.0,0.0
832d04fffffffff,10.0,0.0,0.0
832d06fffffffff,63.0,0.0,0.0
832d10fffffffff,240.0,27.0,0.0
832d11fffffffff,20.0,0.0,0.0
832d12fffffffff,190.0,36.0,0.0
832d13fffffffff,79.0,20.0,0.0
832d14fffffffff,146.0,11.0,0.0
832d15fffffffff,44.0,1.0,0.0
832d16fffffffff,53.0,11.0,0.0
832d18fffffffff,24.0,8.0,0.0
832d19fffffffff,2.0,0.0,0.0
832d1afffffffff,19.0,0.0,0.0
832d1bfffffffff,21.0,0.0,0.0
832d1cfffffffff,19.0,0.0,0.0
832d1dfffffffff,9.0,0.0,0.0
832d1efffffffff,5.0,0.0,0.0
832d22fffffffff,9.0,0.0,0.0
832d2dfffffffff,1.0,0.0,0.0
832d30fffffffff,124.0,2.0,0.0
832d31fffffffff,164.0,2.0,0.0
832d32fffffffff,196.0,2.0,0.0
832d33fffffffff,591.0,37.0,0.0
832d34fffffffff,17.0,0.0,0.0
832d35fffffffff,6.0,0.0,0.0
832d36fffffffff,66.0,1.0,0.0
832d51fffffffff,2.0,0.0,0.0
832d53fffffffff,1.0,0.0,0.0
832d56fffffffff,2.0,0.0,0.0
832d58fffffffff,1.0,0.0,0.0
832d5cfffffffff,30.0,0.0,0.0
832d5dfffffffff,7.0,0.0,0.0
832d64fffffffff,3.0,0.0,0.0
832d71fffffffff,2.0,0.0,0.0
832d76fffffffff,5.0,0.0,0.0
832d81fffffffff,1.0,0.0,0.0
832d84fffffffff,24.0,0.0,0.0
832d91fffffffff,3.0,0.0,0.0
832d94fffffffff,5.0,0.0,0.0
832da1fffffffff,146.0,0.0,0.0
832da2fffffffff,24.0,0.0,0.0
832da4fffffffff,15.0,0.0,0.0
832da5fffffffff,63.0,3.0,0.0
832da6fffffffff,9.0,0.0,0.0
832da8fffffffff,195.0,15.0,0.0
832da9fffffffff,41.0,15.0,0.0
832dabfffffffff,39.0,2.0,0.0
832dacfffffffff,87.0,7.0,0.0
832dadfffffffff,10.0,4.0,0.0
832daefffffffff,45.0,0.0,0.0
832db0fffffffff,637.0,73.0,0.0
832db1fffffffff,894.0,146.0,0.0
832db2fffffffff,514.0,45.0,0.0
832db3fffffffff,22.0,0.0,0.0
832db6fffffffff,501.0,67.0,0.0
833803fffffffff,1.0,0.0,0.0
833810fffffffff,1.0,0.0,1.0
833816fffffffff,47.0,0.0,17.0
833830fffffffff,1.0,0.0,0.0
833832fffffffff,5.0,0.0,0.0
833834fffffffff,24.0,0.0,11.0
833835fffffffff,3.0,0.0,1.0
833836fffffffff,149.0,0.0,74.0
833842fffffffff,2.0,0.0,2.0
833843fffffffff,3.0,0.0,1.0
833845fffffffff,3.0,0.0,1.0
83384efffffffff,4.0,0.0,2.0
83385cfffffffff,3.0,0.0,0.0
83385dfffffffff,3.0,0.0,3.0
833862fffffffff,74.0,0.0,57.0
833863fffffffff,8.0,0.0,2.0
833868fffffffff,18.0,0.0,13.0
83386afffffffff,8.0,0.0,0.0
83386efffffffff,28.0,0.0,8.0
833870fffffffff,1.0,0.0,1.0
833871fffffffff,3.0,0.0,3.0
833872fffffffff,1.0,0.0,1.0
833875fffffffff,17.0,0.0,15.0
8338a4fffffffff,4.0,0.0,1.0
8338dbfffffffff,1.0,0.0,1.0
83391afffffffff,148.0,0.0,19.0
833980fffffffff,7.0,0.0,5.0
833981fffffffff,4.0,0.0,1.0
833982fffffffff,21.0,0.0,11.0
833983fffffffff,172.0,0.0,74.0
833985fffffffff,7.0,0.0,7.0
833988fffffffff,418.0,0.0,134.0
833989fffffffff,22.0,0.0,6.0
83398afffffffff,12.0,0.0,2.0
83398bfffffffff,7.0,0.0,3.0
83398dfffffffff,69.0,0.0,29.0
83398efffffffff,74.0,0.0,22.0
833991fffffffff,44.0,0.0,15.0
833992fffffffff,22.0,0.0,13.0
833993fffffffff,70.0,0.0,24.0
833998fffffffff,4.0,0.0,4.0
83399cfffffffff,10.0,0.0,4.0
83399dfffffffff,13.0,0.0,4.0
8339a8fffffffff,21.0,0.0,13.0
8339a9fffffffff,48.0,0.0,14.0
8339aafffffffff,4.0,0.0,4.0
8339abfffffffff,52.0,0.0,35.0
833c02fffffffff,127.0,0.0,0.0
833c03fffffffff,2.0,0.0,0.0
833c06fffffffff,8.0,0.0,0.0
833c09fffffffff,2.0,0.0,0.0
833c0afffffffff,2.0,2.0,0.0
833c0bfffffffff,2.0,0.0,0.0
833c11fffffffff,2.0,0.0,0.0
833c13fffffffff,4.0,0.0,0.0
833c15fffffffff,13.0,0.0,0.0
833c19fffffffff,32.0,0.0,0.0
833c1afffffffff,2.0,0.0,0.0
833c1bfffffffff,66.0,0.0,0.0
833c1cfffffffff,51.0,0.0,0.0
833c1dfffffffff,6.0,0.0,0.0
833c32fffffffff,1.0,0.0,0.0
833c33fffffffff,4.0,0.0,0.0
833ca8fffffffff,13.0,0.0,0.0
833cabfffffffff,5.0,0.0,0.0
833cb0fffffffff,2.0,0.0,0.0
833cb1fffffffff,9.0,0.0,0.0
833cc6fffffffff,4.0,0.0,0.0
833cd1fffffffff,7.0,0.0,0.0
833cd9fffffffff,12.0,0.0,0.0
833ce0fffffffff,9.0,0.0,0.0
833ce1fffffffff,17.0,0.0,0.0
833ce2fffffffff,1.0,0.0,0.0
833ce4fffffffff,2.0,0.0,0.0
833ce5fffffffff,7.0,0.0,0.0
833ce6fffffffff,5.0,0.0,0.0
833cecfffffffff,17.0,0.0,0.0
833cf0fffffffff,17.0,0.0,0.0
833cf1fffffffff,38.0,0.0,0.0
833cf2fffffffff,4.0,0.0,0.0
833cf3fffffffff,2.0,0.0,0.0
833cf4fffffffff,71.0,0.0,0.0
833cf5fffffffff,3.0,0.0,0.0
833cf6fffffffff,7.0,0.0,0.0
833d10fffffffff,15.0,0.0,0.0
833d12fffffffff,3.0,0.0,0.0
833d13fffffffff,18.0,0.0,0.0
833d14fffffffff,6.0,0.0,0.0
833d15fffffffff,5.0,0.0,0.0
833d16fffffffff,2.0,0.0,0.0
833d1efffffffff,5.0,0.0,0.0
833d30fffffffff,4.0,0.0,0.0
833d32fffffffff,6.0,0.0,0.0
833d33fffffffff,26.0,0.0,0.0
833d34fffffffff,26.0,0.0,0.0
833d35fffffffff,9.0,0.0,0.0
833d36fffffffff,44.0,0.0,0.0
833d61fffffffff,2.0,0.0,0.0
833d81fffffffff,9.0,0.0,0.0
833d84fffffffff,3.0,0.0,0.0
833d85fffffffff,164.0,0.0,0.0
833d89fffffffff,5.0,0.0,0.0
833d8bfffffffff,7.0,0.0,0.0
833d8cfffffffff,2.0,0.0,0.0
833d8dfffffffff,25.0,0.0,0.0
833d91fffffffff,2.0,0.0,0.0
833d96fffffffff,1.0,0.0,0.0
833d98fffffffff,17.0,0.0,0.0
833d99fffffffff,1.0,0.0,0.0
833d9efffffffff,7.0,0.0,0.0
833da1fffffffff,468.0,0.0,0.0
833da2fffffffff,12.0,0.0,0.0
833da3fffffffff,47.0,0.0,0.0
833da5fffffffff,22.0,0.0,0.0
833da6fffffffff,434.0,0.0,0.0
833da8fffffffff,5.0,0.0,0.0
833da9fffffffff,2.0,0.0,0.0
833daafffffffff,14.0,0.0,0.0
833dabfffffffff,2.0,0.0,0.0
833dacfffffffff,4.0,0.0,0.0
833dadfffffffff,11.0,0.0,0.0
833db1fffffffff,1.0,0.0,0.0
833db2fffffffff,18.0,0.0,0.0
833db3fffffffff,7.0,0.0,0.0
833db4fffffffff,2.0,0.0,0.0
833db5fffffffff,10.0,0.0,0.0
833db6fffffffff,5.0,0.0,0.0
833e41fffffffff,2.0,0.0,0.0
833e43fffffffff,2.0,0.0,0.0
833e45fffffffff,163.0,0.0,0.0
833e4efffffffff,4.0,0.0,0.0
833e58fffffffff,9.0,0.0,0.0
833e5cfffffffff,4.0,0.0,0.0
833e5dfffffffff,3.0,0.0,0.0
833e62fffffffff,4.0,0.0,0.0
833e63fffffffff,7.0,0.0,0.0
833e68fffffffff,311.0,32.0,0.0
833e6afffffffff,11.0,0.0,0.0
833e6cfffffffff,474.0,63.0,0.0
833e6dfffffffff,12.0,0.0,0.0
833f2cfffffffff,4.0,0.0,0.0
833f2dfffffffff,4.0,0.0,0.0
833f44fffffffff,2.0,0.0,0.0
833f45fffffffff,9.0,0.0,0.0
833f4dfffffffff,99.0,0.0,0.0
833f60fffffffff,42.0,0.0,0.0
833f61fffffffff,203.0,2.0,0.0
833f62fffffffff,38.0,2.0,0.0
833f63fffffffff,10.0,0.0,0.0
833f64fffffffff,27.0,0.0,0.0
833f65fffffffff,8.0,0.0,0.0
833f66fffffffff,58.0,2.0,0.0
833f68fffffffff,84.0,11.0,0.0
833f69fffffffff,5.0,0.0,0.0
833f6afffffffff,2.0,0.0,0.0
833f6cfffffffff,28.0,7.0,0.0
833f6dfffffffff,48.0,10.0,0.0
833f6efffffffff,64.0,4.0,0.0
833f70fffffffff,10.0,0.0,0.0
833f72fffffffff,5.0,0.0,0.0
833f73fffffffff,4.0,0.0,0.0
833f75fffffffff,18.0,0.0,0.0
833f76fffffffff,14.0,0.0,0.0
834040fffffffff,2.0,0.0,0.0
834043fffffffff,2.0,0.0,0.0
83404cfffffffff,2.0,0.0,0.0
834061fffffffff,2.0,0.0,0.0
834065fffffffff,2.0,0.0,0.0
834222fffffffff,7.0,0.0,0.0
834225fffffffff,9.0,0.0,0.0
834230fffffffff,7.0,0.0,0.0
834233fffffffff,10.0,0.0,0.0
834234fffffffff,2.0,0.0,0.0
834235fffffffff,5.0,0.0,0.0
834249fffffffff,27.0,0.0,0.0
834251fffffffff,58.0,0.0,0.0
834253fffffffff,658.0,0.0,0.0
834258fffffffff,54.0,0.0,0.0
834259fffffffff,176.0,0.0,0.0
83425afffffffff,66.0,0.0,0.0
83425dfffffffff,12.0,0.0,0.0
83425efffffffff,46.0,0.0,0.0
834269fffffffff,43.0,0.0,0.0
8342c0fffffffff,10.0,0.0,0.0
8342c1fffffffff,59.0,0.0,0.0
8342c2fffffffff,2.0,0.0,0.0
8342c3fffffffff,2.0,0.0,0.0
8342c4fffffffff,276.0,0.0,0.0
8342c5fffffffff,202.0,0.0,0.0
8342c6fffffffff,22.0,0.0,0.0
8342cafffffffff,3.0,0.0,0.0
8342ccfffffffff,12.0,0.0,0.0
8342cdfffffffff,5.0,0.0,0.0
8342cefffffffff,184.0,0.0,0.0
8342d1fffffffff,6.0,0.0,0.0
8342dcfffffffff,11.0,0.0,0.0
8342ddfffffffff,35.0,0.0,0.0
8342e0fffffffff,9.0,0.0,0.0
8342e2fffffffff,11.0,0.0,0.0
8342e3fffffffff,12.0,0.0,0.0
8342e4fffffffff,11.0,0.0,0.0
8342e9fffffffff,19.0,0.0,0.0
8342eafffffffff,4.0,0.0,0.0
8342ebfffffffff,27.0,0.0,0.0
8342eefffffffff,2.0,0.0,0.0
834300fffffffff,3.0,0.0,0.0
834301fffffffff,2.0,0.0,0.0
834303fffffffff,3.0,0.0,0.0
834304fffffffff,4.0,0.0,0.0
834305fffffffff,4.0,0.0,0.0
83430efffffffff,2.0,0.0,0.0
834310fffffffff,2.0,0.0,0.0
834313fffffffff,3.0,0.0,0.0
834315fffffffff,2.0,0.0,0.0
834316fffffffff,4.0,0.0,0.0
834318fffffffff,1.0,0.0,0.0
83431afffffffff,2.0,0.0,0.0
83431dfffffffff,1.0,0.0,0.0
83431efffffffff,52.0,0.0,0.0
834323fffffffff,6.0,0.0,0.0
834324fffffffff,23.0,0.0,0.0
834325fffffffff,4.0,0.0,0.0
834326fffffffff,5.0,0.0,0.0
83432afffffffff,3.0,0.0,0.0
83432cfffffffff,2.0,0.0,0.0
83432efffffffff,2.0,0.0,0.0
834331fffffffff,12.0,0.0,0.0
834333fffffffff,6.0,0.0,0.0
834334fffffffff,4.0,0.0,0.0
834335fffffffff,7.0,0.0,0.0
834350fffffffff,10.0,0.0,0.0
834360fffffffff,283.0,0.0,0.0
834361fffffffff,55.0,0.0,0.0
834362fffffffff,13.0,0.0,0.0
834363fffffffff,9.0,0.0,0.0
834364fffffffff,39.0,0.0,0.0
834365fffffffff,51.0,0.0,0.0
834366fffffffff,3.0,0.0,0.0
834370fffffffff,2.0,0.0,0.0
834371fffffffff,3.0,0.0,0.0
834372fffffffff,2.0,0.0,0.0
834373fffffffff,3.0,0.0,0.0
83438cfffffffff,3.0,0.0,0.0
834398fffffffff,2.0,0.0,0.0
8343a0fffffffff,1.0,0.0,0.0
8343a1fffffffff,34.0,0.0,0.0
8343a3fffffffff,3.0,0.0,0.0
8343a6fffffffff,3.0,0.0,0.0
8343a8fffffffff,2.0,0.0,0.0
8343a9fffffffff,24.0,0.0,0.0
8343acfffffffff,25.0,0.0,3.0
8343adfffffffff,1.0,0.0,0.0
8343aefffffffff,31.0,1.0,0.0
835202fffffffff,19.0,0.0,0.0
835206fffffffff,17.0,0.0,0.0
835211fffffffff,6.0,0.0,0.0
835215fffffffff,6.0,0.0,0.0
83521bfffffffff,1.0,0.0,0.0
83521cfffffffff,15.0,0.0,0.0
83521efffffffff,2.0,0.0,0.0
835230fffffffff,3.0,0.0,0.0
835232fffffffff,2.0,0.0,0.0
835234fffffffff,3.0,0.0,0.0
83524dfffffffff,10.0,0.0,0.0
83526bfffffffff,2.0,0.0,0.0
835283fffffffff,1.0,0.0,0.0
835286fffffffff,4.0,0.0,0.0
835299fffffffff,1.0,0.0,0.0
83529bfffffffff,9.0,0.0,0.0
8352d4fffffffff,2.0,0.0,0.0
835312fffffffff,2.0,0.0,0.0
835313fffffffff,3.0,0.0,0.0
835324fffffffff,2.0,0.0,0.0
835332fffffffff,2.0,0.0,0.0
835336fffffffff,2.0,0.0,0.0
835343fffffffff,2.0,0.0,0.0
835344fffffffff,5.0,0.0,0.0
835345fffffffff,9.0,0.0,0.0
83534dfffffffff,1.0,0.0,0.0
835355fffffffff,7.0,0.0,0.0
835362fffffffff,3.0,0.0,0.0
835364fffffffff,8.0,0.0,0.0
835368fffffffff,1.0,0.0,0.0
83536afffffffff,37.0,2.0,0.0
835372fffffffff,2.0,0.0,0.0
8353a4fffffffff,4.0,0.0,0.0
8353a9fffffffff,2.0,0.0,0.0
83550afffffffff,3.0,0.0,3.0
835510fffffffff,3.0,0.0,0.0
835512fffffffff,29.0,0.0,10.0
835513fffffffff,27.0,0.0,5.0
83551efffffffff,25.0,0.0,4.0
835532fffffffff,2.0,0.0,0.0
835534fffffffff,1.0,0.0,1.0
835858fffffffff,1.0,0.0,0.0
835929fffffffff,1.0,0.0,1.0
836326fffffffff,4.0,0.0,0.0
836330fffffffff,2.0,0.0,0.0
836332fffffffff,54.0,0.0,0.0
836336fffffffff,1.0,0.0,0.0
836a49fffffffff,1.0,0.0,0.0
837a6dfffffffff,1.0,0.0,0.0
837acafffffffff,4.0,0.0,0.0
837accfffffffff,6.0,2.0,0.0
837ad9fffffffff,11.0,0.0,0.0
839692fffffffff,6.0,0.0,0.0
839693fffffffff,8.0,0.0,0.0
8396a3fffffffff,2.0,0.0,0.0
