cell_id,Aegithalos caudatus,Aegithalos caudatus caudatus,Aegithalos caudatus [europaeus Group],Aegithalos caudatus [alpinus Group]
822c67fffffffff,11.0,0.0,0.0,0.0
822c77fffffffff,11.0,0.0,0.0,0.0
822caffffffffff,62.0,0.0,0.0,0.0
822cc7fffffffff,388.0,0.0,0.0,0.0
822ccffffffffff,8.0,0.0,0.0,0.0
822ce7fffffffff,5.0,0.0,0.0,0.0
822cf7fffffffff,61.0,0.0,0.0,0.0
822d07fffffffff,208.0,0.0,0.0,2.0
822d17fffffffff,78.0,0.0,0.0,2.0
822d1ffffffffff,46.0,0.0,0.0,5.0
822d27fffffffff,49.0,0.0,0.0,0.0
822d37fffffffff,609.0,0.0,0.0,13.0
822d57fffffffff,10.0,0.0,0.0,0.0
822d67fffffffff,32.0,0.0,0.0,0.0
822d77fffffffff,12.0,0.0,0.0,0.0
822da7fffffffff,23.0,0.0,0.0,2.0
822daffffffffff,54.0,0.0,0.0,7.0
822e0ffffffffff,17.0,0.0,1.0,0.0
822e17fffffffff,64.0,34.0,0.0,0.0
822e1ffffffffff,44.0,3.0,0.0,0.0
822e2ffffffffff,25.0,0.0,10.0,0.0
822e47fffffffff,3.0,0.0,0.0,0.0
822e67fffffffff,305.0,0.0,13.0,0.0
822e6ffffffffff,520.0,0.0,2.0,0.0
822e77fffffffff,468.0,0.0,41.0,0.0
822e8ffffffffff,2.0,0.0,0.0,0.0
822eaffffffffff,191.0,76.0,0.0,0.0
822ec7fffffffff,3.0,1.0,0.0,0.0
822ecffffffffff,21.0,0.0,0.0,0.0
822ed7fffffffff,4.0,4.0,0.0,0.0
822edffffffffff,2.0,2.0,0.0,0.0
822ef7fffffffff,6.0,0.0,0.0,0.0
822f5ffffffffff,505.0,0.0,103.0,0.0
823007fffffffff,1.0,0.0,0.0,0.0
82301ffffffffff,47.0,5.0,1.0,0.0
823027fffffffff,17.0,8.0,0.0,0.0
82302ffffffffff,2.0,0.0,0.0,0.0
8230c7fffffffff,186.0,0.0,3.0,0.0
8230cffffffffff,6.0,0.0,1.0,0.0
8230d7fffffffff,19.0,0.0,0.0,0.0
8230dffffffffff,6.0,0.0,0.0,0.0
8230e7fffffffff,862.0,8.0,26.0,0.0
8230effffffffff,37.0,0.0,0.0,0.0
8230f7fffffffff,2.0,0.0,0.0,0.0
823127fffffffff,16.0,0.0,0.0,0.0
82312ffffffffff,2.0,0.0,0.0,0.0
823137fffffffff,1.0,0.0,0.0,0.0
823147fffffffff,5.0,0.0,0.0,0.0
823157fffffffff,5.0,2.0,0.0,0.0
82315ffffffffff,7.0,0.0,4.0,0.0
823167fffffffff,5.0,5.0,0.0,0.0
82316ffffffffff,76.0,26.0,0.0,0.0
823177fffffffff,2.0,0.0,0.0,0.0
82318ffffffffff,1.0,1.0,0.0,0.0
8231affffffffff,19.0,7.0,0.0,0.0
823827fffffffff,492.0,0.0,4.0,0.0
823907fffffffff,7056.0,0.0,8.0,0.0
82390ffffffffff,4667.0,0.0,59.0,0.0
823917fffffffff,2154.0,0.0,0.0,10.0
82391ffffffffff,2592.0,0.0,18.0,0.0
823927fffffffff,4434.0,0.0,12.0,0.0
82392ffffffffff,7075.0,0.0,29.0,0.0
823937fffffffff,1132.0,0.0,0.0,0.0
823947fffffffff,2701.0,0.0,19.0,3.0
823957fffffffff,1697.0,0.0,0.0,0.0
823967fffffffff,829.0,0.0,22.0,2.0
82396ffffffffff,445.0,0.0,38.0,0.0
823977fffffffff,3107.0,0.0,19.0,1.0
823f27fffffffff,3.0,0.0,0.0,0.0
823f2ffffffffff,49.0,0.0,0.0,0.0
823f37fffffffff,2.0,0.0,0.0,0.0
823f47fffffffff,2.0,0.0,0.0,0.0
823f67fffffffff,314.0,0.0,0.0,2.0
823f6ffffffffff,145.0,0.0,0.0,11.0
824327fffffffff,7.0,0.0,0.0,0.0
824b67fffffffff,87.0,0.0,6.0,0.0
824b6ffffffffff,2.0,0.0,0.0,0.0
824b77fffffffff,166.0,0.0,17.0,0.0
